global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43
2037.8562724182843	n/a	n/a	4152858.187034545	2563.6876132459524	n/a	n/a	6572494.178310729	2409.8875645027424	n/a	n/a	5807558.07354496	2449.916841220012	1848.810744933175	n/a	n/a	n/a	n/a	-0.0242874613	-0.0130148638	0.0072966257	-0.0318250248	0.0435199677	0.05769413	-0.0307378208	-0.0067392556	-0.0928389745	0.0191843269	-0.0079414792	0.0690198741	-0.0027774084	0.0009566385	-0.039025251	0.0758477554	-0.0077627172	0.0556628418	-0.0471556763	0.0157026893	-0.015265952	0.0437847038	-0.0022094362	-0.048529706	0.0611687663	-0.0406834248	0.041684841	-0.0013588259	-0.0128417377	0.0267190365	-0.0032155436	0.0274577906	-0.0785369743	0.0590626958	-0.0118973673	0.0019148116	-0.0009211894	0.0769900752	-0.0351645151	0.0137877763	-0.0628851041	0.042088378	-0.0106131786	-0.0200834754	0.0175685458	-0.0502555391	0.0136644645	-0.047763917	0.0202209008	0.0188261091	-0.0010267841	0.0304360655	-0.0084499836	0.0865695258	-0.0014467046	0.0524402365	-0.0700845874	0.0289646063	-0.0200804307	0.0603570135	-0.1064457412	-0.0629755658	0.0949870465	-0.1100585527	0.074853663	-0.059760053	0.1347242772	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	0.0915979829	-0.0164793007250096	n/a	n/a	0.0002715673523853	0.0003855501460776	n/a	1.4864891514045874e-07	n/a	-0.1489970340685715	n/a	n/a	0.022200116161231	0.0022978739731751	n/a	n/a	5.2802247965955205e-06	-0.0002322657772466	n/a	5.3947391279967215e-08	n/a	-0.0011012346621517	n/a	n/a	1.2127177811243689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2036.730821820984	-1.1254505973004143	1.266639046963859	4148272.440555581	2560.7777548181007	-2.909858427851759	8.467276070139912	6557582.709571232	2409.385618425682	-0.5019460770604383	0.2519498642763634	5805139.058276506	2450.164687030084	1833.0749094766104	1.012968	21.739557	0.0776140968600008	0.0421200366175303	-0.0157186183	-0.0108077052	-0.0118790149	-0.003403153	0.046134711	0.0432062752	-0.05802742	-0.0462309181	0.0277325519	0.0253114539	-0.0295216261	-0.1113623228	0.0253111562	-0.0253527258	0.0215577894	0.0246275796	0.0794333566	-0.0066179613	-0.0118431561	0.0332540461	-0.0139401094	-0.0533689765	-0.0484986376	-0.0524251823	0.0595087551	0.0205542285	-0.0484811509	-0.0021424856	-0.0031565026	0.0528978256	0.030868615	-0.1047647663	0.0728146785	0.0141377905	0.0850239236	-0.032230587	0.0234534045	-0.0082590399	-0.0090706363	0.0010342346	-0.0343732419	0.0104907058	0.062686421	-0.0226442444	0.0115510298	-0.0581996353	0.0069021865	-0.0744316261	0.0140037075	0.0506380198	0.0476015493	0.0108175163	-0.0649818752	-0.0826430337	-0.0171848287	0.0873550272	0.0170369598	0.0406546037	0.0649974071	0.0564109247	-0.0867286787	-0.0581879562	0.0994543941	-0.1066554525	0.0615566557	0.0131257985	0.1082507323	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	0.0910237247	-0.0261857047745905	-0.0097064040495809	9.42142795737205e-05	0.000685691134542	-0.0146976434030818	-0.0150831935491594	0.0002160207216041	0.0002275027276414	-0.1852547590820421	-0.0362577250134705	0.0013146226231524	0.0343193257625454	0.0021828622367442	-0.0001150117364309	1.3227699516850842e-08	4.764887544603892e-06	-0.0002950345364274	-6.27687591808e-05	8.704537768493084e-08	3.939917129097265e-09	-0.0009476796728076	0.0001535549893441	2.3579134752466664e-08	8.980967622527197e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2038.8462892057184	2.1154673847345293	4.4752022558755495	4156894.191007928	2568.3522515354384	7.574496717337752	57.373000520960375	6596433.287967156	2409.0909739575814	-0.2946444681006142	0.0868153625822938	5803719.320803888	2451.926629260578	1870.1304515141435	1.103275	23.677639	0.2486775541200878	0.117146450531463	-0.0114705493	-0.0248459141	-0.0319415704	0.0644980053	0.0808546612	0.032941166	-0.011933071	0.0302109852	0.1056210338	-0.0151665372	-0.0319193678	0.0774574707	-0.0616425294	0.1465172472	0.0160090513	-0.0381614674	0.0886545739	0.0830521096	-0.0011188586	0.0788511088	0.0191635414	0.0297536164	-0.0332256649	0.0051535581	-0.0101300678	-0.0920056289	0.0245547387	-0.0266476605	0.0429706308	0.0806916763	-0.0031808107	0.077513581	-0.0573088023	-0.0416259526	-0.0490622087	-0.068542825	0.0254240111	-0.0240908853	0.0377558757	-0.1013445291	-0.0881705097	0.045222314	-0.0847461154	-0.0182359795	0.0070488904	-0.0528683349	0.0055496167	-0.0487416135	0.0302364773	0.0260688339	-0.0075286653	0.0731734064	0.0187168371	0.079189343	-0.0147188539	-0.0370811054	0.0735311468	0.0803149655	0.0655380923	0.0666941105	-0.1141067041	-0.0567027559	0.0009435442	-0.1006265824	0.0002300111	0.039970295	0.1314324074	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	0.0898788085	0.0387068202683025	0.064892525042893	0.0042110398064424	0.0014982179352826	-0.02552415591623	-0.0108265125131482	0.000651482535236	0.0001172133731973	-0.1497724558479305	0.0354823032341115	0.0012589938427974	0.0224317885307202	0.0021272491888772	-5.5613047867000224e-05	3.092811093057258e-09	4.525189111578704e-06	0.0008691206170108	0.0011641551534382	7.553706469132337e-07	1.3552572212767192e-06	0.0005820763924859	0.0015297560652935	2.340153619302251e-06	3.3881292668939945e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2039.111485397413	0.2651961916944856	0.0703290200892583	4157975.649879644	2565.5625441218	-2.7897074136385527	7.782467453709903	6582111.167800723	2409.09699205218	0.0060180945988577	3.62174626008004e-05	5803748.317114863	2450.003240129589	1857.784659081016	1.132075	24.295721	0.2173776679242015	0.1274321179594354	-0.0172600873	-0.0108662042	-0.0229816982	-0.0073244302	0.0015635003	0.0374307925	0.0680142762	-0.0205880776	0.0380545854	0.0172054203	-0.0236680039	-0.0564588734	0.0656155888	0.0124492247	0.0285146777	0.0084481616	0.041919388	0.1090105208	-0.000209071	-0.016954551	0.0318621268	0.1453824475	-0.0047776243	-0.107696288	0.0531148465	-0.0052515148	0.0375003379	-0.0712898071	0.0058995416	0.0400815807	0.0174034968	-0.015055895	0.0832985533	0.0290099048	-0.0477747998	0.031165627	-0.0502369521	0.0683188112	0.0275665024	-0.0443171231	-0.0782232412	-0.0333692463	-0.0102310875	-0.0167569273	0.0167511566	-0.0618183288	0.0387792854	-0.0466213199	0.0144279174	0.0299837815	0.030401165	-0.0085636776	-0.0880563223	-0.0149230206	0.051829417	-0.0695488156	-0.0231093642	0.0505131525	0.0441157917	0.1097426707	-0.0622365563	-0.0885736911	0.1178663102	-0.0708844392	0.0500845441	-0.027764961	0.1063507988	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	0.0881704121	-0.0394829078210534	-0.0781897280893559	0.0061136335786874	0.0015589000100058	-0.0183902898664172	0.0071338660498128	0.0003382027613708	5.089204481667172e-05	-0.1506266350326583	-0.0008541791847277	7.296220796222475e-07	0.0226883831812616	0.0020012861602763	-0.0001259630286008	1.5866684574311057e-08	4.005146295313457e-06	0.0003940583612567	-0.0004750622557541	1.552819920763159e-07	2.2568414684217397e-07	-0.0014408962151652	-0.0020229726076511	4.092418171306692e-06	2.076181902877398e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2037.798795722311	-1.3126896751018649	1.7231541831190396	4152623.931847301	2563.5351216879235	-2.027422433876381	4.110441725385231	6571712.320127517	2411.2201015128826	2.1231094607023806	4.507593782123953	5813982.377939796	2449.0421900116235	1836.9798223827072	0.916432	19.667759	0.0703520847436322	0.0424908405450777	-0.0199713534	-0.0075731202	-0.0171302752	-0.0171935708	-0.0151485744	0.0349778569	0.0212016125	0.0656008377	-0.0392389557	0.0265470106	-0.0010413663	-0.0571196175	-0.0564843276	0.0321892036	0.0557783115	0.1622691933	0.0833741146	-0.0208864187	-0.0603173445	0.0118080353	-0.0083019858	0.0319958181	0.070105454	-0.030624571	0.094245432	-0.1135643172	-0.0732532038	-0.0059513001	-0.0178825298	0.0085225711	0.0210144328	-0.0621355394	-0.0259223523	-0.0306933894	-0.0283941314	-0.0067919426	0.0166906294	0.0839432356	0.0712917836	0.0816129402	-0.1349022247	0.1171649094	0.0089565052	-0.0191003059	0.0154734044	-0.0507625915	0.0140345707	-0.0457086207	0.0121923174	0.0303543086	-0.0247274434	0.0611012346	0.0440585071	0.0022207772	-0.043197994	0.0064869088	-0.1207719925	0.0056511832	0.0289172421	0.0747042892	-0.0681115156	-0.0840110014	0.0798056275	-0.036390876	0.0669003448	-0.0450187154	0.091796079	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	0.0859092462	-0.0182243509327975	0.0212585568882559	0.0004519262409712	0.0003321269669217	-0.0183344198265587	5.587003985849798e-05	0.0003361509503765	3.121461353790153e-09	-0.1522328273595761	-0.0016061923269178	2.579853791049632e-06	0.0231748337258905	0.0019398947348612	-6.139142541510012e-05	3.7689071144978e-09	3.7631915823422055e-06	-0.0001881016069973	-0.000582159968254	3.5382214554966704e-08	3.389102286374983e-07	-0.0011358182990623	0.0003050779161029	9.307253489368816e-08	1.2900832084847762e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2042.8702193522795	5.071423629968422	25.719337634602084	4173318.733116431	2575.341769666557	11.806647978633464	139.39693649136967	6632385.230589273	2412.466028367675	1.2459268547922877	1.552333727492602	5819992.338028103	2450.597621006248	1842.298087132809	1.12788	24.205698	0.1232508933756049	0.0787037677496793	-0.007616174	-0.00528927	0.0341067794	-0.0508272531	-0.0352864681	0.0218162919	0.0229663185	0.0375297726	-0.0277580792	0.0191876571	0.0591728595	0.0834220354	0.0653909909	-0.0619507785	0.029098353	0.0711822228	0.0255758122	0.029992134	-0.0108926481	-0.0309643876	-0.0086326034	-0.0191154685	-0.1253235257	0.087889466	0.040966429	0.070012735	-0.0882089102	0.0437471189	-0.0139252554	-0.0272209782	-0.002909642	0.0321272621	-0.0503982476	0.1389259504	0.0323941109	-0.0277084012	-0.0340274515	-0.0270164454	0.0042152461	0.0531667726	-0.01371474	-0.0093974023	0.0350604584	-0.0077668607	0.0106755293	-0.0036631074	0.0245306449	-0.0098506752	0.0135023643	0.0444975002	-0.0288466522	-0.0587753486	-0.0868079817	0.0481306356	0.0434827032	0.1095431758	-0.0196036751	-0.0538328351	0.0263416465	-0.0451346613	-0.0046848004	-0.009539698	0.1344862929	-0.0338735474	0.1157769745	-0.0504667589	0.0146042576	0.091428372	0.0907052112	0.0895041772	0.0878315976	0.0856962841	0.0831094865	-0.0171607128283568	0.0010636381044406	1.1313260172182009e-06	0.0002944900647773	-0.0183644724481268	-3.005262156809824e-05	0.000337253848298	9.031600631153234e-10	-0.1172654663619212	0.0349673609976549	0.0012227163351403	0.0137511896010788	0.0005839519940558	-0.0013559427408054	1.8385807163428603e-06	3.409999313617451e-07	-6.840990183687445e-05	0.0001196917051604	4.6799146693307995e-09	1.4326104284210241e-08	-0.0014039806861353	-0.000268162387073	7.191106584068954e-08	1.971161767040948e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2040.560788764384	-2.3094305878955765	5.333469640307708	4163888.3326427247	2570.4997521825585	-4.842017483998461	23.445133315346787	6607468.975970594	2398.406517539784	-14.05951082789079	197.6698447195784	5752353.823377315	2437.7963900945883	1818.8015927999195	1.128599	24.221132	0.0579928542050886	0.0306434111647062	-0.0103159386	0.0151342706	0.042712067	-0.0481231648	-0.0872658745	0.0351056778	0.0022389597	0.0394061633	-0.0399961208	-0.0280964547	-0.0861191736	-0.0521724714	-0.0018103634	-0.0306815687	-0.0365779326	0.1219308197	-0.1633646305	-0.1848981923	-0.1436013629	-0.1011968983	0.1338219296	0.1575359021	-0.0853134566	0.0632268922	0.0980565369	0.1527617782	0.0103694653	0.055206697	-0.0090159188	-0.0294199625	-0.0716140344	-0.127816622	-0.0242414407	-0.0301550593	0.0067719572	-0.021633772	-0.0200240627	0.0167288269	-0.1010721291	0.1013498142	0.1685561804	-0.0280787678	0.1760827443	-0.0083192334	0.0109889897	0.0291385025	0.0425426752	0.0180103167	-0.0144895235	0.0546391419	-0.0530988558	-0.0276136934	0.0114745054	-0.0506506845	-0.0986837516	0.0774683871	-0.1052511898	-0.1035962744	0.1639855945	-0.0183967217	0.2260406573	-0.0252526352	0.1901636925	-0.0081783824	0.0240377726	-0.1372091715	-0.0471624947	0.091332638	0.0903234838	0.0886498116	0.0863239347	0.0833629647	0.0797886859	-0.0227560458464211	-0.0055953330180642	3.130775158304052e-05	0.0005178376225644	-0.0184654078148156	-0.0001009353666888	0.0003409712857674	1.0187948248602673e-08	-0.099357541420666	0.0179079249412552	0.0003206937757016	0.0098719210371593	0.0001489894374029	-0.0004349625566529	1.8919242569002726e-07	2.219785245763266e-08	-1.3619362811967406e-05	5.479053902490705e-05	1.8548704340400075e-10	3.002003166639862e-09	-0.0016020008080391	-0.0001980201219037	3.9211968678795777e-08	2.5664065889579293e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2045.057785998122	4.496997233738057	20.22298412024773	4182261.34807154	2567.313783209008	-3.185968973550644	10.15039830042734	6591100.061454949	2414.882279393855	16.475761854070697	271.45072867205107	5831656.42333046	2450.82023985196	1853.0784899639336	1.3616	29.221611	0.2596086481692921	0.1395647098427997	0.0025132393	0.0017923026	0.0121746976	-0.0084129386	-0.023331726	0.0041108018	-0.0363325935	-0.0220239906	-0.0321577988	0.0177282823	0.0511653372	0.0757775552	0.007264623	0.0281677763	-0.0399471142	0.0861113813	-0.0174706706	0.0298208214	0.0324413865	0.0784573882	0.0397824269	-0.0251277585	0.0002778188	-0.01950846	-0.1045017237	-0.0360067447	0.0662917097	-0.0324087188	-0.0240074865	-0.0466946708	-0.0038542349	0.0569052659	-0.0514724656	0.0504804545	0.0238429914	-0.0565905735	0.0441713176	0.0281200399	-0.0160748904	0.0067280347	-0.0224610185	-0.0090523848	-0.0465283098	-0.0005400702	-0.0001044785	-0.0025423769	0.0350196235	0.0326316445	0.0237735692	0.0171639305	-0.020358203	-0.0617102504	0.0019675379	0.0886633874	0.0104309475	0.0299728766	0.0059242364	-0.0292066838	-0.043930648	-0.0190902055	-0.0342159649	0.0074830355	-0.0800000167	0.0776792828	-0.0288486323	-0.0057253208	0.0189764991	0.0912209905	0.0898788085	0.0876564477	0.0845756715	0.0806666498	0.0759676635	0.0472264854237352	0.0699825312701563	0.0048975546829784	0.0022303409254782	-0.0186522007702336	-0.0001867929554179	0.0003479045935731	3.4891608193790855e-08	-0.0994170229360804	-5.948151541440572e-05	3.538050675994185e-09	0.0098837444494731	0.0003961669666117	0.0002471775292088	6.109673094576719e-08	1.5694826543431584e-07	0.0014715901519786	0.0014852095147905	2.1655775754003985e-06	2.2058473028244324e-06	0.0004532089965276	0.0020552098045667	4.223887340787092e-06	2.0539839453355415e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2041.54973770202	-3.5080482961020607	12.306402847784572	4167925.3315111855	2573.826926357775	6.513143148767085	42.421033676331625	6624585.046844311	2414.189108903634	-0.6931704902208367	0.480485328512995	5828309.053548922	2456.3909778426178	1862.9741089184608	0.940284	20.179659	0.2411425146381118	0.1121403781543666	0.0084741673	-0.0036932246	-0.0070535678	0.0313610225	0.0492534346	-0.0667938241	-0.0763834464	0.0107399471	0.01975382	0.027922083	0.0225182245	-0.0872815973	-0.0051549118	0.0265109402	0.1011166658	-0.0303617478	0.0012251235	0.020503995	0.0317636204	0.0220715633	-0.0099957697	-0.1212305748	-0.0271246534	-0.0684161866	-0.0654717741	0.0570137921	0.0535787498	0.1356807584	0.0006148203	0.029183645	0.051933797	-0.0113564231	0.0837944379	-0.0583943865	0.1258731259	-0.0562477379	-0.0246592497	-0.055925994	0.0110926125	0.0131827292	-0.0150866937	-0.025299921	-0.054428156	-0.0029254712	0.0073292063	0.018934104	0.0274570014	0.0285146413	0.0077351563	0.0328347336	0.0033846284	0.0066424592	-0.0110533924	-0.1133532824	0.025541205	0.085147415	0.0661191387	0.036482504	0.015868986	-0.0022056834	-0.0113554574	-0.0263898422	-0.0301579745	0.116630963	0.0739049706	0.0381210488	-0.0307008208	0.0910934489	0.0893714952	0.086525643	0.0825916807	0.0776190801	0.0716703745	-0.0232375572343812	-0.0704640426581164	0.0049651813077248	0.0005399840662211	-0.0186577992694054	-5.5984991718001365e-06	0.0003481134735774	3.134319297664681e-11	-0.0669411897230318	0.0324758332130486	0.0010546797428817	0.0044811228815349	0.0001591155318463	-0.0002370514347654	5.619338272433469e-08	2.5317752474730914e-08	0.000265931125237	-0.0012056590267415	7.071936336981697e-08	1.4536136887635018e-06	-0.0008680213473209	-0.0013212303438485	1.7456496215060255e-06	7.534610594047904e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2040.7892141736431	-0.7605235283767797	0.5783960372146665	4164820.616687476	2572.107873388084	-1.7190529696908925	2.9551431126030767	6615738.912344973	2413.507300537673	-0.6818083659609329	0.4648626478943173	5825017.489748646	2454.7982354628302	1878.4643954408823	1.02432	21.983173	0.1710654463334701	0.115532541027312	0.0007634073	-0.003783596	-0.0104976735	0.0503291754	0.0552911499	-0.060209396	0.0378758336	-0.0116995026	0.0247434719	0.0241238838	0.0388534293	0.0556165234	-0.0455496065	0.1207390899	-0.0179379459	-0.0366566909	0.0041970113	-0.0238731907	-0.0611269611	0.0315329171	0.0078309733	0.0929232469	0.0369669844	-0.0043754872	0.0055683465	0.0711150322	0.0324372287	-0.0303525738	-0.0042110072	0.0185939004	0.0359317311	0.0965460101	0.0149748537	-0.0634830374	-0.0249005637	-0.0383316305	0.066627688	-0.0107465868	-0.045979046	0.0230194601	-0.0130689125	0.0425475007	-0.046358795	-0.0063377871	0.0062197849	0.0228679549	0.0091413626	0.01411116	-0.000221545	-0.0030595988	0.0075715101	0.0612205541	0.0362713468	0.0822888026	0.0259087936	-0.0815450704	0.0819188247	0.0187573648	0.0562435322	-0.0288587032	-0.010149188	-0.0527660664	-0.0363687845	0.065416045	0.0314709158	-0.0555190503	0.0119140364	0.0909500356	0.0888018974	0.0852591707	0.0803774921	0.074233526	0.0669237601	0.0822286722858365	0.1054662295202177	0.0111231255692112	0.0067615545458914	-0.018457338397269	0.0002004608721364	0.0003406733407113	4.018456125768644e-08	-0.0470509080595604	0.0198902816634714	0.0003956233046522	0.0022137879492292	0.0007699854057842	0.0006108698739379	3.7316200288490585e-07	5.928775251206592e-07	-3.3334164353693296e-05	-0.0002992652895906	1.1111665131590366e-09	8.955971355380153e-08	-0.0008679870252966	3.432202430001408e-08	1.1780013520507569e-15	7.534014760832405e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
