global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
2107.3823144812377	n/a	4441060.219388299	n/a	2881.181218772711	n/a	8301205.215408605	n/a	2396.970647183554	n/a	5745468.283459545	n/a	2463.915342865518	2165.4407068341784	n/a	n/a	n/a	n/a	-0.0620820402	-0.0753801309	-0.028521368	0.0377131782	-0.0560606924	0.0384780288	0.1028824722	-0.0357622968	0.039713963	-0.0132912432	-0.0275893786	-0.063588619	0.0742063498	-0.0164750465	0.0343419777	-0.0418136953	0.0296869783	-0.007935635	0.011428945	-0.0485926457	0.1241547299	-0.1396240797	0.1127296203	-0.176727979	0.1165943124	-0.0111925346	0.1390572056	-0.1298538092	0.1488892019	-0.0990776147	-0.0046291612	-0.03445671	0.096752235	-0.0974930807	0.0009253141	-0.0384656878	0.048039834	-0.00907058	0.0580983423	-0.0582412709	0.0431587223	-0.0273351979	-0.0038752216	-0.0089418654	-0.0528280574	0.0105546585	-0.0128663129	0.0990865863	-0.0375246656	0.0370878166	-0.0996700247	0.0801742419	-0.0101131121	-0.0053916751	0.1049746547	-0.0176051477	0.0342642035	-0.0038482343	0.0056736388	-0.0880148535	0.1388955565	-0.1243954302	0.1435346167	-0.0147681564	0.0011769376	-0.0137960432	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0261432300411286	n/a	n/a	0.0006834684769833	-0.0083613844308843	n/a	6.991274960103437e-05	n/a	0.0636150912599973	n/a	0.0040468798360177	n/a	0.0014860004347904	n/a	n/a	2.2081972921972577e-06	9.999994809994917e-07	n/a	n/a	9.999989619992526e-13	-7.429999678660801e-10	n/a	n/a	5.52048952248996e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2107.3823144812377	0.0	4441060.219388299	0.0	2881.181218772711	0.0	8301205.215408605	0.0	2396.970647183554	0.0	5745468.283459545	0.0	2463.915342865518	2165.4407068341784	0.0	0.0	0.0	1.5064049800924276e-17	-0.0620249036	-0.0754211799	-0.028536749	0.0377095276	-0.0561341303	0.0384205654	0.1028848553	-0.0357460395	0.0397755721	-0.013265517	-0.0276494402	-0.0636340628	0.0741807065	-0.0164311348	0.034518423	-0.0417614342	0.0296138805	-0.0079410023	0.0115604376	-0.0485082556	0.1240999937	-0.1398609368	0.1130216466	-0.1769017454	0.1166654613	-0.0112384893	0.1390112161	-0.1298577455	0.148946339	-0.0992779297	-0.0046657255	-0.0345073157	0.0967980639	-0.0974634711	0.0008815161	-0.0385648651	0.0479810042	-0.008951499	0.0581042727	-0.0582474465	0.0430756533	-0.0272756133	-0.0038949033	-0.00886061	-0.0529176415	0.0104508188	-0.0130538338	0.0992602642	-0.0375105738	0.0370961353	-0.0997449409	0.0801425871	-0.0101625056	-0.0055039906	0.1049726487	-0.0177996865	0.0341686836	-0.004102074	0.0057548546	-0.0881626619	0.1391732871	-0.1244580875	0.1436018117	-0.0145469948	0.0013078805	-0.0137888133	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0261432300411286	0.0	0.0	0.0006834684769833	-0.0083613844308843	0.0	6.991274960103437e-05	0.0	0.0636150912599973	0.0	0.0040468798360177	0.0	0.0014860004347904	0.0	0.0	2.2081972921972577e-06	9.999994809994917e-07	0.0	0.0	9.999989619992526e-13	-7.429999678660801e-10	0.0	0.0	5.52048952248996e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2104.8066221086046	-2.575692372633057	4430210.916472235	6.6341911984401065	2865.328541742369	-15.852677030341964	8210107.652123451	251.30736902833172	2394.6233621488377	-2.347285034716151	5734221.046549004	5.509747034202403	2468.7666101158698	2104.4213873842723	1.158922	22.819782	0.0279136011706942	0.0160218684825766	-0.0035225839	0.0188022914	0.1097610579	-0.0535125077	-0.059130302	-0.0247488454	-0.0734301658	-0.0082402223	-0.0189430107	0.1104974242	0.0023176663	0.0022205852	-0.0884370788	0.0473324612	-0.0586537999	0.0302576817	0.0217122439	-0.0561448515	0.0387548871	-0.0028740361	-0.0833962606	-0.0475969981	-0.0156266231	0.034668453	0.0906321425	-0.0094517083	-0.0177568176	-0.03019019	-0.0659937824	-0.0918503962	0.0320807045	0.0021749208	-0.0851115118	0.1146327614	-0.0166499884	0.0513845508	-0.0276515644	-0.0088961434	-0.085376543	-0.0354476436	-0.0164072202	0.0278185675	-0.0006440344	-0.0256222832	-0.0747299298	-0.0124932596	-0.0335029012	-0.0133035136	0.0033211308	0.0213403214	0.1045386692	0.0152883756	0.0165341561	0.0018403513	-0.0944447245	0.0031188314	-0.0106169548	-0.0502732406	0.0700260221	-0.0177528945	0.0598427042	-0.1695151454	0.0088928578	0.1358308495	0.0096269822	0.0617276182	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0334877644989006	-0.0073445344577719	5.394218640140021e-05	0.0011214303711338	-0.0068823173805867	0.0014790670502976	4.736629252712577e-05	2.187639339276043e-06	0.0635305434160571	-8.454784394019976e-05	0.0040361299467395	7.148337914936374e-09	0.0012770005635205	-0.0002089998712699	4.368094619083479e-08	1.6307304392316744e-06	0.0001720000854665	0.0001710000859855	2.924102940704857e-08	2.9584029400483313e-08	-1.0982211825615737e-07	-1.0907911828829129e-07	1.1898254046551042e-14	1.2060897658269412e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2109.637113223384	4.830491114779306	4450568.749489493	23.333644409961828	2880.959591887718	15.631050145349036	8299928.1700898465	244.32972864641613	2398.635650679448	4.012288530610476	5753452.98471042	16.098459252868373	2475.3650067075314	2114.501940971982	1.049973	20.67452	0.037427703274451	0.0213196029804324	-0.025035546	0.1068673457	0.0265064356	0.0424583039	-0.0621969722	0.0323509551	-0.0553558828	0.0338807982	-0.1128697394	0.0817634332	-0.0539842297	-0.1094429064	0.0348694909	-0.0080877618	-0.0027717053	-0.0598606847	0.0203627132	0.101821876	0.0114595055	0.0715723315	-0.0411586005	-0.0858197113	0.0423463985	0.0114141268	0.0943483872	0.0063087922	-0.1310081311	-0.0873728288	0.0450208517	0.0223734933	0.0940966288	-0.0515745899	-0.0706677234	-0.0053132455	-0.0924092356	-0.0576646993	-0.0014053288	-0.0624011938	0.0572509514	-0.0238743414	-0.0632512827	-0.0579837703	0.0086316304	-0.0486082551	-0.0889640286	0.0331545031	-0.0176726219	-0.0538188221	-0.0719816414	-0.064647024	0.0551610152	-0.0289544771	-0.0459005045	0.0069592708	0.0686667993	-0.0106856985	-0.0713817365	-0.0263904711	0.1167745023	-0.0315808633	0.0235355119	-0.0793363417	0.0453526722	0.0330973008	0.0801962815	0.0191458279	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0336078515551179	-0.0001200870562172	1.442090107093686e-08	0.0011294876861508	0.0003218100778212	0.0072041274584079	1.0356172618728683e-07	5.1899452436986665e-05	0.0547129191492103	-0.0088176242668467	0.002993503521828	7.775049771128552e-05	0.0014090006662315	0.000132000102711	1.7424027115714557e-08	1.9852828774408107e-06	0.0004649995021963	0.0002929994167298	8.584865820400302e-08	2.1622453704280686e-07	-8.275925370371338e-07	-7.177704187809764e-07	5.151943740770184e-13	6.849094073595596e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2111.85255393194	2.2154407085558887	4459921.209548857	4.908177533126618	2879.0721111918606	-1.887480695857448	8289056.221442757	3.562583377234517	2397.7387654205368	-0.8968852589114249	5749151.1872004	0.8044031676526137	2472.736767620364	2153.463880401496	0.93144	18.340553	0.0350787992262399	0.0218673831082147	-0.0301149727	0.0485107228	-0.0461257223	0.0600826881	-0.0460962969	0.0351055415	0.0176750305	0.0545703083	-0.0822759944	-0.0257731936	-0.0371649531	-0.0439302248	0.018637555	0.1261199064	-0.0131687879	0.0380155411	-0.0376141418	0.0903561543	0.0012729782	0.0423040828	-0.0554712808	-0.0154041954	0.1178468699	0.0370675259	-0.0239349144	-0.0568038117	-0.067209351	0.0582470212	0.156023257	0.0239154735	0.0521082636	-0.0301884631	0.0489871101	0.0171576257	-0.0933139062	0.073288089	-0.0486806096	-0.0062637365	0.0594118745	0.0938219974	-0.0947711953	0.0134904747	-0.0020801371	-0.0047537745	-0.0399184528	0.03695578	-0.0097426159	-0.0295461994	-0.0556878848	-0.0679474192	0.0141274788	-0.0676418202	0.0242410565	-0.0747033378	-0.085511527	0.0435415234	-0.103595636	-0.0464533254	0.0998229406	-0.0217888725	0.0096252339	0.0451193597	-0.0682186429	0.06310292	0.0767962204	-0.0112124089	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0335242854210804	8.356613403749658e-05	6.9832987579728445e-09	0.001123877712994	0.0003869272547518	6.51171769306e-05	1.4971270046976438e-07	4.240246731411066e-09	0.0495689206053526	-0.0051439985438577	0.0024570778899797	2.6460721019210195e-05	0.0016660018447981	0.0002570011785666	6.604960578462145e-08	2.7755621468706726e-06	0.0001270001346178	-0.0003379993675785	1.14243572483466e-07	1.6129034192939325e-08	-1.0579125385478188e-07	7.218012831823519e-07	5.209970924036898e-13	1.1191789392166904e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2110.48370203148	-1.3688519004599584	4454141.456540501	1.87375552539284	2886.44372956032	7.371618368459622	8331557.403918091	54.34075737021129	2396.7406853023767	-0.9980801181600328	5744365.912583707	0.9961639222663448	2469.678380207207	2187.5530883461124	1.03842	20.447041	0.0711962361079081	0.0333421948417749	-0.0623042651	-0.0936210732	-0.0473455761	0.0296433163	-0.0284351311	0.0751647034	0.119225982	-0.0306941054	0.0085627844	-0.0136975208	-0.030445579	-0.0628134087	-0.1190268274	-0.0262980759	0.0268009504	-0.0083311567	-0.0417509153	-0.0137595789	-0.0072109558	0.0051235201	0.0707516729	-0.0776823702	0.1246327867	0.0524504707	0.0128848369	-0.0551459371	-0.10336646	-0.0033534829	-0.0697833447	0.0704894458	0.0518102787	-0.0371209022	0.0921029723	0.0759530534	0.0882669218	-0.0391859937	0.0622550906	0.0460760544	0.0880316694	0.0258965799	-0.0558840124	0.0156823918	-0.0121854448	0.0260864487	0.0112002506	0.0636196283	-0.0383230108	0.0268975624	-0.0171019607	-0.0251909377	-0.1308000032	-0.0342262603	-0.0744673765	0.067605293	-0.0502929805	-0.0665483412	-0.1471326973	-0.0459848696	0.0728513454	0.0115383198	0.0540391161	-0.0350737389	-0.0934487549	-0.001957915	0.0397847757	-0.0408752727	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.017774289104139	0.0157499963169414	0.0002480623839836	0.0003159253531575	-0.0186750461712961	-0.0190619734260479	0.0003487573495	0.0003633588308953	0.0555344136810092	0.0059654930756566	0.0030840711028934	3.5587107635706856e-05	0.0013710247802347	-0.0002949770645634	8.70114686184403e-08	1.8797089480176075e-06	0.0002233508531941	9.63507185763e-05	9.283460970169365e-09	4.988560362253241e-08	-0.0002171534738994	-0.0002170476826455	4.7109696541801315e-08	4.7155631226577396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2107.14622837085	-3.337473660629712	4440065.227737499	11.13873043539709	2862.297227016715	-24.14650254360504	8192745.415787577	583.0535850883246	2393.475815065085	-3.2648702372916887	5728726.477301473	10.659377666353087	2463.7597733335924	2127.231056145862	1.098124	21.622639	0.0309466730864891	0.0165917598700514	0.0288872983	-0.0413868978	0.0546638063	-0.0889812571	-0.0070974648	-0.0391691616	-0.0176930636	-0.0033665745	0.0853378544	0.0330772029	-0.0037668163	-0.0295028138	0.0544173653	0.051950197	0.0263489844	-0.0174025557	-0.1140488482	-0.0497570244	0.0916017442	-0.0403235176	-0.0731322345	-0.0408184532	0.0485317216	0.009005658	0.0132632489	-0.1222993333	-0.0988197815	0.0311462852	0.0483176207	-0.031116118	-0.0022693685	0.0001151784	0.0315660952	-0.0564312509	-0.0552442748	0.0061566596	0.0256252764	0.0648125079	-0.0625366892	-0.0334559023	-0.0947186471	0.1120568892	-0.0069872818	0.0537187384	0.0152269671	0.0245425177	-0.057270745	0.0808336522	-0.008135973	0.0907800433	0.0350483338	-0.0067105543	-0.0477878079	-0.1003849526	-0.0160624229	0.0489787704	-0.1125314937	-0.0315213939	-0.0180929024	0.0215982718	0.0044947324	-0.0157241143	-0.0661796555	0.0350597032	0.1400135348	0.0221796679	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0177961875427143	-2.189843857529697e-05	4.795416120360542e-10	0.0003167042910554	-0.0119042647131806	0.0067707814581154	0.0001417115183614	4.584348155356064e-05	0.0588377947976468	0.0033033811166376	0.0034618860966499	1.09123268017579e-05	0.0013710019553392	-2.282489549990975e-08	5.209758545818004e-16	1.8796463615439096e-06	7.213453961485428e-06	-0.0002161373992326	4.671537534703863e-08	5.2033918054469805e-11	-0.0004180054912345	-0.0002008520173351	4.034153286757932e-08	1.7472859070219568e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2108.869550267473	1.7233218966230195	4447330.780045334	2.9698383593803617	2854.602392010356	-7.694835006358971	8148754.816471247	59.21048577508747	2394.960464589243	1.484649524158158	5735835.626945524	2.2041842095830444	2463.1367149485022	2123.479821322088	1.040527	20.488522	0.0443047487467559	0.0239625289830409	0.0438846047	0.0875921887	-0.0261826321	-0.0228006912	-0.0376069031	-0.069237444	-0.0782146494	0.0738301165	-0.0132476754	-0.040076759	-0.0181219015	0.0051667089	-0.1273070764	0.0115281487	0.0185363107	0.0087400141	-0.06080338	0.0976890985	0.0058284129	0.0186856524	-0.08025103	-0.0546484018	0.0171529094	-0.0001874137	-0.0842948277	-0.0068187103	-0.0530583086	0.0562901218	-0.095942075	0.0513036773	-0.0348690499	-0.0056385879	-0.0112733522	0.1416599429	0.0114815561	-0.0273180183	-0.0383537983	-0.0280408272	-0.0053420911	0.0297652667	-0.1152549567	0.0537725546	-0.008353639	0.0263359811	-0.0129034179	0.0106118	-0.0303845379	0.0984736807	-0.0423910348	-0.0456497329	0.0566506809	-0.1187136921	0.0205434818	0.0612983883	-0.0413131909	-0.0257416659	0.007870651	-0.0404553854	-0.0041079662	-0.0363582058	0.1070140639	0.0277693629	0.0405000396	-0.0271094959	0.0045975758	-0.0432398708	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0334708834475065	-0.0156746959047922	0.0002456960917077	0.0011203000387565	-0.0279338775351476	-0.016029612821967	0.0007803015141486	0.0002569484872221	0.0511881493432682	-0.0076496454543786	0.0026202266331887	5.851707557769519e-05	0.0013059949292904	-6.500702604880001e-05	4.225913435709363e-09	1.7056227553322371e-06	-2.677296736197654e-05	-3.398642132346197e-05	1.1550768343758703e-09	7.16791781365461e-10	-0.0004179830472944	2.2443940100034303e-08	5.037304472139279e-16	1.747098278255126e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2110.878413594305	2.0088633268319427	4455807.67697841	4.0355318658903006	2873.607331599745	19.00493958938887	8257619.096223807	361.1877287963204	2391.146685263772	-3.813779325471387	5717582.470447923	14.544912743392988	2460.134465834674	2178.9907314720103	1.105022	21.758467	0.1052222027524243	0.0488663883111682	-0.0422512677	-0.087049497	-0.0720298661	0.0068980396	-0.044262826	0.0209812942	0.0578556549	-0.0347226878	0.014022214	-0.0170832446	0.0179870092	-0.0528981135	0.0683514475	-0.0026226956	0.0433199453	-0.0137236007	-0.1063379708	0.039266061	0.0487802324	-0.072642205	0.0797682072	-0.0529350141	0.0418546777	-0.1442525562	0.0415702	-0.0423752607	0.0160850918	0.0063909185	-0.0070869938	-0.019043076	-0.0217884963	0.0170926349	0.0673583395	-0.1038805206	0.0052996147	-0.0405848037	0.0401302009	0.0500938547	0.047326105	-0.0403731081	-0.0929988023	0.032771856	-0.0168902821	0.0403506396	-6.92758e-05	0.0417402937	-0.0092042076	0.1454047366	-0.0339893639	0.0436804508	-0.1097886398	0.0351640051	-0.0147769707	-0.0292938416	0.0545297621	-0.0265945354	-0.0446273816	-0.0134145625	0.0202342195	0.0467652676	0.1113222212	0.0301692468	-0.0175912264	-0.0329254742	-0.0256376847	-0.0854942624	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0086834907535262	0.0247873926939802	0.0006144148365655	7.540301166657501e-05	-0.016843006536547	0.0110908709986006	0.0002836868691901	0.0001230074195075	0.0310219925088759	-0.0201661568343923	0.0009623640192207	0.0004066738814693	0.0018739834827218	0.0005679885534314	3.226109968290944e-07	3.511814093514127e-06	-0.0002026674833579	-0.0001758945159959	3.093888075744017e-08	4.1074108810624674e-08	-0.0001783104722127	0.0002396725750816	5.744294324629311e-08	3.179462450071606e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2108.2052555802293	-2.6731580140758524	4444529.3996561	7.145773768217955	2876.455207008539	2.8478754087941525	8273994.557926538	8.11039434401446	2393.6388382695254	2.4921530057536074	5729506.888072283	6.21082660408674	2459.496259009549	2123.314138400419	1.148764	22.619774	0.0964110698382045	0.0463726079554386	0.0157156104	0.035806123	0.056207331	-0.0971763793	-0.0525808536	-0.0657946551	-0.0699115974	-0.025507804	0.001914642	0.0579845825	-0.0024746645	0.0503860546	-0.0732011689	0.0487110046	-0.0242598213	0.004327397	-0.0711223181	0.0369175456	0.06936256	0.0243089764	-0.1327609988	-0.0453058431	-0.1228010358	0.0770912068	0.0288320487	0.0739524717	-0.0160995031	0.0405877476	-0.1516018971	-0.1282722492	-0.059421519	0.0134471786	-0.0463965935	0.0933690333	-0.003183093	0.0262280245	-0.0457653369	-0.0127696341	-0.0715916603	-0.0974750932	-0.0703508733	0.0484847278	-0.0015779065	0.00056895	-0.049060065	-0.0021056282	-0.0206807708	0.1298358635	-0.0265447001	0.0351326073	0.1328609132	-0.0163599798	0.0666263513	0.047065189	-0.0717379017	0.0163040748	0.0560729071	-0.0165509716	0.0226258707	0.0907347499	0.0530286554	-0.0520669625	-0.0793110013	0.0092646094	-0.0520271506	0.007173537	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0194597815384867	-0.0107762907849604	0.000116128443082	0.0003786830975256	0.0005645385520551	0.017407545088602	3.1870377675646893e-07	0.0003030226260117	0.0081882789336589	-0.022833713575217	6.704791189540214e-05	0.000521378475635	0.0019930688694874	0.0001190853867655	1.4181329341112468e-08	3.972323518519782e-06	0.00034608280181	0.0005487502851679	3.011268754718516e-07	1.1977330570865976e-07	-0.0004183452080677	-0.0002400347358549	5.761667441697962e-08	1.750127131132072e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
