global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40
2250.1070690530946	n/a	n/a	5062981.822202708	2900.6167535862	n/a	8413577.551184947	n/a	2470.2837079983315	n/a	n/a	6102301.598001986	2552.0361602783205	2198.9343817855	n/a	n/a	n/a	n/a	-0.0097482363	0.0286064639	-0.0038177439	0.0139623734	-0.0344088397	-0.0261354137	0.0146960995	-0.0106348834	0.0565307734	0.0265709509	0.0956815613	-0.0485189541	0.0525799172	-0.0141150845	0.0494844495	-0.0116689607	0.0215260559	0.0463336697	-0.0201825924	0.0265013179	-0.0589169792	0.0555640999	-0.0877504498	0.0395243501	-0.0609668863	0.0004327892	-0.0476019346	0.0508060948	-0.0351617278	0.0636240696	-0.0162429517	0.005335359	-0.0502495842	0.0058431405	0.0002761526	-0.0586565622	0.0351922025	-0.0594503213	0.0560106097	-0.0009782804	0.0104430345	-0.0229171599	0.0176383658	-0.0001278145	0.0095111896	-0.0177722983	-0.0153434195	0.0283767386	-0.0840396255	0.001361355	-0.0080187553	0.0027208835	-0.0124839797	0.0346309896	-0.0159038976	0.0377482275	-0.0351820809	0.0678190845	-0.0239382161	0.0496252515	-0.0251051026	0.0096618291	0.0121762736	-0.0550720436	0.0010162666	-5.93874e-05	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0168496235248767	n/a	n/a	0.00028390981293	4.647658393253096e-05	n/a	2.1600728540375948e-09	n/a	0.0245055662431781	n/a	n/a	0.0006005227768987	-0.0013240007253033	n/a	1.7529779206036642e-06	n/a	-0.0005549995681883	n/a	3.080245206891995e-07	n/a	-8.674101498833391e-07	n/a	7.524003681206368e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250.109483366788	0.0024143136934071	5.828910610173352e-06	5062992.687137154	2900.6478097098216	0.0310561236215107	8413757.715974385	0.0009644828143945	2470.2693718475048	-0.0143361508266934	0.0002055252205257	6102230.769487866	2552.0379103597006	2198.9426922568173	0.017516	0.361994	0.0122718453732672	0.008081377078109	-0.0095794121	0.028513968	-0.0034512724	0.014011906	-0.0346529466	-0.0260956663	0.0146768623	-0.0105354185	0.056717543	0.0263350147	0.0960480485	-0.0485681796	0.0524275192	-0.0141804574	0.0496234491	-0.0115482636	0.0214055646	0.0461500417	-0.0205801728	0.0269583781	-0.0588901589	0.0560542434	-0.0879462325	0.0403126962	-0.0617356984	0.0006516927	-0.0478777805	0.0512688363	-0.0353069421	0.0635966246	-0.0163020798	0.0052832951	-0.050252181	0.0057861077	5.54865e-05	-0.0584191494	0.0352184698	-0.0595046578	0.0568764204	-0.0009233295	0.0106919766	-0.0229303479	0.0176129914	-0.0004033529	0.0097294638	-0.0178224069	-0.0153408573	0.028197566	-0.0840600221	0.0015504343	-0.0082558885	0.0027590176	-0.0124548318	0.034432987	-0.0155058873	0.0375381356	-0.0352061977	0.0678688141	-0.0243460313	0.0497576416	-0.0255328135	0.009681716	0.0117496424	-0.0553471421	0.0016530827	1.07283e-05	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0218983257809384	0.0050487022560617	2.548939447036252e-05	0.0004795366720081	7.860417679239617e-05	3.212759285986522e-05	6.1786166092102744e-09	1.0321822229692622e-09	0.0244190511464665	-8.651509671159935e-05	7.484861959017389e-09	0.0005962900588937	-0.0013280006643309	-3.999939027600008e-06	1.7635857644633115e-06	1.5999512224517697e-11	-0.0004170000207892	0.0001379995473991	1.7388901733819324e-07	1.9043875082356462e-08	-7.768880239024259e-07	9.05221259809132e-08	6.035550016830163e-13	8.194255292104321e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2247.079940862728	-3.0295425040599184	9.17812778390564	5049368.260627641	2891.296463653821	-9.351346056000692	8359595.24073709	87.44767305907972	2470.510995513027	0.2416236655221837	0.0583819957403761	6103424.578950767	2554.978466186524	2186.304890255453	0.9612750000000002	19.86632	0.0602879882797376	0.0347960868870347	-0.0048935747	0.0206931992	0.0013521107	-0.0214301627	0.0584973345	0.0107858897	0.0383167531	0.0185162393	-0.074513966	0.0100021759	-0.00188632	0.0061114106	-0.0800069115	-0.005888342	-0.0676268083	0.0469499614	-0.0258468423	0.0335878525	-0.0063565328	0.0305801145	0.0393072856	0.0703585059	0.0055221411	-0.0086275899	0.0118068718	-0.0824378016	0.0356455265	-0.022259744	-0.0073239589	-0.0738478167	-0.0067108678	-0.0315895885	0.0605860417	0.029844988	0.0152988429	0.0128566718	-0.0591190113	0.0832143197	-0.0368972299	-0.0065975022	0.0752213513	-0.0356083447	0.0278199486	0.005164581	0.019081363	-0.0141142954	-0.0038080056	0.0011270142	0.107849732	-0.0013484207	-0.0201401759	-0.0263881295	0.0183000671	0.0116971724	0.0729003808	-0.0610545012	0.0247865666	-0.0511575404	-0.0232214852	-0.0039137649	-0.0035519397	0.0197043566	-0.0350284772	-0.0109351504	-0.0164244508	0.0272659275	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0017948703652024	-0.0236931961461408	0.0005613675436195	3.221559627881797e-06	-0.0044461011189298	-0.0045247052957221	1.976781515974882e-05	2.047295801313649e-05	0.0497872013750679	0.0253681502286013	0.0006435430460208	0.0024787654207615	-0.0012730007896271	5.499987470379986e-05	1.6205310103912204e-06	3.024986217433684e-09	-0.000496000062174	-7.900004138480002e-05	2.460160616766119e-07	6.241006538800115e-09	-8.157041207684573e-07	-3.8816096866031366e-08	6.65373212638642e-13	1.5066893759131301e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2248.746153383207	1.6662125204788936	2.776264163400627	5056859.26235577	2916.183862509848	24.887398856027172	8504128.319962855	619.3826218189828	2469.960071452613	-0.5509240604137631	0.3035173203427876	6100702.754570198	2554.691564737956	2195.758358651802	0.980753	20.268866	0.094855214731714	0.0429977828391261	-0.0049014475	0.0235397483	0.0053285137	0.0358962868	-0.0171123436	-0.0704438766	-0.0254872642	0.03177654	0.0776784086	0.0323611332	0.0152012882	-0.0410952641	0.0519877491	0.041653393	0.0199630043	0.0207215715	0.034279208	0.0200687417	0.0088819865	0.0534919533	-0.0834183405	0.0259346271	-0.0172850548	-0.0648346743	0.0195872132	-0.1258554659	0.0825313337	0.0511304001	-0.0257593508	0.0592595635	0.0371758253	0.0516026508	-0.0407533138	0.0388005123	-0.0690250602	-0.0394138893	0.040832215	0.0045444524	-0.0163103058	-0.0583723106	0.0813514369	0.0206496701	0.0138422499	0.0185910989	0.0046170009	-0.0349776981	-0.0053090753	-0.0093371101	-0.076386393	-0.0107873895	0.0214952479	0.0051755013	0.0001675175	0.0061471787	-0.0271629336	0.0223233192	-0.0287141174	0.0479773343	-0.0240924738	0.0390253755	-0.0675660852	0.0521377401	0.0145639368	0.015587551	-0.0152905383	0.0859652587	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0218737029275786	-0.0200788325623762	0.0004031595170679	0.0004784588797639	-0.0182148390613718	-0.0137687379424419	0.0003317803620316	0.0001895781445276	0.0456495371917853	-0.0041376641832825	1.7120264893619638e-05	0.0020838802458241	-0.0010419996409384	0.0002310011486887	1.0857632517157547e-06	5.336153069549889e-08	2.1413092943234346e-07	0.0004962141931034	4.5852054939559255e-14	2.4622852543729045e-07	-0.0004109999632009	-0.0004101842590801	1.6892096975114117e-07	1.682511263971165e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250.681809434936	1.935656051728984	3.7467643505950377	5065568.607321317	2893.8541075121457	-22.329754997702366	8374391.595564917	498.6179582574138	2470.9312495259405	0.9711780733273372	0.9431868501117988	6105501.239883826	2555.4245751953126	2193.6652066638617	0.998565	20.636976	0.0297028467847415	0.0175704000443713	-0.0476253038	0.0141602376	-0.0117829741	-0.0173507641	-0.0166688269	0.0366543625	0.0297431283	0.0118359029	0.0302429385	0.0370279046	0.0083151246	-0.0043818544	-0.0498032541	-0.0965488737	-0.0136486436	0.0534083793	-0.014116095	-0.0308864905	-0.0126795579	-0.0094813075	0.0582010105	0.0159123003	-0.0300045698	-0.0203185446	-0.0146739875	0.0312364727	0.0545026863	0.0272892566	0.0058260116	-0.0256089285	-0.0789699187	-0.0790395106	0.0289089762	0.0330006812	0.0161509326	0.0411029025	-0.003607815	0.0094383031	-0.0040254136	-0.0619706091	-0.0180890152	-0.0166230839	0.0236489092	0.0306931148	0.024474769	0.0369219928	0.0293809694	0.0622801192	0.0522569979	0.0141195171	0.0475376422	-0.0106015622	0.0771061359	-0.0079964899	0.0261274445	0.0430116375	0.1189836996	0.0279406776	-0.0223786984	-0.0057808353	0.017732945	-0.006138968	-0.0069577367	-0.0565341566	0.001177011	0.0855234649	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0233611841943144	-0.0014874812667358	2.212600518889947e-06	0.0005457449269606	-0.018280664314787	-6.582525341520054e-05	0.0003341826877899	4.33296398717537e-09	0.0602956414564559	0.0146461042646705	0.0002145083701316	0.0036355643786454	-0.0011529995374259	-0.0001109998964874	1.3294079333043394e-06	1.232097702023571e-08	1.4527795433316728e-07	-6.885297509917618e-08	2.1105684015229842e-14	4.740732180007775e-15	-0.0002519999926651	0.0001589999705358	6.350399630321046e-08	2.5280990630385272e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2247.701439522229	-2.9803699127069194	8.88260481656865	5052161.761230301	2900.6274506384584	6.773343126312739	8413639.607397363	45.87817710676802	2470.8355306977205	-0.0957188282200149	0.0091620940758127	6105028.219758286	2552.134320678711	2181.084869728211	0.949093	19.614559	0.084839493720619	0.041739926266282	-0.0176738419	0.0110685051	0.0091695546	-0.010673167	0.0540544128	0.0273768862	0.027575625	0.0317503243	-0.0441290126	0.000887758	-0.0497916852	-0.0174684442	0.0597141891	0.0724102348	-0.0205733243	0.0588221755	0.0288819333	-0.0105985808	-0.0488795451	-0.0157858758	0.0126010091	-0.0701201064	0.0688759943	-0.0283525334	0.077078999	0.0838401951	-0.0594409521	-0.0365219408	0.0074765239	0.0594897934	0.063738764	0.0124972276	0.0148571253	0.0621258498	0.0183997529	0.0188465538	-0.0747945922	0.0058573034	-0.0587586541	0.0649242466	0.0454390362	-0.0016423212	0.0132039004	0.0244345754	0.0165994304	-0.0525846815	0.019801423	-0.0684584199	-0.0085383734	-0.0216627921	0.0010972514	-0.0033809713	-0.0020358438	0.0007153124	0.014265467	-0.0992602583	-0.0439969506	-0.0775270952	-0.0557811294	0.0281218096	-0.0074969731	0.0078392559	0.049355078	-0.0381059372	0.0266588357	0.0148012172	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.0233970087110861	-3.582451677169862e-05	1.2833960019257159e-09	0.0005474200166266	0.002485784938031	0.020766449252818	6.179126758141783e-06	0.0004312454145698	0.0372985833655121	-0.0229970580909437	0.0005288646808382	0.001391184321074	-0.0008060046809399	0.000346994856486	6.4964354569703e-07	1.204054304277398e-07	5.393232357664424e-05	5.378704562231108e-05	2.908695526375856e-09	2.893046276776573e-09	0.0001680213424283	0.0004200213350934	2.823117151140805e-08	1.7641792193364221e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2251.3954306270416	3.69399110481254	13.645570282434166	5068781.385048322	2904.870635216977	4.243184578518594	8438273.407345884	18.00461536737802	2472.2116634035574	1.3761327058368806	1.8937412240739344	6111830.508668584	2559.824182332357	2178.3191847724547	1.003186	20.732494	0.066012897068211	0.0356589826567176	-0.0445146141	0.0142505554	0.0141037904	-0.0006411231	-0.0635670241	-0.0191025908	0.0134697523	-0.0361179397	0.1192696643	0.0844625485	0.0613342135	-0.0196226023	0.0283517816	-0.0975382383	0.0153717626	-0.0165967977	0.0461298611	-0.0133889472	0.0095021645	0.0191672675	-0.0618526461	0.0096370513	-0.057283962	-0.0278345923	-0.0102482719	-0.0241902854	0.0116004893	0.0039859011	-0.0167701719	0.0226671563	-0.0768552996	-0.0292952245	-0.0353081384	0.0129433813	0.0334712248	0.0121965517	0.1228509578	-0.0566992123	0.1068355807	0.0082627138	0.0114712446	0.0257316435	-0.0062572791	0.0212299698	0.0007584186	-0.0109892238	-0.0035643359	0.0681041408	0.0340125197	0.0093311685	0.0214701416	0.0243361551	0.0009021835	0.0424053179	-0.0317585137	0.031977009	0.0137908704	0.0916829759	-0.0112142446	0.0627907318	-0.0619624065	0.0097973915	0.0358249574	0.0323960319	0.0051379664	0.0787463924	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0325493356981496	-0.0091523269870635	8.376508927813082e-05	0.0010594592543908	0.0020200915682835	-0.0004656933697475	4.080769944250091e-06	2.168703146267818e-07	0.0200517102179631	-0.017246873147549	0.0002974546333676	0.0004020710826651	-0.0002300000010478	0.000576004679892	5.2900000481988015e-08	3.3178139125760055e-07	-1.724999920682535e-09	-5.3934048576564926e-05	2.9756247263547522e-18	2.908881595859265e-09	1.4999999619943756e-05	-0.0001530213428083	2.2499998859831278e-10	2.341553135487248e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2253.166165261574	1.7707346345323458	3.1355011459324005	5076757.768279546	2917.1931213891808	12.322486172203751	8510015.707480352	151.8436654641527	2471.1960532179155	-1.01561018564189	1.031464049179554	6106809.933439802	2557.293575439453	2185.810546188109	0.973089	20.110485	0.0482786710914474	0.0305868763684045	-0.0384312888	0.0099273818	0.0093936589	-0.0375189558	-0.0071845451	0.0508420068	0.0016260334	-0.027439184	0.0314091786	0.0090333427	-0.0645116633	0.0149221082	-0.0303631593	0.0577562495	-0.0237736073	0.0846688596	0.0201019992	-0.021587391	0.0168645361	-0.0497391277	0.0606080504	0.025124628	0.0158859593	0.0143790146	0.0243222856	0.0305751377	-0.0330731225	0.0015426904	0.0254040258	-0.0308493154	0.0809883625	-0.0457047704	0.0370364433	0.0371373216	0.0223824288	0.0648488132	0.0325296995	0.012182737	-0.0364135181	-0.0228386238	0.013388648	-0.0331790807	0.0067629666	0.0273269175	-0.0048485985	-0.0034571297	0.0579427656	-0.0859513501	0.0267833044	-0.0105254135	0.0369727065	-0.0009432291	0.0515737766	-0.020637696	0.0220521984	0.0054901179	0.1099360785	-0.0246336229	-0.031898952	-0.0087798338	0.01113621	-0.0132327564	-0.0018240267	0.0097993601	-0.0081675139	0.0368069888	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0362396244413361	-0.0036902887431864	1.3618231008088986e-05	0.001313310379649	-0.002310591414556	-0.0043306829828395	5.338832685019897e-06	1.8754815097855626e-05	0.0201537303737424	0.0001020201557793	1.0408112185232732e-08	0.0004061728479775	-0.0006930037948539	-0.0004630037938061	4.802542596819064e-07	2.1437251307884158e-07	0.0003339923821976	0.0003339941071975	1.115509113660277e-07	1.1155206364266893e-07	2.111568280916629e-05	6.115683189222536e-06	4.458720604973208e-10	3.7401580870939115e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254.651149450742	1.4849841891682445	2.2051780420796687	5083451.805719553	2918.011452041754	0.8183306525734224	8514790.834246827	0.6696650569412433	2472.3431455741807	1.1470923562651478	1.3158208738019288	6112480.6294676345	2555.6073988850912	2195.4211766773483	0.89225	18.439814	0.0542128155776218	0.0305628417702704	-0.0276415797	0.0098352118	0.0042844813	-0.0274149873	0.0638128339	0.0575561283	0.0009026167	-0.0199334195	-0.0112128579	-0.0536461111	-0.0790793058	-0.0257991625	0.0648674831	-0.0420474677	0.0518575169	0.0206294654	-0.0208685307	0.0117169578	-0.0329698171	-0.0436498979	0.0304578219	-0.0172058864	0.0863531681	0.0253673981	-0.0168844243	0.0775360441	-0.0098217565	-0.0165074396	0.0094183214	0.0786341179	-0.0341615543	-0.0414333679	-0.0241968187	-0.0164891543	0.0224548225	0.0037311505	-0.0646735041	-0.0117231402	-0.0574095441	0.0433363457	0.0303618862	-0.0002206797	0.0189473009	0.0141639809	0.0115138849	0.0069740316	-0.0063277323	0.074964993	-0.0474049822	0.0203892187	0.0144973981	-0.0076729913	-0.0029772072	0.0110499758	0.0251459111	-0.0654871792	-0.0258883534	-0.0733774928	-0.0352763694	-0.0066071515	-0.0125600224	0.012288397	0.0463379546	-0.0131434589	0.0257079392	0.0031865048	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0233745844890336	0.0128650399523024	0.0001655092529743	0.0005463712000349	-0.0015605938552738	0.0007499975592822	2.435453181118342e-06	5.624963389292572e-07	0.0202524247748812	9.869440113879913e-05	9.740584816146194e-09	0.0004101607092622	-0.0011459942977315	-0.0004529905028776	1.313302930433114e-06	2.05200395697301e-07	0.0001010590202124	-0.0002329333619851	1.0212925566290272e-08	5.4257951125728213e-08	-0.000102942125626	-0.0001240578084351	1.0597081228399168e-08	1.5390339833736416e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254.824211757699	0.1730623069565808	0.0299505620891338	5084232.225928728	2927.296555975906	9.28510393415172	8569065.1266284	86.21315506799976	2473.072246070047	0.7291004958665326	0.5315875330728237	6116086.334281948	2559.6060557047526	2193.89502777394	0.932864	19.279163	0.0724922161966162	0.0373271611565825	-0.026119694	0.0280722726	-0.0159992555	-0.0128749871	-0.0096628761	-0.020526775	-0.0476235101	-0.0412707491	0.0331680249	0.0170114404	-0.0283321885	0.040126897	-0.0591057157	-0.0032650168	-0.0748486381	0.0228297847	-0.0103066668	0.0167701794	-0.0037716519	-0.0404770148	-0.0504911898	-0.0379163442	0.0539700712	0.0424990496	0.0067986162	-0.0112060727	0.0079479618	-0.0130553021	0.0115797341	-0.0751655231	0.0008806676	0.0129452159	0.080128628	0.0164211029	-0.0085774924	-0.0268725443	0.0344500483	-0.0410352322	-0.0180366952	0.0459096616	0.033637722	0.0296648664	0.0288842917	0.0024333265	0.005345111	0.0090639099	0.0349048802	-0.0410609535	0.0904180887	-0.0206115516	-0.0236080036	0.0158777419	-0.0373816122	0.0216990007	0.0078863778	0.0407979397	-0.0444596966	0.0292169907	-0.0198845022	0.0078153683	-0.021666503	-0.0022466317	0.022314764	-0.0204763814	0.0258181235	0.0075054641	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0294798673482574	-0.0061052828592238	3.7274478791131934e-05	0.0008690625788708	-0.0183423520869467	-0.0167817582316729	0.0003364418800815	0.0002816274093463	0.0202400788099268	-1.2345964954398048e-05	1.524228506552248e-10	0.000409660790232	-0.0016079926203411	-0.0004619983226096	2.585640267071437e-06	2.1344245009408406e-07	-0.0002520597441144	-0.0003531187643268	6.35341146030168e-08	1.2469286171968614e-07	7.379737025290192e-05	0.0001767394958789	5.446051856243893e-09	3.1236849403528394e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
