global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
2142.870651596096	n/a	4591894.629471878	n/a	2916.1837678797106	n/a	n/a	8504127.768045105	2408.706429717968	n/a	n/a	5801866.664564681	2486.9152893131404	1841.9630403040244	n/a	n/a	n/a	n/a	-0.025274604	0.1435852684	-0.1234045125	-0.0644254943	-0.0001699921	0.0797026015	-0.033070315	-0.0167828076	0.1073822599	-0.0752841518	0.0516333618	-0.067587353	0.0580705109	-0.0697267411	0.0501392946	-0.0633332456	0.0535413973	-0.0664996133	0.0920948351	-0.0540714283	0.0317401809	-0.1062780563	0.1046150265	-0.0077515577	0.0896880674	-0.0730429225	0.0023500083	0.0340309876	-0.0194615121	-0.0784570463	0.0049743153	-0.0599424886	0.0968396406	-0.0098487887	0.0614147731	-0.0310150104	0.1138966848	-0.0430696081	0.0202079927	-0.0721789473	-0.0275583858	0.0997342203	-0.0643900914	0.112048019	-0.099671654	0.0401126666	0.0701718876	-0.0013188102	0.0124842056	-0.1480212173	0.0545493341	-0.0463769885	0.1052155034	-0.0849242908	0.0609508286	-0.0194899336	0.0551635862	-0.0750149673	0.0355539041	-0.051763077	0.0792179567	-0.0758503206	0.0204996915	-0.188738861	0.0691853161	-0.0332753156	0.0456727123	-0.0306634771	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0264671363419495	n/a	0.0007005093061433	n/a	0.0302051530678681	n/a	0.0009123512718533	n/a	0.1773871221196685	n/a	n/a	0.0314661910938981	0.0027962411966122	n/a	n/a	7.818964829631229e-06	0.0012968384257252	n/a	1.681789902437415e-06	n/a	-0.0019033178911282	n/a	n/a	3.6226189946886974e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2145.6499551220886	2.779303525992418	4603813.7299154205	7.724528089593888	2890.3981323242188	-25.785635555491808	664.8990010006434	8354401.363343332	2409.040239305919	0.3338095879507818	0.1114288410078707	5803474.874595119	2488.9336336601023	1834.292040713256	1.108527	19.14526	0.0892030517777609	0.0463254523768685	-0.0794043787	0.1078821505	0.0100222373	-0.0408980142	-0.0206587547	-0.0180777708	0.0701430761	0.0324976226	0.1042332824	-0.0719307941	0.032002777	0.0781607428	-0.0455534408	0.0359017184	0.1068353717	-0.0558911557	0.0925742019	-0.1267752775	0.1046809459	-0.0556695354	0.0440436316	-0.0114816367	0.0632158963	-0.0646334257	0.1473714015	-0.0468239466	0.0012955126	-0.0271258997	-0.0053196945	-0.0691574331	0.0259144093	-0.0097207961	-0.0947296089	-0.0023220004	0.0343135678	-0.0946015675	-0.0528990213	-0.1483460933	-0.0302900529	-0.1017496203	-0.0717576136	0.0988006259	-0.0998786224	0.0440637648	-0.0699340686	0.0472039085	0.0295380659	0.0529914488	0.0416063542	0.013742852	-0.0788369799	0.0360505043	0.0744953449	-0.1060174164	0.1068426189	-0.0614964546	-0.0204278076	-0.0535937333	0.0115555923	-0.0042420043	-0.0476651845	-0.2248212077	-0.0134076477	-0.1285705733	-0.005737254	-0.0343593767	-0.0689101998	-0.066011005	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0379984342832102	-0.0115312979412607	0.0014438810079754	0.0001329708322101	0.0229198613343442	-0.0072852917335238	0.0005253200435855	5.3075475642551633e-05	0.1355657620214572	-0.0418213600982113	0.0017490261604642	0.0183780758324583	0.0026329285914248	-0.0001633126051874	2.6671007013095682e-08	6.9323129675421805e-06	0.0010752473995112	-0.0002215910262139	1.1561569701555985e-06	4.9102582898573584e-08	-0.0017169194824343	0.0001863984086938	3.474436676361812e-08	2.947812509162465e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2142.9159308750086	-2.734024247080015	4592088.686797905	7.474888583621443	2891.461519129136	1.0633868049171724	1.1307914968719526	8360549.716604571	2406.427614309126	-2.6126249967928743	6.825809373866966	5790893.862909512	2483.6622236452927	1825.8927055792665	0.885985	15.301752	0.0648783148660083	0.030614018921032	-0.0495978769	0.0638396235	0.0753956674	-0.0155114602	-0.0213799564	-0.0189514497	0.0658347319	0.0392253666	0.0990764942	-0.0334343419	-0.0300796463	-0.096641643	0.0516136119	0.077067988	0.0763044979	0.0066707251	0.0293314702	-0.0297475852	0.021690171	-0.0665724523	0.0004049175	-0.0551719737	0.0961404583	0.0818980269	0.2615368193	0.0975079703	0.0695932759	0.0497031506	-0.0440324443	-0.0366396391	-0.0026774404	0.0201361877	0.1148499318	-0.0105586167	-0.01490045	-0.0322506324	-0.0509631162	-0.0652438024	0.0010019966	-0.0200630775	-0.0444779739	0.0814389177	-0.041772375	0.0168948671	-0.0656216825	0.042664303	0.0067492649	0.013927719	0.0359020887	-0.0452236758	0.1082898495	0.0470961108	-0.0264595677	-0.0622208601	0.1168995461	-0.0506351019	0.03123885	-0.0382371487	-0.0038794813	-0.020046609	-0.0112387859	-0.1892203844	-0.0119758634	-0.1274193264	0.0301226968	-0.0625144311	0.0098878638	-0.0347707407	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0213567223912036	0.0166417118920066	0.0004561095912949	0.0002769465746965	0.0210131923160332	-0.001906669018311	0.0004415542513105	3.635386745387039e-06	0.1416496225766579	0.0060838605552006	3.701335925512682e-05	0.0200646155761096	0.0023450803233835	-0.0002878482680412	8.285662541437606e-08	5.499401723120461e-06	0.0007492119850374	-0.0003260354144738	5.613185985236813e-07	1.0629909149110257e-07	-0.0015258816969396	0.0001910377854947	3.6495435486719055e-08	2.3283149530552733e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141.582497278275	-1.333433596733812	4586375.592648651	1.7780451568984703	2901.7003075094785	10.238788380342612	104.83278749743889	8419864.674600603	2405.523177323866	-0.904436985259963	0.8180062603061304	5786541.756642308	2483.2965943292816	1816.2216485702872	1.00508	17.358643	0.1205862646735447	0.0733140070255098	-0.0031388692	0.0748096218	0.1098911129	0.0114051664	0.0116290457	-0.0663776073	0.033389036	0.0427962536	0.0684555878	-0.0371760743	0.0819566473	0.076988561	-0.005229671	0.0994821163	0.0322249284	0.0840559216	0.0649306385	-0.0645509765	0.0080751357	-0.0155076111	0.070259157	-0.1333983545	0.000445254	0.0362725955	0.0937388187	-0.0692020708	-0.0222585743	-0.069226362	0.0267231433	-0.0550661812	0.0977475778	-0.0433581862	-0.0549989308	-0.053168937	-0.0120966075	0.0056668226	-0.0319850507	-0.104688691	-0.0834571857	0.0029948575	-0.040673769	0.0081736701	-0.06532048	0.0580070212	-0.0925304935	0.054491659	0.0409201249	-0.0501784313	-0.0337152222	-0.0120005322	-0.0812232009	0.0955893157	-0.0157372498	-0.0348480611	0.0487294412	-0.0428840118	0.0579279233	-0.0331225289	-0.0652054894	-0.0572398036	-0.0817389371	-0.0717662078	-0.0612896959	-0.0821954711	-0.0097839462	-0.0882296872	-0.0507188907	-0.0160135779	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0193465552968916	0.0020101670943119	0.0003742892018556	4.040771747054747e-06	0.030129292618767	0.0091161003027338	0.0009077742737072	8.310328472950331e-05	0.2095508915470318	0.0679012689703739	0.004610582327787	0.0439115761481558	0.00281203332199	0.0004669529986065	2.180451029076021e-07	7.907531403982115e-06	0.0008417382113721	9.25262263347e-05	7.085232164839021e-07	8.561102559740133e-09	-0.0012541863557583	0.0002716953411813	7.3818358419623e-08	1.5729834149702851e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.881272017934	6.298774739659166	4613393.958685378	39.6745632209684	2910.49164985208	8.791342342601638	77.28770018482045	8470961.643858684	2408.671017100267	3.147839776400815	9.908895257891134	5801696.068618834	2483.1855516850123	1818.821675935318	1.257767	21.722775	0.2450913570594746	0.1082460809613527	0.1045241255	0.1414214985	0.1009571358	-0.0029298505	0.0416406245	-0.0846466604	-0.0190330081	0.0353948087	0.0617045678	-0.0848651719	-0.0397983865	0.0154615193	0.1276054881	0.0794119441	-0.0373930097	0.1321964155	0.1166670185	-0.1060191142	0.0122328484	0.0261709264	0.0484379308	0.0386475954	0.0532605771	-0.1274385767	-0.0374345915	-0.0244016978	-0.0229039116	0.0313143023	-0.1662720073	-0.1020799882	0.0993922163	0.0852819283	0.0800677801	0.0359693428	-0.0304842366	0.0657219962	0.0332025553	-0.1145868909	-0.1246889231	0.0932450686	-0.0697002406	-0.0279085895	-0.1083239792	0.011290205	-0.1616145006	0.0500286286	0.1344319344	-0.0882667616	0.1030034209	-0.0219655909	0.0934271031	0.1798066707	0.0719020237	-0.0859640187	-0.0154988706	-0.0344176777	0.180389158	-0.0788852505	0.0518185004	0.0020957024	-0.1606425397	0.0942242967	-0.0194387101	-0.1383378107	-0.0239051402	0.0030289519	-0.0928180684	-0.153915113	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0368306572868135	0.0561772125837051	0.0013564973161787	0.0031558792136747	0.0137583344518503	-0.0163709581669167	0.0001892917668889	0.0002680082713029	0.2599935995730646	0.0504427080260328	0.0025444667929995	0.067596671818959	0.0038540099909018	0.0010419766689118	1.085715378556531e-06	1.4853393009970894e-05	0.0019931090822165	0.0011513708708444	3.972483813613899e-06	1.325654882228992e-06	-0.0015028483816585	-0.0002486620259001	6.183280312479169e-08	2.2585532582535724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153.565196058511	5.68392404057704	4637843.053674533	32.30699249904962	2936.500950532801	26.009300680721022	676.4837219001553	8623037.832480045	2415.300379159611	6.629362059344203	43.94844131387241	5833675.921568561	2487.938540002662	1849.0649158516053	1.237991	21.381218	0.2632072175361308	0.1360119099678536	0.1234680302	0.2396586076	0.0784152345	-0.0153306734	0.1280068347	-0.1471390738	-0.0483151985	0.0511057159	0.1167489058	-0.1753497525	0.1702692833	0.0482913698	0.1261277324	0.0257673891	-0.0777644726	0.1361355738	0.1486209605	-0.0601813964	0.1396304072	0.0575884173	0.0612928853	0.040395552	-0.1222959029	0.0648211116	-0.0368875773	-0.1006198944	-0.0089589814	0.0187328722	0.0842675161	-0.2061985254	0.1627309656	-0.0953757613	0.0358650494	-0.0148392889	-0.013222876	0.0821916021	0.1299035661	-0.1459036021	-0.1419801678	0.1026235551	0.0221307525	-0.0806693393	-0.0251661857	0.0436579156	-0.2383361264	0.1008429883	0.1546067213	-0.0669985516	0.0636213551	-0.1239762531	-0.0410745863	0.1611527327	0.1209218609	0.0360106653	0.0104406488	0.0782719885	0.0986537165	-0.1295758749	0.1703380632	0.0576398847	-0.037119327	0.2940121849	-0.0201800823	0.1290788074	-0.0567338997	0.0804446153	-0.1274210051	0.0329786887	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0515664973672187	0.0147358400804052	0.0026591036507233	0.0002171449828752	0.0061395122069427	-0.0076188222449076	3.769361013919842e-05	5.80464523994989e-05	0.3629740350100476	0.1029804354369829	0.0106049700827906	0.1317501500914752	0.0036140177020443	-0.0002399922888575	5.7596298711061743e-08	1.3061123950689564e-05	0.0032470195150657	0.0012539104328492	1.0543135731217494e-05	1.5722913736080683e-06	-0.0027663880554285	-0.00126353967377	1.5965325071907986e-06	7.652902873217478e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.7425891418416	-5.822606916669429	4612798.229213702	33.902751306046675	2921.2210845947266	-15.279865938074636	233.47430308553348	8533532.62508079	2413.833675891895	-1.4667032677161842	2.151218475529333	5826593.0148697775	2493.7794857654835	1867.457655507984	1.325821	22.898123	0.3456245029231117	0.1776762352605699	0.0524767001	0.1738174631	-0.0541126829	-0.0331889801	0.0349771801	-0.0055759601	-0.051713581	-0.0706411488	0.1738961506	-0.1450015699	0.0090636344	0.0633711272	0.1490562505	-0.0457032803	-0.0208348254	0.0062316648	0.0049948335	-0.0634167127	0.1422692789	-0.1280465235	0.0826858824	0.0456598786	-0.1291541323	0.1038824391	0.0071252767	0.0761440578	0.0082100291	0.078484669	0.0666352069	-0.1437361642	0.0439746097	0.0205603232	0.0038952761	0.1317471518	-0.0203683264	-0.0768807485	0.1356528344	-0.203270679	0.0301927103	-0.0923365565	0.0050308691	0.041633772	0.0430465462	-0.0128519161	-0.1480514169	0.0827974919	0.1014584325	0.0035114515	0.0637654504	0.0082926507	0.0252744254	0.0291391966	0.1627628593	0.0394147066	0.0667344691	0.033703539	-0.0087953566	-0.0665170858	0.1428714549	0.0845931391	0.1037661593	0.0874788328	-0.0073175278	0.1457865042	-0.0057585854	0.0765390744	0.0088276398	0.1810409281	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0040110688607768	-0.0475554285064419	1.6088673405893296e-05	0.0022615187804313	0.0117097027283108	0.0055701905213681	0.0001371171379854	3.102702244433902e-05	0.2197257827158409	-0.1432482522942067	0.0205200617853446	0.0482794195900889	0.002130713715784	-0.0014833039862603	2.2001907156556963e-06	4.53994093863006e-06	0.001872928594145	-0.0013740909209207	3.507861518765966e-06	1.8881258589566976e-06	-0.0028940057802694	-0.0001276177248408	1.6286283693567662e-08	8.375269456232699e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2139.84476432212	-7.897824819721336	4578935.61539679	62.37563688300636	2909.306999655331	-11.914084939395709	141.94541994313562	8464067.218243504	2405.532543865135	-8.301132026760115	68.9087929257025	5786586.819594267	2478.211643661808	1836.060328206091	1.403532	24.240271	0.1901956572247142	0.0845963932656988	-0.0528750084	0.1503318418	-0.0880332107	-0.0808870104	0.0232736398	-0.0251407515	-0.05314333	0.0545054929	0.2206187738	-0.0396957946	0.064940742	-0.0286004129	0.1633261586	-0.0941377415	0.134013929	0.0076221881	-0.0306899562	0.0360669743	-0.0393570598	-0.0529293318	0.0742339028	-0.0355202475	-0.0451654801	-0.1218549527	-0.0909251257	0.1430787818	0.150725994	-0.0229483312	0.1192441119	-0.0666356621	0.1488552174	-0.0231996052	0.1219718472	-0.0346340329	-0.0472996963	-0.1429567651	0.063741182	-0.0445941895	0.0649495605	-0.0700954347	0.0519552705	0.0302649256	0.0482113659	-0.071272216	-0.0992952219	0.0657438829	0.0305727332	0.0373877637	-0.0398272333	-0.1183852422	0.0184052017	-0.0305335269	0.109853733	0.0169504012	0.1213268277	0.1234108189	-0.0598298363	-0.0662958722	0.0447679895	-0.0314961863	0.262256741	-0.0602799493	0.0126966623	0.030080533	0.1027699286	0.1135356739	0.259497443	0.076810146	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0604047427749634	-0.0644158116357402	0.0036487329497094	0.0041493967886911	0.0345401891985943	0.0228304864702835	0.0011930246698746	0.0005212311124697	0.1867832609473154	-0.0329425217685254	0.0010852097404697	0.0348879865701129	0.0016307601295695	-0.0004999535862144	2.499535883687394e-07	2.659378600193533e-06	0.0014690485274293	-0.0004038800667156	2.158103575942195e-06	1.6311910829027826e-07	-0.0023977026861963	0.0004963030940731	2.463167611865324e-07	5.748978171392953e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2139.0326893520028	-0.8120749701174645	4575460.846116462	0.659465757091281	2880.386660407571	-28.920339247759784	836.386022205515	8296627.31345388	2393.949398748589	-11.583145116545891	134.16925079096097	5730993.723768731	2474.2105524390145	1817.1527196444	1.469487	25.379358	0.1123045784172259	0.0653631203701907	-0.0548808772	0.0805715786	0.1255307213	-0.0252606969	-0.0161372077	-0.0917351149	0.034693699	0.0461669081	0.1538454001	0.0755323051	0.0161748363	0.1192692354	0.1083090148	0.0049805674	0.1427347612	0.1309281594	-0.0694312317	-0.0280498752	-0.0069223922	-0.0273379795	-0.1019674088	0.0115069308	0.0164473228	-0.1307980819	-0.0913445545	0.2015654434	0.0905091016	-0.1323764265	0.0630600302	0.0572370793	0.1264170703	0.0271809629	-0.0625902121	0.0593382692	-0.0911219012	-0.1555218749	-0.0631614116	-0.004031664	0.1479933644	0.1779703239	-0.0687966081	0.0657996528	-0.013382257	0.0209298861	-0.1185195664	0.0789403187	-0.0684703983	0.0118101888	-0.1407230884	0.0355590806	-0.0221582113	0.0607127799	0.0732932965	0.0469996358	0.1447183793	-0.0088211754	-0.1803686632	0.0783393158	-0.0468624245	-0.0191254174	0.0553452199	-0.0934953561	-0.1027158986	0.1271272203	0.0311991767	-0.1294740183	-0.0060706791	0.0301845191	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0406250889881647	0.0197796537867987	0.0016503978552963	0.0003912347039256	0.0397434888379137	0.0052032996393193	0.0015795449050093	2.707432713654137e-05	0.2184264600024832	0.0316431990551678	0.0010012920464449	0.0477101184292163	0.0006017054288199	-0.0010290547007496	1.058953577134849e-06	3.620494230713397e-07	0.0014718062856857	2.757758256399876e-06	2.166213742583936e-06	7.605230600741685e-12	-0.0023159466264835	8.175605971279991e-05	6.6840532997629045e-09	5.363608776720305e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2137.8670933524445	-1.1655959995582634	4570475.708839229	1.3586140341862272	2891.5732592414406	11.18659883386954	125.13999346993133	8361195.913560168	2402.2629370477985	8.31353829920954	69.11491905242386	5770867.2187135145	2476.639808337909	1821.5425750834488	1.163578	20.096048	0.1195539819262213	0.0689872205058771	0.0037150086	0.0880268845	0.1188202379	0.0230562571	-0.0145604219	-0.0385379021	0.0076638029	0.0011715135	0.1123473575	-0.0293665786	0.075429557	-0.0323582943	0.1051027462	0.0547203546	0.0234600722	0.1735985895	0.0542071227	-0.1575055331	-0.0780520606	-0.0764791921	0.002221746	0.0455658373	-0.0486856022	0.0345606528	-0.0034798662	-0.0209151932	-0.0743475253	-0.182407627	-0.0691787691	-0.0392974962	0.0991370412	-0.0178354499	0.1132190563	-0.0226677442	-0.0153145112	0.019843897	0.0685660215	-0.1049110444	-0.0083178459	0.1838647051	-0.1826428389	0.0444346731	0.0818891174	-0.0494518133	-0.1462425109	0.0748496035	0.0295756249	-0.0354021177	-0.0873345348	-0.094352636	0.0904590142	0.1058650929	-0.0294951038	0.0123585858	0.0534296655	-0.0307356822	-0.1267072953	0.0437750509	-0.0833002279	0.0059739125	-0.0180475057	-0.0385076805	-0.0025304744	-0.0846091127	0.0732982863	0.0389677974	0.0472241844	-0.0020222386	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0407908521571727	-0.000165763169008	0.0016638936197083	2.7477428199575226e-08	0.0339312995394891	-0.0058121892984246	0.0011513330884385	3.378154444072144e-05	0.2644861245689469	0.0460596645664636	0.0021214926999751	0.0699529100895004	0.0015669236148356	0.0009652181860157	9.316461466154384e-07	2.4552496147294635e-06	0.0014699887797298	-1.817505955899884e-06	2.1608670125315065e-06	3.303327899731552e-12	-0.0019326550206086	0.0003832916058749	1.4691245513415982e-07	3.7351554286836288e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
