global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
4938.736262052167	n/a	n/a	24391115.866109014	6421.843032129553	n/a	41240067.92931089	n/a	5647.879934895834	n/a	31898547.758998968	n/a	5630.865360086839	4698.308967241274	n/a	n/a	n/a	n/a	-0.0179472583	0.0513378876	-0.0820637309	0.1070633269	-0.0494231958	0.0490300164	-0.0775019916	0.0526489705	-0.064402921	0.0352582228	-0.086037503	0.0791564306	0.00664285	-0.0064490935	0.0601648892	-0.0370646104	0.0456696398	-0.0186591679	0.0049013096	-0.0002389274	0.1021297979	-0.1122401573	-0.0895493653	0.0789535892	-0.0917840385	0.0357946565	-0.1046866557	0.1045345221	-0.1329049482	0.1668799976	-0.1304882749	0.0268128022	-0.0286759213	0.0516904742	-0.0584879513	-0.0593998311	0.0788951084	-0.0450208623	0.0562611267	-0.0750294336	0.0323541843	-0.0037108793	0.0290095078	-0.0705182131	0.0250267159	-0.0831207103	0.0243772654	-0.034105373	0.040826592	-0.0888091524	0.0174725834	-0.1274960367	0.0167562868	-0.0731894257	0.0212439823	-0.0225991811	0.2459924104	-0.0246371906	0.0422901738	-0.0122686849	0.007968295	-0.0104041838	0.0545265836	-0.1101192006	0.0765746124	-0.0564668729	0.0521391413	-0.0091314946	0.0431916578	-0.0280468506	0.0145478159	-0.0910735261	0.0061301569	-0.0907004994	0.1038974655	-0.0183443064	0.0252301978	-0.1933070861	-0.0065213127	0.0038386348	-0.0407651938	0.021079864	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0160882703785603	n/a	n/a	0.0002588324437736	0.0098007132497741	n/a	9.60539802042976e-05	n/a	0.0524359135769572	n/a	n/a	0.0027495250326501	-0.0003989202671059	n/a	1.591373795078426e-07	n/a	-0.0002161475371855	n/a	n/a	4.67197578313571e-08	0.0007394570588888	n/a	5.467967419404742e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4938.736262052167	0.0	0.0	24391115.866109014	6421.843032129553	0.0	41240067.92931089	0.0	5647.879934895834	0.0	31898547.758998968	0.0	5630.865360086839	4698.308967241274	0.0	0.0	0.0	8.453758566649801e-18	-0.0178397835	0.0513378482	-0.0820311014	0.1069956657	-0.049459128	0.0490566416	-0.0774689218	0.052674676	-0.0646330737	0.0353367265	-0.0858820417	0.0792312771	0.00668835	-0.0065016248	0.0602791343	-0.037154768	0.0455252385	-0.0187362385	0.0049407258	-0.0004651561	0.1021581533	-0.1122316477	-0.08964551	0.0788545994	-0.0918012447	0.0357557434	-0.1047327082	0.1045680843	-0.1329221765	0.1669136096	-0.1305281844	0.0268569017	-0.0287038958	0.0516526289	-0.058360393	-0.0596282206	0.0788825602	-0.0449645745	0.0562630534	-0.0750119842	0.0324427775	-0.0036235322	0.0291283935	-0.0706429839	0.0250050571	-0.0828933272	0.0243252586	-0.034211188	0.0409980547	-0.0888342715	0.0176774912	-0.1274951152	0.016824512	-0.0732133596	0.0213498629	-0.0225912948	0.2460310043	-0.0246397076	0.0422125673	-0.0122148924	0.008074109	-0.0103483539	0.0545763541	-0.110054513	0.0765802797	-0.0564054383	0.0521023229	-0.0091364592	0.043144175	-0.0280233347	0.0148015962	-0.0909666753	0.0060832558	-0.09094745	0.1037270578	-0.0183099016	0.0254041477	-0.1934294306	-0.0065375478	0.0040212182	-0.0407552428	0.0209937305	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0160882703785603	0.0	0.0	0.0002588324437736	0.0098007132497741	0.0	9.60539802042976e-05	0.0	0.0524359135769572	0.0	0.0	0.0027495250326501	-0.0003989202671059	0.0	1.591373795078426e-07	0.0	-0.0002161475371855	0.0	0.0	4.67197578313571e-08	0.0007394570588888	0.0	5.467967419404742e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4923.107999297469	-15.628262754697973	244.2425967298798	24236992.37274673	6369.601490955479	-52.24154117407397	40571823.15358226	2729.1786242424664	5638.317169596354	-9.562765299479906	31790620.50496504	91.44648017293704	5614.765681681157	4689.950518340067	1.163145	19.680115	0.0540534379433287	0.0261287316204267	-0.0693963874	-0.0122804681	0.044139979	-0.0517938581	0.0260274551	-0.0059808666	0.0886330014	-0.062203043	0.0883983747	0.0171851044	0.0425400901	0.0313148307	-0.0475950026	-0.0125637105	0.0193957624	-0.0488462085	0.0372721472	0.0065499086	0.0810626327	-0.0776112998	-0.067123503	-0.0141628841	-0.0424719136	0.0894309832	0.0418631139	0.019650808	0.0275711059	0.0162292979	-0.0743960989	-0.086077016	-0.0933996767	0.1682235971	0.0377115964	0.0929793254	0.0325331082	0.0670996484	-0.0199551046	0.0617226078	-0.0415363223	-0.0668240979	-0.0127037575	0.0220362772	-0.0183071125	-0.0559750849	-0.0332484034	0.0749786219	0.0582487529	-0.0555782868	-0.0643604843	-0.0944315772	-0.0472183659	-0.0455077239	-0.028335405	-0.0806689573	-0.0061217262	0.0893067673	0.030401859	0.037900547	0.047063768	-0.0512098883	-0.0092615806	-0.0186554258	-0.0642696186	0.0334660249	-0.0487294571	0.0230724686	0.1236871869	0.0008076079	-0.0945875753	-0.0209441208	-0.046635796	-0.0684109383	0.0181476112	-0.0091163936	0.0027260948	0.0023901078	0.0718708332	-0.1088655477	-0.0076838398	0.0256562904	-0.0714439107	-0.0261204227	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0256963808713237	0.0096081104927633	9.231578724115012e-05	0.0006603039898841	-5.989079306800704e-05	-0.0098606040428421	3.58690709431484e-09	9.72315120897141e-05	0.0700991799441581	0.0176632663672009	0.0003119909787586	0.0049138950288434	-9.49107722505528e-05	0.0003040094948553	9.008054689196304e-09	9.242177296220337e-08	-0.0002370353812954	-2.088784410990001e-05	4.3630203155948457e-10	5.618577198585567e-08	0.000752988860734	1.353180184520005e-05	5.669922243894873e-07	1.831096611777595e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4915.080751758506	-8.02724753896291	64.43670305178611	24158018.796306964	6484.452496054946	114.85100509946732	42048124.17359322	13190.75337235787	5633.413732503255	-4.903437093098546	31735350.281556256	24.04369532597472	5613.874332492299	4694.456154318417	1.068713	18.082354	0.061827411072327	0.0323417134976238	-0.0440480235	-0.0059380695	-0.1327236483	-0.01767499	-0.1027898608	-0.0725995119	-0.0683195799	-0.0727392507	-0.0095028288	-0.0388753572	-0.1196689535	-0.0198989082	0.0387098272	0.017003364	-0.0173337537	-0.0656069855	0.0194204937	-0.0319424117	0.0352485115	0.0526443476	-0.0534256037	-0.0939102051	-0.0616284748	-0.0086609919	-0.1086682888	-0.0055774337	0.0787091837	-0.0204233678	-0.0277826114	-0.012400925	0.0243343487	-0.0078305665	0.0239975313	0.0439718903	-0.0356435492	0.0190148365	0.0340138328	-0.0917780995	0.0957681786	0.0143632162	-0.0585416799	0.0240330554	0.025156516	-0.0118239163	0.0601723522	-0.0300281445	0.062778789	-0.0529539181	-0.0757592309	-0.0886355513	-0.0070833079	-0.0320705537	0.0508114032	0.0739546089	-0.0213618547	0.0701414517	-0.0006216484	-0.0437387759	0.0491059998	-0.0294326557	-0.0306302745	0.0253769788	-0.0066212408	-0.089632978	0.0238743763	-0.0065412387	-0.0566807437	0.0460215111	-0.0419151551	-0.0592008623	0.0114242872	-0.0469361214	0.0729344893	0.0705075529	0.0403695459	0.0001001335	0.0109942237	-0.055392418	0.0020206955	0.0734011105	0.026421717	-0.0667846596	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0086974941555411	-0.0169988867157825	0.000288962149576	7.564640458567158e-05	-0.0033474312067767	-0.0032875404137086	1.1205295684102517e-05	1.0807921971767925e-05	0.0494043647678097	-0.0206948151763484	0.0004282753751832	0.0024407912581107	-0.0004519230948072	-0.0003570123225566	2.0423448362011746e-07	1.274577984572915e-07	-0.0002141614187853	2.287396251010002e-05	5.232181609134612e-10	4.586511329613265e-08	0.000715951770471	-3.7037090263000055e-05	5.125869376405595e-07	1.3717460551496132e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4909.139013550226	-5.941738208280185	35.30425293573662	24099645.85436089	6247.7097616637775	-236.7427343911686	39033877.26598886	56047.122287007405	5632.843920898437	-0.5698116048179145	31728930.63720248	0.3246852649851671	5604.260039531148	4566.7505225885925	1.135621	19.214417	0.0791467235875701	0.0406220388191466	-0.0699112711	-0.0756481363	0.0618132063	0.0582298896	0.13097348	0.0212721055	-0.0030679924	-0.0307469556	0.0747959039	0.0426575624	-0.0067784717	-0.0082680984	-0.0861544086	-0.0165867599	0.0682240756	0.0204298692	0.0421562836	-0.0362550246	-0.029018031	-0.0187896704	0.0240227125	0.0428095108	-0.0107241122	-0.0187724087	-0.0693698799	-0.0264191991	0.0335757477	0.1071899058	0.0622056009	0.0012552599	0.1146048908	0.0114460783	-0.0722402824	-0.0027827873	0.060669371	0.0720145076	0.0432142038	0.0218483311	-0.0946862798	-0.0332497555	-0.0018242823	-0.0375875043	0.0032105197	-0.066227683	0.0080345856	-0.0120365829	-0.0040516178	0.0290361967	0.0318303506	0.0616066038	0.0181995146	-0.0834819296	0.027054658	0.1071576472	0.0976302018	0.0602629769	-0.0830026172	-0.0370760695	0.0303511831	-0.0570212415	0.0131017406	-0.014173207	-0.0356321781	0.0713295541	0.0145688696	-0.1178110343	0.0625170884	-0.0490623562	-0.0341478254	0.0018247716	0.005128565	-0.0308993763	-0.0473004761	-0.0208778513	0.0952100161	0.0078254659	-0.0091227506	-0.0182233778	-0.0508027156	-0.0391646444	0.0284196374	0.0315113971	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0051037651852539	-0.0035937289702871	1.2914887911881497e-05	2.604841906620977e-05	3.0061404288517224e-05	0.0033774926110652	9.036880277976817e-10	1.140745633780014e-05	0.0619858969985074	0.0125815322306977	0.000158294953272	0.0038422514267095	-0.0001021090229947	0.0003498140718125	1.0426252576932172e-08	1.223698848380409e-07	0.0004249733223051	0.0006391347410904	4.084932172686926e-07	1.8060232467103446e-07	0.0005130211878635	-0.0002029305826074	2.631907391968766e-07	4.118082135741935e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4926.387338942054	17.248325391828075	297.50472882238114	24269292.21328857	6303.545794960679	55.836033296901405	39734689.589166455	3117.6626143326826	5637.07307006836	4.2291491699224935	31776592.797289923	17.885702701456115	5610.47344313645	4633.9503846012685	1.045941	17.697067	0.1215368107744697	0.0592650076664968	-0.0571658468	-0.0408026916	-0.027838225	-0.0675724385	0.0478199522	-0.0806533142	0.0536508435	0.1021202333	0.0293933468	-0.087055832	-0.0348239494	0.0375730125	0.0093215044	-0.0144213507	-0.0720937852	-0.0316553469	0.0126824837	0.0518807939	-0.0067398164	0.0367719795	-0.0102109278	-0.106334472	-0.0222324793	-0.0197050045	0.0648143025	-0.0971620276	-0.0753062887	-0.0218787938	0.0297371843	0.0427882978	0.11459232	-0.0577171763	0.0795200843	0.0489262482	0.0294140919	0.0516861927	-0.0527521517	-0.0656995464	0.016588565	-0.0261806846	-0.0103317392	0.0689801808	-0.0467610106	0.0503926344	-0.0346349038	-0.0500224939	0.0306377444	-0.0203721233	0.0208899114	-0.0519295746	-0.0006180493	0.1316011663	0.0035318935	0.0613034243	0.128425929	-0.0628893329	0.0161604918	0.0106394139	-0.0106857686	-0.0584026032	-0.00074703	0.0018354789	-0.0043080895	-0.053782967	-0.0581347762	0.0035172585	-0.044535705	0.1038303411	-0.0378963126	-0.0821409269	-0.005944825	0.0059068013	-0.0035069735	0.0371987521	-0.0305985208	-0.0567972644	0.0447715043	0.0386185391	0.0267337211	-0.0093887787	0.0039993462	0.0027103067	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0217210626056072	0.0166172974203533	0.0002761345735564	0.0004718045607167	-0.0109671271922309	-0.0109971885965194	0.0001202778788505	0.0001209381570274	0.0293707435600154	-0.032615153438492	0.0010637482338163	0.0008626405772681	-0.0005244409987585	-0.0004223319757638	2.75038361178813e-07	1.7836429775255499e-07	0.000417073615492	-7.899706813100033e-06	6.240536773293906e-11	1.7395040073956865e-07	-0.0002828905559417	-0.0007959117438052	8.00270666410041e-08	6.334755039270343e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4939.76456145771	13.377222515656284	178.9500822333815	24401273.922633488	6340.229815552566	36.68402059188702	40198514.114021726	1345.7173667859909	5649.913674723307	12.840604654947128	31921524.531825423	164.88112790464987	5628.672128006951	4650.317542580997	1.022586	17.301901	0.0821584942929573	0.0389845833229533	-0.0230309761	-0.0030172399	0.0831728197	0.0418325602	0.0519559115	0.0824249768	0.0150825879	0.0260858668	-0.0150368318	0.0944473239	-0.0041180711	0.0490720283	0.0297707776	-0.0312963663	0.0461577033	0.0998904354	-0.0181976966	-0.0150211245	-0.0061916807	-0.043110779	-0.036106643	-0.0729515212	-0.0424689468	-0.0576367883	0.0135523019	0.0302441197	-0.0080897159	-0.1011813098	0.0091463717	-0.0526357172	0.0226838092	-0.0766953565	0.0961388193	0.0014905226	0.0315534906	-0.021180761	0.0693770909	0.0445291139	-0.0381855252	-0.0313002147	0.1193992337	-0.0267232428	0.0396807226	0.0435291793	0.0049141353	0.0384277862	-0.0030809516	-0.0251597128	-0.0186537325	-0.0398345972	0.0435298319	0.0626340861	-0.0250861224	-0.0407520589	0.0573995965	0.0206886107	-0.0404491591	0.0099963418	-0.0154381333	-0.0123212401	-0.0092394959	-0.0387296813	0.0386771819	0.0377951528	0.0126858983	-0.0595077779	0.0174268221	-0.0710393032	-0.080310888	0.007513903	0.0104881635	0.0549893793	0.0058691524	0.0847890884	-0.064787085	-0.0400828097	0.0214423336	0.0309570078	0.0209428013	-0.0525779066	0.0452943802	0.0050330871	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.0086991855751534	-0.0130218770304537	0.0001695692813962	7.5675829670957e-05	8.10124163308501e-06	0.0109752284338639	6.563011599762988e-11	0.0001204556391754	0.0213292601562358	-0.0080414834037795	6.466545533326272e-05	0.0004549373388123	-0.0001539398548803	0.0003705011438782	2.3697478920567825e-08	1.372710976150547e-07	0.0008990104209563	0.0004819368054643	2.3226308446113454e-07	8.082197369880237e-07	-0.000132930396787	0.0001499601591547	1.7670490389949262e-08	2.2488049333702958e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4936.140406413155	-3.624155044555664	13.134499786978267	24365482.111824624	6383.591129530345	43.36131397777899	40750235.709018506	1880.203549879532	5642.190638020833	-7.723036702474019	31834315.19576993	59.64529590776077	5620.531453608848	4651.433061886457	1.028436	17.400873	0.1431827551413574	0.0871116974246947	-0.0284805225	0.0051609413	-0.0020974617	-0.061905464	-0.0077758663	-0.0147681216	0.1116036623	0.0230315928	0.0246871389	-0.0747575861	0.0321804209	0.0703854869	0.017486039	0.0200818327	0.0169810762	-0.1014880713	0.0292594481	0.0461191262	-0.0371622148	-0.0376077104	0.0385198853	0.036963952	0.0315106705	0.0273049069	-0.1101257253	0.0777446158	0.0287904965	-0.0634945575	0.0350645503	0.0042634385	-0.010517602	-0.0055684047	0.0596243261	-0.0809044284	-0.0088751026	0.020482294	-0.0808239549	-0.0109005185	0.0416419382	-0.0648242195	-0.017651287	0.030592892	-0.0554512902	-0.0830685531	-0.0628862082	-0.0089996344	-0.032481877	-0.0042163548	0.0614786665	0.0005562665	0.0004060073	0.000527116	0.0594529222	-0.0688192327	-0.0539402397	-0.0023938643	0.0018269867	-0.0768925805	0.0631444267	-0.0421718183	0.0303485587	-0.0133402686	-0.0031490141	-0.0309801039	-0.0837927162	0.0637913604	0.049653405	0.0836909297	0.0358553973	-0.0415934512	-0.0306038955	0.0013052336	-0.0649430055	-0.0390644393	0.0290746028	0.0209245316	-0.0018646381	0.0662459638	-0.0134301252	-0.1064319904	-0.0212288066	-0.0277739557	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0175679322961457	0.0088687467209922	7.865466840111166e-05	0.0003086322451619	0.0111122468841529	0.0111041456425198	0.0001234820308143	0.0001233020504502	0.0986450296139977	0.0773157694577618	0.0059777282068457	0.0097308418675464	-8.201488905523163e-05	7.192496582506837e-05	6.726442026741954e-09	5.173200708937253e-09	0.0002889957722176	-0.0006100146487387	3.7211787167579966e-07	8.351855635964693e-08	0.0001030118550509	0.0002359422518379	1.0611442281027632e-08	5.566874620233904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4936.718141539563	0.5777351264077879	0.3337778762854226	24371186.009005837	6370.991042787666	-12.600086742679196	40589526.86728067	158.76218592304002	5640.41333984375	-1.7772981770831393	31814262.644287325	3.15878881026305	5618.613537740151	4673.936224943672	1.050221	17.769482	0.1246474164579968	0.0695025082192573	-0.0399446577	-0.0147203631	0.0569923356	0.0045604045	0.019950844	0.0434952964	-0.0002959234	-0.0906964578	0.0046108118	0.0572418336	-0.0661057257	0.0198533738	0.0639165761	0.0322821974	0.018451037	0.0709408457	0.0491611249	0.0725794148	0.038686744	0.0539846111	-0.1718445866	-0.0333591379	-0.0407759914	0.0119522015	0.0826101676	0.0542991208	0.0358935889	0.0994112949	-0.0075330635	0.0330557801	0.003069971	-0.0533010934	0.1602029918	0.013099549	0.0017945518	0.0077498622	0.0703701152	0.0072147743	0.0578976618	-0.0279117881	0.0609042127	-0.067642633	-0.0254116614	0.0575603027	-0.0325087757	0.0453387386	0.055560163	-0.0250421285	-0.1433171014	-0.0427922898	-0.0650885354	0.0170477886	-0.0954273204	0.0438950497	0.0345812494	-0.0266389077	0.0262113055	-0.0780884168	0.0279113998	-0.0064414139	-0.044215555	-0.0143144319	0.0019905262	-0.0524385274	0.0468636535	0.0123146934	-0.0065087885	-0.0778696369	-0.1028982797	0.0191575033	-0.0241666245	0.024266571	0.0315690694	0.1388230616	0.0472683608	0.0093760807	0.0101124393	0.0451074089	0.0331319573	-0.0688702512	-0.0196866536	-0.0647048496	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0126576584824391	-0.0049102738137066	2.411078892557276e-05	0.000160216318258	0.0056518176923816	-0.0054604291917712	3.1943043227917674e-05	2.9816286958348167e-05	0.0356182393972872	-0.0630267902167105	0.0039723762850212	0.0012686589777624	-0.0002569708827385	-0.0001749559936832	6.603403457540393e-08	3.060959972569984e-08	-0.0001040719584206	-0.0003930677306382	1.5450224086906458e-07	1.0830972529499096e-08	0.0005599865954456	0.0004569747403947	3.135849870787541e-07	2.088259133588035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4942.364094450161	5.64595291059868	31.87678426869771	24426962.84211016	6380.1557010878005	9.16465830013476	40706386.77012316	83.99096175822896	5637.285853678385	-3.127486165364644	31778991.79608244	9.781169714547245	5616.517064511389	4696.184518253102	1.049181	17.751881	0.0885216921711476	0.0455388442882334	-0.0220112186	0.0427569846	-0.0266943517	-0.0579850858	-0.0096100079	-0.0344146327	0.0998694416	0.0480207595	0.0785948683	-0.0233568967	0.0574227924	0.03883876	-0.0111540008	0.0303944317	-0.0442529267	-0.0794064129	0.0269840234	0.0277488623	0.0166965404	0.0030438985	0.0959438706	0.0393884771	0.0166972824	0.0226977054	-0.0412918214	0.0386969303	0.0993847333	-0.0009228912	-0.0187060447	0.0278455244	-0.0047637114	-0.0126482357	0.0237562259	-0.0482128658	-0.0588238931	0.0424084804	-0.0602011938	0.058625547	0.0136795953	-0.0507558783	-0.0635569304	0.0360921145	-0.0479008395	-0.0257280504	-0.0243783557	-0.0591841731	0.0284946932	-0.013294205	0.0738309124	0.0300203822	-0.0114057333	-0.0819384329	0.0037048783	0.0045846151	-0.0567610163	-0.0171415717	-0.0140836099	-0.0681949019	-0.0003924184	-0.0031904539	-0.0553658628	-0.0237041555	-0.010491104	0.0279144913	-0.016632086	-0.0185851099	0.0522354486	0.1243706512	0.0437866083	-0.0373968972	-0.0688769395	-0.0223432822	-0.0560497348	0.005863219	0.0556629765	-0.1039599253	-0.0218995948	-0.0081982072	-0.1026741632	0.0342442675	-0.0157101611	0.0523686109	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0109628641862684	-0.0016947942961707	2.8723277063327395e-06	0.0001201843911665	-0.0095912208506376	-0.0152430385430192	9.199151740570545e-05	0.0002323502240239	0.0039830800058595	-0.0316351593914277	0.001000783309721	1.5864926333077718e-05	-0.0002090164454794	4.79544372591e-05	4.3687874480842995e-08	2.2996280528369582e-09	0.0002299850502711	0.0003340570086917	1.1159408505604653e-07	5.2893123348200394e-08	0.0001430240425858	-0.0004169625528598	2.0455876757584728e-08	1.7385777048736156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
