global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
4398.031760880698	n/a	n/a	19342683.36971537	5102.95951438969	n/a	n/a	26040195.805500265	4761.369419514474	n/a	n/a	22670638.7490876	4844.432819322941	3834.8212297104615	n/a	n/a	n/a	n/a	0.0542969995	-0.1083877623	0.0004775674	-0.0228323865	0.0431567726	-0.0167551695	-0.0879087689	-0.0528652257	0.0812367637	0.0343475992	0.0442409047	-0.08876619	-0.0645055375	0.0905760816	-0.0083783592	-0.021278103	0.0471533802	-0.0133032593	0.0934175654	-0.0751519832	0.0739770035	-0.0543323218	0.0498633104	-0.0470816973	0.0551648845	-0.0661704028	0.0409964065	0.1782160288	-0.0407035458	0.0974789702	-0.2466490765	0.028444518	-0.1125227245	0.0948475455	-0.1172396497	0.0245140895	-0.1643146092	0.0732503649	-0.023342302	0.063331149	-0.0218396125	-0.1411585431	0.0037042572	0.0608942409	-0.0971460426	0.039856856	0.066010913	-0.072840201	0.04978521	-0.0274848108	0.0517552269	-0.0062069496	0.0547103249	-0.066322841	0.0191797503	-0.0771060693	0.0406333048	-0.1351671246	0.0254087953	-0.0860082915	0.0594670144	-0.018496952	0.2581768054	-0.0616214541	0.0884957588	-0.0372187239	0.1276558451	-0.2154138913	-0.0547451861	0.1155362232	-0.0448736958	0.0190288298	-0.0393575169	0.0074136618	-0.0506508886	0.0439143614	-0.0667113787	0.0664425865	-0.1270319033	0.0257632513	-0.1366741893	0.0825302681	-0.0228542582	0.036658116	-0.0058825197	-0.1797217658	0.1493475417	0.058317869	-0.0659651071	0.0671742956	-0.157639353	0.0762802473	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.01622750280562	n/a	n/a	0.0002633318473064	-0.056852037164802	n/a	0.003232154129788	n/a	-0.228177163992953	n/a	0.0520648181678669	n/a	0.003444007307861	n/a	n/a	1.1861186336599973e-05	-0.0004009989517226	n/a	n/a	1.608001592826241e-07	1.1905199175780458e-06	n/a	1.417337674150037e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4398.088279492978	0.056518612279433	0.0031943535339928	19343180.5142135	5104.5586850419	1.5991706522099776	2.557346774889685	26056519.369036697	4761.270414350077	-0.0990051643975675	0.0098020225773893	22669695.958565354	4844.555685181128	3831.612960416797	0.04106	0.9055	0.0390034905284586	0.0180902356156545	0.0550360803	-0.1086317709	0.0004461598	-0.0242905306	0.0421740301	-0.0150026183	-0.0861785045	-0.0532520865	0.0808195087	0.0335965523	0.0420660129	-0.0902244194	-0.0637286924	0.091554854	-0.0077851873	-0.020779896	0.0466957984	-0.0133696002	0.0920202521	-0.0768413901	0.0738889624	-0.0542490464	0.0476699767	-0.0488115283	0.0549439152	-0.0646755479	0.0424343913	0.1794939207	-0.0401465426	0.0934209615	-0.2453469072	0.0275487807	-0.1107142236	0.0931380744	-0.1186827042	0.0251945976	-0.1635253492	0.0741533536	-0.0252598114	0.0652984838	-0.021631134	-0.1406520634	0.0027083242	0.0603187239	-0.0984840221	0.0389596182	0.0659467763	-0.0721203647	0.050025828	-0.0281071632	0.0497303257	-0.0075200809	0.0552051464	-0.0663903109	0.016194418	-0.0768737294	0.0408545241	-0.1325945606	0.0232113627	-0.0843701765	0.0605810678	-0.0152214933	0.254050277	-0.0618978634	0.0894276753	-0.03553403	0.1296411979	-0.2148408479	-0.0555474283	0.1158269156	-0.0456021366	0.0186041245	-0.0392328534	0.0068584516	-0.0513454906	0.0422149704	-0.0654103299	0.0678814012	-0.1251609305	0.0260272516	-0.1362957257	0.079930079	-0.0246247758	0.0357185976	-0.0033506502	-0.180240484	0.1491517745	0.0581257288	-0.0661016823	0.0656713561	-0.1583994727	0.0757409406	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.0134382024227903	0.0027893003828296	7.780196625653901e-06	0.0001805852843558	-0.0662970518187506	-0.0094450146539486	0.0043952990798581	8.920830181330389e-05	-0.2139680917588293	0.0142090722341237	0.0457823442909147	0.0002018977337545	0.0035690098054677	0.0001250024976067	1.562562440791307e-08	1.273783099152459e-05	-0.000274999165964	0.0001259997857586	1.5875946011213104e-08	7.56245412808956e-08	9.907381317462386e-07	-1.997817858318072e-07	9.815620456960273e-13	3.991276195014607e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4402.086039772164	3.9977602791868776	15.98208724984434	19378361.501556978	5086.974533211472	-17.58415183042871	309.2023955955693	25877309.90154207	4755.571372639474	-5.699041710602614	32.479076419188374	22615459.08026809	4834.346559937916	3903.5617352666977	1.133846	25.004786	0.2524684416763625	0.1536936644492247	0.0043621108	-0.0147273846	0.1136578144	-0.0029470688	0.0467934585	0.0109449648	0.0387583056	0.0216997926	0.1129475133	0.0540390746	-0.022616378	-0.0043726126	-0.0254630015	0.0522757819	-0.0740359159	0.0443274544	-0.097636355	0.0296034955	-0.0747718531	0.0166776812	0.0369416562	-0.0394779923	-0.0563324452	-0.0231866596	-0.0410623604	-0.0394055753	0.0561108381	0.0203416433	-0.0690889873	0.0544919576	-0.0072190862	0.0585906317	-0.0017146676	-0.0503980799	-0.0440051497	-0.0914582679	0.0108843469	-0.0083581756	-0.0064338371	-0.0401386416	-0.0646471868	-0.0385202553	0.0265780879	0.0219286384	-0.000387119	0.1025962309	-0.0351685587	0.0605874682	-0.0753456186	-0.012229922	-0.0928186597	0.0402269366	-0.049024736	-0.0207814896	-0.026373653	0.0119768633	0.0729243233	-0.0357999761	0.0638250679	-0.0910069702	0.05737086	-0.0366199826	0.0725137676	-0.0597403086	-0.0331249626	0.022312079	0.0491066113	0.0090957215	-0.0320476098	0.054129562	-0.0322190223	-0.0203162795	-0.0212812015	0.0112925526	-0.0315530448	0.0171308511	0.0049192426	0.0150545857	0.0091116292	0.0924065392	-0.0477911767	-0.0064599451	-0.0157831562	-0.0744334874	0.0084837682	-0.0520354518	-0.0381421548	-0.0167992586	-0.0072989151	0.0314399905	-0.0900509881	0.055647825	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	2.982957221320248e-05	0.0134680319950035	0.0001813878858184	8.898033784226613e-10	-0.044966484612317	0.0213305672064336	0.0020219847383897	0.0004549930973481	-0.0856100541403819	0.1283580376184473	0.0073290813699191	0.0164757858212587	0.0022510006705969	-0.0013180091348708	1.7371480796028747e-06	5.067004019027694e-06	2.1834736840808946e-07	0.0002752175133324	7.574467964487422e-08	4.767557329073794e-14	0.0001940001870581	0.0001930094489263	3.7636072578577796e-08	3.725264737485476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4393.450634934236	-8.635404837928036	74.57021671491093	19302408.481604043	5079.741377871261	-7.233155340210942	52.31853617562207	25803772.466057416	4756.510977940472	0.939605300997755	0.8828581216630818	22624396.683268227	4834.840017804628	3842.813885670788	0.987056	21.767599	0.0792151294084265	0.0505016328811902	0.0448742369	-0.0202193749	-0.0167338228	0.0998924237	-0.0180284815	-0.011938592	0.0365538922	0.0033595279	-0.0376753659	0.1308454157	0.0127085222	-0.0335104741	-0.0161965652	0.0434140305	-0.0273999996	0.0245582157	0.0769614994	0.0414042766	0.0279394123	-0.0348135895	-0.0123773736	0.0578775465	0.04501808	-0.0445668478	-0.0063659835	-0.0541887989	0.0717560824	-0.014924322	-0.0238358475	0.0120695694	-0.0493416316	-0.0069800856	0.0011051472	-0.0575448972	-0.0334769287	0.0157938344	0.0241833696	0.0223599166	0.0568260584	-0.0048297147	-0.0084539048	0.0122701703	0.0219985479	0.0133300487	-0.0148475954	0.0659545142	-0.0671634914	-0.0201340816	0.0478538077	-0.0148610252	0.0582547251	-0.0022005961	0.0917863151	0.039976029	-0.0320940307	-0.0208370023	0.0801158682	0.0197695568	0.0716828235	-0.0258650911	0.0142685766	-0.0420641396	-0.0345861959	-0.1000669865	0.0165438326	-0.0027591252	0.0148539128	0.0013879553	-0.032057273	0.0407003014	-0.0027522088	-0.0172789395	-0.0335295758	0.0311821196	-0.0058092885	-0.0365547443	-0.037424872	-0.0198940601	-0.0770071468	-0.0634531733	-0.0123778697	-0.0416047005	0.0059462256	-0.0109852312	0.02331322	-0.0499324876	0.0248249908	0.0506963537	-0.0210020654	-0.0545285355	-0.0250960099	0.0590810862	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-2.121852270420277e-05	-5.104809491740525e-05	2.605907994696416e-09	4.5022570574876834e-10	-0.0074231211035566	0.0375433635087604	5.510272691806736e-05	0.0014095041435509	-0.0855966977264515	1.3356413930409872e-05	0.0073267946616735	1.7839379308044686e-10	0.0027050245358921	0.0004540238652952	2.06137670257594e-07	7.317157739778272e-06	-6.581548139705795e-05	-6.603382876546604e-05	4.36046654142689e-09	4.331677591526481e-09	0.0005060897208138	0.0003120895337557	2.5612680551339e-07	9.739987707985021e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4388.382073847552	-5.068561086683985	25.69031148944714	19257897.226066545	5065.463407337156	-14.277970534104496	203.86044257275623	25658919.531071752	4750.4851017302535	-6.025876210218485	36.311184100877085	22567108.701761097	4831.137756811802	3827.989172394286	0.956222	21.087624	0.0634086831257371	0.042695496665055	0.0190851151	-0.0839699279	-0.0079867549	-0.0361097345	0.0427112854	-0.0500809859	-0.0982177931	0.0028824529	0.0769096801	-0.0009672366	0.0004742654	0.0137215163	-0.0063444802	0.0696232475	-0.1381754782	0.0180685712	-0.0656345984	0.0022714931	0.0380037122	-0.0253483007	0.0469137647	-0.0821421395	-0.003638195	0.0341418034	0.0232786438	-0.0197097404	0.0347235096	-0.0574272773	0.0360299492	0.0949974924	0.0092117113	-0.0524682883	-0.0133147188	0.029897898	-0.0120689587	-0.1031458987	-0.0012526861	-0.062426007	0.0144262147	0.0168588049	0.0313786282	-0.0623324138	-0.0145166376	0.008195883	-0.0345057462	0.1253199204	0.1212675361	0.0396967635	-0.048222034	-0.0571158734	-0.0158193453	0.0333629134	0.0084413771	-0.057858166	0.0377020568	-0.0430519234	0.0132440564	-0.025908237	0.0899095333	-0.0053681942	-0.0575543268	0.006804008	0.0287001559	0.0309088416	0.0544106509	-0.0617052495	-0.0235587074	0.001880539	-0.0398091307	0.0267678237	0.0407528723	0.0051502187	-0.0666052364	0.0066214838	-0.0203414952	0.0213825233	0.0347847036	0.0156740487	-0.0244983953	0.0124903484	-0.0836986149	0.0545958744	-0.0536908519	0.0103453034	0.0041110609	0.0189935428	0.0239839473	-0.0669611392	0.064715079	0.1073383567	-0.1013377944	-0.0491799885	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0002753267703781	-0.0002541082476738	6.457100153589872e-08	7.580483048683502e-08	-0.007618069280852	-0.0001949481772954	5.803497956786092e-05	3.800479183079873e-08	-0.0681166923498466	0.0174800053766048	0.0046398837766836	0.0003055505879661	0.0025978418966394	-0.0001071826392527	1.1488118157174469e-08	6.748782519934994e-06	0.000694604028598	0.000760419509995	5.78237831181124e-07	4.824747565445712e-07	0.0004640994435783	-4.199027723549996e-05	2.1538829352968769e-07	1.763183382314146e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4401.59917636638	13.217102518827232	174.69179899318917	19374075.309389196	5124.308168590578	58.84476125342189	3462.705926972222	26258534.206684124	4759.052169706192	8.567067975938699	73.39465370435438	22648577.553985216	4840.066736953793	3929.788190368298	1.074475	23.695469	0.0711588575918735	0.0513462512880848	-0.0118124665	0.0314623002	0.0947712401	0.0429711066	0.0823090554	0.0406850653	0.0477963119	0.0331386924	0.0426951875	9.63946e-05	0.0258511386	-0.0053922029	-0.0009545768	0.0031092791	-0.0295896578	-0.0129106395	0.0141571512	0.0618335716	-0.0642554703	-0.0579081825	-0.0375103168	0.0762830497	-0.0607629022	-0.0365214693	-0.0284849781	-0.0378348129	-0.0624973901	-0.0781732075	-0.0002384889	-0.0481527586	-0.0058675717	0.0149047544	0.0196740361	0.0368886358	0.0531727675	0.0413590953	-0.0193790328	-0.0089264764	-0.066465544	0.0387138748	-0.0304202385	0.0274411559	0.04763652	0.0020837064	0.0278958554	0.0491992786	-0.1104502486	-0.0262982382	-0.0190655125	-0.0660272112	-0.0323147156	-0.0161412501	-0.0017047517	0.023442856	-0.0359118915	0.0876505731	-0.0626352226	-0.0243964135	0.0607714347	0.0376403965	-0.0150924773	0.0241342961	0.0197292218	0.0075013288	-0.0384364832	-0.0168555831	-0.0756458571	-0.0373561783	-0.0125072997	0.0197432784	-0.0246811755	-0.0478817008	-0.0417002083	0.0035137503	-0.0018625559	0.0226627419	0.0002749347	-0.0041180215	0.0370115533	0.0787036908	0.0339995669	-0.065268956	-0.0221944522	-0.0334054482	0.023716261	-0.0108045504	-0.0171304722	0.0085498257	-0.0332702011	-0.0566754689	-0.0803802115	-0.0079890914	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-3.485782606560406e-05	0.0002404689443124	5.782531317876629e-08	1.2150680380199058e-09	-0.0077032830454868	-8.52137646347997e-05	5.934056967888439e-05	7.261385683235041e-09	-0.0560932410765104	0.0120234512733362	0.0031464516944675	0.0001445633805222	0.0017084057508495	-0.0008894361457898	7.91096657437592e-07	2.918650209535644e-06	0.0004088974975366	-0.0002857065310614	8.162822189113872e-08	1.671971634916938e-07	0.0004651512389188	1.0517953405000163e-06	2.163656750676946e-07	1.1062734382975458e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4405.1441706281485	3.5449942617688066	12.566984315973766	19405295.16401916	5117.750658866687	-6.557509723890689	43.00093377892095	26191371.806330413	4760.369100484088	1.316930777896232	1.7343066737703747	22661113.972843688	4843.155744313287	3834.940723214336	1.100082	24.260172	0.0625224727596001	0.0483446357508708	0.0469417702	-0.0297490116	-0.0810451585	0.0680753066	-0.0182650545	-0.0120285138	0.0031466608	-0.0493855241	-0.1423603595	0.0992004182	-0.0365650244	-0.0430438367	-0.0133588684	-0.0041049556	0.0081694485	-0.0237627484	-0.0340872575	-0.0692565987	0.0825824636	0.0336441701	-0.0348902212	0.0245722301	0.1198601977	-0.031019579	0.04371131	-0.0405052193	0.0623382277	-0.1006145313	-0.0224951433	-0.0459395919	-0.0171494834	0.0510629846	-0.0576387315	-0.0246290033	0.0569888784	-0.1084636096	0.0234675728	0.0718605149	0.0974355469	-0.0101332053	0.0301466383	-0.0200135804	0.0343903014	0.0103572877	-0.0032158115	-0.0236120667	0.066600862	0.0129716491	-0.0345485872	0.0934284413	0.0844606716	-0.0262930634	0.0704981656	0.0465452525	0.040809175	-0.0371191726	0.0019210635	0.0342056844	0.0899200788	-0.0111592588	0.0574753562	0.0636877776	0.0168183218	-0.0544217388	-0.0959904615	-0.0202376889	0.0486367623	0.1109068612	0.0018823794	0.024944405	0.0100451711	-0.0168648856	-0.0370341457	0.0294000523	0.0179436803	-0.0092887561	-0.0759857711	-0.0252528129	-0.0498180795	-0.0397825152	0.0294329879	0.0124399299	0.0362645509	-0.0163486861	-0.0104563583	-0.0528505138	0.04782848	0.0038474151	0.0562337723	0.0699305042	-0.0284320497	-0.0164960738	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	1.715680805602915e-05	5.201463412163321e-05	2.705522162807369e-09	2.9435606267142666e-10	-0.0027672727694607	0.0049360102760261	7.657798580598692e-06	2.4364197445035262e-05	-0.1024501144715728	-0.0463568733950624	0.0104960259552383	0.0021489597109658	0.0018369276144253	0.0001285218635758	1.6517869416996544e-08	3.374303060638224e-06	0.0003144276802578	-9.44698172788e-05	8.924546376689858e-09	9.886476611230133e-08	0.000465711047152	5.598082332000046e-07	2.168867794394124e-07	3.1338525795851084e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4413.834186874809	8.690016246660889	75.51638236723021	19481932.22922481	5110.088729467148	-7.661929399539076	58.70516212352123	26113006.82302717	4768.024532388325	7.655431904236138	58.60563764039655	22734057.941456903	4850.877776519427	3880.158863615748	0.917825	20.240856	0.040669823688428	0.0270825557540154	0.0024740479	-0.0449781275	-0.0141296078	-0.0510670108	0.0484114861	-0.0196803823	-0.0730197794	-0.0658302855	0.0485989542	-0.0583008436	-0.011681289	0.0586685821	-0.0314689646	-0.0156486879	0.0009992682	-0.0861706709	0.0172970015	-0.0079207383	-0.1015423236	0.0093740358	0.0758014724	-0.0242152183	0.020693506	0.0034054475	-0.0323088417	0.0028629489	-0.0655691576	-0.1057650283	0.0481515504	-0.026844824	0.0302095487	0.0100810024	0.0289388856	0.1264730059	0.040770385	-0.0043130315	0.035356567	0.0822292748	-0.0037398781	-0.116898197	-0.0659629203	0.0229276038	0.0068666285	0.0288781341	-0.0041125919	-0.0299169147	0.0416622957	-0.1018328742	-0.012356409	0.0063084909	-0.0995259695	0.0344516043	-0.0071647424	0.0023404961	0.0510935982	0.0732330855	-0.0840924456	0.0115950602	0.0375783905	0.0269907546	-0.1010063435	0.0533520431	0.0022024798	0.0424063744	0.0133489184	0.0233010774	-0.0162694522	0.0243494359	-0.0007934374	0.0351128653	-0.0153895312	-0.0190854778	-0.0270499297	0.00172295	0.00349356	0.0259452714	-0.0207861412	0.0133537788	0.0180134803	0.0367956044	0.0027581318	0.0737134494	0.0009492517	0.0003043218	-0.0042262385	-0.0015936391	0.0493046956	-0.0707234632	-0.0429554114	0.001133311	-0.0720126793	-0.0071885727	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-8.906686396414898e-05	-0.0001062236720201	1.1283468497450374e-08	7.932906256408221e-09	-0.0268070576188819	-0.0240397848494211	0.000718618338182	0.0005779112556064	-0.1047688137420195	-0.0023186992704467	0.0109765043329099	5.37636630677006e-06	0.0017839672006656	-5.296041375970001e-05	2.804805425598622e-09	3.182538973050657e-06	0.0002767432628019	-3.76844174559e-05	1.4201153189905403e-09	7.65868335062415e-08	0.0002722535604368	-0.0001934574867152	7.412200117051432e-08	3.742579916616178e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4410.426160865484	-3.4080260093251127	11.614641280236452	19451858.920446653	5155.699266221788	45.610536754639725	2080.3210630463414	26581234.923719883	4775.91591167801	7.891379289685574	62.27386709367839	22809372.7954192	4856.713793388338	3910.348108698564	0.960471	21.181335	0.1010013667588644	0.0767484315989625	0.0140717971	0.0580056518	0.047042519	0.0685228578	0.0312689117	0.0767033845	0.1005535969	0.0086993272	-0.0059599868	-0.0681428044	-0.0112363469	0.0143224842	-0.0640064806	-0.0593131203	0.1021298185	-0.04313414	-0.0395563967	0.0038477933	0.0461398279	-0.0462610614	-0.0928449924	0.0398691726	0.0651948103	0.0187421895	-0.0646021802	-0.0211138623	-0.0945743493	0.0602421689	0.0192657031	-0.0231417654	0.0479910308	0.0030384743	0.0687501907	-0.049464465	0.0226466685	0.0121825789	-0.0004461524	0.0661186327	-0.0237968466	0.0175800886	0.0316100804	0.0299218601	-0.0986982619	0.0565071428	0.0331588615	-0.0889839907	-0.0841481086	0.0038184045	-0.06384202	-0.0019486997	0.0902816201	-0.0760521412	0.0149317596	0.0041350865	0.0809772341	0.0497994116	0.0002282016	-0.0393432854	-0.0656203076	-0.0059984043	-0.0214812325	-0.0171162171	-0.0336742971	0.0212550385	0.0363029599	0.0514215106	0.0185840265	0.0288211864	-0.0097534255	-0.0022762784	0.0253882733	-0.0198099661	-0.0284959465	0.0083781101	0.0175188527	-0.0114383984	-0.0153490817	-0.048206407	-0.0106884489	0.0183969641	0.018831279	-0.1434768849	-0.0083919426	0.0231535262	-0.0249502737	0.014514824	0.0466679354	-0.0342551526	0.0127028157	0.0963231493	0.0320253971	-0.0210108618	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	5.9222704649641855e-05	0.0001482895686137	2.1989796159664183e-08	3.507328746018711e-09	-0.0119442309503767	0.0148628266685052	0.0001426646529959	0.000220903616578	-0.0302129746519241	0.0745558390900954	0.0009128238373178	0.0055585731424281	0.0017709303942896	-1.3036806375999951e-05	1.6995832048531298e-10	3.1361944614187183e-06	0.0002989122938408	2.2169031038900017e-05	4.914659372037124e-10	8.934855940916877e-08	0.0004657359516549	0.0001934823912181	2.1690997666389537e-07	3.743543571147389e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4398.094920423947	-12.331240441537377	152.05949082700687	19343238.929058924	5103.5519623063565	-52.14730391543162	2719.34130564839	26046242.631961063	4762.254024575825	-13.661887102185574	186.6471591928645	22679063.39458864	4843.4119443712125	3880.6026042611575	0.978008	21.568075	0.0645831952410165	0.0390205823813854	0.0138151261	-0.0292968978	-0.0627396024	-0.0085475881	0.0140470982	-0.036579174	-0.0651203359	-0.0209087548	-0.0467444	-0.0452015736	-0.0492423452	-0.0141075583	-0.0050137562	-0.0205243918	-0.0108967445	-0.0682776155	-0.0494047987	-0.0258556759	-0.067506631	0.0626124343	0.0634541384	-0.0750851669	0.0453268329	0.0440254169	-0.0020085597	-0.0215895743	-0.0947311507	0.0240272666	0.0909207343	0.0142610462	0.0480955016	-0.0483326415	-0.087999016	0.0021484386	-0.0841746146	-0.0417102304	0.0421438185	-0.1065148496	0.0904844801	-0.0359144696	-0.0171099058	0.0159419766	-0.0847940535	0.0035620543	0.0200237557	-0.0137018244	0.0727406511	-0.0520694642	-0.0562169643	0.0503370248	-0.081867048	0.0303159339	-0.0050274481	0.0039265556	0.0738440739	-0.0051683157	-0.0074205606	-0.0891037893	-0.0914925437	-0.0221484355	-0.0545438403	0.0044977752	-0.0349399142	-0.0512511421	0.071248502	-0.0160669544	-0.0068503931	0.0512240091	-0.0002361664	-0.000708303	0.0181623681	-0.0120748785	-0.0241613139	0.0140657797	0.0373560045	0.0067095745	-0.0250733227	-0.0077658095	-0.0014269357	-0.0177949521	-0.0162006151	0.0934097243	0.0010826433	0.012443468	0.0154102746	0.0305362334	-0.0225451381	-0.1006630111	0.0329464391	0.014001147	-0.0372228634	-0.0443986257	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.030038624750901	0.0299794020462513	0.0008987645470507	0.0009023189769254	-0.0240542725893249	-0.0121100416389482	0.0005786080298015	0.000146653108497	-0.0519058342286911	-0.0216928595767669	0.0026942156269763	0.0004705801566173	0.0017709340559019	3.6616122998239797e-09	1.3407404634222253e-17	3.1362074303531536e-06	0.0002829122813694	-1.6000012471400007e-05	2.5600039908495576e-10	8.003935894963858e-08	0.0004657501171522	1.416549730000414e-08	2.1692317162728806e-07	2.006613137564245e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
