global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
2052.6069477292385	n/a	n/a	4213195.281866341	2455.662278518178	n/a	6030277.22613709	n/a	2418.5597707468314	n/a	n/a	5849431.364674966	2460.553495669391	1864.3738306999207	n/a	n/a	n/a	n/a	-0.0450341524	0.0250206534	-0.0177373207	0.0717466939	-0.0513632889	-0.0112957074	-0.078295035	0.0300415051	0.1061920355	-0.0253342335	0.0152801166	0.0069182224	-0.0011768411	0.0361765784	-0.0702375826	0.0487223716	-0.0858678579	0.0418091045	-0.0455803748	0.0594324028	-0.013457811	0.0094756349	-0.0109255423	0.0349728389	-0.0940857873	0.012880115	-0.0082318133	0.0157074346	-0.0200756214	0.1004108936	-0.0313722537	-0.00872975	0.1105823675	-0.0354680567	0.0293702034	-0.0112691715	0.0105360907	-0.0867510593	0.0018232545	-0.0149648898	0.0250593667	-0.031160865	0.0108111122	-0.0121145931	0.0269600745	0.0263826865	-0.0196018403	0.0532891853	-0.0097129236	0.0056720646	-0.0839895894	0.0435994116	-0.029166073	0.0333886435	-0.05184603	0.0052489715	-0.0946532665	0.075824346	0.0268060566	0.0035966808	-0.0758186726	0.0618135135	-0.0847150516	0.0464387692	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	0.0915979829	-0.0361786088392221	n/a	n/a	0.0013088917375414	-0.0100072016244752	n/a	0.0001001440843528	n/a	-0.0712389283232894	n/a	0.0050749849086507	n/a	0.0006160335679653	n/a	3.794973568600579e-07	n/a	-0.0003409385799035	n/a	n/a	1.1623911526661525e-07	0.0002006050357436	n/a	n/a	4.0242380365691036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2050.466524123562	-2.1404236056764603	4.581413211737019	4204412.966551363	2445.81505230673	-9.847226211447833	5982011.270090173	96.96786405942524	2414.781937520487	-3.777833226344228	14.27202388607044	5831171.805775198	2452.339697910221	1855.0416411505803	0.925472	18.53685	0.043598533502244	0.027456481189859	-0.0280308536	0.0689002227	0.0004483529	0.014485767	-0.0395256442	-0.0080343743	-0.0536882336	0.1384871687	0.0296278334	-0.0681836996	0.0445315369	0.0309594344	0.0123378527	-0.0623129357	0.0099735953	-0.0832460413	-0.0554343592	0.0313098285	0.0176020414	0.0883464261	0.0035117823	-0.0264367211	0.0282115031	0.0257314644	-0.0486972366	0.0349143206	-0.0366331327	0.0138861393	-0.0359460292	-0.0606337918	0.0837097321	-0.0053963596	0.0853559908	0.0516374931	0.0198220512	-0.0687031276	0.0411626276	0.0038342675	0.0186359132	-0.0272495984	0.0148261565	-0.0191239286	0.0214651754	-0.0228805733	0.0285247005	0.0442162324	0.0507864281	0.005944844	0.0961739537	-0.0158934595	0.007447575	-0.0370795577	-0.097195451	-0.0207454413	-0.0676684479	-0.0117060322	-0.0486210725	0.0198264175	-0.0250256405	-0.0232790501	-0.0500539894	-0.0315366282	-0.0053525126	-0.1006271916	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	0.0910237247	-0.0206446970615985	0.0155339117776236	0.0002413024151149	0.0004262035167651	-0.008745473385872	0.0012617282386031	7.648330474299545e-05	1.5919581480887332e-06	-0.0490111840812872	0.0222277442420022	0.0024020961650498	0.0004940726140878	0.0006300233590598	1.3989791094499973e-05	3.969294329609937e-07	1.9571425486775067e-10	-0.0003524576310458	-1.1519051142300013e-05	1.3268853921892322e-10	1.2422638168241728e-07	0.0001346108931001	-6.59941426435e-05	4.3552268632506256e-09	1.8120092541206552e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2049.4221640134497	-1.0443601101123932	1.09068803959397	4200131.206349571	2446.0015565959457	0.1865042892154633	5982923.614869789	0.0347838498957652	2418.1111971768464	3.329259656359227	11.083969859461158	5847261.761912041	2455.406896274344	1847.1174743652343	0.882734	17.68083	0.065807157620835	0.0325979438926768	-0.0337489899	0.0802946397	-0.0209080381	-0.0408301117	-0.0412856966	0.0149921056	-0.0296332424	0.0653385499	-0.0568324291	0.048016598	-0.0540020098	-0.003245347	0.0514358462	0.0802649234	-0.0055050888	0.0221592914	-0.0507345885	0.0293643024	0.0774309909	-0.0323827916	-0.063352722	-0.085959001	0.0397142946	-0.001665981	-0.0479472853	0.012332663	-0.0015572999	0.04770281	0.0711199834	0.0301286459	-0.0254916335	-0.0006845861	0.0483009391	0.1173963303	-0.0477834027	-0.031491968	-0.0022014476	-0.0206618934	0.0309376206	-0.0777017343	0.0135828947	-0.0253619365	-0.0084797213	-0.0394509991	0.0097326304	0.065752362	-0.0013193317	-0.0615891894	0.0173276248	0.0363401017	-0.1189058485	0.0094999998	0.0163827444	0.0613558513	-0.0780674691	0.0180958265	4.8346e-05	0.0558226146	0.0142191491	0.0047040341	0.0008945273	0.0536412035	0.0213077175	0.0200389853	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	0.0898788085	-0.0283516122381257	-0.0077069151765272	5.939654153818529e-05	0.000803813916501	-0.0036064739507253	0.0051389994351467	1.3006654357260152e-05	2.64093151944381e-05	-0.0238510381295711	0.0251601459517161	0.0005688720198582	0.0006330329443116	0.0008850198111268	0.000254996452067	7.832600660869167e-07	6.502319056675783e-08	-0.0001608921066493	0.0001915655243965	3.6697350137306046e-08	2.5886269982049725e-08	0.0002440708577855	0.0001094599646854	1.198148386892902e-08	5.9570583620149766e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2054.42105960098	4.998895587530114	24.98895709502805	4220645.890132013	2449.677988887612	3.676432291666515	6000922.249240456	13.516154395208304	2417.569324498744	-0.5418726781022087	0.2936259992736599	5844641.438757314	2457.9222966730267	1853.5668987168208	0.979467	19.618355	0.0512235317177192	0.0432006100827207	0.0011571608	0.0317135014	0.0373165002	-0.1016490221	-0.0133263355	0.0287282753	-0.0394470933	0.0166977858	-0.0447624769	0.0674091574	0.0142505405	0.0152378794	0.0266049659	-0.1047869897	0.023589036	0.0128094028	-0.0010457738	-0.0172401022	0.0638585511	-0.0320160998	0.0185454607	-0.0413890836	0.0968470132	-0.0039771961	0.0546495608	-0.0248439224	-0.0163771135	0.0149498568	-0.0722186787	-0.0757708188	-0.0189316456	-0.0356295665	-0.0417505759	0.0728888043	-0.0017114022	0.0208313482	0.0293745651	0.079278662	0.0679920795	-0.0448287887	0.0021789915	-0.0025703299	0.0260854468	-0.0130472377	0.0105141178	0.0015063817	-0.0477718643	-0.091079003	0.1176820627	-0.0035562197	0.0542785037	0.0924339446	-0.0265960498	0.0217091885	-0.0477843831	-0.0249888533	-0.0249510803	0.0069299709	0.0102533482	0.0105023762	-0.0650385785	0.0109290112	-0.0007517058	-0.0299477199	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	0.0881704121	-0.0238468301347296	0.0045047821033961	2.029306179907782e-05	0.0005686713074746	-0.005687246096258	-0.0020807721455327	3.234476815940186e-05	4.329612721624755e-06	0.0190619863975243	0.0429130245270954	0.0003633593254194	0.001841527674063	0.0008605201320858	-2.4499679040999957e-05	7.404948977249628e-07	6.002342731120124e-10	-0.0001608907296763	1.376973000004984e-09	1.8960546427427254e-18	2.588582689577224e-08	0.0002540688606054	9.998002819900016e-06	9.996006038672868e-11	6.45509859293262e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2055.154437305811	0.7333777048311276	0.5378428579433726	4223659.761177764	2450.583843156403	0.9058542687907902	6005361.172339206	0.8205719562864973	2417.3804066051134	-0.1889178936307871	0.0356899705338934	5843728.030238303	2457.8210010087923	1836.4219666110143	0.992147	19.872326	0.0531565785563935	0.0261226234689997	-0.001994055	-0.1187649725	0.019715166	-0.0664690157	0.0039646278	0.0520118748	-0.0367304622	-0.0020061425	-0.0677362074	0.0868232039	0.0217555461	0.0084563684	0.0391276726	0.0710055565	0.0611950028	0.0051549067	0.0008396559	-0.0261995294	0.0224570601	-0.0477804752	0.0013429935	0.0394882682	0.1177591423	-0.0624631378	0.0019359829	-0.0251203088	-0.0029471578	0.0249464683	0.0970078368	-0.0202819635	-0.0286077678	-0.0108219536	-0.0313356227	0.0096578708	0.0385916186	0.0501192963	-0.0286530289	0.0888646599	0.0251087699	-0.0468847696	-0.0015838843	0.0051646705	0.0039253339	-0.02764939	-0.0023773315	0.021722465	-0.1018888013	-0.02127925	-0.0487486452	0.0968534589	0.0265169767	-0.0299226282	0.0021012829	0.0413022292	-0.041393268	-0.0036538743	-0.0334826426	0.0051281505	-0.0318345284	-0.0134002179	-0.0125825999	0.0023729764	0.0307434425	-0.0125920285	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	0.0859092462	-0.0334607268209481	-0.0096138966862184	9.242700949328305e-05	0.0011196202393861	0.007487937876661	0.0131751839729189	5.6069213644734446e-05	0.0001735854727202	0.0090232960621321	-0.0100386903353922	8.141987182488866e-05	0.0001007753036498	0.0010129996966966	0.0001524795646108	1.0261683855074037e-06	2.3250017623899143e-08	-0.0001610000021812	-1.092725049000015e-07	1.1940480327120843e-14	2.592100070234641e-08	8.154648382387947e-08	-0.0002539873141215	6.45095557346922e-08	6.649829024038237e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2061.6388879031606	6.484450597349678	42.0480995494686	4250354.904114581	2461.948542975133	11.36469981873006	6061190.628257381	129.15640196984305	2418.535809624945	1.1554030198317378	1.334956138236299	5849315.462438189	2460.5111748723702	1868.167404439714	0.984273	19.714611	0.0658603168243494	0.0376507344864563	0.0119730812	-0.0465991945	0.0119357114	0.0620917859	0.0162948869	0.0465400045	-0.0551206504	-0.0726920973	-0.0185703121	0.0579074226	0.0805715826	0.0120287402	0.004840449	-0.0731324066	0.0111494152	0.0870586363	0.0251438267	-0.02231752	-0.0518084674	-0.0321956862	-0.0049499095	0.1015884763	0.0741520662	-0.0824583548	0.0067710396	-0.0545198637	-0.0131508398	-0.0102115277	-0.0712072806	-0.0178637638	-0.0879002714	0.0056408247	-0.0445146786	-0.0651345157	0.0622191658	0.0740309373	-0.0561258131	0.0651983524	3.20546e-05	-0.0228593892	-0.0039161126	0.0050314528	0.0139088697	-0.0041324214	-0.0035917272	0.0179367875	-0.0736494186	0.0658434305	0.0103650236	-0.0295216925	0.0120124916	0.0734945284	-0.0388619925	0.0391949262	-0.0027260435	0.0091918509	-0.0547919378	0.0262027902	0.0337404285	0.0085737518	-0.0009947375	0.0527309549	0.0296267485	0.0073223919	0.091428372	0.0907052112	0.0895041772	0.0878315976	0.0856962841	0.0831094865	-0.0207915320888361	0.0126691947321119	0.0001605084951601	0.0004322878066011	-0.0149316044575442	-0.0224195423342052	0.0002229528116765	0.0005026358784752	0.0088265431750187	-0.0001967528871133	7.790786442046919e-05	3.8711698587458244e-08	0.0005645130598688	-0.0004484866368278	3.186749947624354e-07	2.0114026341311098e-07	-0.0001609539547118	4.604746940001237e-08	2.120369438145075e-15	2.590617553736816e-08	0.000163045399605	0.0001629638531211	2.6557217424100265e-08	2.6583802332354137e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2063.373971645457	1.7350837422964105	3.0105155927813168	4257512.146863948	2464.851989347171	2.903446372038161	6075495.329388707	8.43000083530156	2418.729237291029	0.1934276660840623	0.0374142620067275	5850251.123326444	2458.515443841748	1857.7691797150503	0.95666	19.161539	0.0921580255701713	0.0683600940533387	-0.0136536734	0.0281258579	-0.012562138	0.0443432914	-0.0028082007	-0.0364582638	0.0061275655	0.0604123284	0.0391941879	-0.0376676694	0.0531383234	-0.006375747	0.0045919212	0.0210290218	0.0534485078	-0.0871360034	-0.0540166073	0.0098944964	-0.0453402696	0.0065160607	-0.0578835414	0.035930504	0.0464954784	-0.0139819213	0.0217729329	0.0603683998	0.0064911602	0.0080941293	0.046684003	-0.0462009855	0.0795338127	-0.0153372235	0.0868248072	-0.0524451028	-0.0298768864	-0.0281094109	-0.053899849	0.0641433968	0.0266601259	0.0351466273	0.015260014	-0.0149989298	0.0159917392	-0.0005628977	0.0342032681	0.0329794475	0.0279349456	0.0147271014	0.0164833806	0.0214429042	-0.017536653	-0.1013504467	-0.0436281629	-0.0450566794	0.0056832194	-0.0461568326	-0.0253240025	-0.0037580195	0.002237775	0.0110827645	-0.0321142659	-0.0129464004	-0.0562527111	-0.0519368041	0.091332638	0.0903234838	0.0886498116	0.0863239347	0.0833629647	0.0797886859	-0.0207259976802021	6.553440863400067e-05	4.294758715008182e-09	0.0004295669798397	-0.0244406412258513	-0.009509036768307	0.0005973449435307	9.042178026101631e-05	-0.0574821056090399	-0.0663086487840586	0.0033041924652488	0.0043968369035676	0.0006249999262652	6.048686639639994e-05	3.906249078315054e-07	3.658661006455936e-09	-0.0002629999883836	-0.0001020460336718	1.0413392988146141e-08	6.916899388977373e-08	8.218748976664918e-08	-0.0001629632121152	2.6557008502914543e-08	6.754783474143064e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2066.284761387348	2.9107897418912216	8.472696921499164	4269532.71514157	2470.224882238052	5.372892890880848	6102010.968827998	28.86797801687796	2423.533230782889	4.803993491859728	23.078353469830624	5873513.320708947	2464.30864061748	1870.2307214736936	0.882285	17.671829	0.0496179551301259	0.028637740199917	-0.0226543245	0.0519898345	-0.0422956139	0.0068591414	0.0102294647	-0.0750776744	0.0331876912	0.0459001649	-0.0326586398	0.0353501173	-0.0458982941	-0.0271293407	0.0225341189	0.0140213339	-0.0703142915	0.0802077619	-0.0012183777	-0.0311011595	0.0402623225	-0.0654083361	-0.0481122232	-0.0485115135	-0.0265540275	0.0227945874	-0.1070414579	0.0228811349	0.0287702826	0.0254379966	-0.0271869516	0.0671944139	-0.0639902492	-0.0304641778	-0.014852671	0.054422008	-0.1129712475	0.0021906835	-0.0169476623	-0.0567873085	-0.0569731333	-0.0266359675	0.0158094708	-0.0190461127	-0.0132262788	-0.0165803678	0.0019125585	0.0541624404	0.0080498825	0.0020477867	-0.0069540362	-0.0429839665	-0.072556397	0.0479669353	0.0393815698	0.0643188015	0.0323873158	0.0698106797	0.0335479016	0.0493911187	-0.0072114116	-0.012413603	-0.0026612768	0.0197326303	0.0073619588	0.0348083769	0.0912209905	0.0898788085	0.0876564477	0.0845756715	0.0806666498	0.0759676635	-0.0207364599148007	-1.046223459860024e-05	1.0945835279614792e-10	0.0004300007697981	-0.0060959468083865	0.0183446944174648	3.7160567490677554e-05	0.0003365278132701	-0.0455743040824145	0.0119078015266253	0.0020770171925963	0.0001417957371975	0.0005639999285245	-6.0999997740699904e-05	3.180959193756412e-07	3.7209997243653934e-09	6.299999941661305e-05	0.0003259999878002	1.0627599204573905e-07	3.968999926493245e-09	-1.776599806396599e-08	-9.995348783061517e-08	9.990699729504935e-15	3.156306872088433e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2068.366071547948	2.081310160599969	4.331851984616669	4278138.205930692	2455.260786068985	-14.964096169067034	6028305.52760809	223.92417415708667	2419.2925236628607	-4.240707120028219	17.98359687785803	5852976.315051014	2459.6273026838817	1885.4776686986288	0.945576	18.939541	0.0767341459886621	0.0397564612233936	-0.0037702225	0.0951016546	0.0530892246	-0.0204495984	-0.0009977429	-0.0078195157	0.0450739323	-0.0231047305	-0.1125798695	-0.0288925378	-0.0160278974	-0.0015449844	0.0005887037	-0.0196471148	0.0235190912	-0.0871728808	-0.0216695525	-0.0285470681	0.0790279636	-0.0132782502	-0.0313939688	-0.0033286433	0.0392639404	-0.0027689281	0.0192713149	0.0185169184	0.0026181322	-0.0001951708	0.0036374812	-0.0575399209	0.0700371301	-0.0527871024	-0.0244528984	0.0641713734	-0.0179175702	-0.0315884296	-0.04373261	0.0306052879	0.0259534324	0.0155960117	0.0193014374	-0.0309919213	0.0506298149	0.0101263074	0.0337899817	-0.0084717457	0.0278976633	-0.0773131345	0.0853291713	0.0291541962	0.0292495643	-0.0300175534	-0.0392473217	-0.059384523	0.0642335666	-0.0311646661	0.0375398045	0.0038744814	0.0706956993	0.0337349311	-0.0209711706	0.0270914388	-0.0774636637	-0.0533324829	0.0910934489	0.0893714952	0.086525643	0.0825916807	0.0776190801	0.0716703745	0.004251278110587	0.0249877380253877	0.0006243870516254	1.8073365573556176e-05	-0.0132249243679041	-0.0071289775595176	0.0001748986245367	5.082232104410552e-05	-0.068437685953036	-0.0228633818706214	0.0046837168586063	0.0005227342305618	0.0007750006624331	0.0002110007339085	6.006260267717438e-07	4.45213097099678e-08	-0.0001610000837504	-0.000224000083167	5.0176037258828765e-08	2.5921026967635814e-08	6.238758902977344e-08	8.015358709373943e-08	6.424597523993672e-15	3.892211264947908e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2065.66003736564	-2.7060341823080307	7.322620995819492	4266951.389969418	2455.379199857026	0.1184137880409252	6028887.015090529	0.0140218251982011	2423.042109306709	3.7495856438481496	14.059392500552145	5871133.063473505	2463.986047322994	1859.8057452625696	1.064594	21.323418	0.0467113837982803	0.0286547235210136	-0.010955917	-0.0688078139	0.0155098388	-0.1078254723	0.0168132868	0.0225300089	-0.0029169178	-0.036942767	-0.0686180727	-0.0216720325	0.0105462156	-0.0215258297	0.0207436406	0.0722729588	-0.0418920555	0.0548057788	0.0262023998	-0.0507201405	0.0534810931	-0.0160462808	0.0382256803	-0.008092982	-0.0127569396	0.0426490715	-0.0120346931	-0.0418334304	0.0201465447	0.0268273838	0.0489031228	0.0803139816	-0.0494988042	-0.0280016333	-0.0689956007	0.0456521353	0.012463921	0.0189154073	0.0081181457	-0.0424435381	-0.0103506315	-0.0587121106	0.0117361923	-0.0174296212	-0.0033392113	-0.0104367907	-0.0058274145	-0.0017112675	-0.0900851857	-0.0384420265	-0.0747837364	0.0646252515	-0.0061155384	0.0438348227	0.0399794111	0.0293079537	0.0388794911	0.0407627549	0.0266276763	0.0171736011	-0.0212998559	0.0135909359	-0.0437293244	-0.0398959235	-0.0440464788	0.0494368632	0.0909500356	0.0888018974	0.0852591707	0.0803774921	0.074233526	0.0669237601	-0.0207847251924562	-0.0250360033030432	0.0006268014613899	0.0004320048013259	-0.0047797633395845	0.0084451610283196	2.2846137582435968e-05	7.132074479424815e-05	-0.057557657177206	0.0108800287758299	0.0033128838997287	0.0001183750261628	0.0007280006321166	-4.700003031650002e-05	5.299849203621691e-07	2.209002849751921e-09	-0.0001610000837501	2.9999874112673913e-16	8.999924467762821e-32	2.592102696753921e-08	5.8604084078486655e-08	-3.783504951286785e-09	1.4314909716411616e-17	3.434438670678333e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
