global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
1958.371050957641	n/a	3835217.1732289353	n/a	3063.7034799613207	n/a	n/a	9386279.013127107	2252.9016416842346	n/a	n/a	5075565.807103519	2444.08491035744	1922.4345220014327	n/a	n/a	n/a	n/a	-0.0603111674	-0.0713078857	0.004544782	-0.0516995184	0.0495565571	0.0520434328	-0.0857020235	0.1351360141	-0.0988868615	-0.0022135529	-0.0639042989	-0.0652884246	0.0074826652	-0.0996745222	0.0392245271	-0.1020889345	0.0801275862	-0.1020358669	0.0648103604	-0.0259860588	0.0228320535	-0.0007158759	0.1078937249	-0.0012193487	-0.0294602636	0.0601275495	0.0573269734	-0.0563354133	0.0782289924	-0.0348285789	0.0135982917	-0.0161017462	0.1472727917	-0.0143231413	-0.0537393317	-0.0553323663	0.0033298253	-0.0327958448	0.1029921874	-0.0559818793	0.0096557976	-0.0933736867	0.0661220571	-0.2550460648	0.085328887	-0.1674519069	-0.2556088717	0.0875117408	-0.0166462775	0.089850384	-0.1552301897	0.2795054456	-0.0893405592	0.1521981696	-0.0120680062	0.1052784822	-0.0682068343	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0342474325610311	n/a	0.0011728866370223	n/a	7.923811401155945e-05	n/a	n/a	6.278678712108893e-09	-0.0383477761231176	n/a	n/a	0.0014705519335887	0.0020166865033656	n/a	4.067024452856969e-06	n/a	0.0023571337587395	n/a	n/a	5.556079556589404e-06	0.0011181215793904	n/a	n/a	1.2501958662984825e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1961.346143194132	2.9750922364910366	3846878.693422497	8.851173815629238	3014.17463833678	-49.528841624540746	2453.10615266884	9085248.75039266	2255.183672869647	2.2820311854125066	5.2076663311952105	5085853.398377832	2445.243351265236	1899.2576698839507	1.27624	32.606136	0.2370657654693732	0.1322195265788833	-0.0335900523	0.0560284857	0.0401697491	-0.0892990881	0.0091526929	-0.0352657407	-0.0125935879	-0.0486408137	0.0764204842	-0.0424860121	0.0353819392	0.0487084617	0.100231187	-0.0278301552	-0.0180049436	-0.0233563604	-0.0808762407	0.0002532575	0.0746129027	-0.0413729649	-0.025558656	0.0362700203	-0.0668249357	-0.0374230883	-0.0161738665	-0.0413495573	0.0129550912	0.1212543689	-0.0607805936	-0.0737817284	0.0034127622	-0.0032852965	-0.0651668342	0.0520831315	-0.0486548521	0.0220865669	0.0897904723	0.0819250978	-0.07568907	-0.1127030249	0.0058406775	-0.0700069713	0.1124765386	0.0133988173	-0.0015081259	-0.2281961514	-0.1535605906	0.0221594545	0.0304364404	-0.1429258789	-0.1374805917	-0.0142453982	-0.0600876364	0.0818463104	-0.0715544646	-0.0652070577	-0.1458081723	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0704585091012717	-0.0362110765402406	0.0049644015047739	0.0013112420642031	0.0012472054606718	0.0011679673466602	1.3641477228645624e-06	1.5555214611295569e-06	-0.111746370748655	-0.0733985946255374	0.0053873536930039	0.0124872513754958	0.000262887196369	-0.0017537993069966	6.910967801475318e-08	3.075812009221754e-06	0.0028051081949287	0.0004479744361892	2.006810954790317e-07	7.86863198525615e-06	0.0007941327834375	-0.0003239887959528	1.0496873990300985e-07	6.306468777301913e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1975.9761558321304	14.630012637998334	3904481.768417124	214.03726978799097	3038.480856742111	24.30621840533104	590.7922531676533	9232365.916788273	2263.5306766247622	8.34700375511511	69.67247168790576	5123571.124021354	2447.979698039868	1944.1420968761493	2.118545	54.125835	0.4489866857230057	0.2390697907466064	0.153254287	-0.226491333	0.1430551344	-0.1014146225	-0.055146684	0.0008201208	0.0236689705	-0.0626910627	-0.2418167996	-0.1340463728	-0.0508408984	-0.0549464831	-0.0023344279	-0.0915933383	0.2178060065	0.1813958524	0.3602910851	0.0056805357	-0.1874207027	0.1184049871	0.0865403596	0.1485355916	-0.1692381415	-0.0693567711	0.1469246576	0.0405318557	-0.0847072727	-0.0859290177	0.0660633146	-0.1251180712	-0.2350102607	0.043794597	0.319256785	-0.1313337632	-0.113563345	0.1787250782	-0.0182331911	-0.0765742933	0.2588109622	0.064298772	-0.439693207	0.3989500675	0.2176753178	0.0719711083	-0.0413604353	-0.0442749739	0.2879045157	-0.0372953872	-0.0693561466	-0.1808210748	-0.2459677216	-0.0221187056	-0.0339800675	0.0730255563	0.039757642	0.0932285244	-0.1028838374	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0301237778655121	0.0403347312357596	0.0009074419928907	0.0016268905438609	0.0108914418589449	0.009644236398273	9.301129570577568e-05	0.0001186235057667	-0.042319616016087	0.069426754732568	0.0048200742726961	0.001790949899749	0.0030776569676615	0.0028147697712925	9.47197241059538e-06	7.922928865382034e-06	-0.0001900766981477	-0.0029951848930764	8.971132543713087e-06	3.612915117873186e-08	0.0015757973861967	0.0007816646027591	6.109995512066979e-07	2.4831374023443514e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1973.525585654629	-2.450570177501504	3894803.237233446	6.005294194859753	3072.4095920936734	33.92873535156241	1151.1590825563608	9439700.701589212	2271.841872765274	8.311196140511584	69.07598128605464	5161265.494849627	2462.410343452736	1915.2495708920912	2.415245	61.706097	0.614004536780984	0.2783626890300261	0.076452463	0.0462347334	-0.0549288417	0.1970941408	-0.0864155308	0.0204113255	0.2158526872	0.0717400172	0.2754208589	-0.1645892795	0.0030129407	0.1019307214	-0.1966890565	0.1159142441	-0.0692959523	0.0445158696	-0.1398346727	0.0230952441	-0.1509782867	0.1399948322	0.0361237601	-0.041728424	-0.0491523981	-0.1131381334	0.1471440684	-0.106669977	-0.0960193943	-0.1480771476	-0.1490187689	0.0124731121	0.069814013	-0.0613507326	-0.1764559052	-0.1231443239	0.0875528168	-0.0804600726	-0.1743498222	-0.0377878893	-0.0867326296	0.191403997	0.1256139279	-0.0370415736	-0.0642076022	0.0907617505	-0.0067871793	-0.0950776212	0.0775575233	-0.0105056468	-0.0110292361	0.0037107463	0.0930088543	0.0879022864	0.1235306735	0.1085552187	-0.2048689089	0.1027702959	-0.0669493225	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.1002914848269114	0.1304152626924235	0.0100583819287866	0.0170081407431338	0.0628425837749091	0.0519511419159642	0.0026989211463726	0.0039491903355064	0.1333494091350147	0.1756690251511017	0.0308596063975384	0.0177820649166575	-8.197531945922605e-05	-0.0031596322871207	6.719953000442166e-09	9.983276189815753e-06	-0.0006500025314595	-0.0004599258333118	2.1153177214755365e-07	4.225032909037584e-07	7.597336619933549e-05	-0.0014998240199973	2.249472090961055e-06	5.771952371658332e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1978.9874438195968	5.461858164967907	3916391.302795622	29.831894614226595	3178.8844274184285	106.47483532475508	11336.890557433711	10105306.202883389	2260.764817333726	-11.077055431547706	122.70115703358051	5111057.559293996	2493.459676106771	1953.2042092239824	2.166771	55.357933	0.5897245826589511	0.3153376743505512	-0.1184809576	-0.0903336431	-0.2432902143	-0.0409817651	0.097765981	0.3106777189	-0.0366367878	0.1057842752	-0.0914180878	-0.0748472015	0.0536554496	-0.065096948	-0.0631114275	-0.0960535348	-0.1823723589	0.0320665189	0.1817101666	-0.0791990346	0.0294852136	-0.3106871698	0.0923302203	-0.0582805155	0.1937311696	-0.2402841573	-0.2054853117	0.0941503319	0.1631141172	0.0373798891	-0.0284309708	0.3771130179	-0.0268939199	0.1407000648	0.0815630644	0.1449139564	0.0431103236	0.1320525582	-0.0986266636	-0.0322264867	0.0151347834	-0.0469676975	0.0802816643	0.0751171928	-0.1446579622	-0.1873196096	-0.0204965295	0.1527392761	0.0044148202	0.1347252155	0.2289421168	0.0238150399	-0.0193753464	0.2803148638	0.2003960528	0.1404064379	-0.2140459632	0.0912822765	-0.113463846	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0060556279973411	-0.0942358568295703	3.667063044218138e-05	0.0088803967124032	-0.0096462702066304	-0.0724888539815395	0.0052546339515569	9.305052889932532e-05	-0.1171815124159962	-0.2505309215510108	0.0627657426531987	0.0137315068521002	-0.0017078974701335	-0.0016259221506742	2.9169137684884093e-06	2.6436228400532566e-06	0.0008532099653617	0.0015032124968212	2.259647810599426e-06	7.279672449925134e-07	-0.0002442709922418	-0.0003202443584411	1.0255644911337448e-07	5.966831765079352e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1964.8321327456383	-14.1553110739585	3860565.3098697737	200.37283160053215	3015.173971976486	-163.71045544194249	26801.11322100824	9091274.08128446	2257.691951368221	-3.072865965505116	9.442505241959688	5097172.947272846	2439.561902269905	1906.8817175301065	1.681177	42.951694	0.1414543580281181	0.0863390038283509	-0.0287362796	0.1121366643	-0.1167285802	-0.0069596651	0.0568875598	-0.0836139525	0.0852311274	0.0407130425	0.0848254411	-0.0431352046	-0.0726260428	0.1130960531	-0.0088094859	0.0308708987	-0.1468985802	0.0516765652	-0.0529176785	0.1014284489	-0.0463272819	-0.1398878904	0.0181921556	0.0697461904	0.1567986594	0.0022464518	0.0845476316	-0.07392608	0.0760142122	0.0158127462	-0.1606264748	-0.0439701223	-0.0524387002	0.0209774269	-0.1410187825	0.1167718454	0.097593934	0.0793555046	0.0386678197	0.0624932132	-0.0146017935	0.0006838819	0.1450330905	0.1153537827	-0.0952830616	0.0997172613	-0.0719844774	-0.076708044	0.0464318588	-0.0428474227	0.225778511	-0.1162919414	-0.0589738709	-0.0661221137	0.0909396626	0.0854834981	-0.0980461918	-0.0183094751	-0.0504614769	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0091929843559341	0.0031373563585929	8.451096136844908e-05	9.843004920803925e-06	-0.0266496512672773	-0.0170033810606469	0.0002891149674935	0.0007102039126674	-0.0930569191415529	0.0241245932744433	0.0005819960006573	0.0086595902001175	-0.0032449052401029	-0.0015370077699694	1.052941001724726e-05	2.362392884946308e-06	0.001188783739324	0.0003355737739622	1.1260975777130073e-07	1.4132067788811518e-06	-0.0001730719894848	7.119900275700001e-05	5.069297993591295e-09	2.995391354422672e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1973.524282767551	8.692150021912767	3894798.0946731768	75.5534720034381	3052.396214144838	37.22224216835184	1385.49531203943	9317122.648125738	2255.887102399553	-1.8048489686680116	3.257479799701984	5089026.618772651	2443.1798739963106	1934.7461044453185	1.713092	43.767071	0.4320099984450124	0.28979082645937	-0.0453149136	-0.1084860162	-0.0047202003	-0.0356609889	0.050066624	0.039121751	-0.0825909196	0.1192875753	-0.0837147546	-0.0555518889	0.0976473742	-0.0175090154	-0.0267530527	-0.0930119089	0.0395071933	-0.0527452468	0.0298710807	-0.144595221	0.0481000791	-0.0525556901	0.1693305352	-0.1648168652	-0.0741812351	-0.022179606	-0.0450824757	-0.0118975994	-0.092228339	-0.0593000299	0.0450205236	-0.1290295066	0.047708254	0.0652731434	0.1393676713	-0.0017262975	-0.0779162126	0.0553892592	-0.038849796	-0.0062302059	0.0106514387	-0.0624670391	-0.0984613977	0.0579047219	0.1601405624	-0.2042770914	0.0010664496	-0.090762952	0.0012187053	0.1345377854	0.0860279353	0.2599195852	0.0524036774	-0.0604675029	0.0624911435	0.1740483895	0.2288887415	0.0520868572	0.3510498458	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0442569834408175	-0.0534499677967515	0.0019586805832807	0.0028568990574737	-0.0167988263625176	0.0098508249047597	9.7038751304234e-05	0.000282200567158	-0.0900624959440818	0.002994423197471	8.966570285552993e-06	0.0081112531756777	0.0016517699656748	0.0048966752057777	2.7283440195053304e-06	2.397742807087808e-05	0.001129307122736	-5.947661658799999e-05	3.5374679207559554e-09	1.2753345774622628e-06	0.0021850718390701	0.0023581438285549	5.560842316151562e-06	4.7745389418971895e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1953.9730765253423	-19.551206242208764	3818010.7837859113	382.2496655253829	3005.714351639093	-46.6818625057449	2179.196287005272	9034318.763649212	2250.7061956496464	-5.180906749906626	26.84179475122804	5065678.379135705	2435.356168864686	1910.97072456117	1.480801	37.832378	0.1615809788582152	0.0879932378424049	-0.0521614255	0.0701925627	-0.0061830306	-0.0094058058	-0.0034160876	-0.070709249	-0.0061510878	-0.0567692892	0.0009106063	-0.0001973643	-0.0900213768	0.020907456	-0.0477275077	-0.082385066	-0.001552674	0.061666033	-0.0864488693	-0.0192867668	0.0371171535	-0.0064880195	0.0299339433	-0.0741599908	0.003419791	0.0219034058	0.0387682341	-0.0046779567	0.0735384886	-0.0984688434	-0.0079957028	-0.0569754951	-0.092602155	0.0041692016	-0.1114272555	0.0416929233	-0.0081817757	-0.0201453929	0.0864405905	-0.0039875929	0.0143817827	0.0081480234	0.0459697991	-0.0043200952	-0.0616230432	-0.093227413	0.0385186069	-0.066847289	0.0981743057	-0.0452951088	0.0172857854	-0.0398811642	0.1310036086	-0.0520357818	0.0517350304	0.1832356302	0.181944385	0.0472681859	-0.0238578298	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.01227712109781	0.0319798623430075	0.0001507277024502	0.0010227115954777	0.0036613812638677	0.0204602076263853	0.0004186200961147	1.3405712759401436e-05	-0.0977084109543042	-0.0076459150102223	5.846001634354413e-05	0.0095469335712151	0.0001521671956731	-0.0014996027700017	2.31548554390155e-08	2.248808467796772e-06	0.0008701465557836	-0.0002591605669523	6.716419946308935e-08	7.571550285420618e-07	0.0019139352984522	-0.0002711365406179	7.351502365824215e-08	3.663148326661312e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1944.2543504073512	-9.718726117991082	3780124.979077912	94.453637356522	3063.3516405292585	57.63728889016557	3322.0570706084027	9384123.2735333	2241.69739899812	-9.008796651526154	81.15841710854885	5025207.228674937	2440.033980946482	1889.6824231033927	1.457111	37.227135	0.2255819422083609	0.0949174615708236	-0.1323968588	-0.0760945948	-0.0581369107	-0.0794835553	-0.0880661874	0.075479295	-0.0809739462	0.0861662916	-0.0467387329	0.0473049681	0.0715353485	0.0089565544	0.1124772296	-0.1312092563	-0.1005535199	-0.0043593361	-0.110658358	-0.1650277026	-0.0279011623	-0.008590718	-0.2007453706	-0.1581348322	-0.1057753886	-0.0044156065	-0.1376420301	-0.0425344013	0.0283217077	0.0393389222	0.1214229279	-0.0380673275	-0.1125350512	0.0770549543	-0.0992408774	0.1144739926	-0.0484358485	0.0379967709	-0.0337688659	0.0930127464	0.0475559577	-0.1065992215	-0.0216690878	-0.1120847724	-0.1071614667	0.0338993996	0.0749002697	0.1837091212	-0.0365133398	0.0806937191	-0.1741067333	0.0033081124	0.0174315015	-0.0010123883	0.148011163	0.0770702877	0.1419438482	-0.0078275489	0.1176222211	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0547641113591339	-0.0424869902613239	0.0029991078929556	0.0018051443414658	-0.042979445406587	-0.0466408266704546	0.0021753667125033	0.0018472327274577	-0.1618373227517366	-0.0641289117974324	0.0041125173283228	0.0261913190354497	0.0004508967711827	0.0002987295755096	2.0330789826298413e-07	8.923935928414583e-08	0.0001378378665313	-0.0007323086892523	5.362760163544218e-07	1.8999277449900477e-08	0.0014984692936311	-0.0004154660048211	1.7261200116200637e-07	2.245410223955288e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1949.9984797219083	5.744129314557085	3802494.0709177535	32.99502158235405	3000.409923358992	-62.94171717026666	3961.65976034184	9002459.708191112	2243.3923212283503	1.6949222302300768	2.8727613665280973	5032809.106946326	2429.1460674898126	1882.980767854645	1.466916	37.477631	0.2022808765583602	0.0978266548588881	-0.048565756	0.0555695655	-0.0075109493	-0.0446767563	-0.0053613799	-0.1028264013	0.1004006808	0.068127822	0.1669268586	0.0785246679	-0.0985526045	-0.0729683435	0.059436438	-0.0137060996	-0.0896877829	-0.0684707935	0.0036444278	0.101028434	0.0189095246	-0.0572900602	-0.0423608003	0.0492741466	0.0234391139	0.0685291495	0.0110527318	0.1126625972	0.1348901555	0.1095840739	-0.0351966637	-0.0312316204	0.0760488301	0.0574729704	-0.0981786571	0.1159796756	0.005851243	0.058801319	0.1200421298	-0.0241933874	0.0536940793	-0.0714097704	0.0417621182	-0.0459965079	-0.0841424565	0.0752049322	0.0203731169	0.1500070757	0.081142892	-0.0187964784	0.1066807935	-0.1195172227	0.007638748	-0.1435521621	0.0909729649	-0.0342128408	0.071471083	0.038280952	0.0379084429	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0230784995668074	0.0316856117923265	0.0005326171422551	0.001003977994654	-0.0686850129733898	-0.0257055675668028	0.0006607762039314	0.0047176310071547	-0.1317953852809807	0.0300419374707558	0.0009025180069968	0.0173700235813621	-0.0010732540389472	-0.0015241508101299	1.1518742321164777e-06	2.3230356920196303e-06	0.0004769290835817	0.0003390912170504	1.149828534807215e-07	2.2746135076608018e-07	0.0010647561262419	-0.0004337131673892	1.8810711156677225e-07	1.1337056083696569e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
