global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
4446.858206140332	n/a	19774547.90551761	n/a	5472.809605670797	n/a	29951644.979922548	n/a	5122.997508416316	n/a	n/a	26245103.471239783	5243.549422191241	4065.865202629056	n/a	n/a	n/a	n/a	-0.0228023145	-0.0660993379	0.034608918	0.0159165983	-0.0042131982	0.0124629855	-0.000977697	0.0478967809	-0.0211797037	0.0175167708	-0.0081503398	-0.0485963903	0.0451060989	-0.0818352206	0.0290045455	-0.0964982785	0.0072927398	-0.0418753099	0.0061969739	-0.0268163659	0.108945068	-0.0452682828	0.0110092521	-0.052841336	0.0004362999	-0.0437024954	0.077739853	-0.0187206043	0.0326686851	-0.1324809645	0.1571601478	-0.1131642078	-0.0121537497	0.1397470518	-0.0677082616	0.1270359158	-0.0311901296	0.0592496679	-0.0580955579	0.0402332043	-0.0402686714	0.0163109685	-0.0918069998	0.0134000383	-0.0293031824	0.0346343469	0.0513963903	-0.0097786541	0.0849704527	-0.0585303309	0.0373500242	-0.0234789385	0.0364772416	-0.0172572628	0.1660142357	-0.090376281	0.0275401362	-0.0139185677	-0.0745245697	0.0089681357	-0.1450184664	0.0664414119	-0.0131478577	0.0254246094	-0.0345397345	0.0690401306	-0.0143532108	0.1138945773	-0.184727928	0.0172483627	0.0086234825	-0.0136741069	0.1739127501	-0.0439200521	0.0594496196	-0.0771756609	0.0706167625	-0.0149281041	0.0218378812	-0.074006164	0.0523274611	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0674260370620771	n/a	n/a	0.0045462704738965	0.0294740453170305	n/a	0.0008687193473503	n/a	0.0153656477154555	n/a	0.0002361031297154	n/a	0.0021360212051878	n/a	4.562586589011942e-06	n/a	-0.0014099562556053	n/a	1.987976642720518e-06	n/a	0.0028550103245198	n/a	n/a	8.151083953114655e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4442.565712334173	-4.292493806158745	19736390.10840724	18.425503075911195	5493.70697147764	20.89736580684257	30180816.28846202	436.6998976649931	5127.250077585276	4.252569168959781	18.08434453678728	26288693.358098216	5255.5439453125	4082.337904407496	0.889078	17.563183	0.08661091586287	0.0457395967729285	-0.0481971332	-0.0748936122	0.0258843826	0.0639952325	-0.0132064502	-0.0220744298	-0.0932155834	-0.0167903419	-0.0308405639	-0.0071015016	0.0325705839	-0.0179526348	0.0465821429	0.0622342089	0.071030743	-0.1085415093	0.0235099944	-0.0069720178	0.0208540434	-0.0052987373	0.0884664935	0.0769908274	0.1380513387	-0.0664819863	0.0106187726	-0.0489314327	-0.012965042	-0.0541478145	-0.0822694818	0.0438173382	-0.0616939465	-0.0706776802	0.0179751772	0.0908876623	0.1493943079	-0.0112687524	0.0272651881	0.0759594852	0.0180100092	-0.1251069944	-0.0152360504	0.0449960006	-0.0525612442	0.0007710942	-0.0725323513	0.0029309321	0.0225148431	0.0531002787	-0.0070610168	-0.115184428	0.0648655092	-0.0238794053	-0.0300497522	0.1691661208	0.0334798746	-0.0241134658	-0.019470225	-0.0251511906	-0.0806666395	0.0144896696	-0.104511426	0.043255561	0.0596669468	-0.1402422917	-0.1210257301	0.0391256387	-0.0150458814	0.1427049734	-0.0342376891	0.0777906796	-0.0555700565	-0.0092989974	0.1170799282	-0.0629222911	0.0376452605	-0.0653820867	0.1017870473	-0.0325915584	-0.014161478	-0.077758422	0.0567946491	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0718896790620107	0.0044636419999335	1.9924099903571216e-05	0.0051681259556389	0.0088601639082384	-0.020613881408792	7.850250448085037e-05	0.0004249321067357	0.0229419770054448	0.0075763292899893	0.0005263343089183	5.740076551034976e-05	0.0020489128414369	-8.710836375089986e-05	4.198043831805032e-06	7.587867035359085e-09	-0.0017397625814887	-0.0003298063258834	3.026773839948225e-06	1.0877221259270752e-07	0.002192783750871	-0.0006622265736488	4.385440348466296e-07	4.808300578083892e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4456.610544789477	14.044832455303547	19861377.54792876	197.25731869754796	5489.191436557112	-4.515534920527898	30131222.62717193	20.39005561850689	5138.278952379506	11.028874794230433	121.63607922681136	26401910.59246624	5256.786682616074	4060.758969914085	1.299891	25.678526	0.3013470823440164	0.1595082454406588	0.0566566746	-0.0660596462	-0.0639910196	-0.0996313145	0.122245611	0.0060186632	0.0007988655	-0.0704320182	0.0425545829	0.1128003476	-0.002470752	0.0328541948	-0.0772657974	-0.0822862009	-0.0193420754	-0.0614523042	0.0394150435	-0.1558543842	0.015152813	-0.0543592894	0.1761189674	-0.087218413	0.0462924946	-0.0859009878	-0.0371872707	0.0050346454	-0.0928298068	-0.0664241647	0.0077819051	-0.0828454214	0.0397424313	-0.1472845698	0.1107783525	0.0328235903	0.0182950032	-0.1502702762	0.0040849768	-0.0571943178	-0.0890253432	0.0239066563	0.058756303	-0.0600382896	-0.1212051711	-0.008277233	-0.1349926947	-0.0139993019	0.058434966	0.0456929757	0.1734689569	-0.1205441701	-0.0054936397	-0.0511497517	-0.0925453162	-0.1023839463	0.0668695126	-0.0161999903	-0.1054597477	0.046896555	0.0277436829	-0.0113203985	0.0136393158	0.2101954923	-0.0300115498	0.0384892416	-0.074778792	0.0613045288	-0.0679405399	0.3129741908	0.1707096901	0.1283473932	0.1008398655	-0.0654353393	0.0372712293	0.1455296156	-0.066939331	0.1064754329	0.0453815747	0.1235816283	0.0426815687	-0.0855182322	0.0798166918	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0585185665804459	-0.0133711124815648	0.0001787866489946	0.00342442263463	0.0152110925546367	0.0063509286463983	0.0002313773367057	4.033429467164255e-05	0.1053674184481181	0.0824254414426733	0.0111022928704208	0.0067939533970195	-0.0002323715341062	-0.0022812843755431	5.399652986286887e-08	5.204258402097073e-06	-0.0001132638187486	0.0016264987627401	1.2828692637515713e-08	2.6454982251950765e-06	0.0022689926080554	7.620885718439977e-05	5.80778991335224e-09	5.148327455410046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4448.908099632614	-7.7024451568631775	19792783.278976675	59.32766139448502	5478.563028690733	-10.628407866379348	30014652.85933697	112.9630537741144	5127.428884239394	-10.850068140111944	117.72397864507224	26290526.96293244	5245.453929522698	4051.2477264404297	0.892061	17.622097	0.139659699587183	0.0676800602300826	0.0704034729	-0.0782761336	-0.0730981332	-0.1084729986	0.1112455569	0.0446609151	0.0087253985	-0.0756074095	0.0098633608	0.0926904174	0.0069743866	-0.0207263623	0.0776755384	0.0315980473	-0.0495194948	-0.0159662752	0.11028164	-0.0894495111	-0.0358084392	-0.0026432851	0.0348542542	-0.0405711748	0.0295136743	-0.0553124804	0.0369227081	0.0497952469	0.0731038168	0.104542066	-0.0190852547	-0.0534344008	0.0363821471	-0.0385984521	0.0005782618	0.0075584211	-0.0948720394	-0.0462151872	-0.0332755229	0.0452619866	0.0555364931	0.000807939	0.0929282871	-0.0193582272	-0.076894062	-0.0865486309	-0.0229122207	0.0488926583	-0.0250277038	-0.0492820453	0.0840490244	-0.0274944597	0.0850390128	0.0116819126	0.0101312023	-0.0831269456	0.0203897689	0.1483869493	0.0007986572	0.0628623222	0.0210220569	-0.0751647435	-0.0166509958	0.0582149143	-0.0617894995	-0.1385183295	-0.0193210648	0.0360660421	-0.0730600032	0.1330808137	-0.0148665788	0.0078796105	-0.047701169	0.0029500471	-0.0134472278	0.0083727408	-0.1636973512	0.0047418519	-0.0189017572	0.065374204	-0.0788583261	-0.1026544045	-0.002464287	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0377602005482202	-0.0207583660322257	0.0004309097603278	0.0014258327454418	0.0199233184902709	0.0047122259356341	0.0003969386196647	2.22050732684636e-05	0.1322012199293212	0.0268338014812031	0.0174771625508007	0.0007200529019326	0.0002592117243461	0.0004915832584523	6.719071803847854e-08	2.416540999905808e-07	-0.0003408389469399	-0.0002275751281913	1.1617118775110001e-07	5.179043897128664e-08	0.0012410448719366	-0.0010279477361188	1.0566765481917662e-06	1.5401923741601315e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.688304298719	1.7802046661054192	19808626.38202141	3.169128653223507	5489.363451306574	10.800422615840944	30133111.10054042	116.64912868076854	5135.918686835465	8.489802596071058	72.07674812025488	26377660.75778573	5253.624968542884	4068.521321644635	0.857732	16.943943	0.1077343763803531	0.0560327108489358	0.0371550829	-0.0676699924	-0.0756256786	-0.1050279642	0.0789176023	0.0362778665	0.0334145292	-0.1071593526	0.0293728714	0.0811147774	0.0481324569	0.0181103182	-0.115592413	-0.005348937	-0.0210184489	-0.0794387648	0.0627870336	-0.131044538	0.0341985222	-0.0163239657	-0.0326962469	-0.0631976319	0.002032721	0.0733830172	0.0025027471	-0.1213725568	0.0526906376	0.064495116	-0.0058385602	-0.0240166764	0.046619151	0.0818344723	0.1302940522	0.0375578532	-0.0360728227	-0.036425951	-0.0255270758	-0.1249979588	-0.0441155564	-0.0086139799	0.0627481791	-0.0124130522	-0.1315280633	-0.044667428	0.0241315644	0.0383418537	0.0430819079	-0.0398827404	-0.0011126717	0.0728104195	0.0432225454	0.1387093025	-0.0296715997	-0.0268361882	-0.0392188023	0.0548372717	0.0489274387	0.0432406777	0.0059780371	-0.0767107592	-0.049181589	0.1661449273	0.0731907626	-0.014359525	-0.0179197198	0.0403657348	-0.0742838841	0.0726604278	-0.1293426323	-0.0779607562	-0.0412124278	-0.0294199105	-0.0744381612	0.0030598883	-0.12290142	0.0737549007	0.0335532331	0.061665525	-0.0394952998	-0.0425679608	0.0137834356	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0438345660744943	0.006074365526274	3.689791654678721e-05	0.0019214691829392	0.0258092726530492	0.0058859541627783	0.0006661185548794	3.46444564063272e-05	0.1128917223781655	-0.0193094975511557	0.0127445409815087	0.000372856695678	0.0012049695447416	0.0009457578203955	1.451951603754779e-06	8.94457854839247e-07	-0.0005970556070182	-0.0002562166600783	3.564753978718713e-07	6.564697690167913e-08	0.0015683615742657	0.0003273167023291	1.071362236235967e-07	2.4597580276331847e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4454.442781162603	3.7544768638836095	19842060.490651622	14.09609652143731	5475.234951676994	-14.128499629579892	29978197.77606537	199.61450178303917	5131.504883234159	-4.413803601306427	19.48166223090558	26332342.36665602	5253.690079483502	4080.491340039928	0.815994	16.119442	0.1013825976777944	0.0498819154496132	0.0372603636	-0.0398599358	-0.0852649686	-0.0895668265	0.0272986727	0.0338472333	0.0558896107	-0.0578381015	0.0505188817	0.0236779035	0.0453089103	0.0005972864	0.0682451202	-0.0277287948	-0.1084850982	-0.045635834	0.0505444599	-0.1009882447	0.0179663103	0.0665980557	0.034270304	0.0249590709	-0.0049553573	0.018746582	-0.021746638	-0.1121379426	0.0769048648	0.1202315984	-0.0030997954	0.0191144263	-0.077283106	0.0573951735	-0.0342073043	-0.0163219211	-0.0694020735	-0.1023437345	-0.0080136776	0.029207872	0.0535774623	0.1146001637	0.0562975831	0.049058466	-0.0979037958	-0.0970899785	-0.019871226	-0.0196429879	0.0559276285	-0.0808596529	-0.007250822	0.0212587273	0.0681441788	0.0740446151	-0.0235686643	0.0837325805	-0.1165594469	0.1096427622	0.0314370473	0.029558682	-0.0290075243	-0.0653499581	-0.0669864136	0.1386158259	-0.0910503919	-0.0681115343	-0.0231954666	-0.041117184	-0.0346049243	0.0780992179	-0.1042747837	-0.1280380974	-0.0372442009	-0.0108924757	-0.0134050684	-0.0514280551	-0.0801544489	0.0401040648	0.0053557285	-0.0447960223	-0.0424073067	-0.0108741873	0.0956777262	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0443379492568993	0.000503383182405	2.5339462832818945e-07	0.0019658537443073	0.0209429783045749	-0.0048662943484742	0.0004386083402658	2.3680820685992892e-05	0.0878784152421303	-0.0250133071360351	0.0077226158654682	0.0006256655338816	0.0008662534917896	-0.000338716052952	7.503951120376746e-07	1.1472856452738213e-07	-0.0012626427918265	-0.0006655871848083	1.594266819751418e-06	4.430063005810381e-07	0.001984050596723	0.0004156890224572	1.727973633915055e-07	3.936456770356891e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4451.418908876376	-3.023872286226833	19815130.302302144	9.143803603410696	5499.301751077586	24.06679940059257	30242319.749405008	579.210833388363	5131.948171348769	0.4432881146103682	0.1965043525548149	26336892.03340998	5242.461745363276	4055.494454613464	0.977709	19.314024	0.0614143449243157	0.0309047828918937	0.0045644358	-0.0131124724	-0.1262567296	-0.0612636936	-0.0570973879	-0.0080646518	0.0578604579	-0.0620622557	0.0348083462	0.0717100528	0.0511304431	-0.0180122855	-0.0944107488	0.0513288782	-0.0418832868	-0.0592213862	0.0101265954	-0.1094028934	-0.0890099184	0.0360940522	-0.0990210358	-0.0180828687	0.0294439914	0.0418898941	0.0246045799	-0.0466977171	0.066960787	0.0888375587	-0.1375555813	-0.091341291	0.0723037092	-0.0473838001	-0.0031138302	-0.1131129404	0.0346385752	-0.006280417	-0.0636807584	-0.106987874	0.0061932051	-0.0270590361	0.0400379738	-0.0033677525	-0.1270890332	-0.014730116	0.0257215219	-0.0483634446	-0.0714009173	-0.0458395513	-0.0181411139	0.0008169095	0.0412363169	0.0734569595	-0.019737833	0.0452246402	-0.0289427548	0.0516452645	0.0529227965	0.0412647253	-0.0329024585	0.0041110594	0.0109689977	0.161716184	0.0802045095	-0.1240554099	-0.0301876446	-0.0324385288	-0.025106907	-0.0395289881	-0.0839761654	-0.1228966584	-0.0104244684	-0.0379206339	0.0169004836	-0.0873406672	0.0797854111	0.0207701825	-0.01101539	-0.0696501475	-0.0146610347	-0.0031180288	0.0041307587	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0595978375457519	0.0152598882888526	0.0002328641905882	0.0035519022401298	0.0176544536433169	-0.003288524661258	0.000311679733444	1.0814394447702047e-05	0.0957424454615605	0.0078640302194301	0.0091666158629598	6.184297129211124e-05	0.0008673554322851	1.1019404954999354e-06	7.523054459144726e-07	1.2142728556226434e-12	-0.001541960493258	-0.0002793177014314	2.3776421627684547e-06	7.801837833297656e-08	0.0024036689898915	0.0004196183931685	1.7607959588531385e-07	5.777624612966023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.414125825868	-1.0047830505081947	19806185.891350426	1.0095889785885537	5469.064779768319	-30.23697130926757	29910669.565302286	914.2744339574704	5125.512640075157	-6.435531273612469	41.41606277364412	26270879.823570207	5244.867428578428	4098.369290440614	1.022305	20.194986	0.0738186896519319	0.035989397222541	0.0439343948	-0.0673473523	-0.0946877642	-0.0813466629	0.0864202243	0.0323080452	0.0531207131	-0.0222491335	0.050794624	0.0430871968	0.0572624453	-0.0456769464	0.0409638131	-0.0835802302	-0.0682114062	-0.0959600686	-0.0143845597	-0.1017225468	-0.0251261263	0.0544568106	0.0659368927	0.03632845	-0.0210760429	0.1053692266	-0.0670278507	0.022527095	0.0733892581	0.0341971284	-0.0914520301	-0.0146482218	0.028795361	0.0286606314	0.0572525126	0.0692703658	0.0545237076	0.0123860557	-0.0473436123	0.0291866691	-0.0158277836	0.1165665097	0.00915243	0.0507899778	-0.1397279274	-0.0404428887	-0.0186659928	-0.0364725172	0.0564957334	-0.045815407	0.017227099	-0.0245355631	0.0593761016	-0.055872224	0.0397479112	-0.0297796095	-0.1370845643	0.0331794127	-0.0232616418	0.0336038037	-0.0257233434	-0.0199054452	-0.0281153386	0.1734513164	-0.0728599083	-0.0226312436	0.0260181848	0.0230580885	0.0040676197	0.0218056495	-0.0930897866	-0.0638702098	0.0544194204	-0.025190453	-0.0662893429	-0.0529369361	-0.0634083235	-0.0458967653	0.0539545454	-0.0582345804	0.000547672	-0.013011237	-0.0399129125	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0482242986322205	-0.0113735389135314	0.0001293573874176	0.0023255829785695	0.0001928521983671	-0.0174616014449498	3.719197041502329e-08	0.0003049075250222	0.0998228119521513	0.0040803664905908	0.0099645937860345	1.664939069753633e-05	0.000409053792128	-0.000458301640157	1.6732500485429706e-07	2.1004039337068794e-07	-0.001464063697846	7.789679541199998e-05	2.143482511350504e-06	6.067910735458981e-09	0.0021218037694034	-0.000281865220488	7.944800252080503e-08	4.502051235854477e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4476.301202393164	25.88707656729639	20037272.45454649	670.1407332010658	5509.278908775593	40.214129007274096	30352154.094679587	1617.1761718136838	5130.73255933587	5.219919260713141	27.247557088364022	26324416.595429208	5269.88208453223	4055.280774768733	1.380858	27.277973	0.2251168946947843	0.1310633668023141	-0.0488898829	-0.0089806192	-0.1222218625	-0.046842502	-0.099725474	-0.1313512906	-0.0138027291	0.0843869301	0.1612254269	0.0144146041	-0.1255156428	0.0365855855	-0.0258483643	0.098870748	-0.005507381	-0.1985684164	0.0542101071	0.0212179514	0.2199311929	0.1375477487	0.0688387895	0.241778376	-0.0166059473	-0.2598221978	-0.0001631428	0.0005825049	-0.1354069608	0.0908657322	0.0297966306	0.1208215423	-0.2407763162	-0.003401854	-0.0863369856	0.079942788	-0.1170638957	-0.0376027836	0.0964707625	-0.0375602675	0.088274626	-0.0585697077	-0.0938024736	0.2230979187	-0.0912744445	-0.2137066067	-0.097121958	0.0342021282	0.1426171987	0.0746233108	-0.1049351361	-0.1974903165	-0.1342914993	-0.1603727562	0.0075090204	0.1518143374	-0.0359357193	0.1503909048	0.0653835533	-0.0433746567	-0.0891897806	-0.0035960197	0.0206522978	0.1157175401	0.0582040742	-0.1047031409	-0.113743524	-0.0978443996	0.0319770525	-0.1171323311	-0.0437361586	0.247126695	-0.0069992848	0.129976801	0.0276737285	0.0100446367	0.0240796054	-0.0787858395	-0.0910440616	-0.1478731083	0.0574098972	-0.0387641089	-0.1947283813	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0445850033306101	-0.0036392953016103	1.3244470292323513e-05	0.0019878225219905	-0.0542255001668081	-0.0544183523651752	0.0029404048683405	0.0029613570741403	-0.0168268117558625	-0.1166496237080138	0.0002831415938672	0.0136071347112212	0.0009547017640048	0.0005456479718768	9.114554581938768e-07	2.977317092132651e-07	-0.00136766342684	9.640027100599992e-05	1.870503249115732e-06	9.29301225003023e-09	0.0017556595458865	-0.0003661442235169	1.3406159241479378e-07	3.0823404410623918e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4471.8907074561575	-4.410494937006661	19997806.49943273	19.45246558936139	5516.799701980065	7.520793204472284	30435078.951767333	56.56233042443648	5141.1677790034	10.435219667529964	108.89380950960415	26431606.131862752	5259.239054315583	4068.93555093199	1.537525	30.372843	0.2014899222244007	0.1064953100535794	0.026680793	0.1294382192	-0.0226960573	-0.1025247392	0.0527732568	-0.0572211951	0.0877879181	0.0351997495	0.0551428293	0.0184558101	0.0523416059	0.0301111639	-0.0472657856	-0.1018908869	-0.0588082736	0.0238790414	-0.1051396282	0.041862589	-0.1022595823	0.0803088551	-0.0301374161	-0.0947603204	0.0601319858	-0.000468025	-0.0245057845	0.0248389989	0.1041941068	-0.0853810281	0.0778117215	0.0134337414	-0.1167509919	0.0818221217	-0.1113040677	-0.0446273299	0.0460434005	0.0019880265	0.013440313	-0.0540407978	-0.0537321137	0.1133052333	-0.0114367974	-0.0107164685	0.0307508644	0.062258568	0.0306806021	-0.1151619186	-0.0665098558	0.042611997	0.0723936321	-0.0327009082	0.0389986395	0.0574129279	0.0220888695	-0.0103645413	0.0238575738	-0.1287620845	-0.0092451216	0.0217174738	-0.0130390437	0.0669733345	0.0350095701	0.0199654603	-0.0414729853	0.1093832066	-0.0010574766	-0.069121223	-0.0108227483	-0.0696352807	0.0240458386	-0.0307687809	0.0193289736	-0.0641058498	-0.0020240921	-0.0696958327	-0.0580495725	0.0467412309	-0.07402139	0.1486414967	0.094182763	-0.0278994892	-0.1370509146	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0442132011040143	-0.0003718022265958	1.3823689570159618e-07	0.001954807151864	0.0038726353911897	0.0580981355579977	1.4997304873095e-05	0.0033753933553154	0.0703805042148246	0.0872073159706871	0.0049534153735329	0.0076051159588112	0.0003258431053355	-0.0006288586586693	1.0617372929468177e-07	3.954632125833512e-07	-0.0010927491628713	0.0002749142639687	1.1941007329559271e-06	7.557785253345207e-08	0.0015431790991421	-0.0002124804467444	4.514794024869984e-08	2.381401732029023e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
