global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
2140.591033375548	n/a	4582129.972167796	n/a	2601.7646761807528	n/a	n/a	6769179.430221938	2427.239674443784	n/a	n/a	5891492.437193967	2465.031963495108	1975.82237018638	n/a	n/a	n/a	n/a	0.0140695368	-0.0432150923	0.0219289029	-0.0561446709	0.0346988301	-0.0089331968	-0.0617556951	-0.0763457845	0.0299379228	-0.0170609677	-0.0377611318	-0.0014219288	0.0921010923	-0.0738171491	0.0281178374	-0.0444955966	0.0084225859	0.0325362472	-0.0307451284	0.1024525948	-0.0475780303	0.0233417768	-0.0831337314	0.0686141565	-0.0043153325	0.0359616646	-0.0246578605	-0.0553639484	0.0725190285	-0.0358376552	0.0118551773	0.0286961646	-0.0658393895	0.0183955505	-0.09074078	0.0092565196	-0.0004916183	0.0186278867	-0.1170405808	0.0631433887	-0.0513497783	0.0684676829	-0.0537365521	0.031983836	-0.1401198058	0.0122487424	-0.1622576241	0.1029046768	-0.1306775264	-0.0089583037	0.0682046658	-0.0203141285	0.0303867085	-0.1364746191	0.0627906423	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0251845842499989	n/a	n/a	0.0006342632838452	0.031862907722612	n/a	n/a	0.0010152448885396	-0.0985552775019371	n/a	0.0097131427234838	n/a	0.0073043359425215	n/a	n/a	5.3353323561211457e-05	0.0013559826351696	n/a	n/a	1.8386889068814929e-06	0.0010840633919201	n/a	n/a	1.1751934377013124e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140.591033375548	0.0	4582129.972167796	0.0	2601.7646761807528	0.0	0.0	6769179.430221938	2427.239674443784	0.0	0.0	5891492.437193967	2465.031963495108	1975.82237018638	0.0	0.0	0.0	2.323808776778004e-14	0.0137588432	-0.0435438745	0.0218596648	-0.0564782363	0.0348368695	-0.0088474487	-0.0617446837	-0.0764124755	0.0299240003	-0.0171392522	-0.0378617372	-0.0014347162	0.0921342761	-0.0739263777	0.0280704793	-0.0445548867	0.0087243336	0.0327522234	-0.03072236	0.1025993981	-0.0474594707	0.0233279517	-0.0831639189	0.0687017346	-0.0045254233	0.0361051073	-0.0245211681	-0.055414501	0.0725749757	-0.0357718368	0.0117197836	0.0283018535	-0.0660266825	0.0184126677	-0.0913131298	0.0092372074	-0.0005241506	0.0185358625	-0.1173327612	0.063336976	-0.0512385059	0.0687170482	-0.0536960947	0.0319863604	-0.1404999778	0.0123013405	-0.1624524449	0.1031298847	-0.1309406269	-0.0089349396	0.068051503	-0.0202170603	0.0304021478	-0.1363830964	0.0627663435	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0251845842499989	0.0	0.0	0.0006342632838452	0.031862907722612	0.0	0.0	0.0010152448885396	-0.0985552775019371	0.0	0.0097131427234838	0.0	0.0073043359425215	0.0	0.0	5.3353323561211457e-05	0.0013559826351696	0.0	0.0	1.8386889068814929e-06	0.0010840633919201	0.0	0.0	1.1751934377013124e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2148.0260259770525	7.434992601504746	4614015.808274769	55.27911498443031	2605.541412948014	3.7767367672613545	14.263740609183747	6788846.054587134	2433.05989447246	5.820220028675976	33.874961182200984	5919780.450090339	2469.5440257879404	1984.7058622064312	1.088874	22.663296	0.103185338294704	0.0639865890545688	0.0273613431	0.0502918797	-0.0314127806	-0.1058309618	0.0052261347	-0.0461406089	-0.0352190887	0.0901395151	-0.0750522698	-0.0192941102	-0.0016777788	-0.0333635052	-0.0977327509	-0.0571959258	0.0457689351	0.0455927689	-0.0556493851	0.1114834221	-0.0227319202	0.1054559613	-0.0096463301	-0.0666228797	0.0830885667	0.0652356999	0.0505131326	-0.0470360469	0.0006339254	-0.1119084212	0.0227294771	0.0937559069	-0.0421775763	-0.0087666313	0.0834982002	-0.0510033126	-0.0812649352	-0.0071995635	-0.0024721963	0.0367414977	-0.060303808	0.0497393175	-0.0301789284	0.0627398548	0.0384824627	-0.0254441532	-0.0436548769	0.0240540149	-0.0070242933	0.0348819357	-0.0917148114	-0.0098768219	-0.0946711889	0.05135801	-0.0288214427	0.0274696593	0.1043174753	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0095052313983075	-0.0156793528516914	0.0002458421058478	9.034942393537072e-05	0.0106159376252747	-0.0212469700973373	0.0004514337383171	0.0001126981316637	-0.0953779798056118	0.0031772976963252	0.0090969590317996	1.009522065107405e-05	0.0061949043471056	-0.0011094315954159	1.230838464907071e-06	3.837683986978786e-05	0.0013609165674552	4.933932285599999e-06	2.4343687798886023e-11	1.852093903574044e-06	0.0009367945666346	-0.0001472688252854	2.1688106900971115e-08	8.775840600761081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.025202818404	-1.0008231586484726	4609717.221537409	1.0016469948871058	2611.264922303039	5.723509355024817	32.75855933705659	6818704.494450296	2440.404236656368	7.344342183907884	53.93936211432882	5955572.838290351	2477.4038449067334	2002.6678299208024	1.014015	21.105207	0.0319989724887635	0.0162000542369831	0.0215296925	0.0500651949	-0.085497589	-0.0650493516	-0.0422530392	-0.0432972119	0.0385774097	0.0178565826	0.0567606253	0.1065644259	-0.0700166284	0.0538587702	0.0658581642	0.0595927062	0.0016048128	0.0221727238	-0.0037505321	0.0331189057	-0.0770088597	-4.43807e-05	0.0496191884	0.0684515146	-0.0504353902	-0.0405109149	0.0366327334	-0.0215566884	0.0087453329	0.0164740087	-0.0855776756	0.0960059583	0.0181195552	0.0255956724	-0.0262864765	0.0659779954	-0.0581895191	-0.0090452059	0.0080125941	0.0450388256	-0.04141457	0.1089934081	-0.0021398114	0.0477175576	0.036312942	-0.0647515149	-0.0389434477	0.0047786598	0.0213621621	0.0413144435	-0.0781620153	0.0129177092	-0.0272299076	0.0707191434	-0.0072220055	-0.1115350143	0.0378769475	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0010799041994147	-0.0105851355977221	0.0001120450956221	1.1661930799135042e-06	0.0221414655198515	0.0115255278945768	0.0001328377932486	0.0004902444953667	-0.0953915752427363	-1.3595437124494514e-05	0.0090995526272906	1.8483591060608362e-10	0.0061299841761076	-6.492017099800004e-05	4.214628602409566e-09	3.757670599932957e-05	0.001308139107095	-5.277746036019999e-05	2.7854603220724814e-09	1.711227923511304e-06	0.000856997926806	-7.979663982860007e-05	6.367503727935324e-09	7.344454465497821e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140.9091277060024	-6.116075112401632	4583491.893094876	37.40637478053863	2613.49245423156	2.2275319285208752	4.961898492579929	6830342.808325302	2435.273463016369	-5.130773639999006	26.324838144908654	5930556.839671738	2473.280928318317	2004.0765245850728	1.063316	22.131336	0.0366767347453644	0.0183981872081374	0.0079090665	-0.0145957726	-0.1124431001	0.0028529764	-0.0388930867	-0.0423446762	0.1033390693	0.0083873655	-0.0496045226	0.0116704373	0.0792462236	-0.0813877705	-0.0786177384	0.0054201153	-0.0498215729	0.0512314358	-0.0028980705	-0.0787968807	0.1304228834	-0.0872192326	0.0351473003	-0.0990889901	0.0581578255	-0.0099832087	-0.0043210248	-0.0501945249	0.0231936441	0.0684273694	-0.0825711112	-0.0569552793	-0.0428805381	-0.0151119225	0.0166471934	-0.0860384318	-0.0494471951	-0.0175052111	0.006291613	0.0242232727	-0.0304794469	0.0986270213	0.0803433751	0.0078562437	-0.0105423775	-0.0472837399	-0.0632432606	-0.0603233049	0.0076963126	0.0230504057	-0.0742684788	-0.0102671153	-0.0484034302	0.1455626867	0.0780331388	0.0166116434	-0.0451936687	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0011658750522229	0.0022457792516376	5.04352444708594e-06	1.35926463739575e-06	0.0143916403206532	-0.0077498251991983	6.005979061812898e-05	0.000207119311119	-0.0953527589766878	3.881626604849975e-05	0.0090921486444663	1.5067025099479143e-09	0.006339044922143	0.0002090607460354	4.3706395532878285e-08	4.018349052494695e-05	0.0010659869785654	-0.0002421521285295	5.8637653351415915e-08	1.1363282384709907e-06	0.0009386313328106	8.163340600460007e-05	6.664012975911874e-09	8.810287789338034e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2135.8078056060376	-5.101322099964818	4561674.982487678	26.023487167589465	2600.6352606438973	-12.85719358766255	165.307426950631	6763303.758904352	2431.543108171444	-3.730354844924932	13.915547269054914	5912401.886896048	2471.3165014707124	1968.312700028427	1.073146	22.335949	0.0921454625588374	0.05088557822716	-0.0027044374	-0.0765554996	0.0382997284	0.0140133939	-0.0046057065	0.0085041027	0.0162474237	0.0126146138	0.0844345828	-0.0447156672	-0.0091629822	0.0750264352	0.0277070397	-0.0183779495	-0.0716046569	0.0418004719	-0.00376394	-0.059988841	4.66209e-05	-0.0260460455	0.0752984498	0.0830606123	-0.0035179874	-0.0038464091	-0.0205847966	-0.0653820814	0.0090097883	0.0515801758	-0.0174184506	-0.1329066465	-0.0674340342	-0.0164633406	0.0043423074	0.0764685186	-0.0468343192	-0.0727332071	0.017649687	-0.0109889975	-0.0804205839	0.0334064011	0.0359492598	0.0365279593	-0.0380224397	0.0082601139	-0.0914460361	0.0127768229	-0.0680636073	0.0176907603	-0.0352500683	-0.0118642669	-0.0212482178	0.0858753398	0.1135237746	0.0135157616	-0.043656586	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.0092082685957279	-0.0103741436479508	0.0001076228564283	8.479221053106866e-05	0.0157295273532298	0.0013378870325765	1.7899417119366173e-06	0.000247418030756	-0.0538789129062777	0.04147384607041	0.0029029372559622	0.001720079907872	0.0066173201727594	0.0002782752506163	7.743711510562007e-08	4.3788926268808496e-05	0.0015631109582934	0.000497123979728	2.47132251220605e-07	2.443315867936912e-06	0.000934838846997	-3.7924858136000354e-06	1.4382948646357522e-11	8.739236698546804e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2143.791281491366	7.983475885328517	4595841.058598394	63.73588721162194	2604.6789859920355	4.043725348138196	16.351714691175374	6784352.620068498	2437.8934266973897	6.350318525945568	40.32654538096749	5943324.359934341	2475.111459145179	1978.198129024008	0.985216	20.505808	0.0681636859069752	0.0411649207816554	0.0201028325	-0.0422220868	0.0363696225	-0.0311416646	0.0272421651	-0.0138743985	-0.0709704617	-0.0426539569	-0.0715012469	-0.01907605	-0.0354696591	-0.0698701525	0.0151995623	0.0363187009	-0.0163529448	-0.0091230294	0.0001798086	-0.04889311	-0.0455355751	-0.029896788	0.052864415	-0.0621860681	-0.0408540121	-0.0439842546	0.0025695367	-0.0189234259	-0.0151760562	0.0403881621	0.0322149168	-0.0484545533	-0.0052632607	0.0277582234	-0.0342015045	-0.0642604502	-0.0694429143	-0.009794861	-0.0324042288	0.0081311498	-0.0414781468	0.003083605	-0.0097342292	0.0448858281	-0.0232601961	-0.0059396309	-0.0679028098	0.040820403	-0.0821125959	0.0561175871	-0.0408801222	0.0020627598	0.0180555324	0.0108876657	0.0451450482	0.0058236141	-0.0935173942	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0050557512654307	0.0041525173302972	1.7243400178418585e-05	2.556062085790412e-05	0.0147254273431371	-0.0010041000100927	1.0082168302681605e-06	0.000216838210438	-0.065024266590683	-0.0111453536844053	0.0042281552456562	0.0001242189087504	0.0059289645699255	-0.0006883556028338	4.738334359528217e-07	3.515262087143187e-05	0.0012172923383344	-0.000345818619959	1.195905179103473e-07	1.4818006369676315e-06	0.0009378989218477	3.0600748507000077e-06	9.364058091886672e-12	8.796543876030781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2144.485768541836	0.6944870504698883	4598819.211478469	0.4823122632703652	2601.2035710718724	-3.4754149201630757	12.078508867292117	6766260.018157061	2433.9315479495453	-3.9618787478443664	15.696483212620844	5924022.78010407	2471.256835130545	1978.351029989357	1.093687	22.763466	0.0865369008859966	0.0378170668172655	0.0173877231	0.0493778083	0.0144056604	-0.1189635666	0.0073807517	-0.0175945982	0.0162920976	0.1302124205	0.0497436688	-0.0367719553	-0.0380252073	0.0754289893	-0.0816287514	-0.019108323	-0.0177760279	-0.0397906477	0.0268697906	-0.0674982847	0.1941700413	-0.0030089499	0.0474130091	0.0518821307	0.0956970869	0.0244699668	0.0049777573	-0.0105521151	-0.0131698077	0.0518086249	0.052798439	0.0919284681	-0.0938613238	0.0004517161	0.0872992747	0.046565477	-0.0708304402	-0.0410261731	-0.0070992791	0.0176254554	-0.0338275841	0.0116099767	-0.0152421284	0.0333990926	0.0303818128	-0.0501793109	-0.0360443427	0.0279998361	-0.0135337101	0.0453608471	-0.0328886189	-0.0030580394	-0.0368319697	0.0007671131	-0.0716089312	0.0547194484	0.0374604965	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0089776441876523	0.0140333954530829	0.0001969361879426	8.059809516008713e-05	0.0263615753535759	0.0116361480104388	0.0001353999405208	0.0006949326551222	-0.0491954440644732	0.0158288225262097	0.0024201917167007	0.0002505516225662	0.0053644253724611	-0.0005645391974644	3.187045054737489e-07	2.877705957670441e-05	0.0014487460896697	0.0002314537513352	5.3570839007182855e-08	2.098865232333246e-06	0.0008331211727221	-0.0001047777491256	1.0978376711827172e-08	6.940908884378471e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136.7463467558623	-7.739421785973718	4565684.950374524	59.898649581204616	2582.048016436688	-19.155554635184217	366.9352733815275	6666971.959184635	2424.634002991744	-9.297544957801165	86.44434224233386	5878850.048463769	2462.3592332693247	1964.3167022142543	1.076213	22.399767	0.0521718570709183	0.0291932003555401	-0.0281335446	0.0716187584	-0.0133644385	-0.0629222571	-0.0330118566	0.0370857849	-0.0761397429	0.0007447877	-0.0258949923	0.0547701655	-0.040723174	-0.0758730076	0.0680425571	-0.0933185799	0.0053167769	-0.0339712973	-0.0425274414	0.0428140528	0.0432000945	-0.01860052	0.0788940019	-0.0517213011	-0.0963083772	0.0817988988	-0.0136021086	-0.0110282523	-0.0628665349	-0.03905766	0.0147111288	0.0461007942	-0.1821396486	0.0355209538	-0.0723276295	-0.021438291	-0.0531478665	-0.0490649951	-0.0151075528	0.033043148	-0.043859001	0.0639670729	-0.0120799073	0.0543683046	0.0067273106	-0.0300910596	-0.0477474748	-0.0211542086	-0.0182453959	0.0296982552	-0.0554639489	0.0241025092	0.0542110223	-0.0372465787	-0.0023560133	-0.0174116974	0.0057673579	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0088111402946964	-0.0177887844823486	0.0003164408533594	7.763619329282256e-05	0.0323960567540808	0.0060344814005048	3.641496577303955e-05	0.0010495044932136	-0.0489080605197784	0.0002873835446948	0.0023919983838063	8.258930176135116e-08	0.0057869471138437	0.0004225217413825	1.785246219409845e-07	3.348875689842393e-05	0.0013475322382641	-0.0001012138514055	1.0244243716354844e-08	1.8158431331610556e-06	0.0008706097328013	3.748856007920005e-05	1.4053921368117914e-09	7.579613068483511e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136.7915743309973	0.0452275751349589	4565878.232131942	0.0020455335525883	2583.851616401177	1.803599964488967	3.252972831904603	6676289.175578976	2429.064714820888	4.430711829144002	19.631207312916587	5900355.388787882	2466.573485961327	1998.798771027596	1.062767	22.119923	0.1403207868541031	0.0705325048821187	-0.0305900591	0.0971405603	-0.0781188688	0.0276427003	-0.0041152801	0.0449125696	0.0199538936	0.1048912811	-0.0284167569	0.0208741338	-0.0450318725	0.0128749336	-0.0980192035	-0.0765640761	-0.022509649	-0.0181941163	-0.0143840689	-0.0015797541	-0.0518341037	0.0112311176	0.0241614149	-0.0194618418	0.0925791025	0.0670951067	-0.0165475533	-0.037449117	-0.0375414879	0.0225414514	0.0079599794	0.0253427051	-0.0722395904	-0.0214882121	0.0941713593	-0.0165168826	-0.0215957409	-0.0595794648	-0.0493085158	0.0288514277	0.035937337	0.0910744047	-0.0284829419	0.0518895938	-0.0507550705	-0.0019521584	-0.0142964886	-0.057437785	0.0063864066	-0.042690491	-0.0406730825	-0.0090961082	-0.0224720336	0.0182639312	-0.0784163738	0.0241547119	0.0211479698	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0089855028839735	-0.0001743625892771	3.0402312539414725e-08	8.073926207789607e-05	0.0157402054855566	-0.0166558512685242	0.0002774173814791	0.0002477540687275	0.0018449530849835	0.0507530136047619	3.403851885790133e-06	0.0025758683899651	0.0050650215695842	-0.0007219255442594	5.211764914543745e-07	2.56544435003532e-05	0.0008788788148774	-0.0004686534233867	2.1963603125207362e-07	7.724279712403031e-07	0.0011347819529859	0.0002641722201845	6.97869619172607e-08	1.2877300808224932e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
