global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
3971.805539634155	n/a	n/a	15775239.244668562	4780.104311050907	n/a	22849397.224527467	n/a	4530.567755926223	n/a	n/a	20526044.191038374	4650.274818638393	3402.965488265046	n/a	n/a	n/a	n/a	-0.0128962515	-0.1118244146	0.0118289193	-0.0381343495	0.1282211421	-0.0074639437	-0.0004414767	-0.0209673465	-0.0183631091	-0.0659826374	-0.025923059	-0.0193262255	0.0402342491	-0.0821581942	0.008197822	-0.0294246988	0.0894485314	-0.0446956525	0.0989762853	-0.0080494772	0.0219667704	-0.0110466221	0.0165413191	-0.1294071024	0.0197073663	-0.0295389536	0.0603252268	-0.0400312039	0.0144620479	-0.0035874565	0.0978866352	-0.0064925087	0.1064498288	-0.0292599885	0.0315005209	-0.0218672735	-0.0552123211	0.0806757787	-0.0712723522	0.0217088341	-0.0590322132	0.0052455673	-0.0017962278	0.1208961942	-0.0251648072	0.0336320239	-0.0659193558	0.0373568023	-0.0366279587	0.0444273783	0.0590547459	-0.0901654517	0.004397621	-0.0177691852	0.0614949252	-0.0600819421	0.0336599759	0.0227181859	-0.0153914116	0.1023726285	-0.0255788804	0.0513739123	-0.0742813825	0.0072656596	-0.0033975802	0.0662855013	-0.0869210731	0.0174768888	-0.0420341672	0.0510615451	-0.0019520537	0.0760901274	-0.1334029843	0.0001883147	0.0134993679	-0.0429257014	0.0223945456	0.0655672744	-0.0138502469	0.0175574702	-0.0440060029	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0074710261623351	n/a	n/a	5.581623191829553e-05	-0.0070812280014678	n/a	5.0143790008771655e-05	n/a	-0.0382985995545226	n/a	n/a	0.0014667827278376	-0.0001470766921643	n/a	2.1631553377992266e-08	n/a	0.0006041032806256	n/a	3.649407736626124e-07	n/a	-0.0014019560271419	n/a	n/a	1.9654807020395e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3970.533863899383	-1.2716757347720886	1.6171591744081315	15765139.164371764	4769.54107469128	-10.5632363596269	22748522.06316725	111.58196238934374	4529.55571492513	-1.0120410010931664	1.0242269878936583	20516874.974610902	4648.704319008628	3402.106631793807	0.8829939999999998	15.862692	0.0653156223937703	0.0322448146756058	-0.0172658921	-0.0916637345	0.0650329061	-0.0422894549	0.1264950271	0.0287823749	0.0191664125	0.0025992382	-0.0382971068	0.021649738	0.0380287837	-0.0150812905	-0.0974896114	0.0223084286	0.1183700636	-0.0464266898	0.0580535346	-0.0429618706	0.0313163497	-0.0739060431	0.0092754169	0.0125112183	-0.0272721058	-0.0912824137	-0.0344599795	0.0684817439	-0.0386800701	-0.1082923854	0.0027709231	0.0666609952	0.0574589834	-0.0653558461	0.0319542266	0.0202916754	-0.010020182	-0.0217121773	0.102301461	-0.0109299234	-0.1236789327	-0.0277147911	-0.0427693805	-0.0382387413	0.0270166459	0.0510555468	0.0696825353	0.0181662681	-0.0227617948	0.018786902	-0.059846548	-0.0018544051	0.0957320179	0.0453444043	0.0080996965	0.0843860938	-0.003791486	-0.1300422629	0.1089040797	0.0198867652	-0.0310358562	-0.0783680422	0.0069337444	0.1101898897	-0.0494127296	-0.0079610958	-0.0195375123	0.0315175979	-0.1100237324	0.0254052591	-0.0011745815	0.0097827097	0.0061659052	0.0954803816	-0.0542493874	-0.0416551577	0.0050787203	-0.0262643955	-0.0124462714	0.0668013255	-0.0511238149	0.0548015988	0.0156120913	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0058067677308031	-0.0016642584315319	2.769756126925351e-06	3.371855147949619e-05	0.0001361153727543	0.0072173433742221	1.8527394700042037e-08	5.209004538142765e-05	-0.0500583185344538	-0.0117597189799312	0.0001382909904869	0.0025058352544968	0.0003137129342541	0.0004607896264184	9.841580511831727e-08	2.1232707981480865e-07	0.0003463080220711	-0.0002577952585544	1.199292461507975e-07	6.645839533318147e-08	-0.0012270548799531	0.0001749011471888	3.0590411287958313e-08	1.5056636784167165e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3972.21397171834	1.6801078189569123	2.8227622833201536	15778483.837114388	4780.138751614479	10.597676923198378	22849726.484686427	112.31075616849144	4527.7042243594215	-1.8514905657084453	3.42801731490738	20500105.54328215	4647.695558652773	3391.0880393419293	0.963515	17.309237	0.0645239491603686	0.0365508415457436	-0.0130738789	-0.0007918011	0.0676980533	-0.0176691418	0.0183619044	0.0722483074	-0.0282738094	-0.0166844197	0.0270860281	0.0009663182	-0.0900376392	-0.0368174689	0.0891722752	-0.0172994816	0.0938076797	-0.0774910003	0.00686465	-0.0351863504	-0.0433920779	-0.0619183559	-0.0775489712	-0.0552106744	-0.0995922444	0.010462571	-0.0569633794	0.0351011665	-0.0391196758	0.0265501981	0.105079183	0.0581839256	-0.0351880231	0.0089914321	0.0071160566	-0.0057281576	-0.0463419334	-0.0323492489	-0.092035556	0.0083470166	-0.0526647764	-0.0847331806	-0.0559586895	-0.0293070328	0.034625386	-0.0515193919	0.0367403205	0.06128122	0.0724160303	0.033694901	-0.0641568885	0.0083623541	-0.0353876429	0.0812390087	-0.0934149895	-0.0190892244	0.0418015332	0.0377169821	0.0339262671	0.0225351628	-0.009131834	0.0548443846	-0.0808224788	0.0423281339	0.0052933859	0.0134389018	-0.0111415263	0.0229425754	-0.0310105054	0.0245808351	0.020815305	-0.0688400916	-0.0416430588	-0.0447750944	-0.1031749176	-0.0244143801	-0.0136377266	0.0019705867	-0.0144463183	0.0164114641	-0.058776016	-0.024300427	0.0085494341	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0076267145354478	0.0018199468046447	3.3122063717364542e-06	5.816677460521076e-05	0.0002076270165076	7.15116437533e-05	4.31089779838472e-08	5.113915192298891e-09	-0.0327191990742932	0.0173391194601605	0.0003006450636537	0.0010705459880632	0.0001239715837461	-0.0001897413505079	1.5368953576516285e-08	3.60017800925997e-08	0.0008919346493903	0.0005456266273192	7.955474187829975e-07	2.9770841643972525e-07	-0.0010565554327441	0.000170499447209	2.9070061498574592e-08	1.1163093824610722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3975.282693152383	3.0687214340432547	9.41705123975649	15802872.490476863	4786.003808790638	5.865057176159098	22905832.45775849	34.398895679615336	4531.04096803211	3.336743672688499	11.133858337226732	20530332.25398536	4649.050554413848	3393.4568187522327	0.939959	16.886057	0.1064656612706239	0.0529756174009205	-0.0097854461	0.0458509327	0.0369093902	-0.000728646	0.0118512204	0.0342874229	-0.0402197714	-0.0581892779	-0.0268550488	0.0218438167	-0.0561945557	-0.0241535468	-0.1018104558	-0.0019355899	0.0373359585	-0.0257781095	-0.0257320682	0.0460327937	-0.0535861059	0.0463599663	-0.1101062109	-0.0590578656	-0.0805977215	-0.1087113828	0.0219585243	-0.0387763529	-0.0319045386	0.0310426988	0.0397216563	0.04662109	0.1049326258	0.0631276242	-0.0050955056	0.0197109533	-0.0531050759	-0.025403581	0.0899871471	0.0262301498	0.0187694151	-0.0845540035	0.0327354155	0.0211287026	-0.0032265007	-0.1051343822	-0.0785685806	0.0230990451	-0.0280581434	0.0617832218	-0.1081364429	0.0430600041	0.0126730617	-0.0193410399	0.062760366	0.0271125221	0.0137940277	-0.0429510022	0.0956342447	0.0146872474	0.0010243324	-0.0361558104	0.0781213703	0.0721794747	0.056628759	-0.0058510169	0.0132724243	-0.0017725121	0.0692052581	-0.0259395143	-0.0135979206	0.003310625	0.0354817745	-0.0742085368	-0.033927838	-0.0421438087	-0.0134441547	0.048280395	-0.0784765783	0.0267905329	-0.0230367999	0.0032078275	-0.0860720651	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0411783850134526	0.0335516704780047	0.0011257145918646	0.0016956593923161	0.0065600298114674	0.0063524027949598	4.303399112734102e-05	4.035302126941308e-05	-0.0051235653668939	0.0275956337073993	0.0007615189997129	2.6250922068834624e-05	0.0003537140432057	0.0002297424594596	1.251136243609238e-07	5.2781597678545954e-08	0.0004518328523603	-0.00044010179703	2.041529264720447e-07	1.9368959174903535e-07	-0.0009470806034285	0.0001094748293155	1.198473825367974e-08	8.969616693904916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3974.711443685064	-0.571249467319376	0.3263259539126708	15798331.060561003	4784.775244928175	-1.228563862462579	22894074.14447748	1.5093691641489706	4525.797479901995	-5.243488130115111	27.494167770658063	20482842.829087246	4642.30853673914	3391.8397746803485	0.8768289999999999	15.751955	0.1334957596347921	0.0741237076136655	-0.0158483505	0.0303622102	0.0462423704	-0.0086564363	-0.0323130015	0.0480779945	-0.0621532699	-0.0198090645	0.0299904539	0.0527943948	-0.0088238128	-0.0290033106	0.0708707676	0.0619871304	0.0938921	-0.0093029456	0.0228575667	0.033063213	0.0085197349	0.0936133086	-0.0897373505	0.0068958303	-0.0452641915	-0.1012075799	-0.0110623927	-0.0090180897	-0.0193174774	0.0900878745	0.0886343819	-0.0189972298	-0.0211875283	-0.0829038732	-0.0879059201	0.0799326801	0.037515048	-0.0254904949	-0.0624715474	-0.0767588301	-0.0363732358	-0.0611660341	0.0375341265	0.0345459502	-0.0096747871	-0.0547830589	-0.1013758638	-0.0012056704	-0.0011746524	-0.0003555009	-0.044861404	0.0509359536	0.0357956555	0.0745983047	0.0551521174	0.0862767826	0.0354029088	0.0956944566	0.1100343094	0.0170033716	0.0416684806	0.0038617372	-0.1026129697	0.0400476889	0.0502962354	0.0653760339	-0.0650503563	0.0527608756	0.0851820046	-0.0146871988	-0.0376734601	-0.0069684569	-0.0018252799	-0.0055828561	0.0286328414	-0.0367862043	0.0162154679	0.0756297749	-0.0993952197	0.0268787316	0.0141920719	-0.1058868854	-0.0677840087	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0004835141579349	-0.0406948708555177	0.0016560725139472	2.3378594092349545e-07	0.00832690844463	0.0017668786331626	6.933740424525041e-05	3.1218601043265374e-06	-0.0142769254594057	-0.0091533600925118	8.378400098318762e-05	0.0002038306005734	0.0003361104757971	-1.760356740860002e-05	1.1297025194055295e-07	3.098855855091248e-10	0.0012687078531512	0.0008168750007909	1.609619616647527e-06	6.672847669171329e-07	-0.001750215036301	-0.0008031344328725	6.450249172654323e-07	3.0632526732941107e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3970.2186855787686	-4.492758106295241	20.1848754016816	15762636.411318803	4758.522349696005	-26.252895232169976	22643534.95255639	689.214508071293	4524.424444289434	-1.3730356125606704	1.8852267933598557	20470416.55208376	4642.632478081001	3386.138808303878	0.8993569999999999	16.156664	0.0756413074990636	0.0472376174641137	-0.0098221084	0.0101738715	0.0652446427	-0.0086439696	0.0688374003	0.0455146651	-0.0468944541	0.0582751574	-0.004874952	0.0627486324	-0.0791187907	-0.0070511646	-0.0407761002	-0.065833328	0.0988720201	0.0111101813	-0.0136223914	0.0006875442	-0.0133997414	0.0970921293	0.0112911933	-0.0857601826	-0.1275342889	0.0238595193	-0.0199217157	0.0120155931	-0.1133837469	-0.0575278292	-0.0258155492	-0.0221921961	0.0779552188	-0.0615049454	-0.0865427724	0.007553817	-0.0291883399	-0.0078935283	0.0335323367	0.0672342064	-0.0228848479	-0.0887329935	0.0406673262	0.0510674806	0.0188386143	-0.0373606918	-0.0877265988	-0.0205954361	0.1510839515	0.0197373026	-0.0937366005	-0.036329284	0.1027617849	0.1252101634	0.067516833	0.0738119127	-0.0642966586	0.0226539858	-0.0226102447	0.0091134636	0.0542757971	0.0299866877	0.0678939898	0.0781037661	0.0359636439	0.0478609516	-0.0581797607	0.0767059685	0.1379109043	-0.0867884496	-0.0819448309	-0.0145712023	-0.0199390086	0.0115187821	-0.0028090158	0.0421707775	0.0191481131	0.1006058283	-0.0453586007	-0.0016163454	-0.0138529267	-0.0870011305	-0.0803820651	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0003387701516572	-0.0001447440062777	2.0950827353318864e-08	1.1476521565384229e-07	0.0003757833403454	-0.0079511251042846	1.4121311888114676e-07	6.322039042398479e-05	0.0283044935516656	0.0425814190110713	0.0018131772449964	0.0008011443552162	0.0005279133114837	0.0001918028356866	2.786924644416861e-07	3.6788327777420894e-08	0.0012476147684423	-2.1093084708900077e-05	1.556542610435334e-06	4.4491822253683403e-10	-0.0014638305691479	0.0002863844671531	8.201606302656503e-08	2.1427999351718646e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3966.28694664124	-3.931738937528735	15.458571072879584	15731432.14309669	4757.931044055569	-0.5913056404360759	22637907.81998772	0.3496423604115179	4525.702300662086	1.277856372651513	1.632916909126083	20481981.314218096	4644.840425529061	3385.4890804234506	0.8706709999999999	15.641321	0.0809662148203356	0.0414134507037754	-0.0165183213	0.0004637835	0.052232848	-0.0224125806	0.0712433193	0.0559142009	-0.0472969784	0.0292459921	0.0341769839	0.0764201097	-0.0490245025	-0.0208444171	0.0005296284	0.0963393469	0.0612105066	-0.0153469023	0.0010350764	0.0091391774	0.0303664484	0.031174552	0.0425354897	-0.035291884	-0.1081019885	0.0042775043	0.0123791205	0.0080058196	0.0157164873	0.0878309814	0.0022671479	-0.0268351272	-0.0795145198	-0.0554063803	-0.0335125545	0.0204095423	0.1034238888	-0.0217874164	0.0146365725	-0.0961724182	-0.0436698308	-0.056422332	0.0047282824	0.0185572859	-0.0241061108	0.0076790451	-0.0505466498	-0.0116316993	0.0886342825	-0.0126872141	-0.0599612276	0.0343363381	-0.0288506029	0.0512300011	-0.0114767679	0.0714888966	0.0268790534	0.0995782393	-0.0069141525	0.0171231303	0.0327550989	-0.069598623	-0.0615800226	0.0607617501	0.0187051483	0.0446863293	-0.0631839459	-0.0141049428	0.0634187213	-0.0721210687	-0.0385221822	-0.0079494942	0.0274315237	-0.0147141486	-0.0160582699	0.0914809387	0.0703741106	0.0457180721	-0.0406289946	0.0508556389	-0.0507136634	-0.0424969425	-0.022325038	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0064079295219698	-0.006746699673627	4.551795648611868e-05	4.106156075853212e-05	0.0002883909259736	-8.73924143718e-05	8.316932618391045e-08	7.637434089732394e-09	0.0003406492374438	-0.0279638443142218	0.00078197658883	1.1604190297104245e-07	0.0002550238147994	-0.0002728894966843	6.503714611483866e-08	7.44686774006106e-08	0.0009088532903722	-0.0003387614780701	8.260143034203744e-07	1.147593390242389e-07	-0.00115211597554	0.0003117145936079	9.71659878681383e-08	1.3273712210944856e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3978.524872216765	12.237925575524969	149.76682239208813	15828660.158847423	4793.888909124559	35.95786506899003	22981370.87302745	1292.9680603196934	4529.767647879465	4.065347217378985	16.527047997851056	20518794.943775456	4654.093957653675	3397.728610598584	1.036016	18.611689	0.1067496393813285	0.0671730539383368	-0.0194234174	0.0136904375	0.0641723143	-0.0610025252	-0.0026555245	0.0081360597	-0.0933822307	0.0087382539	-0.0617957873	-0.0960694114	0.077631248	-0.0214488016	0.0279160635	-0.0860367168	0.0500939891	-0.0043285647	-0.0511796185	0.0307842262	0.1132060162	0.0261570449	-0.0016929426	0.0243995297	-0.05970508	0.0892820116	-0.0873572875	-0.0236315002	0.0383712722	-0.06319543	-0.04637087	-0.0537980404	0.0139779332	-0.0441688538	0.0356739217	0.004604397	-0.1583026638	-0.0211860093	-0.0419269936	0.0907428801	-0.0556130831	-0.0348420277	0.0090113459	-0.1554835992	-0.146471707	0.0116533422	0.0386465333	-0.1262163096	0.0560670332	-0.0348768195	-0.0939360727	0.0306494336	0.0487792247	0.0124781232	-0.002697491	-0.0183783387	-0.0091101629	-0.1020791226	0.0240005306	0.0219885374	-0.0188403707	0.0984541863	0.0107340493	0.0744637447	0.0385566258	0.0525265948	-0.019970532	0.0288924756	-0.0503710043	0.0234977923	0.0053716759	-0.1094842567	0.1283042277	0.0409885064	0.0514955656	-0.0037876121	0.0031822196	0.030246972	0.0259833899	0.0288202094	-0.0817915249	0.0715574944	-0.0057932946	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0050615628621102	0.0013463666598596	1.812703182781496e-06	2.5619418607093203e-05	0.0001912240109902	-9.71669149834e-05	3.656662237918013e-08	9.441409367391286e-09	-0.0575047346831567	-0.0578453839206005	0.0033460884409216	0.0033067945109802	0.0008073120181986	0.0005522882033992	6.517526947278967e-07	3.050222596139161e-07	0.0005320265779529	-0.0003768267124193	2.830522796482731e-07	1.4199837119273784e-07	-0.0011722154974392	-2.0099521899200057e-05	4.039907805764226e-10	1.374089172436631e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3982.4184464018094	3.8935741850445993	15.159919934445716	15859656.6822414	4804.335389168032	10.446480043472548	23081638.531612344	109.1289452986702	4532.056583222889	2.288935343423873	5.239225006374963	20539536.873533923	4647.642486102764	3414.170970545406	0.982455	17.649475	0.0576507961732292	0.0328112632792598	-0.0128511514	0.0197561912	0.0394562513	-0.0254345056	-0.0676733899	0.0610555456	-0.0040108667	-0.0540092375	-0.0536344169	-0.0105043385	-0.0422035429	-0.0359083886	-0.0496013794	0.0817541258	0.0061758502	0.0473773026	-0.120844841	0.0031363254	0.0450526745	0.0120362549	0.0717349098	0.0217211607	-0.037310289	-0.0777055072	0.0459991304	-0.012386748	0.1051237095	-0.0206751112	-0.0303265764	0.1043345274	-0.0878708117	0.0843837394	0.009488257	0.0222676923	-0.043686475	-0.0263314869	0.0543677677	-0.0743452545	0.0842428173	-0.0379140572	0.0787336207	-0.0368915563	-0.0077973226	0.1061751348	0.0442775055	-0.0375806174	-0.0017693722	-0.0415120992	-0.0512828973	0.0561978901	-0.0810973293	-0.0637107879	-0.0060127614	0.0807869048	-0.0484378389	-0.0427491503	-0.0192885075	0.0179898781	0.0326135435	-0.0709794355	-0.0122984933	0.0425337523	0.0637334088	0.0210641318	0.0117848526	0.0772381819	-0.0310175586	0.0387296292	-0.0378995357	0.009575707	0.0899700743	0.0678949436	0.038452901	-0.0338372759	0.0226784307	0.0326347164	0.0491644955	0.1005264504	-0.0342095619	0.0299437596	-0.0129510328	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0003999931938665	0.0054615560559767	2.9828594552575768e-05	1.599945551395235e-07	0.0003198195821028	0.0001285955711125	1.0228456509640962e-07	1.653682090977576e-08	-0.0289663062113518	0.0285384284718049	0.0008144418996403	0.0008390468955297	0.000573877143158	-0.0002334348750406	3.293349754391876e-07	5.449184088522055e-08	0.0005360972682801	4.070690327200033e-06	2.874002810573855e-07	1.657051973995991e-11	-0.0014051542535581	-0.0002329387561188	5.4260464102220346e-08	1.974458476292421e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3986.3680501591566	3.9496037573471767	15.599369840050937	15891130.231329717	4820.916887837072	16.58149866904023	23241239.63943268	274.9460981113829	4530.868334815616	-1.188248407272113	1.4119342773847126	20528767.86743484	4647.3271012190935	3441.9968102379185	0.972718	17.474564	0.0809841223662335	0.0361270152638865	-0.0154135262	0.0550375812	-0.0009970091	-0.0123270483	-0.1093829305	-0.0005102757	0.016252249	-0.0785619969	0.0390839541	-0.0909113121	-0.0113023974	-0.0091162817	0.069610178	-0.0347045502	-0.0716964704	0.0152689026	-0.0454037853	-0.0312564221	-0.0613282456	-0.1532753476	0.0393945302	-0.0093489385	0.069111857	-0.0322890574	0.0274510239	-0.0116252764	0.0450025803	-0.0481674579	-0.0441217219	-0.0185059767	0.0109528705	0.0645687039	0.0921992522	0.1478942066	-0.0472712925	-0.0056106373	-0.0689069689	0.0237240369	0.0743502728	0.0482078709	-0.0068077925	-0.0221537971	0.0620159664	0.0329230146	0.1549835836	0.0523931477	-0.0513219245	0.0583685923	0.0094652336	-0.0319837643	-0.0008414222	-0.0611964366	-0.0023762971	-0.0097384947	0.0643474043	-0.0401348981	-0.0746664842	0.0127634199	0.009236203	0.0696296036	-0.027463687	-0.085122247	0.0455676225	0.0449935716	0.0342343888	0.0407840006	-0.070350448	0.0081738912	-0.0120412248	0.0232252515	-0.0432439686	0.0554968822	-0.014639185	-0.0270976216	0.0348620696	-0.0862279161	-0.0306763474	0.0415022394	-0.0077747347	0.0602591199	0.11206008	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0054034113424563	0.0050034181485898	2.5034193169637785e-05	2.919685413578539e-05	0.0165418658765901	0.0162220462944873	0.000273633326679	0.0002631547859804	-0.0006204204658004	0.0283458857455514	0.0008034892386998	3.849215543839853e-07	0.0002919051824831	-0.0002819719606749	8.520863556049192e-08	7.950818660684734e-08	0.0006753256660936	0.0001392283978135	4.560647552847646e-07	1.9384546757714225e-08	-0.0011980991684944	0.0002070550850636	4.287180825073597e-08	1.435441617546973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
