global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
3943.525680290973	n/a	n/a	15551394.79111438	4293.562522945547	n/a	n/a	18434679.13844253	4524.847122031764	n/a	n/a	20474241.477759138	4543.818086425245	3469.922596982838	n/a	n/a	n/a	n/a	-0.0611283676	-0.0983653805	-0.0929760696	0.0950349654	0.0286141792	-0.0969594604	0.0151511708	-0.0407207516	0.0643612352	-0.053618731	0.0364274441	-0.0720741511	0.0204507233	-0.1057070521	0.0888216577	-0.0122957538	0.1094509642	-0.0453051031	0.0103511898	-0.0029855765	0.0401044204	0.1335662525	-0.0688009963	0.0266805325	-0.0817224043	0.0194903419	-0.1019697766	0.0328644038	-0.0497795612	0.1260812019	-0.0304411952	0.0047990857	-0.0006713561	-0.0252288425	0.0346592565	-0.0337198969	-0.0710605455	-0.1404345923	0.0968396398	0.0340543277	-0.0319477718	0.0439050979	-0.0279793565	0.1055021687	-0.075858915	0.0766409446	-0.0358563731	0.0181454701	0.0153563329	-0.0106214067	0.0521198047	-0.0234868495	0.0598340097	-0.0213153089	0.0046807525	-0.0605567293	0.0339756904	-0.018663436	0.0497582079	-0.0858582486	0.1051137078	0.1051018327	0.1050820419	0.1050543369	-0.2213939939916969	n/a	n/a	0.0490153005755955	-0.2765800533756817	n/a	0.0764965259252949	n/a	-0.9275174276300078	n/a	0.8602885785573867	n/a	-0.0047983382836128	n/a	2.302405028398423e-05	n/a	0.0002288278994362	n/a	5.2362207560383656e-08	n/a	-0.0015949611656712	n/a	n/a	2.543901119999233e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3932.2328438741056	-11.29283641686743	127.52815433812724	15462455.138442237	4280.45017603824	-13.112346907307256	171.93364141757016	18322253.7095458	4521.601524272718	-3.245597759046177	10.533904813525568	20444880.344305366	4536.849332405367	3428.3930741860268	0.692854	14.90997	0.1012480313698658	0.0552977803893596	-0.0511415858	-0.1013068797	-0.0874856391	0.1162248335	-0.0055421282	-0.1065752191	-0.0034786384	-0.0231127084	0.052293006	-0.0646052878	0.0216665835	-0.0658179099	0.0060741282	-0.1261196304	0.1131488055	0.0992153512	-0.0364639687	-0.0516204639	0.0653249517	-0.0109905221	0.0243435315	0.0599872561	-0.0780696854	0.0382336003	-0.0735923444	-0.0002190681	-0.1242453183	0.061299807	-0.090576295	-0.0359714735	-0.1000892312	0.0458595469	0.0512427103	0.0019395838	-0.01882792	0.0223285997	-0.0642090877	-0.1338719081	0.1110184022	0.0076106311	-0.0347624948	0.0301142955	-0.0079531709	0.0649112666	-0.0608242492	0.0790209206	-0.0545055514	0.0224179789	-0.0007070632	0.0209088018	0.0363596007	-0.0062196465	0.0654685006	0.0078497407	0.0376584332	-0.0731359281	-0.000746933	-0.0782832197	-0.0625719772	-0.0400537099	0.1050820419	0.1049751932	0.1047971924	0.1045481603	-0.2269856436516875	-0.0055916496599905	3.126654592007292e-05	0.0515224824239708	-0.256625530172883	0.0199545232027987	0.0658566627365132	0.000398182996251	-0.8750208102841555	0.0524966173458523	0.76566141843034	0.0027558948327568	-0.004637019849389	0.0001613184342237	2.1501953083627583e-05	2.6023637220418443e-08	7.01022290061637e-06	-0.0002218176765355	4.914322511632619e-11	4.9203081623644806e-08	-0.0015139924532061	8.096871246509999e-05	6.5559323982560395e-09	2.2921731483650253e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3929.950657210542	-2.282186663563607	5.208375967347588	15444512.168109572	4271.817338757049	-8.632837281191314	74.52587952352664	18248423.375705358	4520.445656224301	-1.155868048416778	1.3360309453508112	20434428.930877157	4533.336878821565	3386.375479238262	0.67472	14.519732	0.0436470337316063	0.0263968867477693	-0.0397340308	-0.1096292748	-0.0691491916	0.1180341223	0.0024745285	-0.0734596692	0.0073106339	-0.0752916178	0.0753345689	-0.0742151791	0.020674016	-0.0634936867	0.0243624758	-0.1103503865	0.087047629	-0.0329652938	0.0885327959	0.0672715199	0.0231951601	0.018339882	-0.0031900261	0.0307297233	-0.0838578243	0.0412879526	-0.0608282929	0.0141655514	-0.1048948517	0.0375508149	-0.0127301269	0.1015752976	0.0474896333	0.0895007442	0.0363914005	-0.0493632209	-0.0053700673	0.041230675	-0.0608809584	-0.1339185144	0.1185902002	0.00188014	-0.0392670554	0.0348435706	0.0137608417	0.0842117588	-0.0617561757	0.0688822104	-0.0403131572	0.0157567772	0.0064251701	0.0190562908	0.0423683145	0.0091324417	0.0303867474	-0.0095585193	0.0124785766	-0.0016900338	0.0565202603	-0.0105668378	0.0024025525	-0.0771148968	0.1050187198	0.1047220668	0.1042282656	0.1035382459	-0.221437025489493	0.0055486181621944	3.0787163509834506e-05	0.0490343562576343	-0.255798008003623	0.0008275221692599	0.0654326208986215	6.847929406167171e-07	-0.8688679239296278	0.0061528863545277	0.7549314692337814	3.785801049173328e-05	-0.0050224096222514	-0.0003853897728623	2.522459841368345e-05	1.4852527702693214e-07	0.0001615953107354	0.0001545850878347	2.6113044451670483e-08	2.389654938088777e-08	-0.0014316071729908	8.23852802153001e-05	6.787334396153519e-09	2.0494990977587103e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3935.176057012673	5.225399802131051	27.304803092111225	15485610.599685809	4266.073724961819	-5.743613795229976	32.98909942875609	18199385.026809607	4506.200634765625	-14.245021458676092	202.92063635814236	20305844.160762124	4526.990574724719	3388.310644302669	0.819061	17.625904	0.0544177291905065	0.0322841431116869	-0.0386042469	-0.0840105162	-0.0038129419	0.1016599595	-0.0038273817	0.0263538549	0.0760057075	-0.0510356861	0.0405263675	-0.0180241219	-0.0731880828	-0.0546405708	-0.0080467198	-0.1151175942	0.1616277575	0.1045473416	0.0399524609	-0.0631148757	0.0600673626	-0.0462857335	0.0235781448	-0.0918455669	-0.0228093266	0.0854697203	-0.013121871	-0.0127967562	-0.1158711273	0.126116502	-0.1514333587	0.0283019907	-0.076072056	-0.0665548964	0.0642988353	-0.0196203463	-0.0302742824	0.0770095245	-0.0641355266	-0.1340230246	0.1171082304	0.0375551227	-0.0403936611	0.0473081838	-0.020172014	0.1314469947	-0.0945266119	0.058096247	-0.0176391517	0.0231607013	0.0035817442	0.0099919664	0.076895676	0.0207100148	0.048082554	0.0027934115	0.0179705224	-0.0461350041	0.0412490973	-0.0558039882	-0.0397306006	0.0043243996	0.1049237604	0.1043427584	0.1033768035	0.1020294597	-0.2210021876054924	0.0004348378840006	1.8908398536213335e-07	0.0488419669264132	-0.2546748478673208	0.0011231601363022	0.064859278136243	1.2614886917783848e-06	-0.8782224986537415	-0.0093545747241137	0.771274757141621	8.750806826902723e-05	-0.0055741921069768	-0.0005517824847254	3.1071617645482456e-05	3.0446391044973655e-07	0.0004779877001901	0.0003163923894547	2.2847224153302093e-07	1.0010414410485457e-07	-0.0014296789182491	1.928254741699956e-06	3.718166348888363e-12	2.0439818092859166e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3937.187228689477	2.011171676803769	4.044811513577686	15501443.273755522	4270.369839087465	4.296114125646454	18.456596580579	18236058.562587906	4511.063382439865	4.862747674239472	23.646314943321396	20349692.840389792	4529.193498596795	3369.6678018908306	0.617762	13.294015	0.0509463004346872	0.0301188905759927	-0.0447107422	-0.1009107192	-0.0070394199	0.1003427401	0.0307942993	0.0157737816	0.0927369222	-0.0603203598	0.0345821728	-0.0333066846	-0.0429461243	-0.0527051123	0.0190940414	-0.0950583369	0.1369500012	-0.007597504	0.0825819712	0.0943744138	0.0592729343	-0.0265392734	0.0241497331	-0.0506725999	-0.0352212196	0.0688313796	-0.0192918469	0.0079746251	-0.0997399898	0.1181434943	-0.0579808792	0.1036362473	0.072753585	0.0105298806	0.0924770788	-0.0128528387	-0.0149879123	0.0653424902	-0.0650437731	-0.1418264782	0.1172241333	0.0368226117	-0.0263837831	0.0347221733	-0.0187050377	0.1191853028	-0.0663680263	0.0467163563	-0.0338322372	0.0392757442	0.01649435	0.02509922	0.0366117392	0.0536997874	0.0385737602	0.009694663	0.031217979	0.0255071369	0.0258325296	-0.0182439412	0.0186550698	-0.0522624424	0.1047971924	0.1038377251	0.1022451145	0.1000290714	-0.2245170690803348	-0.0035148814748424	1.2354391782190376e-05	0.0504079143084238	-0.25520018306959	-0.0005253352022692	0.0651271334387522	2.759770747432392e-07	-0.8825734074540321	-0.0043509088002906	0.778935819545021	1.8930407388446657e-05	-0.0054038314028046	0.0001703607041722	2.920139382993713e-05	2.9022769526047913e-08	0.000215996917227	-0.0002619907829631	4.665466825156749e-08	6.863917035761816e-08	-0.0018484309302595	-0.0004187520120103	1.7535324756275815e-07	3.4166969039400005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3947.192629988597	10.005401299120422	100.10805515644064	15580329.6582363	4291.032468867481	20.662629780015777	426.9442694259948	18412959.64887495	4522.594616699219	11.531234259354278	132.96936354410582	20453862.066996757	4542.123491071582	3378.49162293483	0.664881	14.30801	0.0685602491738105	0.0304534867883045	-0.037682999	-0.1018392575	-0.0199614789	0.1029429222	0.0727345251	0.0001359279	0.0828345932	-0.0833471803	0.0276464486	-0.0504381326	0.0368140511	-0.0600844797	0.0355140062	-0.0973614507	0.0865631356	0.036675116	0.0928569979	-0.0733574448	0.0193469479	0.0283340025	0.0787538496	-0.0535568672	-0.0630738311	0.0128417274	-0.0696562768	0.0374547435	-0.0888758417	0.0412476561	-0.103669209	0.1001516463	-0.0615501118	-0.0548594907	0.0282308478	0.0032189437	0.0614406351	0.0533069141	-0.0623947906	-0.1367294939	0.131687386	0.0169797845	-0.0331384248	0.0229035419	0.0024831013	0.0804107973	-0.0636438854	0.0235329462	-0.026568733	-0.0867766853	0.0455281859	-0.0350727724	0.0121650322	-0.0380556679	-0.0138428533	-0.049827004	0.0024978354	0.0431843947	-0.0233969175	0.082032616	0.0076406459	0.1365474833	0.104639054	0.1032075754	0.100836266	0.0975467194	-0.2194101210302648	0.00510694805007	2.608091838611381e-05	0.0481408012105154	-0.2559456590312976	-0.0007454759617075	0.0655081803769652	5.557344094838679e-07	-0.8575182845829232	0.0250551228711088	0.7353376083940393	0.0006277591820863	-0.0050420161044211	0.0003618152983834	2.5421926397241724e-05	1.309103101443411e-07	8.197469731019424e-06	-0.0002077994474959	6.719850999097968e-11	4.3180610379634796e-08	-0.0016649916303205	0.0001834392999389	3.364997676211038e-08	2.7721971290373164e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3945.392109410648	-1.8005205779491007	3.241874351618164	15566118.896999804	4274.83025251116	-16.202216356320605	262.51181485702296	18274173.68778463	4517.66449713456	-4.930119564658526	24.30607892182877	20409292.50867006	4538.106893126973	3421.3197460613173	0.715898	15.405874	0.0377651278849522	0.0184612662779409	-0.0468383078	-0.086342499	-0.0076519796	0.0971557148	0.0194705912	0.0465952269	0.1320322076	-0.1033565457	0.0162554645	-0.047855721	-0.0050720418	-0.0462866871	0.0056260216	-0.1031742471	0.1026990383	0.0256270666	0.0322136989	0.0675248165	0.1244147896	-0.0015352878	0.0383781337	-0.0300488276	-0.0547137124	0.0377114634	-0.0378251201	0.0018782392	-0.0974446783	0.0973890065	-0.0721352445	0.0397643455	0.0408879497	0.0012577968	0.1275758528	0.0368301528	-0.0174237502	-0.0030922443	-0.0652118297	-0.140520045	0.1166920411	0.0522476061	-0.0222148483	0.0297050058	-0.0320173135	0.103053354	-0.069981794	0.0233643515	-0.0074514484	-0.0455391782	0.0337034843	-0.0186250045	0.0434116435	0.022694	-0.0029618448	-0.0077078823	0.0297194539	0.0377018028	-0.0509576299	0.0102793787	-0.0062849063	7.45126e-05	0.1044493926	0.1024530687	0.0991540772	0.0945943642	-0.2210054439891138	-0.0015953229588489	2.5450553430306726e-06	0.0488434062728253	-0.2623411301420759	-0.0063954711107782	0.0688228685642216	4.090205072879933e-05	-0.8694987385657242	-0.011980453982801	0.7560280563673857	0.000143531277634	-0.0050763050633686	-3.4288958947499906e-05	2.576887309638169e-05	1.1757327057033339e-09	0.0002559153755872	0.0002477179058561	6.549267946193765e-08	6.136416088177156e-08	-0.0017388623621673	-7.387073184679993e-05	5.456885023581821e-09	3.023642314562042e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3936.350508592235	-9.041600818412917	81.75054535952513	15494855.32649435	4262.421107700893	-12.409144810267208	153.98687492218156	18168233.69937411	4519.372497879832	1.70800074527142	2.917266545847726	20424727.77459259	4543.745007712807	3395.9457713464244	0.698146	15.023847	0.0890641722804548	0.0642202818450024	-0.0604785086	-0.114573935	0.034083932	0.1127128685	-0.0360640289	0.0262321589	0.1398617936	-0.0636284078	0.0091173372	-0.0481990134	0.0412796206	-0.0838177858	0.0317470181	-0.1229888287	0.105671228	-0.0182701263	0.0819712524	-0.0348838857	-0.0027226507	0.01112981	0.0406672912	-0.0042877883	-0.0565596893	0.0101359437	-0.0814494879	0.0366924968	-0.0995809544	0.1021730286	-0.0621130425	0.1055258772	0.0050265748	-0.0662374659	0.0055848201	-0.0100575667	0.0534025989	-0.0649972266	-0.0659057019	-0.1546363578	0.1093039514	0.0269634207	-0.0379267829	0.0157111421	-0.001584292	0.1026862976	-0.0443214594	0.0005014744	-0.0450196994	-0.0411090462	0.0017611768	-0.0305836882	-0.0074483475	0.0002377634	0.0048957113	-0.0233735569	0.0034330485	0.0355955946	0.0079864932	0.081900681	0.0375075421	0.095897994	0.1042282656	0.101575114	0.0972031081	0.091186231	-0.2247331453528858	-0.003727701363772	1.3895757457467722e-05	0.0505049866202012	-0.2559696310264598	0.006371499115616	0.0655204520078219	4.0596000980296426e-05	-0.928159171060841	-0.0586604324951167	0.8614794468243475	0.0034410463405141	-0.0048783810257075	0.0001979240376611	2.379860143198296e-05	3.9173924684072655e-08	0.0001580117435442	-9.7903632043e-05	2.496771109787803e-08	9.585121167211138e-09	-0.0018491254785822	-0.0001102631164149	1.2157954841525804e-08	3.4192650355418503e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3929.58894347278	-6.761565119455099	45.71876286463185	15441669.26466352	4266.488351004465	4.067243303571559	16.542468090447684	18202922.849256795	4517.607664409436	-1.7648334703953878	3.114637178227828	20408779.009530883	4541.617748541052	3385.7244763117424	0.686611	14.775628	0.085847931149275	0.0556626900047434	-0.0606363705	-0.1426677376	0.0377974356	0.1112229764	-0.037953097	0.0298794875	0.1252435557	-0.0459886896	0.0102199008	-0.0747100087	0.0503606217	-0.0819595481	0.0607641283	-0.1125235407	0.1164839522	0.0704442092	-0.029452955	0.0273905184	0.039116888	-0.0048906402	0.0296924873	-0.0162722088	-0.0858867866	0.0079293857	-0.0822432514	0.0706093275	-0.0994056558	0.1344889379	-0.0909776	-0.0351244588	0.0185498377	-0.0164353096	0.0675436563	0.0096816727	0.04987443	-0.0662514671	-0.0654688707	-0.1685578776	0.1073097529	-0.0059433506	-0.0723446774	0.0169977338	0.0394225795	0.0960945418	-0.0426379681	-0.0040753439	-0.0468651069	-0.0341167562	-0.0096428041	-0.0228649233	-0.0160790949	0.0412590927	0.0020528164	0.0172209086	0.0110363851	-0.0179651769	-0.0079422443	0.0105287717	-0.0389495617	0.0837864409	0.1039757394	0.1005747692	0.0949886471	0.087338741	-0.225943091446183	-0.0012099460932971	1.4639695486851393e-06	0.0510502805722582	-0.256218190654522	-0.0002485596280621	0.0656477612222769	6.178188870241666e-08	-0.9774459947020516	-0.0492868236412106	0.9554006725590832	0.0024291909846397	-0.0048971037494272	-1.872272371970015e-05	2.3981625132653938e-05	3.5054038348422257e-10	-0.0001139803108385	-0.0002719920543827	1.299151125884108e-08	7.397967764732166e-08	-0.0014377882209505	0.0004113372576316	1.691983395159675e-07	2.067234968304004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3942.8306134223913	13.24166994961115	175.34182305443497	15545913.24614079	4279.480848728266	12.992497723801534	168.80499710298804	18313956.334632	4493.05403699373	-24.55362741570661	602.8806192693395	20187534.57934565	4514.264675236691	3463.848380591334	1.564443	33.666267	0.4206265500587298	0.2089642751468932	-0.0679260055	-0.0944327361	-0.0500950513	0.0643709657	0.0221278549	0.0375761528	0.0797555902	-0.0744070836	0.0968042971	0.0423869749	-0.2502589948	0.0165435366	0.0255017673	-0.1754181752	0.1191774252	-0.1225643924	0.0921171977	-0.0367867969	0.1210450815	0.0042317024	0.1068997388	0.1197758892	0.0630497988	0.1921534366	0.1336788852	-0.0012850524	-0.1874721758	0.0704797649	0.0007623452	0.166548988	-0.0232903658	-0.0774750772	0.1317072707	0.0097964187	0.0531389703	-0.0165626977	-0.0613626244	-0.119964286	0.0251249142	0.0998366229	-0.1342730249	-0.1418131278	-0.0811695576	-0.1364632246	0.0294184206	-0.0962039976	0.1412107899	-0.0578304692	-0.0777674042	-0.1205355115	-0.0440899713	0.0289545512	-0.3021309239	-0.259434573	-0.2089139908	-0.1950955607	-0.0112812503	0.0891559439	0.1448196648	-0.221375318	0.1036918902	0.0994532396	0.0925166971	0.0830704322	-0.1728148215573099	0.053128269888873	0.0028226130613849	0.0298649625498848	-0.2605358978544672	-0.0043177071999451	0.0678789540708333	1.8642595464458407e-05	-0.817269368073255	0.1601766266287966	0.6679292199908575	0.0256565517181809	-0.0014252314124897	0.0034718723369374	2.031284579147385e-06	1.2053897523991854e-05	-0.0004046874266265	-0.000290707115788	1.6377191326957884e-07	8.451062716977766e-08	-0.0011402887468537	0.0002974994740968	8.850593708787266e-08	1.3002584262011814e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
