global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
6914.975975978156	n/a	47816892.74835505	n/a	8129.410012118788	n/a	66087307.14513718	n/a	7342.046182975495	n/a	n/a	53905642.15294504	7439.014286479334	5164.613685654149	n/a	n/a	n/a	n/a	-0.0184177582	-0.0194042836	0.0538081195	-0.0770531102	0.0597122985	0.011007283	0.0340558704	0.0030402418	0.0887236533	-0.012766581	-0.1082577066	-0.0018695511	0.0018613254	-0.0001858725	0.1528485937	-0.0081360717	0.0343784336	-0.0161236193	0.1083536839	-0.0019498485	0.0962022649	0.0762046888	-0.1045796199	0.0294937133	-0.0536553387	0.0495520204	-0.0117081981	0.0119006472	-0.0039816947	-0.1114963062	0.0616771547	0.0933906429	-0.0770236348	0.0039480466	-0.106428449	0.0609696109	-0.0225231673	-0.0179572252	0.017968621	-0.0844720204	0.1297775586	-0.075788848	0.0546219154	-0.0150643762	0.0622973219	-0.0226326695	0.0702806353	-0.0676883917	0.0150285364	-0.0655075145	0.0428456453	-0.0571722247	0.0446688685	-0.0244000888	0.0293014522	-0.0190665889	0.019521561	-0.0105101906	0.045288461	-0.1315373702	0.0244923174	-0.0188025555	0.064238373	-0.0847544702	0.0249491489	-0.0207450686	0.1246041569	-0.0558365042	0.0461929295	-0.0269680574	0.0485441396	-0.0564194465	0.1237487324	-0.0045816508	0.0609290482	-0.0245785294	0.0751411933	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0104815732180014	n/a	n/a	0.0001098633771243	-2.8421709430404014e-14	n/a	n/a	8.077935669463164e-28	0.0637035103273291	n/a	0.0040581372280241	n/a	-0.0	n/a	0.0	n/a	0.0008509999050909	n/a	7.242008384647208e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6900.9627783446185	-14.013197633537857	47623287.26809788	196.36970791659095	8111.657633953784	-17.752378165003392	65798989.570480704	315.1469305132892	7342.503396891861	0.4572139163656175	0.2090445653183858	53912356.133368514	7446.193737714214	5170.978488112941	1.167279	19.725737	0.1434065722595592	0.0763067569893306	-0.0093031696	-0.0028619429	-0.0369931407	-0.004684138	-0.0498982655	0.0560466583	-0.0210889636	-0.0343653027	-0.0179178331	-0.0408543782	0.0320446016	0.0078103329	-0.0007106151	0.0091771463	-0.0639146532	-0.0168030696	-0.0307468635	-0.1025630694	0.0522315085	-0.0648673895	0.0663863474	-0.0725960337	-0.0073481567	0.0089963676	-0.0346507362	-0.0124298761	-0.0107127433	0.0374478861	-0.1058458449	-0.0780532864	0.1305727619	0.0811057617	-0.0259816942	-0.0229321731	-0.0168405703	-0.003130065	0.0184240884	0.0255295087	-0.0078072671	0.0188316082	0.0197126136	0.101886287	-0.0542309117	0.0520493205	0.0125359218	-0.0017234446	0.0114459974	-0.0380042585	-0.0091017235	0.0533723085	0.0183628891	0.1101074687	0.0859102326	-0.0090024806	0.0078089868	-0.0075486784	0.0208589604	-0.0223014224	-0.0111576422	-0.0020692181	-0.0957798791	0.0212352355	-0.0243041942	0.0460512175	-0.0257985271	0.081720364	-0.1641490142	0.0173445929	0.0488045051	-0.0182507061	0.0715114624	-0.0974346573	-0.0122938919	-0.0400698565	0.0343262092	-0.0108305767	-0.0112503614	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0405592152997513	-0.0510407885177527	0.0026051620925139	0.0016450499457315	0.0001708063570475	0.0001708063570759	2.9174811617547278e-08	2.9174811607838057e-08	0.0393424016940642	-0.0243611086332648	0.0015478245710571	0.0005934636138417	-9.27456285940138e-05	-9.27456285940138e-05	8.601751623298751e-09	8.601751623298751e-09	0.0005360440840238	-0.000314955821067	2.873432600169148e-07	9.919716922405108e-08	-0.0009489759253682	-0.0009489759253682	9.005553069284316e-07	9.005553069284316e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6922.293050761598	21.330272416979824	47918141.08062232	454.9805213825703	8182.388289486069	70.7306555322848	66951478.11991876	5002.82563202673	7345.806110189973	3.302713298112394	10.907915129528448	53960867.408504345	7443.850045677923	5161.777604444099	1.221616	20.643974	0.0316908298481079	0.0207704539526267	0.0053295528	-0.0066801268	0.0281873865	-0.0056949508	0.0075108435	-0.1071819052	0.0276263617	0.0651203858	0.0314561158	0.1084726959	-0.0322951543	0.0125195042	-0.0162965768	-0.0478996615	0.0901864657	-0.0047492772	-0.0019426184	0.0847434962	0.0608222133	0.0473188103	0.1381701722	6.54101e-05	0.0472809946	-0.0296204763	-0.0356375506	0.1119819674	0.0019948752	0.034901349	0.0617993342	-0.0444643277	-0.0447365069	0.0908200437	0.0029238868	0.0672118619	0.0138021662	-0.076719275	-0.0636701156	-0.0861690015	0.0169974667	-0.0593352693	-0.0403161313	-0.1341343639	0.0788681721	-0.055145851	0.0351094889	-0.0417009249	-0.0226760578	-0.0909307698	0.0310003071	0.0320917241	0.0109628452	-0.0247435754	-0.01603562	-0.026797728	0.0149197365	-0.0100583425	0.0189311406	-0.0008092301	0.0755145064	-0.0193587095	0.0740473931	-0.022421893	0.0857352704	-0.0448271241	0.0643346733	-0.0856251047	0.0907943184	0.0310588889	-0.020985073	-0.0054044267	0.0287176711	-0.0770500171	0.0568851224	-0.0384792205	0.0224696741	0.0288011728	-0.0486912237	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0382566175078267	0.0023025977919246	5.30195659137607e-06	0.0014635687831401	-5.54642184624754e-07	-0.0001713609992321	2.9364592057832264e-08	3.076279529653197e-13	0.0584623509758159	0.0191199492817516	0.0034178464816194	0.0003655724605367	-7.781102837892313e-05	1.4934600215090672e-05	6.054556137385581e-09	2.2304228358458634e-10	0.0004410331195927	-9.50109644311e-05	1.9451021257766886e-07	9.027083362127751e-09	-0.0008569830545104	9.19928708578001e-05	7.344199557179752e-07	8.462688288659886e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6906.905511028074	-15.387539733524136	47705343.73826999	236.77637905078404	8102.165433217244	-80.22285626882513	65645084.70722037	6435.706667928575	7344.228714684503	-1.577395505470122	2.488176580677341	53937695.413596384	7444.533012537802	5156.198179117839	1.1632	19.656811	0.0573127848495295	0.0321263896006419	-0.0259387408	-0.0298088368	-0.0186545799	-0.0650818693	-0.0296293838	0.0222590136	-0.0632314655	-0.0337381303	-0.0008577534	-0.1320855345	-0.0054554366	0.0134652092	-0.0010650597	0.0181709965	-0.0456143814	-0.0186224516	-0.0969041542	-0.0735334926	0.0861316619	-0.0577450161	-0.0078630118	-0.0243228126	-0.0510830553	-0.0016222168	0.0123816777	-0.0047707365	-0.005568265	-0.0636386805	-0.0438585262	0.0282788386	-0.1662384656	-0.0173744761	0.0505433028	-0.0274102223	0.0609735543	0.0678530742	-0.0118747872	0.0058816264	-0.0177314005	-0.0207113728	0.042927065	0.0581483859	-0.1051681705	0.103635902	0.0243738008	0.0310861431	0.0558916148	-0.0091723602	0.0189034043	0.0375178623	-0.0390654245	0.0452509653	0.0134509149	-0.0283383455	0.0283720111	-0.0096022729	0.0317551046	-0.0265200729	0.0109164429	-0.0693925535	-0.0716590004	0.0036974161	-0.0261452696	-0.0416724524	-0.0270621746	0.1133618569	-0.0784310395	-0.0429328871	-0.007961336	0.0147684295	0.0997179967	-0.0372221351	-0.0265629897	0.0001693357	-0.0359184983	0.0994531023	-0.0309702211	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0401046999705982	-0.0018480824627715	3.415408789203582e-06	0.0016083869597316	0.0001198751051418	0.0001204297473264	1.4503324041106509e-08	1.4370040832757605e-08	0.0402226878379181	-0.0182396631378977	0.0016178646169066	0.0003326853113839	-0.0004388951035738	-0.0003610840751948	1.9262891194105667e-07	1.303817093593395e-07	0.0004391049030583	-1.9282165344000016e-06	1.928131158898391e-07	3.718019003533553e-12	-0.000477903156209	0.0003790798983013	2.2839142671452386e-07	1.4370156929619974e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6912.025308087142	5.119797059067423	47776093.85963715	26.21232192603544	8119.928859480892	17.763426263648398	65933244.683030665	315.5393126240737	7330.649599070743	-13.579115613760225	184.39238085186668	53738423.54435604	7418.848199029738	5173.0837392171225	1.341814	22.675192	0.0966439016736856	0.0486976785622897	0.011881707	-0.0261213748	0.0230825131	0.0770718655	-0.0664916551	-0.0596910672	-0.0600312422	0.0469514639	-0.0076810512	-0.0323917586	0.0879483973	-0.0446583931	-0.058514081	-0.0833362679	0.0793142	-0.0016438758	0.0152978365	-0.1346450049	-0.1186299676	-0.0308348703	0.1126396522	0.0133304511	0.0724676036	-0.0492651077	0.0927816397	-0.0754168862	-0.0580482947	-0.0130526416	-0.0687674187	0.0275427297	0.0135196697	-0.0789961808	0.1893866728	-0.1136927549	-0.1257215833	0.0559918731	-0.0620102429	0.0522851908	-0.0018126139	0.0200915166	-0.023622087	0.0205616492	0.1337147846	0.0077944114	0.0606657233	0.112836852	-0.1184529041	-0.0037777583	0.1125259198	0.0778236984	-0.1541184174	-0.0996445912	0.0911769795	-0.0223435992	-0.0125678602	-0.0919228743	-0.0351310801	-0.0491719035	0.0418507821	0.136229898	0.0569347892	0.1232081956	-0.0195984295	0.0676857727	0.0658283272	-0.0564011271	0.0594616238	-0.0773790799	-0.0270359354	-0.0427860963	-0.1148990115	-0.0004699751	-0.1984660536	0.083209896	0.0587979866	0.0791130556	0.4415494828	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0435159127313227	-0.0034112127607245	1.1636372498929671e-05	0.00189363466084	0.0083531755822292	0.0082333004770874	6.778723674600761e-05	6.977554230755013e-05	0.0519589249148069	0.0117362370768887	0.0026997298783025	0.0001377392607249	0.0003330238377933	0.0007719189413671	1.109048765385782e-07	5.958588520413045e-07	6.086794623350045e-05	-0.0003782369568247	3.7049068786843005e-09	1.4306319550808528e-07	-0.0007930102851968	-0.0003151071289878	6.288653124279101e-07	9.929250273893405e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6921.641661903991	9.616353816849369	47909123.29580504	92.47426073083342	8087.719201513083	-32.20965796780911	65411201.88252343	1037.4620664032486	7348.941044430081	18.291445359338468	334.5769733336648	54006934.47450909	7465.539469506049	5149.709738621567	1.267086	21.412378	0.0613885962754121	0.0315611118953352	-0.0155359317	-0.0672111494	-0.0445314092	0.0131779862	-0.0059545251	-0.0058067501	-0.0286220052	0.0578705969	-0.0498743408	-0.1057521752	0.0143357378	0.0478017049	-0.0121192738	0.0615170605	0.0645554139	-0.0031740834	-0.0551847957	-0.1285933567	-0.0784103985	-0.0008008763	0.0504680866	0.0591095724	-0.0809610528	0.0287779276	-0.0481246007	0.1004863197	0.0396794698	0.0731807821	-0.1409054583	-0.0548957316	-0.0076351111	-0.0763651699	0.0862278554	-0.0932606587	-0.0646079927	-0.0322613717	-0.0005700769	-0.0579334967	-0.0359860089	0.0174660447	0.1087576065	0.0134185514	-0.0278218405	0.0484769523	0.0792495758	0.1393579945	-0.0817383909	-0.0671246018	-0.0425663273	-0.0747363962	0.0992943785	-0.111408935	-0.0664489159	0.022101118	0.0056285624	-0.0136233629	-0.0309052783	-0.0746732361	0.0128006075	0.0055961001	-0.0263858331	0.0022355136	0.0292100786	-0.0616340239	-0.0046381742	0.0949300501	0.048031574	-0.0116191981	0.0138947982	-0.0001451185	0.0773740466	-0.0889115335	0.0520040479	-0.0333689827	0.0584469898	0.0378714961	0.0327455076	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0477604421886468	-0.004244529457324	1.801603031409201e-05	0.002281059838055	2.66402477251404e-05	-0.008326535334504	6.933119067674463e-05	7.097027988568483e-10	0.0255394051480593	-0.0264195197667476	0.0006522612153167	0.0006979910247055	0.0002269999929132	-0.0001060238448801	5.152899678259285e-08	1.1241055683159508e-08	-5.8111994327703094e-08	-6.092605822782815e-05	3.377003884742996e-15	3.711984571180706e-09	-0.000511999953968	0.0002810103312287	2.621439528632342e-07	7.896680625731988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6929.308359754925	7.666697850933815	48015314.34456949	58.77825593751318	8107.304413209478	19.585211696395163	65728384.848445885	383.5805171926139	7347.503900395309	-1.4371440347722455	2.065382976681449	53985813.56632428	7469.920007875504	5217.7354740952	1.143032	19.315987	0.1173089535764409	0.0850749446770002	-0.0728978692	-0.0070603152	-0.0448058963	-0.0282209119	0.0374483922	0.0118898443	0.0793371995	-0.0174568672	0.0105335057	-0.0957066092	-0.0120263409	0.0445733317	0.0353317751	-0.1331939831	-0.0255180943	0.0573177727	0.0312954177	-0.091749184	-0.0032113424	0.0329929244	-0.0837259053	0.1289670459	-0.0849046997	0.0360398514	0.0793591571	-0.0453011254	0.0400957326	-0.0043842364	-0.0001802268	0.0509736208	0.0453985446	-0.0452182974	-0.1240438762	0.1170422712	-0.0553278397	-0.0710809811	0.067089703	-0.0851904421	-0.0169802053	-0.1025215587	-0.027345085	0.0993706181	0.0313681417	-0.0210627117	0.0245035772	0.0930716255	0.0194850671	0.0631401692	-0.0349712214	-0.0971870952	0.0328787126	0.0519044059	-9.93744e-05	0.0599420449	-0.012520269	0.0202989753	0.0236768776	-0.0219673826	0.0052597838	-0.0668947949	-0.0033654792	0.0575565868	0.0421355325	0.0622831176	0.0075805934	0.0067700892	-0.0750138687	0.020547399	-0.0423907279	-0.0133213116	0.1245402481	-0.0461874066	-0.0923369087	0.0560010821	-0.0892200924	0.0789597363	-0.0175473109	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0508722052959313	-0.0031117631072844	9.68306963585687e-06	0.0025879812716713	-0.0036195305686419	-0.003646170816367	1.3294561622126692e-05	1.3101001537333158e-05	-0.0559060171618455	-0.0814454223099048	0.0031254827549005	0.0066333568152387	-0.0002589999873019	-0.0004859999802151	6.708099342238438e-08	2.3619598076907766e-07	5.3871994865062334e-08	1.1198398919276543e-07	2.9021918307413024e-15	1.2540413835525402e-14	-0.0004159999713146	9.599998265340004e-05	1.7305597613374801e-07	9.215996669453109e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6922.339154442667	-6.969205312258055	47918779.369130015	48.569822684405885	8204.142916392131	96.83850318265286	67307960.99258718	9377.695698656667	7359.565117046987	12.061216651678478	145.4729471187262	54163198.712054834	7460.039731602823	5304.197345987956	1.416497	23.937248	0.1224856811659182	0.0847972987177315	-0.0330886403	0.0542309764	0.0741563356	0.0975697878	-0.1002491446	0.0705577723	-0.0526713915	-0.1764936485	0.0059188009	0.0787410548	0.0362910218	0.1078483983	-0.0658311713	0.0096922517	0.0518366884	-0.142689798	-0.0219595114	0.0690465761	-0.1453083651	-0.04331468	0.0189581745	0.0345087522	-0.0085286249	-0.0507445965	-0.0362501242	-0.0079147986	-0.0101490124	-0.0442571378	-0.060650302	-0.0174648321	-0.0225844027	-0.1286737491	-0.0718302234	0.0645100115	-0.062018439	0.0487535281	0.0522736476	0.1104538245	-0.1582908163	0.0447856684	-0.032538055	-0.077607943	0.01355447	-0.0606979805	0.0518874073	-0.0840005157	-0.098468912	0.0174938161	0.0990085407	-0.0341536669	0.0617837536	-0.0301213392	-0.062550382	-0.0214050673	-0.0367829865	0.0152921167	0.0125602266	0.032254798	0.0313979815	0.1075693601	0.0191736797	-0.0027151874	-0.0145013545	-0.0862324549	-0.0847991787	-0.0401465216	-0.0435299573	-0.023019813	0.0865653543	0.0743883615	0.0383947701	0.0383051457	-0.0174516129	-0.0335782741	-0.0268308337	-0.0552369846	0.1041728073	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0357998773627485	0.0150723279331827	0.0002271750693254	0.0012816312191878	0.0030934933875528	0.0067130239561947	4.506469063644394e-05	9.569701338832896e-06	0.0261950153482573	0.0821010325101028	0.0006861788290954	0.0067405795392249	-0.0003630254420551	-0.0001040254547531	1.3178747157930076e-07	1.082129523661006e-08	-8.48912300976945e-05	-8.494510209255957e-05	7.206520947499713e-09	7.2156703695153685e-09	-0.0005990153497976	-0.000183015378483	3.588193892931411e-07	3.349462876127574e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6884.853952953289	-37.48520148937769	47401213.95349653	1405.1403306992431	8114.250697124436	-89.89221926769551	65841064.37578439	8080.611084871448	7335.122262346373	-24.44285470061459	597.4531459153567	53804018.603569366	7446.038646358367	5160.24999667081	1.35259	22.857292	0.0623040063783098	0.0387856503248606	0.0193949483	0.0348196431	0.0869104709	-0.024486338	0.0497288992	0.019272552	0.0320222388	0.0499706965	0.047207019	0.0976461815	-0.0447257405	-0.0484986731	0.009875754	-0.1182272874	-0.0292804649	0.0161972074	-0.0634374485	0.0236052217	0.0476691211	0.0451795125	-0.0195346009	0.0217359222	0.04716169	0.1101089491	0.0134119959	-0.0957953589	0.0447769996	0.0246137163	0.0291084905	0.0168037625	0.0810756467	0.0419333014	-0.0572448855	-0.0698684354	-0.0055035815	-0.0610989837	0.0079485696	0.0015889997	0.028090462	-0.1226746583	-0.0826226139	0.0009535619	-0.0113393035	0.0506733319	0.014474074	-0.0095828383	0.0769760301	-0.0388108924	-0.0460257959	-0.0252005584	0.0380764707	-0.043203194	0.0153044302	-0.0322986323	-0.0039052274	-0.0106408433	-0.0026309902	0.040483283	0.0495742812	-0.0833634634	0.0997914752	-0.0424757246	-0.0174716607	0.1021028846	-0.0183703923	-0.0105950766	0.0106270633	0.0263268476	-0.0389194277	0.0566818235	0.0255906012	-0.0928859222	-0.0046063152	-0.0227508975	0.0533452554	0.0452260081	-0.0488895785	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.039490584778818	-0.0036907074160694	1.3621321231030403e-05	0.001559506286173	6.810871899176618e-05	-0.003025384668561	9.152952392764155e-06	4.638797602699371e-09	0.0601793853141501	0.0339843699658928	0.0036215584167889	0.0011549374019786	-1.3044783964075602e-05	0.000349980658091	1.7016638866940398e-10	1.2248646103782654e-07	-0.0001439959538329	-5.910472373520551e-05	2.073483472024667e-08	3.493368367814965e-09	-0.0006220008545271	-2.2985504729499943e-05	3.868850630324426e-07	5.283334276698643e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6882.3052494244685	-2.5487035288206243	47366125.5462556	6.495889677822703	8085.066741575678	-29.18395554875769	65368304.21573315	851.7032614718651	7331.310395823966	-3.81186652240649	14.530326384643349	53748112.11991656	7431.444046433971	5064.529049405185	1.296307	21.906174	0.0664975524464991	0.0359063947334886	0.0814261463	-0.1374115381	-0.044472855	0.0383091492	-0.0072924405	0.0316301807	-0.0805028088	0.0348206218	-0.0324999403	-0.0612852415	0.0514202101	-0.0654113806	0.0417613788	0.0447479139	0.0346383229	0.0461454593	0.0489131778	0.0343615707	-0.0159943301	-0.0540794633	0.0606812988	-0.0888580669	0.0370759475	0.1195850254	-0.0855818801	0.0559168894	-0.0064369136	-0.0082972362	-0.0320016076	-0.0015017622	0.0973358433	-0.0045009697	-0.0705418093	-0.0068285496	0.0181270053	-0.088988466	-0.0112804867	0.0515186865	0.0794054704	0.091178144	0.0664744138	-0.0040345957	0.0566978075	-0.0111713668	-0.0466873481	0.0365697865	0.0817016902	-0.1304630385	-0.0635587708	0.081980961	-0.0102138977	-0.0046910095	-0.0759551992	-0.0237134096	0.0091964163	-0.0311899207	-0.0962157905	-0.0888161263	-0.0318583234	0.0418309414	-0.0807484697	0.0094790742	0.0201386611	-0.0418255737	0.0319686056	-0.0149070976	0.0541891636	0.056784701	-0.0214530089	-0.0152629972	0.045150344	-0.1114578765	0.0960355444	-0.0102098818	0.1001041561	-0.0580645013	-0.0189899371	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.025727827861516	0.013762756917302	0.0001894134779647	0.0006619211264717	4.208657774995572e-05	-2.602214124181046e-05	6.771518348087328e-10	1.771280026703068e-09	0.0868360294181869	0.0266566441040368	0.0075404960051162	0.0007105766748892	-7.999999979788118e-06	5.044783984287484e-06	6.399999967660989e-11	2.54498454481235e-11	1.000000082740371e-09	0.0001439969538329	1.0000001654807488e-18	2.073512271317817e-08	-0.000250000006666	0.000372000847861	6.250000333300005e-08	1.3838463080937726e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
