global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55
2444.1750802031474	n/a	n/a	5973991.822686062	2908.305497547124	n/a	8458240.867062826	n/a	2911.8421292592243	n/a	n/a	8478824.585728893	2932.815030561941	2068.814430332851	n/a	n/a	n/a	n/a	0.0195004734	-0.0035066826	0.0057046282	-0.0832731163	0.0089196391	0.0361154908	0.0255448814	-0.0556972335	0.0253472309	0.0290698258	0.0100179767	-0.0539383563	0.0254717331	-0.0395434158	0.0128515499	-0.016526345	0.1026650412	-0.0346348456	0.0297248453	-0.0762872628	0.0214620492	-0.0220879338	0.0958399074	-0.0731600954	0.080312689	-0.0146038345	0.0598382776	-0.0310090717	0.0610981523	-0.0204364907	0.0240797171	0.0023662553	-0.0251118314	0.0280104115	-0.0324428591	0.1394257941	-0.0496071843	0.0003690405	-0.0470463099	0.0669580855	-0.0605326978	0.0465762381	-0.0104717672	0.0006726816	-0.039395301	0.0548194131	-0.0918905028	0.0013586215	-0.0421903209	0.01408267	-0.0160853074	0.0237912596	-0.0075833955	0.0071431384	-0.0515151343	0.0247168254	-0.0962851679	0.0249164173	-0.0497073945	0.0124087499	0.0353805685	-0.0253923355	0.0107537396	-0.0194982943	0.0301982939	-0.0526836969	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.021932522798437	n/a	0.0004810355563039	n/a	0.0172379625101513	n/a	n/a	0.0002971473515013	0.178871106867362	n/a	n/a	0.0319948728719552	0.0018767662816334	n/a	3.5222516758760585e-06	n/a	-0.0011638828414426	n/a	n/a	1.3546232686045006e-06	-0.0004059084483464	n/a	1.647616684389821e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2444.185019203665	0.0099390005175337	9.878373128753544e-05	5974040.408099621	2908.3340439764447	0.0285464293206132	8458406.911352381	0.0008148986269567	2911.7570157338337	-0.085113525390625	0.0072443122044205	8478328.918675201	2932.731072232424	2068.94255708281	0.031778	0.7763179999999998	0.0426075918735725	0.0200022886094543	0.0191936687	-0.0041783083	0.0059239111	-0.0830773755	0.0084117598	0.0364885167	0.0249992964	-0.0554283348	0.0255207687	0.0308616495	0.010253374	-0.0540596914	0.024298131	-0.0384731277	0.014319979	-0.0121130681	0.1037971456	-0.0320727275	0.0309775326	-0.0775231532	0.0205553382	-0.0231422465	0.0949138111	-0.0735216589	0.079706857	-0.0152184842	0.0606756597	-0.0312385169	0.0601900801	-0.0203882322	0.0247023299	0.0018412766	-0.023920789	0.0233779404	-0.0324406275	0.1406129082	-0.0518445798	-0.0008986286	-0.0462895529	0.0667374054	-0.0614780316	0.0461596849	-0.010630322	0.0008685907	-0.0390724634	0.0548331438	-0.092242813	0.001208785	-0.040733461	0.0130171953	-0.0156655801	0.0241226641	-0.0075226894	0.0051589591	-0.0506191761	0.0242923829	-0.0968330544	0.0244022787	-0.0496436665	0.01245829	0.0341201297	-0.026096545	0.0100416871	-0.0200726493	0.0297699077	-0.0527014939	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.0337844855276188	-0.0118519627291817	0.0011413914623658	0.0001404690205339	0.0224739216750009	0.0052359591648496	2.741526837597253e-05	0.000505077155454	0.1836772521297831	0.004806145262421	2.309903228349275e-05	0.0337373329499479	0.0017428068095593	-0.000133959472074	3.037375575446266e-06	1.794514015837157e-08	-0.0009058746600218	0.0002580081814208	6.656822168006847e-08	8.206088996696117e-07	-0.0004282112891939	-2.2302840847500003e-05	1.833649081931019e-07	4.974167098689147e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2437.20595298496	-6.979066218705157	48.707365285071496	5939972.857265326	2900.912684293401	-7.421359683043647	8415294.401894346	55.0765795451057	2909.384453463267	-2.3725622705665046	5.629051727715688	8464517.898053754	2928.226592838694	2019.092301780861	0.917476	22.413197	0.0605349652551576	0.0418641476475539	0.020847383	0.0172468142	-0.0227084319	0.075167311	0.0197465762	0.0076467575	-0.0322955656	0.0612375346	0.0592141077	-0.0444453215	0.0401769626	-0.0656941681	0.0377290682	-0.031399518	-0.0244867604	-0.0217433786	0.0084891739	-0.054902489	-0.0356253267	-0.0211912957	-0.0966608221	0.0326333951	-0.0315458564	-0.057334407	0.1329022907	0.0112248791	-0.0486037528	-0.0462092339	0.0722542495	0.0062265409	-0.023680481	-0.001609705	0.0368684778	0.0615960593	-0.0498410493	0.0229958857	-0.0140508451	-0.0468054304	-0.0335788096	-0.121535409	-0.023445721	-0.0151679289	-0.0104172794	0.0334158605	-0.0104074411	0.0608279889	-0.0740816377	-0.0034050391	-0.0557497711	-0.0056678177	-0.017021304	0.0475855657	-0.0138909266	0.0190013065	-0.0408476817	-0.0664430462	0.0404043382	0.0513600226	-0.0364738523	-0.0190430222	-0.0360298487	0.0603661328	-0.0044358481	0.0370947058	0.0126250696	-0.0826288233	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0335098813961991	0.0002746041314196	0.0011229121511873	7.540742899276745e-08	0.0157161768480023	-0.0067577448269986	4.5667115146826354e-05	0.0002469982147176	0.1749853985460987	-0.0086918535836843	7.554831872020697e-05	0.030619889704337	0.0025177737915786	0.0007749669820193	6.33918486556008e-06	6.005738232201022e-07	-0.0009930837924712	-8.720913244940006e-05	7.605432782577004e-09	9.862154188689817e-07	-0.0004622504289863	-3.403913979239996e-05	2.1367545909801837e-07	1.1586630378065467e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2442.2886912468502	5.082738261890427	25.834228238884915	5964774.051392253	2898.088042598443	-2.8246416949582454	8398914.302652074	7.978600704896589	2918.864075074713	9.479621611445964	89.86322589619337	8519767.48876176	2940.24822676056	2014.8559757472751	0.860166	21.01317	0.1762369384525041	0.101928143022365	-0.0005671435	0.0022162851	-0.0320676566	0.0261497657	-0.0102859783	0.0048435935	-0.0578225728	-0.0221943928	0.0061458024	0.0496507214	0.0434264225	0.025062907	-0.0092731739	0.0163788811	0.0013627054	-0.0051155428	0.0636259112	-0.1034435608	0.0192690316	-0.0563430558	-0.0022991824	0.0183001219	0.0601541698	0.0244763634	-0.0541847211	-0.0094103562	0.0558082844	0.0142420268	-0.0223383391	0.0084423425	0.0289720405	-0.1073899671	-0.0208731595	0.0387701377	-0.0095451228	0.0358179016	-0.0291254078	0.0347507751	0.0296728816	0.0364310081	-0.0411350825	0.0581236961	0.0238354538	0.0134737483	-0.0270123119	0.0241157548	-0.0657051666	0.0018121087	-0.0084105355	0.0235719709	-0.0498006848	0.0113651985	0.0145799424	-0.0242816352	-0.0389312025	0.0411472406	-0.0179790052	0.035487271	-0.0105977483	0.0014793642	-0.0573163869	-0.0158569333	0.0106579067	0.0030329419	-0.0020895835	-0.0587343	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0192898991418672	0.0142199822543318	0.0003721002089034	0.0002022078953135	0.0151016076347048	-0.0006145692132974	3.77695317933106e-07	0.0002280585531525	0.0883628307342689	-0.0866225678118298	0.007503469254315	0.007807989855373	0.0014270850672269	-0.0010906887243517	2.036571789102006e-06	1.1896018934279386e-06	-0.0011120343900201	-0.0001189505975488	1.4149244657240362e-08	1.236620484587376e-06	-0.0007482074905466	-0.0002859570615603	5.598144489100405e-07	8.17714410562012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2438.818343837589	-3.470347409261194	12.043311140965882	5947834.914238721	2908.1322375815985	10.044194983155649	8457233.111261355	100.88585285964908	2912.135011971715	-6.729063102998225	45.2802902441321	8480530.3279515	2932.744565080506	1982.502793638856	1.058107	25.848692	0.132171336209887	0.065191397316459	-0.0232876512	0.0721909043	-0.0052401333	-0.014026006	-0.0144483912	0.0620775405	0.0152850856	0.0170405433	0.0227317715	0.0965493132	0.0247678024	0.0016192045	0.0452881607	0.0614321068	-0.1286266146	-0.0291287822	-0.0098123763	-0.0035040428	-0.0260873798	0.0204590803	-0.0838781933	-0.0407800567	-0.0324886576	0.0319219348	0.0295732074	-0.0128642838	0.026388155	-0.0097260425	-0.0002211944	0.0784840124	-0.0952634163	-0.0312089326	-0.0454657022	0.0592387993	-0.0239664216	-0.0324640086	-0.031159665	-0.0303256099	0.0819049327	-0.0067335697	0.0365087435	-0.1159493123	0.0162164334	0.0372162361	-0.0085749463	0.1216215544	0.01891784	-0.0945445744	0.0345825151	-0.0680453699	-0.0348411956	0.0136602423	0.0499553174	0.0868941102	0.0068573885	0.0319518911	-0.0381566189	0.0396172901	-0.0676804809	0.0481052772	0.0484292164	-0.0574619385	0.0156818165	-0.021705751	-0.0406623142	-0.0827232854	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.033777161488075	-0.0144872623462077	0.0011408966381914	0.0002098807702878	0.0585751433302164	0.0434735356955116	0.0018899483058689	0.0034310474161553	0.1327906338232765	0.0444278030890075	0.0019738296873156	0.0176333524311875	0.0016112499524491	0.0001841648852221	2.596126409267227e-06	3.3916704948906067e-08	-0.0008789592998941	0.000233075090126	5.4323997637243016e-08	7.725694508703264e-07	-0.0005697927643116	0.0001784147262349	3.246637942618545e-07	3.183181453750999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2458.1641184778805	19.34577464029144	374.2589964329433	6042570.833372136	2910.458426251508	2.3261886699096976	8470768.250938406	5.411153728016248	2936.8808906279414	24.745878656226523	612.3585104686874	8625269.36573557	2961.5359570770443	2051.6263445020554	1.86711	45.61198	0.4062200942226467	0.233728963063792	0.0019585953	-0.0344396028	-0.0125559897	0.0231329762	-0.020518061	0.0390786238	0.01726155	0.0319235115	-0.0201430912	0.025717407	0.0036221549	0.2337178689	-0.2570069166	0.0097534037	0.0146767414	0.2034563205	-0.1905736617	0.2722606597	-0.0021924182	-0.2130199838	0.0119008314	-0.1025832681	0.0592299109	0.1969214948	-0.0428796232	0.0183873076	-0.2440441982	0.1862742883	-0.2423982655	-0.1480560625	-0.0910994489	0.1410828526	0.1682208729	-0.2002662418	-0.0246001801	-0.1292122231	-0.3738937273	0.0786845685	0.1220071706	0.0257301939	0.1262930253	0.0813690169	0.0142852094	-0.0563027562	0.0560768446	-0.0699163495	-0.0080542709	-0.0190970807	0.1655016099	0.3882820441	0.0556063357	0.080687756	0.2275065313	-0.1496636227	0.0348645495	-0.0013156499	0.0211699847	-0.0838821119	0.1463533256	0.1352468743	-0.0749270414	-0.1429126544	0.2679213115	0.2235623119	-0.1840939122	0.0624535475	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0084722030075283	0.0422493644956033	7.177822380077158e-05	0.0017850088002823	0.0339985290300575	-0.0245766143001589	0.0006040099704587	0.0011558999762076	0.019634274731672	-0.1131563590916044	0.0128043616028681	0.0003855047442387	0.0053398504505485	0.0037286004980993	2.851400283422301e-05	1.3902461674427092e-05	-0.0013611885848856	-0.0004822292849914	2.325450833034133e-07	1.8528343636228624e-06	-0.0002558674206969	0.0003139253436146	6.546813697408441e-08	9.854912136360745e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2439.612220422507	-18.551898055373385	344.1729214569668	5951707.786034836	2897.9598036388425	-12.498622612665711	8398171.023506477	156.21556721383868	2924.3557419374765	-12.525148690464905	156.87934971825467	8551856.505402688	2940.4544238395733	1995.177555740463	1.777751	43.429035	0.2985771967807518	0.1442370967952993	-0.019629362	-0.0104960499	0.0954479496	0.1122145911	-0.0195080583	0.0228572816	-0.0534216684	0.0852573255	-0.0552762613	0.0178610354	-0.1036002129	0.0984291878	-0.0654797022	0.0056275327	-0.0251630713	-0.030423991	-0.0020254227	0.016490516	0.0545079575	-0.0370194473	-0.14388688	-0.0415024818	0.024452549	-0.2132392754	-0.0378805923	-0.0079621061	0.0040253998	0.07078907	-0.0642062275	-0.0319128082	-0.0348364678	-0.0412086697	0.034174658	0.0586109467	0.0333279627	0.0392253736	-0.040311295	-0.1238955396	0.0285596158	-0.0315040374	-0.2004974886	-0.047531132	0.0177947816	-0.0120440216	0.1134480542	-0.0038281087	-0.0547183591	-0.0379738014	-0.0431776504	0.0938167546	0.067633353	-0.1046830074	-0.0245880039	0.1803700682	0.0173738022	-0.0896545236	0.0743255931	0.1451342748	-0.1198649962	0.0753560253	-0.1475343176	-0.0735321647	-0.1010741927	0.2395733961	0.0948984493	0.00518249	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0333431498737724	-0.0418153528813007	0.0011117656435048	0.0017485237365877	0.1114118174933054	0.0774132884632479	0.005992817230694	0.0124125930771615	0.0210267507925152	0.0013924760608431	1.938989580021392e-06	0.0004421242488905	0.0073050715987414	0.0019652211481929	5.336407106273823e-05	3.862094161304621e-06	-0.0001271217835754	0.0012340668013101	1.5229208700959885e-06	1.6159947859390834e-08	0.0001039662173072	0.0003598336380041	1.0808974341167932e-08	1.2948024703926568e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2442.0344416444505	2.422221221943346	5.867155648032716	5963532.214177723	2908.382709887204	10.422906248361414	8458689.987170836	108.6369746621314	2913.024098959314	-11.331642978162565	128.40613258454093	8485709.401117723	2936.186398934368	2001.737263240681	1.029602	25.152344	0.4432432334655097	0.233844703495045	0.0202256466	0.0275235397	0.0617449779	0.0798330558	0.0288725699	0.0144657479	-0.0786447184	-0.0083572481	0.0044904034	-0.0287048687	-0.0170224926	-0.0410352525	-0.0269211907	0.0005168473	0.0437891173	-0.0017995828	0.049864352	0.0297995609	0.0059560065	-0.0190323115	-0.0678632426	0.0635069922	-0.0681277403	-0.0129040275	-0.0219051449	-0.0290672293	-0.0595873352	-0.0353967178	-0.0030380754	-0.015587	0.0661028733	-0.0348520497	-0.040748047	-0.0257625842	-0.0219584238	-0.0107290791	0.0009613627	-0.0414655516	0.0275553561	-0.1135793654	-0.0425146881	0.0181305358	-0.0096449816	-0.0031803374	0.0483148855	0.0553780528	-0.0825935886	0.022918185	-0.0075920496	0.0534440138	0.045095024	-0.0402105844	0.0179930668	0.1148610231	-0.0656972615	-0.0155891651	0.0852737649	-0.0209185584	-0.0077827941	-0.0033338395	-0.0981411139	-0.0468872091	0.0508639688	0.0069319228	0.072242302	0.0154798388	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0139979399300216	0.0193452099437507	0.0001959423222844	0.0003742371477677	0.0596142257763006	-0.0517975917170048	0.0026829905076815	0.0035538559149077	0.1857352452141043	0.1647084944215891	0.0271288881346266	0.0344975813147434	0.004551270365793	-0.0027538012329484	2.0714061942545547e-05	7.58342123058813e-06	-0.0007779596964658	-0.0006508379128904	4.235899888555319e-07	6.052212893251597e-07	-0.0006392333845173	-0.0007431996018244	4.0861931988144237e-07	5.523456481520952e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2481.62730398893	39.59286234447973	1567.5947486289208	6158474.075903366	3002.4101550211044	94.02744513390051	9014466.738973852	8841.160438408675	2957.4967151320125	44.47261617269851	1977.8135892441649	8746786.820016645	2982.0983732163136	2039.209294000372	2.171423	53.046116	1.2553658442047282	0.7756814117501771	0.1735923191	0.0252162428	0.2242727094	0.0659638207	0.3057213764	0.048795566	0.0279006275	-0.1698894829	-0.3387833605	-0.1542417495	0.0034725878	0.3625004755	-0.0504164902	-0.1697873545	0.0630463034	0.0369293511	0.1314249454	0.0063873237	-0.0765780893	0.1522294447	0.0373077797	-0.0768087631	0.0633523923	0.0856936191	-0.0225048758	0.0671328983	0.0267434441	0.379324713	-0.0377945888	-0.1371628778	0.0954173339	-0.0784960555	-0.0525211358	-0.07029957	-0.0379963729	-0.0404210996	0.1402356036	-0.087696559	-0.0002614165	0.1238277477	0.0965094237	0.0612245854	-0.1874754978	-0.154731639	0.1916293871	0.0369339463	-0.0777213464	0.0759702715	0.029033898	-0.0010064322	-0.271464399	0.0290216847	0.0454922895	0.0317894185	-0.0568899356	0.1006990987	0.1650685495	-0.0253241233	0.1168204635	0.0190926098	0.0907504267	-0.0162733209	-0.2533525248	-0.1345739765	-0.1672287591	0.1257116284	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0501607663102277	-0.0361628263802061	0.0025161024768292	0.0013077500118049	0.1505582384762362	0.0909440126999356	0.008270813445966	0.0226677831730672	0.858244956414211	0.6725097112001066	0.4522693116584508	0.7365844052104309	0.0130943923944649	0.0085431220286719	0.0001714631121802	7.298493399677908e-05	-0.000920038496355	-0.0001420787998892	2.0186385377955352e-08	8.464708347751694e-07	-0.0010690184344458	-0.0004297850499285	1.1428004131849492e-06	1.847151891420433e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2476.495169135094	-5.132134853836305	26.338808157961395	6133028.322749457	2933.6430063951734	-68.76714862593099	8606261.288971312	4728.9207301408815	2925.9777468026405	-31.518968329372	993.4453645479553	8561345.774784258	2947.400645927975	2069.6530763852847	2.365111	57.777748	1.4138462202751791	0.8763374884428587	0.0420503432	-0.077716394	-0.0002874781	0.0434902099	0.0391237357	0.1437689324	-0.038993268	-0.0366755848	-0.0397784296	0.0762890703	0.0690851525	0.0619499038	0.0283244199	0.0374929249	0.0939474063	-0.0403259598	0.0801364413	0.0172997296	-0.0987081791	0.0168069815	-0.1293600136	0.0146572026	0.0893596427	0.1161750887	0.0196657648	-0.0269807995	-0.0043843173	0.0548293976	-0.0259783275	0.0542194446	0.1002949998	-0.008595533	5.91575e-05	0.0492385299	-0.0601043605	0.0821510079	-0.0078692251	-0.1120029904	0.1249120517	0.0011506669	0.1128601756	-0.0324543945	0.0137657846	-0.0514087089	-0.0346318533	0.0394770601	-0.0874426594	-0.0074261341	-0.0518038665	0.0420139406	0.0050349955	-0.1455655494	0.0859453273	0.1058324958	-0.0304073116	0.0191060798	-0.0345880277	0.089854855	-0.0016472329	0.0469672989	0.0340597524	0.0169323426	0.108385747	-0.0171611853	0.0419181647	-0.0483700749	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0119699928919061	0.0381907734183216	0.0001432807298322	0.0014585351742895	0.0638825453122819	-0.0866756931639543	0.0075126757854519	0.0040809795955757	0.0811062191468892	-0.7771387372673217	0.6039446169614473	0.0065782187843032	0.004034970818591	-0.0090594215758738	1.6280989506880926e-05	8.207311928940951e-05	-0.0011116770282069	-0.0001916385318519	3.67253268903517e-08	1.235825815042925e-06	-8.325821365996527e-05	0.0009857602207858	6.9319301418484284e-09	9.717232128837375e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
