global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
2203.310654809952	n/a	4854577.84159906	n/a	2589.358799126312	n/a	6704778.990612857	n/a	2579.819549840525	n/a	n/a	6655468.909739368	2570.703586866035	1917.991148026263	n/a	n/a	n/a	n/a	0.129752693	-0.028712105	0.0202757278	-0.0683696888	-0.0118594757	-0.0821450796	0.042794153	-0.0378790092	0.09522057	0.1645801957	-0.0031751054	-0.0082456527	-0.0339934465	0.1620668463	0.1173511043	-0.0221362381	0.0262447202	0.0509674446	0.0900397369	0.0203515858	0.0160747325	-0.0093714701	0.025411744	-0.148520811	0.0956793351	-0.0461493539	0.0050550812	-0.0808458877	0.0591247047	-0.1510515156	-0.0896085608	0.157160153	-0.1155214841	0.0443755154	-0.1662257298	0.0041602376	-0.1795108964	0.2099581093	-0.0666673878	0.0261902331	-0.0152184345	0.0458703861	-0.0367000111	0.0203898842	-0.1481796696	-0.1514412293	0.0176869372	-0.1043655053	0.1187012224	-0.0874343033	0.0272201872	-0.0759439905	0.1266746727	-0.1623785732	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.0005037469018844	n/a	2.537609411581313e-07	n/a	0.1171585969315174	n/a	0.0137261368349617	n/a	0.0826432904739249	n/a	n/a	0.0068299134603575	0.0103491130116807	n/a	0.0001071041401285	n/a	0.0025568481614375	n/a	n/a	6.537472520646324e-06	-0.0026533096075449	n/a	n/a	7.040051873490072e-06	0.0	0.0	0.0	0.0	0.0	0.0
2203.275774181228	-0.034880628724295	4854424.1370938895	0.0012166582602021	2588.8711906607823	-0.4876084655297745	6702254.0418333765	0.2377620156563013	2579.8467995179903	0.0272496774655337	0.0007425449219756	6655609.508983218	2570.701571305072	1918.6002541213736	0.045544	1.009399	0.0536292907097402	0.0294142351058533	0.1290383044	-0.0296526314	0.0198566136	-0.0677137491	-0.0122928883	-0.0826675799	0.0420443028	-0.0394199416	0.0956925026	0.1644319083	-0.0043934969	-0.0082653451	-0.0337043037	0.1616324702	0.1167874238	-0.0213170748	0.0258024535	0.0517413853	0.0913522834	0.0207194212	0.0161605769	-0.0083711073	0.0249654665	-0.1475633594	0.0953438517	-0.0454873122	0.0045889259	-0.0827561418	0.0599180195	-0.1520316565	-0.0912319334	0.1561923014	-0.1152135183	0.045036422	-0.1671607032	0.0030969356	-0.1802308301	0.2108261247	-0.0670488869	0.0264550933	-0.0151732518	0.0465168696	-0.036928067	0.0216374556	-0.1467280908	-0.1531713483	0.0172907231	-0.1056770066	0.1187555668	-0.089070233	0.0235152024	-0.077319821	0.1242756385	-0.1653868603	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.000292041947759	0.0002117049541253	8.52884992508705e-08	4.4818987601237696e-08	0.1292925112641683	0.0121339143326509	0.016716553468995	0.0001472318770321	0.075832999154656	-0.0068102913192688	4.638006785330932e-05	0.00575064376079	0.0106421526693722	0.0002930396576915	0.0001132554134382	8.587224097995171e-08	0.0026066196368648	4.977147542730006e-05	2.4771997662103333e-09	6.794465931289183e-06	-0.0029999660765	-0.000346656468955	1.2017070746841813e-07	8.999796460150805e-06	0.0	0.0	0.0	0.0	0.0	0.0
2204.063188525864	0.7874143446360904	4857894.539014799	0.6200213501386838	2635.371934264671	46.50074360388862	6945185.231909913	2162.3191557145888	2571.6907656608373	-8.156033857153034	66.5208882790266	6613593.394185224	2568.284746814165	1946.4273682391056	1.230061	27.261768	0.3136065752714621	0.1602387140865182	0.1056438153	0.055800513	-0.0824588678	0.0412445682	0.1474488418	0.0634770726	-0.0121629386	-0.0465683487	0.1224124231	0.0135154475	-0.00633189	0.0568538947	0.064512236	-0.0217432981	0.1635744399	0.0752211245	0.1125305715	-0.060196217	0.0830968516	0.0019659072	-0.0005405478	-0.003218611	-0.1160524302	-0.0066423112	0.1850788112	-0.0032950592	-0.0399414048	-0.0980361313	-0.0447102808	-0.0473035725	-0.060756099	0.1520515166	-0.0566171645	0.0429635083	-0.0977577026	-0.0031166129	-0.0233186573	0.1960331257	0.0404422013	0.0545062613	-0.0957472484	-0.0458452369	-0.0294226779	0.0163935987	-0.0433349306	-0.0605257417	0.066914525	0.0376261472	0.0350494162	-0.0292444281	0.0026798694	-0.0275460665	0.0347590762	0.0236160406	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0006223536450136	-0.0003303116972546	3.873240594617141e-07	1.0910581734321453e-07	0.0817459656844334	-0.0475465455797348	0.0066824029056805	0.0022606739965658	0.0541126767424984	-0.0217203224121575	0.000471772405688	0.0029281817842381	0.0086700003945084	-0.0019721522748637	7.516890684077582e-05	3.8893845952504606e-06	0.0011181725589357	-0.0014884470779291	2.215474703795677e-06	1.2503098715568115e-06	-0.0015803775176466	0.0014195885588534	2.0152316764274733e-06	2.4975930982828296e-06	0.0	0.0	0.0	0.0	0.0	0.0
2195.1697017431065	-8.893486782757464	4818770.01945092	79.0941071550817	2587.3078371004294	-48.0640971642415	6694161.843921302	2310.157436213648	2576.8505674589665	5.159801798129138	26.62355459597668	6640158.847013597	2564.067098248592	1901.02737801974	1.13438	25.141191	0.0579043735816093	0.0319764082761076	0.1020593368	0.0038340832	0.0417365045	-0.0358570811	-0.0136157059	-0.0280940541	0.0310624637	-0.0940623136	0.0315174493	0.1185673592	0.0408960994	-0.0105740498	0.0641923309	0.0908907618	0.0481387887	-0.025705917	0.075015076	0.0770919245	0.0700963145	0.0477413292	-0.0193245709	-0.039273208	-0.0456134899	-0.106076566	0.0314084386	-0.0045992162	0.0637539636	-0.1019126281	0.0740243217	-0.1131738123	-0.0630510555	0.1440236477	-0.0609116599	0.0420038795	-0.0962601031	0.0213673709	-0.1258587216	0.1398246341	-0.0375603276	-0.0126727092	0.0091632491	0.1133446036	-0.0116576771	-0.0224666132	-0.0074767634	-0.0364218237	0.0719252656	0.0790637172	0.0023296072	-0.0393297792	0.0405714311	-0.1441549328	0.1078711048	0.0896101914	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0093183199937953	-0.0086959663487816	8.683108750676523e-05	7.561983073914372e-05	0.0786633760743029	-0.0030825896101304	0.0061879267354072	9.502358704484498e-06	0.0491125102473262	-0.0050001664951722	2.5001664979442665e-05	0.0024120386627937	0.0084094389121024	-0.000260561482406	7.0718662816382e-05	6.789228611361224e-08	0.0016226474394405	0.0005044748805047	2.5449490506033215e-07	2.632984712722811e-06	-0.0016378541772863	-5.747665963969995e-05	3.303566403337913e-09	2.6825663060541825e-06	0.0	0.0	0.0	0.0	0.0	0.0
2198.6916783150104	3.521976571903906	4834245.096291677	12.40431897303999	2611.550553882395	24.242716781965555	6820196.295483444	587.7093169705944	2569.726961748316	-7.123605710650281	50.7457583208093	6603496.657936232	2563.8225718013578	1916.347215471112	1.209853	26.813904	0.1060190150321254	0.0585050247298643	0.0860931719	0.058170763	-0.1003568015	0.0046965399	0.1050927177	0.0135236662	0.0121098809	-0.0429405363	0.0669686836	0.0185390857	-0.0575521438	0.0814181007	-0.007664982	0.0088768163	0.1460592788	0.1174817228	0.0367230948	-0.025599121	0.0653047694	0.1109066579	0.0557622118	0.0137348428	-0.0512252318	0.0150161275	0.1453176736	-0.0245369614	-0.1214215592	-0.1246459903	0.0349468303	-0.0551364616	-0.0381307388	0.1376595598	-0.0567320313	0.0543198147	-0.1552618246	-0.0241040718	-0.0249772719	0.1185788278	0.0356749912	0.0735444191	-0.0927952644	-0.0946307877	-0.0034387336	-0.0535534321	0.0394222638	0.0415974077	-0.0229145235	0.0274673947	-0.024167063	0.0784379278	0.0848501488	0.0336850571	-0.0545437391	0.1500323969	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0014117483813862	0.0079065716124091	1.993033492346556e-06	6.251387466215344e-05	0.0756244993347223	-0.0030388767395806	0.0057190648996274	9.234771838364023e-06	0.0363147280492555	-0.0127977821980707	0.0001637832291892	0.0013187594732913	0.0075239358634357	-0.0008855030486667	5.660961087709392e-05	7.841156491980204e-07	0.0017288241055364	0.0001061766660959	1.1273484423240273e-08	2.9888327878837337e-06	-0.0009840182024076	0.0006538359748787	4.275014820455801e-07	9.682918226694843e-07	0.0	0.0	0.0	0.0	0.0	0.0
2198.532790632785	-0.1588876822256679	4833546.43148758	0.0252452955630448	2585.654992023497	-25.895561858897963	6685611.737776031	670.5801239880109	2578.820524163202	9.093562414886035	82.69287739342798	6650315.295845373	2563.466595559042	1908.294957357938	1.256961	27.857944	0.167868701811697	0.0950387653764734	0.0720149366	0.0499685501	0.0514430111	0.020854952	-0.045912196	0.0153225984	0.0753218153	-0.0800660684	0.0550028844	0.0986193346	0.0191363142	-0.0050403229	0.0643114128	0.0631140623	0.0173547251	0.1423973707	0.0854581323	0.0273117752	0.0753759983	0.0109335026	0.0041070416	-0.0221621118	-0.0691660368	-0.0606600057	-0.0082411321	0.0611720799	-0.0044352163	-0.1902902287	0.0314462609	-0.0090488585	0.0001916999	0.0976057094	-0.0672747127	0.0648535511	-0.2373945559	-0.0043330864	0.0876908822	-0.0689890323	0.0273316127	0.0245244364	0.0587517351	0.1580765037	0.1191490824	0.0666570322	0.0247814305	0.0020705957	-0.0724814011	0.1289574405	-0.0923712856	0.2453420037	-0.0835579736	0.196961085	-0.1420058897	-0.0675040907	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.0155120140626365	-0.0141002656812503	0.0002406225802794	0.0001988174922818	0.054073661322306	-0.0215508380124163	0.0029239608487994	0.0004644386190374	0.0007248565396551	-0.0355898715096004	0.0012666389540698	5.254170030807655e-07	0.0058599900822377	-0.001663945781198	3.433948376392421e-05	2.768715562766624e-06	0.0019732062371256	0.0002443821315891	5.9722626240081e-08	3.8935428542313695e-06	-0.0009597915830262	2.4226619381399923e-05	5.869290866512223e-10	9.21199882847939e-07	0.0	0.0	0.0	0.0	0.0	0.0
2201.7628350375144	3.230044404729597	4847759.5817524325	10.433186856524976	2585.677588076992	0.0225960534949081	6685728.58948365	0.0005105816335447	2581.9171422555905	3.0966180923883257	9.589043610106714	6666296.129473276	2568.5348844934683	1888.8363777160644	1.137407	25.208275	0.0716677715084506	0.0450869649245567	0.0498100233	0.0356479217	0.017816828	-0.1056488335	0.024027473	-0.0903312473	0.0520453135	-0.0213143039	0.0459418664	-0.0144349451	-0.0945462959	0.0045377166	-0.0236393096	0.0151590568	-0.0125171436	0.0706805073	0.1824887299	0.0339602403	-0.0586029832	0.085675476	0.0717575135	0.0455447639	0.009145407	0.0150352325	0.0091361052	-0.0601295353	0.0039132829	-0.2023242628	0.046219702	0.1251019631	0.0083074891	0.066634873	-0.0645209798	0.0362242753	-0.1315905642	-0.0508653399	-0.0006848317	-0.0128100958	-0.0304277989	0.0324541858	0.0557340417	-0.1253660569	-0.0358703079	-0.0476934149	0.1405308248	0.0606697563	0.0098851041	0.0779284047	-0.0159079407	0.1135607475	0.0083837395	0.0159830604	-0.0773528276	-0.0038267718	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0124493450864093	0.0030626689762271	0.0001549861930805	9.37994125794456e-06	0.0506475408048174	-0.0034261205174886	0.0025651733895756	1.1738301800356389e-05	0.018807399795385	0.0180825432557299	0.0003269783705953	0.0003537182870634	0.0051508015850922	-0.0007091884971454	2.6530756968988324e-05	5.029483244834923e-07	0.0018814044929378	-9.18017441877998e-05	8.427560235922232e-09	3.5396828660465407e-06	-0.0008188530491794	0.0001409385338468	1.9863670322885604e-08	6.705203161504007e-07	0.0	0.0	0.0	0.0	0.0	0.0
2204.6970130133795	2.9341779758651683	4860688.919190118	8.609400394052216	2616.403081762882	30.725493685889887	6845565.086258305	944.0559622416594	2588.330331224914	6.413188969323528	41.12899275625298	6699453.903538873	2576.6245029136785	1940.8246851811643	1.170412	25.93977	0.1202602150766576	0.0659340946348889	0.035379328	0.0949862487	-0.0187111512	0.0608471558	0.1183315796	0.0420369001	0.0211249039	-0.0108856545	-0.0389559021	0.0389701455	-0.0015570567	-0.0170946433	0.1176428935	0.0752436819	0.0645475939	0.1684666923	0.077166946	0.1068215618	0.053154172	0.0042699364	-0.0014745494	-0.0063080269	-0.1262408955	-0.0765233323	0.026135067	0.0781688468	-0.0474706934	-0.1695303552	0.0612259944	0.0078404546	0.0245734559	0.0528872046	-0.0235684317	0.0567635728	-0.1342585116	0.0395886983	0.1192553309	-0.0491086721	0.0623924792	-0.0168088176	0.0581362749	-0.0033723795	-0.0513303067	-0.0508326392	0.0729601122	0.1190910004	-0.0048987212	0.0183884956	-0.0669957221	0.0755637174	-0.0063758475	0.0554966669	-0.0586912672	0.127049182	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0012337833644409	0.0112155617219684	1.5222213903711066e-06	0.0001257888247392	0.0374719539167784	-0.013175586888039	0.0014041473303411	0.0001735960898442	0.0334101780400502	0.0146027782446651	0.0002132411324628	0.0011162399966678	0.0041413995047401	-0.0010094020803521	1.7151189857861544e-05	1.018892559819148e-06	0.001603012356061	-0.0002783921368768	7.750218187483104e-08	2.569648613684238e-06	-0.0004813215019686	0.0003375315472107	1.1392754536251649e-07	2.31670388257309e-07	0.0	0.0	0.0	0.0	0.0	0.0
2200.899634540854	-3.797378472525452	4843959.201322065	14.420083263599734	2605.6029276374643	-10.80015412541752	6789166.616512925	116.64332913277308	2565.1478876236383	-23.182443601275736	537.4256913263304	6579983.685380014	2553.655143762808	1893.4745547185173	1.416931	31.403347	0.1196160520954593	0.0919100200192642	0.0440515009	0.0396696648	0.0233087807	0.015134499	-0.0140032664	0.0465778506	-0.0330143947	0.0077053174	0.0223388985	0.0532712818	0.0312851615	0.0398312058	-0.0847642357	0.0072995443	0.118809284	-0.0818009003	-0.0287899063	-0.0328950277	0.0384804593	-0.170008463	0.0228158691	-0.0312220052	0.0709088037	0.0084045881	0.1308626055	0.0128480684	0.1000048433	0.1103975059	-0.0597820974	-0.0660742512	0.0008951878	0.0492061823	-0.0591111978	0.0541160436	0.0393918657	-0.0368417592	-0.0534348561	0.0516520263	0.0731020949	-0.137588368	-0.0149573951	-0.0840082499	0.1794349907	-0.036133313	0.0450972824	0.0134274791	-0.3149554282	0.0185886081	-0.0157598967	0.0620153603	-0.2558197722	0.1494043159	-0.26444657	0.1114212451	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0176194874814399	-0.016385704116999	0.0003104463391086	0.0002684912994098	0.0360729299781894	-0.0013990239385889	0.0013012562772113	1.9572679807450707e-06	-0.0553287893267011	-0.0887389673667513	0.0078746043293173	0.0030612749283584	0.0042958588082683	0.0001544593035282	1.845440290057634e-05	2.3857676446416612e-08	0.0016451148677718	4.210251171080006e-05	1.772621492358056e-09	2.706402928163827e-06	-0.0004160361837452	6.528531822339999e-05	4.262172775530603e-09	1.730861061852698e-07	0.0	0.0	0.0	0.0	0.0	0.0
2208.145779629126	7.246145088271987	4875907.784093921	52.506618640288245	2618.8936515982823	13.290723960818012	6858603.958381785	176.64334340266203	2586.340445142273	21.192557518634658	449.1244941806384	6689156.898178731	2574.034947329662	1912.7500646122169	1.30954	29.023258	0.2517716105541671	0.1322093258980173	0.001077125	0.0789467684	0.0280436208	0.0385961973	0.0053615459	0.0478601605	-0.0040657626	0.0121836263	0.005376775	-0.0482199434	-0.0589929273	0.0095752287	0.1311004384	-0.0684651454	-0.0649333814	0.0246753569	0.1243732133	0.0786285433	0.015097306	-0.1608297471	0.0151629835	0.0446285469	-0.1141685974	0.0548527779	-0.0400800141	0.0666399309	0.0993511145	-0.1038389331	0.0219334145	0.0217904993	0.0529435905	-0.0160702052	-0.0042095088	0.0451730396	-0.0376939002	-0.05111475	0.1295542424	-0.0188092865	0.0206324002	-0.0726007695	0.0240407481	-0.024080147	0.0151635914	-0.0321862135	0.0611163449	-0.003661345	0.0654389653	0.091053334	-0.0158773121	-0.0071959756	-0.0589152526	0.0675234896	-0.0079087798	0.1086427757	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0315334993157847	-0.0139140118343447	0.0009943615790985	0.0001935997253262	0.0015577177288719	-0.0345152122493175	2.4264845228418304e-06	0.0011912998766154	-0.0043379543716213	0.0509908349550798	0.0026000652494161	1.881784813026835e-05	0.0024166432062081	-0.0018792156020602	5.840164386111766e-06	3.5314512790264795e-06	0.0011631706347006	-0.0004819442330711	2.322702437905871e-07	1.3529659254297968e-06	-0.0011019073789223	-0.0006858711951771	4.704192963736637e-07	1.2141998717234134e-06	0.0	0.0	0.0	0.0	0.0	0.0
