global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
2405.0552210812857	n/a	5784290.616450352	n/a	3093.431415719697	n/a	9569317.923761567	n/a	2701.51864858774	n/a	n/a	7298203.008667327	2777.64484586984	2050.340051335215	n/a	n/a	n/a	n/a	-0.0313710502	-0.056298339	0.0377384758	0.0274637617	0.0202280366	0.0458693829	0.0288672709	0.0507900677	0.0012024411	-0.0441982865	-0.0339356422	0.0202104055	-0.0595018603	0.0890454932	-0.0153626796	0.0063987496	-0.0735720763	0.0661202027	-0.0412574104	0.1509556035	-0.042810377	-0.0286994922	0.0028624079	-0.0498750307	0.0576962661	-0.0203944445	0.1089846021	-0.0063957667	0.0219490489	-0.0244880825	-0.0369072124	0.078564653	-0.0429645006	0.1178243178	-0.0789387514	0.0391744902	-0.0425649907	0.0093462603	-0.0118954878	0.0271053967	-0.0923572629	0.0756174312	-0.0702792186	0.0151863265	-0.0371811239	0.0573339554	-0.0621913311	0.144824323	-0.0759768163	0.0196016617	-0.0900998	0.0917135056	-0.0238962063	0.0204031699	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.1363455324142961	n/a	n/a	0.0185901042093378	-0.1060145679712576	n/a	0.0112390886221323	n/a	-0.1300734360161684	n/a	0.0169190987570522	n/a	0.0005893290494868	n/a	n/a	3.473087285690151e-07	-0.0017120827719308	n/a	n/a	2.931227417942252e-06	-0.0019529986203584	n/a	n/a	3.814203611121813e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2410.481915655834	5.426694574548492	5810423.06570382	29.44901400543404	3100.0985614198626	6.667145700165747	9610611.090517502	44.45083178723861	2704.3573403300543	2.838691742314495	8.058170807884503	7313548.624197045	2777.1062506556204	2051.3764390250703	0.62863	16.330696	0.1181034604493922	0.0577982277949521	-0.0258452352	-0.0545628233	0.0306037262	0.0214781052	-0.0016850747	0.0290685116	0.0354007433	0.0207020275	0.0182137512	-0.0251440228	-0.0305429114	0.0125897308	-0.031523161	-0.0126397591	-0.0012702027	0.0477679983	0.0364061363	-0.0199658987	0.1245810127	0.1483942163	-0.0246998368	-0.0139058393	-0.0306231293	0.0109492321	0.0818687826	-0.0040231438	0.012686288	-0.0016705652	-0.044870505	-0.0585999453	-0.0364078733	0.0550819292	-0.0321910955	0.0889003105	-0.0659479538	0.0473412314	0.0037241748	0.0535214197	-0.0269286528	-0.0038326872	-0.1071509319	0.0781329614	-0.0561366872	-0.0045398898	-0.0390948271	0.0488105314	-0.0488086027	0.126698624	-0.0721125048	0.0239593722	-0.1075296225	0.0419011385	-0.0645921826	-0.0059922345	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.1245658993884575	0.0117796330258385	0.0001387597542234	0.0155166632904553	-0.0962266027818827	0.0097879651893749	0.0092595590829422	9.580426254841485e-05	-0.0954483163850596	0.0346251196311087	0.0091103811007424	0.0011988989094685	-0.0002209012124604	-0.0008102302619471	6.564730773750282e-07	4.879734566647478e-08	-0.0020452979698657	-0.0003332151979349	1.110323681347946e-07	4.1832437855367545e-06	-0.0018582292281791	9.476939217929986e-05	8.98123769403394e-09	3.4530158644590937e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2406.669941476788	-3.811974179046047	5792060.207207887	14.53114714171378	3098.827138819839	-1.2714226000234703	9602729.63628635	1.6165154278504412	2704.064951537592	-0.292388792462134	0.0854912059574648	7311967.262134001	2778.348435970219	2066.082333646863	0.677877	17.610048	0.0745478981829254	0.0417579909748842	-0.0174175296	-0.0372716631	0.0564812612	-0.0142935683	0.0072376536	0.0392895683	0.0163025623	0.0235082629	0.0667427908	-0.0149121537	-0.0154726529	-0.0054264164	-0.0411764692	-0.037360619	-0.0170029105	-0.0395661743	-0.0200832893	0.0609828757	0.0371233769	0.1234446885	-0.0149012377	-0.0022498756	-0.0007075665	-0.0052983489	0.0504307312	-0.0776672985	-0.0431434285	0.0257216342	0.0015081658	-0.0121034192	-0.03555455	0.0311180691	-0.0524294772	0.0769929567	-0.0097393531	0.0217184701	-0.0160925845	0.0496027986	-0.0507013147	-0.0214856633	-0.1415346891	0.0722166596	-0.0403087791	0.0113784822	-0.1013597359	0.0377863598	0.0080057382	0.0127870018	-0.0520648407	-0.0088605821	0.0350027035	0.005705083	-0.0297317348	-0.1328947715	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.1092258526741005	0.015340046714357	0.0002353170331986	0.0119302868923843	-0.1023602119113604	-0.0061336091294776	0.0104776129825386	3.762116095321207e-05	-0.0958594908886354	-0.0004111745035758	0.0091890419934283	1.690644723908108e-07	0.0001489252581837	0.0003698264706441	1.367716183890714e-07	2.2178732525081703e-08	-0.0026251520348723	-0.0005798540650065	3.362307367046781e-07	6.891423206194177e-06	-0.0019618100492387	-0.0001035808210595	1.0728986491380854e-08	3.84869866929395e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2400.567645444696	-6.102296032091999	5762725.020355892	37.23801686328576	3099.066616728812	0.2394779089727308	9604213.894922964	0.0573496688859515	2700.661510143203	-3.4034413943891195	11.583413325041354	7293572.592368966	2780.233790092761	2060.2128896902727	0.630723	16.385077	0.1260641512615956	0.0512377313008063	-0.0222185815	-0.0460333814	0.0582863324	-0.0152623972	0.0236528035	0.0524650141	-0.0014719299	0.049136003	0.0693181995	-0.0506504174	-0.0176144441	0.03012609	-0.0477697451	-0.0261313038	0.0644836763	0.1084830322	-0.0266437564	0.0469036689	0.026163678	0.0744219049	-0.0520472853	-0.0121792501	0.0342287623	-0.1396535473	0.0075694088	-0.0672818663	0.0562609717	-0.0670145358	-0.0391611611	0.0290371918	-0.043898848	0.047137404	-0.0861537081	0.1242208658	0.0153177897	0.0246511343	-0.0598870145	0.0176731444	-0.0231814721	0.0542676734	-0.0948225537	0.012749716	-0.0271588996	0.0265060564	-0.1225264729	0.0378240661	0.0524866886	0.0218988946	-0.0747718468	-0.0256574681	0.0182521742	0.0094004719	-0.0408617784	-0.017738865	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.123765232072543	-0.0145393793984425	0.0002113935532918	0.0153178326699704	-0.1268494496005274	-0.024489237689167	0.0160907828639567	0.0005997227625965	-0.1236431990467465	-0.027783708158111	0.0152876406705133	0.000771934439015	0.0004276417828722	0.0002787165246885	7.768290113443524e-08	1.8287749445811385e-07	-0.0022730424649313	0.0003521095699409	1.2398114924403598e-07	5.16672204738096e-06	-0.0025160204749267	-0.0005542104256879	3.071491959412741e-07	6.330359030250376e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2393.2971837648943	-7.270461679801883	5727871.409816974	52.859613037467625	3092.306940991951	-6.759675736861027	9562362.217306996	45.69321606750767	2700.3658736379525	-0.2956365052505134	0.0874009432367368	7291975.851508463	2783.896314928294	2056.7787112052865	0.671367	17.440922	0.173831472318408	0.0910918195109979	-0.017602933	-0.0612584994	0.0668823455	-0.0239320235	0.0188797621	0.0394040684	0.0598645254	0.0131783864	0.1124519215	-0.0472528052	-0.0185114989	0.038042632	-0.0451643834	-0.0108091202	0.0308661263	-0.0214521422	0.0256873902	0.1472974733	-0.0535052122	-0.0109603663	-0.0423830555	-0.0283386784	0.024652952	-0.1522700994	-0.0625116933	-0.1034491415	-0.0435708586	0.0833792226	0.0952982613	0.0010791803	-0.0332789185	0.0167341022	-0.063172078	0.0856802483	0.0475223139	0.0425211676	0.0083631563	0.0042143733	0.0217493412	0.0159143566	-0.0187444729	-0.0021082069	-0.0539116736	-0.0283763384	-0.0925396522	0.0318705197	0.0454941186	0.0029296451	-0.0508951395	0.0439404188	0.0005394009	0.0011632759	0.0293942351	-0.0251220169	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.124308890669937	-0.0005436585973939	2.95564670520409e-07	0.0154527002995903	-0.0964703156975019	0.0303791339030255	0.0093065218107756	0.0009228917766979	-0.049645007694103	0.0739981913526435	0.0024646267889475	0.0054757323234624	-0.0001599890158194	-0.0005876307986916	3.453099555709277e-07	2.559648518286022e-08	-0.0018573312314966	0.0004157112334347	1.7281582960379965e-07	3.4496793034926765e-06	-0.0021411527377461	0.0003748677371806	1.4052582037890344e-07	4.584535046357618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2391.228848460814	-2.068335304080392	5717975.40571123	4.278010930105329	3072.897423761541	-19.40951723040962	9442698.576960316	376.7293591175679	2704.162770630377	3.796896992424536	14.416426771082484	7312496.290063357	2780.582255292732	2061.7096725362817	0.885868	23.013288	0.1161748430747143	0.0570265079734919	-0.0428350956	-0.068807233	0.0350830133	-0.0903818609	0.0142670311	0.0319702976	0.1366889932	-0.0132549939	-0.0065742477	-0.00594638	-0.0979264725	-0.0010637678	0.0174468813	0.0083688692	0.0982066994	-0.0130166717	-0.0931162984	0.1234554032	-0.0233536925	0.0543643444	-0.0104855356	-0.1047273704	-0.0005415202	-0.0899419234	-0.107021971	-0.0557807924	0.0204979374	0.0898064064	-0.0786347752	0.0374287001	-0.0358096438	0.0597397763	-0.069919749	0.0923071822	0.0140385437	0.0520974997	0.0779429256	-0.0166188817	-0.0621398996	0.110474467	-0.0877134318	0.02618067	-0.0312418307	0.044003474	-0.0409133972	0.0826881168	-0.0107699063	0.0531361657	-0.0254708152	0.0026388959	0.1074649982	0.0470101492	-0.0611038822	-0.0200228105	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.1079110918026486	0.0163977988672884	0.000268887807692	0.0116448037340396	-0.1188211568488668	-0.0223508411513648	0.014118467314903	0.0004995601001735	-0.0974355977273191	-0.0477905900332161	0.0094936957044799	0.0022839404957229	0.0002410265548763	0.0004010155706957	1.6081348794039797e-07	5.809380015553805e-08	-0.0017632723659017	9.405886559489996e-05	8.847070196999454e-09	3.1091294363525784e-06	-0.0022387905619124	-9.763782416630012e-05	9.53314470792934e-09	5.01218318010804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2390.0480876018246	-1.180760858989288	5712329.861049139	1.394196206121121	3076.9172722093986	4.019848447857385	9467419.900020529	16.159181543741425	2700.747615428106	-3.415155202270853	11.66328505559767	7294037.682240602	2768.830898470281	2035.722510836772	0.931942	24.210203	0.187817250214032	0.0913070935514001	-0.0102777696	-0.0670578477	0.0520852542	0.0105955283	0.0302352482	0.023836994	0.0287690473	-0.0373542354	0.0296918606	-0.0338779885	-0.0118690839	0.0092091656	-0.0117883104	0.0035517466	0.0167729397	0.0266483627	0.0423296554	0.1062595467	0.0524768276	-0.0198153553	-0.0396927339	-0.0060341609	-0.0174189439	-0.0285985707	0.0009542685	-0.0257903077	0.0199598982	0.0451818223	-0.0474138165	-0.075592363	-0.0263587996	0.0220845472	-0.051815948	0.0793120627	0.0484475945	0.0391466618	0.0410668574	-0.0291485391	0.0067297105	-0.0130551232	-0.0583256677	-0.0290698857	0.008121199	-0.0166434485	-0.0438400425	0.0372931675	-0.0190634731	0.0082889222	-0.0485962603	0.0973939834	0.0277427512	0.0813065037	0.0237416632	0.0006144646	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.1015993101518688	0.0063117816507798	3.983858760712067e-05	0.0103224198233356	-0.0773690503177846	0.0414521065310821	0.0059859699470758	0.0017182771358641	-0.0319369355096341	0.065498662217685	0.0010199678497465	0.0042900747523063	-0.0004467066499243	-0.0006877332048005	4.729769609853039e-07	1.995468310865911e-07	-0.0013149227193005	0.0004483496466011	2.0101740560742085e-07	1.7290217577326218e-06	-0.0025938017068003	-0.0003550111448879	1.260329129946175e-07	6.7278072942001486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2380.965993574588	-9.082094027236508	5668999.062558626	82.48443191956505	3061.195448996804	-15.7218232125947	9370917.576958744	247.17572512808152	2697.528046519168	-3.219568908938072	10.365623959400688	7276657.561757519	2766.105380826594	2003.6914377023047	0.671085	17.433615	0.0827901190669951	0.0403400718472289	0.0028747629	-0.0819525841	0.0337518491	0.0008674857	0.0442194556	0.0241666269	0.0940950758	-0.05176305	-0.0474672198	-0.0421119156	-0.0457807033	0.0054383087	0.0831478702	0.0280241119	0.0459165878	-0.0231201788	-0.1226180218	0.0999048476	-0.1144056742	0.0781170987	-0.0503723765	-0.0452582491	-0.0206309731	-0.0036464899	-0.0567260597	0.0203608705	0.0381395716	-0.0276595898	-0.0527636156	0.0592946206	-0.0275389317	0.0259685213	-0.0683611828	0.0788216289	0.0638068655	0.029030068	0.0808407363	-0.0057544534	0.0267763209	0.0224381888	-0.014279437	-0.0446005018	0.0041425718	0.0090602158	-0.061190597	0.0651816132	0.0052490617	0.0685634105	-0.0674056885	0.0756754257	0.0019828215	0.0476689145	-0.0339540738	0.0663197383	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.1044540594543406	-0.0028547493024718	8.149593579963235e-06	0.0109106505364909	-0.0712373389709597	0.0061317113468249	0.0050747584636634	3.759788404078123e-05	-0.0073703435845757	0.0245665919250583	5.432196455469618e-05	0.0006035174388123	-0.0009851624442666	-0.0005384557943423	2.899346424607973e-07	9.705450415933418e-07	-0.0017037544382527	-0.0003888317189521	1.511901056633226e-07	2.9027791858657733e-06	-0.002536347890242	5.745381655829999e-05	3.3009410371147862e-09	6.433060620335044e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2390.349029913027	9.38303633843907	5713768.48480615	88.04137092846806	3078.73407500296	17.538626006155937	9478603.504584333	307.6034021838093	2706.3762674061395	8.848220886971376	78.29101286463653	7324472.500779188	2776.397812553074	1995.1983220435136	0.7794569999999998	20.24893	0.0955497476771913	0.0400861260401885	0.0119471129	-0.095103832	0.0444260375	0.0274536254	0.0379222303	-0.0491598402	-0.0222999357	-0.0167772105	-0.1059989909	0.0116139683	0.0136689226	-0.038566447	0.0166771424	0.0020584693	-0.0301659952	-0.0133193921	-0.0036381278	0.0158198177	0.0437357766	-0.01354205	-0.0019892618	0.0121924656	0.023784857	0.1004482732	0.0320679371	0.05150521	0.0334169786	0.014362583	-0.0200008637	0.0182392047	-0.0213451363	-0.0227419008	-0.0596150501	0.0725168923	0.0146824126	0.0345943787	0.1193615154	0.0026839807	0.0057242099	-0.0647421836	0.0430119467	0.0198336455	-0.0074530041	-0.0450782948	-0.0222141607	-0.0295486744	0.0139254779	0.096231986	-0.0661431	0.0179200123	-0.1075130138	0.0131113142	-0.0248943272	0.0353573177	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0936007662408116	0.010853293213529	0.0001177939735788	0.008761103440867	-0.0557780338643851	0.0154593051065745	0.0031111890617764	0.0002389901143781	-0.0251628835478285	-0.0177925399632528	0.0006331707084415	0.0003165744783439	-0.0014371585951939	-0.0004519961509273	2.043005204530946e-07	2.0654248277397043e-06	-0.0016210370067943	8.271743145839999e-05	6.8421734670751e-09	2.6277609773966235e-06	-0.002042169284751	0.0004941786054909	2.4421249412502924e-07	4.170455387580411e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2384.00036881919	-6.348661093837109	5683457.758530034	40.30549768440099	3062.5472086588543	-16.18686634410551	9379195.40526414	262.0146420419357	2708.427625895512	2.051358489372433	4.208071651920349	7335580.204713999	2776.81928145855	1983.8714284833693	0.690362	17.934393	0.0648974513180727	0.0324311618204834	0.0178909124	-0.1023629684	0.0351848644	0.0209477867	0.0381289885	-0.0426137717	0.0220403851	-0.033207056	0.0086966834	0.0230270646	0.022974774	-0.0564682654	-0.0366081091	0.0483962943	-0.0061906355	-0.0945524507	-0.060501625	0.0874202926	-0.0555284688	-0.0222255259	0.0067208044	0.0095383171	0.0560285072	0.0412682724	-0.0164720104	-0.0501271751	-0.0066091677	0.0684032501	0.0484354611	0.0714129749	-0.0188158773	-0.0154067945	-0.0700564754	0.0683569145	0.0519011753	0.0058470594	0.0965775463	-0.0358561375	0.039370695	-0.0520874621	0.0162421979	-0.0287056475	0.0294272826	-0.0047621181	-0.0297685178	0.0083344224	-0.0018666606	0.038799833	-0.0272898792	0.0235151956	0.0067370121	-0.0257188872	0.0135351166	-0.002369574	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0889478555346272	0.0046529107061843	2.16495780397254e-05	0.0079117210042089	-0.0576068258167481	-0.0018287919523629	0.0033185463806811	3.344480005027664e-06	-0.0140955480924631	0.0110673354553653	0.0001986844760269	0.0001224859140815	-0.0009191524594733	0.0005180061357206	2.6833035664418866e-07	8.448412437558164e-07	-0.0018211703534323	-0.0002001333466379	4.0053356436525823e-08	3.316661456220728e-06	-0.0018133405030264	0.0002288287817246	5.2362611345564695e-08	3.2882037799160373e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
