global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52
4236.663213220352	n/a	17949315.1822546	n/a	5968.410158993153	n/a	35621919.82597268	n/a	4817.889727875881	n/a	n/a	23212061.429971933	4938.688809736462	3753.126120856277	n/a	n/a	n/a	n/a	-0.0400467573	-0.0084814557	-0.0432490118	-0.0501253612	0.002404963	-0.1234528017	-0.0223492913	0.0170955315	0.0445981548	-0.0005831887	-0.0568865519	-0.0126259574	0.0313781375	-0.0233813179	0.0127525233	-0.1232681816	0.0797142315	-0.0730638539	0.0281490223	-0.0080235953	-0.0408178953	-0.0457636845	0.0118910614	-0.0612933856	0.0340171402	-0.0244318563	0.0320894597	-0.0919460844	0.0618549052	-0.0295409434	-0.0345769405	-0.0238104568	0.0189172376	-0.030827744	0.0623249888	-0.0397661302	0.0352299942	-0.0037413298	0.0903788791	-0.0106698817	0.0331050265	-0.0427220594	-0.103025313	0.0679228111	-0.0676149514	0.1508790945	-0.0421559656	6.4611e-05	-0.0033076889	0.1940955548	-0.0011334114	0.0238855907	-0.065458614	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0878479683161117	n/a	n/a	0.0077172655372685	0.0599173402442403	n/a	n/a	0.003590087661944	0.1263697952769078	n/a	0.0159693251583275	n/a	0.0035410339632212	n/a	1.253892152868604e-05	n/a	-0.000964096144191	n/a	9.294813752439534e-07	n/a	-0.0020283016998718	n/a	4.114007785702834e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4236.56338978543	-0.0998234349217455	17948469.355670217	0.0099647181595759	5967.411072463132	-0.9990865300214864	35609994.90775558	0.9981738944703744	4817.935204760372	0.0454768844901991	0.0020681470229349	23212499.637269363	4938.547671918465	3754.5394262504815	0.034223	1.220212	0.059663496414578	0.0330370066762465	-0.0406938443	-0.008386655	-0.0434699352	-0.050417739	0.0019419605	-0.1229953905	-0.0222039071	0.0174583394	0.0449815259	-0.001029899	-0.0569635436	-0.0133143696	0.0313406335	-0.0227709706	0.0127023005	-0.1230360238	0.079991208	-0.0726463185	0.0287407834	-0.0086925188	-0.0401317386	-0.0462558615	0.012211265	-0.0611717673	0.0329920232	-0.0243743419	0.0336107603	-0.0906761667	0.0617759972	-0.0291392757	-0.0348389831	-0.0245406719	0.0191949438	-0.0317415342	0.0627630432	-0.039997568	0.0355965574	-0.0025803129	0.0907967586	-0.0103330225	0.0323338641	-0.0428423759	-0.1044450545	0.0701432814	-0.0674521065	0.150064656	-0.0432983309	0.0003481313	-0.0019544193	0.1938742093	-0.0031725062	0.0221646934	-0.0674282594	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0750089419354083	-0.0128390263807034	0.0001648405984043	0.0056263413702694	0.0668549135008049	0.0069375732565645	4.8129922690200326e-05	0.0044695794592001	0.1191873805474728	-0.007182414729435	0.014205631681768	5.1587081345605e-05	0.0034520896453837	-8.894431783750033e-05	1.191692291976536e-05	7.91109167557828e-09	-0.000418968466975	0.0005451276772159	1.7553457631938165e-07	2.971641844669114e-07	-0.0020082840539678	2.00176459040002e-05	4.03320484142134e-06	4.0070614753793606e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4222.288054615428	-14.275335170002108	17827716.416148137	203.78519421589917	5827.452804051089	-139.95826841204325	33959206.1834429	19588.316896897544	4815.929218283962	-2.0059864764098165	4.023981743539071	23193174.23552117	4925.839447656811	3645.2392061032615	0.7562	26.962103	0.0978344676382475	0.0453370395336846	-0.0420304461	0.0113395238	-0.0388632082	0.0022416668	-0.0621389002	0.0447015961	-0.0269631064	-0.0036650408	-0.0716727529	0.0284826249	-0.0508248428	-0.004804819	0.0391905423	0.0529164302	-0.0630273151	0.0855930326	0.0021158838	-0.0671377097	0.0392839185	0.0270235593	-0.0266998618	-0.0438382486	0.0489455795	0.0090040919	0.0276826692	0.0588572048	-0.048754197	0.0928077817	-0.0017753579	-0.0193150918	-0.041761937	-0.0152661505	0.0047708694	-0.0078740871	0.0551796523	-0.0139092034	0.0257666662	0.0020128194	0.086980065	-0.001581573	0.0030315949	-0.0024823545	-0.1073384631	0.0182292515	-0.0674372304	-0.0519698734	-0.1490363087	0.0209549542	0.0087575197	0.0552494548	0.0613581925	0.0092984193	-0.0568813568	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0623163258440655	-0.0126926160913428	0.0001611025032422	0.0038833244667037	0.0331513488165029	-0.033703564684302	0.0011359302724289	0.0010990119283534	0.1070020909020001	-0.0121852896454727	0.0114494474573998	0.000148481283744	0.0033327401937279	-0.0001193494516557	1.110715719888948e-05	1.4244291610540124e-08	-0.0008579714200642	-0.0004390029530892	7.361149576469799e-07	1.9272359282103838e-07	-0.0017815765143702	0.0002267075395975	3.174014876555472e-06	5.139630851039724e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4253.360542423475	31.07248780804639	18091075.903844915	965.4994985811916	5878.004317037176	50.5515129860878	34550934.751107685	2555.455465182604	4828.658774022167	12.729555738204908	162.0415892920655	23315945.55594125	4925.118772573806	3754.765473801076	1.014535	36.172947	0.2313873557474895	0.1179400296987724	-0.0472011842	-0.0720736178	0.0647804162	-0.0904925108	0.0154621127	0.0605049878	0.0797388093	-0.0966081737	-0.0821335719	-0.0531781594	0.0078026411	-0.0903462321	0.0301763606	-0.0048330794	0.0415163908	0.0088496576	0.1079148572	0.0434629901	0.0844910884	-0.041428669	0.0749156672	-0.0810833294	0.0365805561	0.0142220289	-0.0331681444	-0.0509493975	-0.0770551044	-0.0485271328	0.0602996626	-0.0269846448	-0.0254393124	0.0540079686	0.0899800726	-0.0697924648	0.027985451	-0.013503895	-0.1033780366	-0.0069199444	-0.0069862348	0.0245074257	0.0362230582	-0.0217002614	3.16525e-05	0.0593082345	-0.026615991	0.0915554054	-0.0710409075	-0.0364373288	0.0685902298	-0.0216420896	0.0123426448	0.0732916266	0.0741045861	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0256032646015711	-0.0367130612424944	0.0013478488657951	0.000655527158258	0.0509272645788172	0.0177759157623143	0.0003159831811888	0.0025935862774808	0.1361846869167209	0.0291825960147208	0.0185462689506052	0.0008516239101583	0.0013749630477017	-0.0019577771460261	1.890523382545147e-06	3.832891353502492e-06	-0.0010786923017689	-0.0002207208817047	1.1635770818954876e-06	4.8717707620500175e-08	-0.0010057588875419	0.0007758176268283	1.0115509398695204e-06	6.018929900974954e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4237.28931449446	-16.07122792901464	17954620.734728932	258.2843671463402	5942.5578352681705	64.55351823099409	35313993.625507124	4167.156715999286	4822.25239083048	-6.406383191686473	41.04174559872296	23254118.12087028	4934.492067970993	3621.5571595428814	1.165939	41.571228	0.3088679004930933	0.1769740677361833	0.0668309147	-0.0092891757	-0.0327074073	-0.0406598191	-0.0468262493	-0.0663619359	0.0709067426	0.0980934747	-0.0359078549	0.0695883898	0.0133548183	-0.0260129178	-0.0202576285	0.0577012885	-0.0939872078	0.0086919045	-0.0137583092	-0.0037031731	0.0321032694	0.0743167968	0.0163231139	-0.0070161314	0.0342136446	0.0609442501	0.0351835419	0.1032448231	-0.0097269416	0.0203821097	0.0137613388	0.0761663952	-0.0426214746	-0.0202265337	0.0038672422	-0.0264125772	-0.0211662526	0.0692182742	0.0121765925	0.0336229881	-0.0352244185	-0.0172687274	-0.0074120721	0.0350588316	-0.1291507199	-0.074727048	-0.0444888832	-0.0059800118	-0.0789331914	0.0015552463	-0.0299024902	-0.0207640187	0.0518848621	0.108654285	0.0078110063	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0251227758952268	-0.0004804887063443	2.308693969244191e-07	0.0006311538686817	-0.0128182840933561	-0.0637455486721733	0.0040634949755164	0.0001643084070979	0.0721537039087252	-0.0640309830079956	0.0052061569877479	0.0040999667849702	-0.0015166991005798	-0.0028916621482814	2.300376161699574e-06	8.361709979803977e-06	-0.0009426808456869	0.000136011456082	8.886471768249689e-07	1.8499116185545842e-08	-0.0004212148897738	0.0005845439977681	1.774219833671545e-07	3.416916853267125e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4256.252081944011	18.962767449550483	18115681.785052724	359.5865493457313	5923.52152003599	-19.03631523218064	35088107.198329486	362.3812976189527	4828.068763451566	5.816372621085975	33.83019046731854	23310247.98461673	4922.31634035131	3711.816356564684	0.814859	29.053568	0.1704123154823785	0.0963294775525225	0.0278363711	-0.0325076846	0.0590465254	-0.0749919687	-0.0064588407	-0.0339559073	0.1605897	-0.0645165524	7.30638e-05	-0.0021374829	0.0320365833	-0.0823316462	0.0022354927	0.0064436931	0.1179598238	0.0537446552	0.0608010139	-0.011008131	-0.0132230571	0.0123261215	0.0885015391	-0.0594750488	0.0230820842	0.0094695573	-0.001483896	-0.1387113319	-0.0096344866	0.0189159305	-0.0063030838	0.0447246106	-0.020523888	0.022260289	0.0163007335	-0.0923638095	-0.0373420084	0.0380261259	-0.0677995683	0.0391312247	-0.0756429465	0.0186700384	0.0168738773	-0.0184230666	0.0348358785	0.0265078502	-0.0585266154	0.0282902749	-0.0846994975	0.0128732685	0.0624710701	0.0591700902	0.0467636839	0.0949099856	0.0787574379	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0251423563863681	1.958049114129945e-05	3.833956333345063e-10	0.0006321380846591	0.0326096229154302	0.0454279070087863	0.0020636947351989	0.0010633875066865	0.1502182059043662	0.0780645019956409	0.0225655093851265	0.0060940664718274	-0.0014584122382467	5.828686233309995e-05	2.126966256667749e-06	3.3973583206377462e-09	-0.0012601040274018	-0.0003174231817149	1.5878621598742362e-06	1.0075747629001045e-07	0.0001410815859144	0.0005622964756882	1.9904013884122225e-08	3.161773265713705e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4281.416247062007	25.164165117996163	18330525.08060652	633.2352060857748	5945.620657588659	22.099137552669163	35350405.003945	488.3718805717924	4849.721986849241	21.653223397674992	468.8620835096197	23519803.34972895	4946.018042921079	3761.096746278522	0.8529	30.409887	0.2293875783698238	0.1563348189271254	0.0222964548	-0.0488168368	0.0749720029	-0.0794032458	-0.0316036815	-0.065923182	0.1270509497	0.059212586	-0.0474423921	-0.0177240356	0.1012992877	0.0070294617	-0.0238112337	0.0747642468	0.0093073632	-0.0791538521	0.0519095539	0.1554974731	0.0425803385	0.0102139339	0.0794309772	0.051227055	0.0702865284	0.0718812213	0.021320557	0.0286159054	0.0045063278	-0.0920520602	0.0400633325	0.0486937527	-0.0414604817	-0.0010622762	0.0667789848	-0.0401618203	-0.0763781213	0.0477331993	-0.0062957285	0.0190827895	-0.0783506476	0.0476303713	-0.032168147	0.0275124797	-0.1486275663	-0.091768343	-0.0970693759	0.1623182569	0.0086359511	0.0312975386	0.0592373578	-0.0146592108	0.1729273454	0.0527693966	-0.0527246765	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0251672448250985	2.488843873039992e-05	6.194343824368706e-10	0.0006333902120864	-0.0083377712752934	-0.0409473941907236	0.0016766890910105	6.951842983910773e-05	0.0022960466782464	-0.1479221592261198	5.271830348686328e-06	0.0218809651901175	-0.001457819076863	5.931613836999278e-07	2.12523646086569e-06	3.5184042711281294e-13	-0.0015061935148221	-0.0002460894874203	2.2686189040921514e-06	6.056003581878599e-08	-0.0004220984955666	-0.000563180081481	1.7816713995958707e-07	3.171718041769459e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4255.760665494086	-25.655581567920308	18111498.84196667	658.2088655882122	5988.36898563685	42.74832804819107	35860563.10813732	1827.4195509157596	4842.676400339785	-7.0455865094563705	49.6402892622336	23451514.71840789	4960.941467767128	3752.849851610757	1.044671	37.247448	0.1102096264691523	0.0544308743474855	0.0324542279	-0.0947079174	-0.0292630883	-0.0222246166	-0.0099762309	-0.1260261128	-0.0061594787	0.0762501523	0.0876000466	-0.0059224911	0.0698745837	0.0440182181	-0.0139991291	0.0872894564	0.0656906625	0.1048916032	0.0509113037	0.0427657149	-0.0264400433	0.002102513	0.0226348328	0.0892521576	0.0612025388	0.0465138724	0.0505471421	-0.0973379478	-0.0271162803	0.0648908408	-0.0411289765	0.0351675137	-0.0494920743	0.0132297054	0.0402464286	-0.0158259591	-0.0122692063	0.0815588025	-0.0419955543	-0.0007405159	-0.0470771614	0.0560822007	-0.0056931977	0.0124939227	0.0690925771	-0.002924152	-0.0950672817	0.0138654659	-0.1575001484	0.045549678	0.0526951085	-0.0366602415	0.0115744147	-0.0821732784	0.0650083729	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0077920532366277	-0.0173751915884707	0.000301897282736	6.071609364244022e-05	-0.008480022467566	-0.0001422511922726	2.0235401702976245e-08	7.191078105042415e-05	0.0133517859343754	0.011055739256129	0.0001782701876373	0.0001222293704995	-0.0006964086205815	0.0007614104562815	4.849849668202275e-07	5.797458829348022e-07	-0.0012090529287562	0.0002971405860659	1.461808984533945e-06	8.829252788758654e-08	0.0001520793507316	0.0005741778462982	2.3128128918945004e-08	3.2968019917963934e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4232.992110926149	-22.768554567937827	17918222.21116301	518.4070771131625	5975.282426812675	-13.086558824174972	35704000.080176376	171.25802185859183	4833.778493488171	-8.897906851613698	79.17274633999399	23365414.52410877	4964.079961400193	3821.681620246877	1.212922	43.246395	0.4476962728226367	0.2567478802639312	0.1584457797	-0.0602356203	-0.0143216285	-0.012447828	-0.0271775524	-0.0889351931	-0.0770407871	0.0301633458	0.0839718741	0.086863724	0.0334066281	0.097348999	-0.0640867033	-0.004466084	0.00508654	-0.1188549569	0.0107296459	0.1261331448	-0.0018319675	0.0746872385	-0.0738216069	0.1303456166	-0.0443266804	0.0371070623	0.0296040454	0.022251086	0.0333981207	-0.1513003784	-0.0004863981	0.1422942139	0.0231669755	-0.0323379177	0.0354687413	-0.0139694427	-0.0227915775	0.0524252846	0.021071431	0.0495226093	-0.0959312109	-0.0704732381	0.0353570837	-0.0076791706	-0.0179557195	0.0002045812	0.0014476857	0.0656828343	0.095918095	0.0011508338	0.0833177313	-0.2212692006	-0.0746947826	-0.060916229	0.0197134746	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0053543487344427	-0.002437704502185	5.9424032399730186e-06	2.8669050370028145e-05	-0.0669872840795875	-0.0585072616120214	0.0034230996613375	0.0044872962283593	0.0901146217817157	0.0767628358473403	0.0081206450588616	0.0058925329673257	-0.0049810968326569	-0.0042846882120754	2.48113256563046e-05	1.835855307469789e-05	0.0002489838955748	0.001458036824331	6.199298025560292e-08	2.1258713811052274e-06	0.000609123731547	0.0004570443808154	3.7103172033374173e-07	2.088895660349324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4227.443266173787	-5.548844752361219	17871276.568718098	30.78967808580664	5872.788524841994	-102.49390197068078	34489645.05751581	10504.999941175522	4831.534629043943	-2.2438644442281657	5.034927644071375	23343726.871650796	4938.77627009209	3836.519002728407	0.974684	34.75206	0.2994652628723916	0.1518987600118576	0.1028138664	-0.077830082	-0.0052930182	-0.0755357091	0.0089380879	0.0934432628	-0.0792752915	0.0185003867	0.0988634694	0.0164733875	0.056771072	-0.0070653963	0.0060816806	0.027883283	-0.0214560334	0.1280971076	0.0283754343	0.0457706623	-0.0570050229	0.0085522758	0.0352957508	0.0421401862	0.0092240731	-0.0251492494	0.0044241139	-0.0063136119	-0.0649360008	0.0925670305	-0.0839418747	0.0812112482	-0.0024854977	0.0164700695	0.0225297111	-0.059894337	-0.0364143751	0.0740657381	-0.0458611998	0.0619075877	-0.0787356648	-0.0061536778	-0.0374384744	0.0064392479	0.0508505201	-0.0744394123	0.0300538988	-0.0645115073	-0.0605804386	0.0969708267	0.0168505682	-0.1140140343	0.0324568456	0.0440069996	0.0525715322	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0255132748355038	0.0201589261010611	0.000406382301548	0.0006509271928319	0.0113685281621656	0.0783558122417531	0.0061396333120648	0.0001292434325739	0.1255338850236782	0.0354192632419625	0.015758756289138	0.0012545242086034	-0.0029941583288282	0.0019869385038287	8.96498409809128e-06	3.947924617997032e-06	-0.0009016736779676	-0.0011506575735424	8.130154215396192e-07	1.3240128515504836e-06	0.0007821528799282	0.0001730291483812	6.117631275799773e-07	2.993908618952333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
