global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
3650.358365278463	n/a	13325116.194958454	n/a	4532.7336480169015	n/a	20545674.32386461	n/a	4103.279825510072	n/a	n/a	16836905.32643797	4153.134850111323	3414.3625692427568	n/a	n/a	n/a	n/a	-0.003355347	-0.0108331435	-0.0730892481	0.0111034817	-0.0211822749	-0.0400335318	0.0559404267	-0.1190859277	0.0028697768	-0.0130727968	-0.0305741659	0.1036644852	0.0653985354	0.0051890637	-0.0328300177	0.0604206535	-0.0695337793	0.030481265	-0.0294831861	0.0218763172	-0.0575707011	0.04685331	-0.0071202801	-0.043843568	-0.1054784551	0.0500428532	-0.0277761277	0.0399772143	-0.1001871806	0.0859055521	-0.0294584126	0.0240199716	-0.0495504695	0.0222803834	-0.0007498003	0.022165403	-0.0041386993	0.0163755875	-0.0400138139	0.0732214789	-0.0893833535	0.0203039366	-0.0082936441	0.0225576532	-0.0173757406	0.0560158288	0.0249164852	-0.0599579708	0.0191105898	-0.0680872653	0.0120876038	-0.0693080149	0.0169421082	-0.0765474986	0.0208363773	-0.0316897837	0.1016164136	-0.1148699585	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0068498252836945	n/a	4.692010641714043e-05	n/a	0.0002091649684246	n/a	4.374998401606391e-08	n/a	0.0001244459554001	n/a	1.548679581544368e-08	n/a	0.0011490002569927	n/a	n/a	1.3202015905692906e-06	0.0005320001450859	n/a	n/a	2.830241543714187e-07	-8.05633780260359e-07	n/a	n/a	6.490457878965964e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3655.7240552502017	5.365689971738448	13364318.36813498	28.790628872814544	4543.205935034422	10.472287017520102	20640720.168131992	109.66879537732008	4100.604622580789	-2.675202929283841	7.156710712848846	16814958.27073093	4146.553020758786	3449.210558889992	1.036756	26.763384	0.0360315441542748	0.0222990239998953	0.0004900714	-0.0315524322	0.0908821891	0.0555953965	0.0086957143	-0.0115162668	-0.0783290403	0.028804069	-0.0120171919	-0.0068769963	0.0840710684	-0.0838342137	0.0317858187	-0.0061890905	-0.0144508672	0.0178301708	0.1352221707	0.002252514	0.0126832967	0.0149102233	0.1196224396	-0.1359246857	-0.0126459512	0.0894333138	0.072362847	0.0356487656	0.0046110075	0.0696827617	0.045042106	-0.0751167913	0.0155990213	-0.0346059011	0.0192590381	0.0049244193	-0.0027583949	0.0235596273	0.0040032529	0.0171976342	0.007935123	-0.0914084364	0.0577728516	0.0313072769	0.0063008	0.0246680921	-0.0465978167	-0.0077844465	-0.1267086504	-0.0778429049	0.0162381282	-0.03453561	-0.023112351	0.0227271296	-0.106243698	-0.0725841615	-0.0181477229	0.1043012236	-0.0395942518	-0.0394939695	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0086180372387332	-0.0017682119550387	7.427056584819216e-05	3.126573517941783e-06	-6.080886544168607e-05	-0.0002699738338662	3.697718116305083e-09	7.288587097246104e-08	-0.0119184670985745	-0.0120429130539746	0.0001420498579798	0.0001450317548255	0.000864000427501	-0.0002849998294917	8.122490281029808e-08	7.464967387219107e-07	0.0006859999400088	0.0001539997949229	2.3715936836295258e-08	4.705959176920773e-07	-7.963519669549951e-07	9.2818133053639e-09	8.615205823563034e-17	6.341764552730896e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3660.547103348154	4.823048097952324	13399605.095830562	23.261792955161525	4524.255400704866	-18.95053432955592	20468886.930807143	359.1227513756775	4103.31715960542	2.712537024631274	7.357857109995486	16837211.712312292	4149.951416843922	3423.215898401597	0.928873	23.978447	0.0443134561499802	0.0194967529945991	-0.0033658057	-0.0444138174	0.0501233233	0.0325922547	0.0584653607	0.0610893259	-0.054771829	0.0513478693	0.0485857925	-0.0065286286	-0.1051669689	0.0441624318	0.0455695634	-0.0265482382	-0.0246987822	0.030768559	0.0383104487	-0.0581504032	0.0552165852	-0.0634074816	-0.0393207361	-0.0467052574	-0.0058441287	-0.1089845703	-0.0257408958	0.0394835707	0.0351061778	-0.0264065448	0.0547938163	-0.0646354724	0.1268146991	0.0427291985	0.0506277654	-0.0333921337	-0.0021791582	0.0199089372	-0.0038547578	0.0234632949	-0.0028627921	0.1086384436	0.0006385169	0.0055933914	0.0037852019	0.0208523407	-0.0054451993	-0.0889935627	-0.0156534705	-0.0442126145	0.0425669191	-0.0745012921	0.0282731438	0.0420936546	0.0399561442	-0.0703084636	0.0207030539	-0.0798880609	0.0791377727	-0.0533137828	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0001396734226943	0.0084783638160389	1.95086650071406e-08	7.188265299711771e-05	0.0106455304846093	0.0107063393500509	0.0001133273192987	0.0001146257022784	0.0002083302977808	0.0121267973963553	4.34015129734368e-08	0.0001470592150922	0.0007800010236707	-8.39994038303e-05	7.055899843845819e-09	6.084015969273399e-07	0.0008619998194492	0.0001759998794403	3.0975957563035335e-08	7.430436887304535e-07	-8.361804469567916e-07	-3.982848000179656e-08	1.5863078192535084e-15	6.991977398728599e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3654.1923942189487	-6.354709129205276	13353122.053967612	40.38232811680487	4529.009768646542	4.754367941676719	20511929.484495807	22.60401452484332	4103.017659084856	-0.2995005205639245	0.0897005618180617	16834753.910762172	4152.216309214973	3420.166185037219	0.944745	24.388176	0.0679340810411352	0.038435878810606	-0.0028594208	-0.0128747883	-0.0696565944	-0.0068297335	0.0077859971	0.0005306452	0.1182668549	-0.1357060453	-0.0268012837	0.004064067	0.1013849312	-0.0367667162	0.0576957784	-0.0021451031	-0.0333152726	0.0247028239	-0.1003510291	0.0666164693	0.060064505	0.0116387589	0.0311336772	-0.0579685956	0.0048159039	0.1046629307	0.010505926	0.0579236063	-0.022220673	-0.0107206761	-0.0951712029	0.1147265555	-0.006296201	0.0057160235	-0.0248860994	-0.0288984813	0.0020272704	0.0222314636	-0.0061179928	0.0296586771	-0.0299425999	-0.0962375008	-0.0221565602	0.0320551768	0.0063924592	0.0772188149	-0.0317627175	0.0543675398	0.0311324795	-0.0387670844	-0.006653724	-0.0616811018	-0.0139169186	-0.0413810403	-0.0682165223	-0.0026799804	-0.0192317361	0.1657963011	0.0218029	0.0387865351	0.1052126458	0.1046235507	0.1036441676	0.10227815	4.917333242815403e-06	0.0001445907559371	2.4180166220897445e-11	2.090648670246647e-08	0.0001295375141552	-0.010515992970454	1.6779967573508646e-08	0.0001105861081546	0.0253003417880322	0.0250920114902514	0.0006401072945912	0.0006296090406269	0.0009810007223915	0.0002009996987208	4.04008788858524e-08	9.62362417332645e-07	0.0004199999719696	-0.0004419998474796	1.9536386517198968e-07	1.763999764544648e-07	-2.060101575043858e-07	6.301702894524058e-07	3.9711459370852893e-13	4.2440184994981846e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3648.21028243544	-5.982111783508572	13309438.264867676	35.7856613903921	4560.603744657913	31.59397601137061	20799106.51578778	998.1793202070618	4097.650563642013	-5.367095442842583	28.80571349258162	16790740.14171571	4147.386504428077	3477.0285138131494	1.040826	26.86845	0.0477054087676053	0.0249031345714961	-0.0035866483	-0.0390416877	0.131977625	0.0600972145	-0.0261862758	-0.0643577724	-0.0720553441	0.0724573817	0.0543361671	-0.0255329493	-0.1053286798	-0.0329977532	0.0244053247	0.0121506131	0.0170423866	0.0261522504	0.0712253732	-0.0112825346	-0.133388806	-0.0293867062	0.012480261	-0.074757848	-0.0286168114	-0.1009693523	0.0483281163	0.0230231371	-0.0237400163	0.1046885294	0.0315636011	-0.0760387413	-0.0624871111	0.0297130585	-0.0550014387	-0.0056997556	0.0035600524	0.0229228603	-0.0110633268	0.0282595338	0.0134491381	0.088733014	0.0638717912	0.0378719528	0.0226827675	-0.0071476517	0.0114126064	-0.0420091787	-0.1123855993	-0.0379556784	-0.0105451975	0.0297010355	-0.0176619824	0.0831001856	0.0407772034	-0.0958552187	0.1123528643	-0.0743567651	-0.1124988928	-0.0268055905	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0160975009684705	-0.0161024183017133	0.0002591295374299	0.0002592878751633	0.0139821834385145	0.0138526459243593	0.0001955014537082	0.0001918957991056	0.0222803675128702	-0.0030199742751619	0.0004964147765085	9.120244622640242e-06	0.0011490002656631	0.0001679995432716	2.8223846539466224e-08	1.3202016104938746e-06	0.0005460001674029	0.0001260001954332	1.5876049249229782e-08	2.981161828039948e-07	-8.13676780018536e-07	-6.076666225141502e-07	3.6925872411775473e-13	6.620699023413332e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3626.8492806185136	-21.361001816926542	13154035.70432303	456.2923986227392	4541.2148189733525	-19.38892568456049	20622632.03206318	375.9304392014095	4090.985314739637	-6.665248902376334	44.42554293062892	16736160.845415369	4140.111745379758	3367.5697429568268	1.155485	29.828335	0.023564296744148	0.0144064543673003	0.0021500437	0.0101485066	-0.1172302871	0.030446503	-0.084356356	-0.0720377949	0.0020417539	-0.0033200788	0.0210934769	-0.0039909162	0.0861116958	0.0797047208	0.0015755144	0.0291194519	-0.001556558	-0.0135925811	-0.0670207471	0.0948915067	-0.115827772	0.0874483484	-0.0084279928	0.0465682516	0.0006039214	0.0770093625	-0.0917936383	-0.0040052488	-0.0448463567	0.0457046406	-0.0560356925	0.0243080355	-0.1042328572	-0.0040938509	-0.1012960712	0.020971656	2.22321e-05	0.022913405	-0.0121888777	0.0209022245	-0.0439587168	-0.0593202057	-0.0935517055	0.0334958566	0.0055355464	0.0295800043	-0.0213452297	0.0650301054	-0.0040889238	-0.0814307935	0.0286045335	0.0503292888	0.0300349906	-0.0720843138	0.0098244611	0.0421961044	-0.0466138734	0.1102759964	0.0396730272	-0.0516913473	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0160935158686896	3.985099780900309e-06	0.0002590012530157	1.5881020263731686e-11	0.01148538590094	-0.0024967975375744	0.0001319140892935	6.233997943638082e-06	0.0317407106056535	0.0094603430927832	0.0010074727097518	8.949809143317265e-05	0.0009170003418147	-0.0002319999238484	5.3823964665663455e-08	8.408896268882766e-07	0.0005460000067776	-1.606252999532265e-10	2.5800486985063982e-20	2.981160074011393e-07	-7.503409735309225e-07	6.333580648761355e-08	4.011424383436429e-15	5.630115765593325e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3631.4989114408936	4.649630822380004	13187784.343796397	21.61906678442616	4477.605621640045	-63.60919733330775	20048952.10294253	4046.129985387685	4086.265108218863	-4.7202065207739	22.280349598756445	16697562.534646915	4127.443245691197	3387.1753711204688	1.089117	28.115078	0.0266201125076925	0.0171223815198525	-0.0003995149	-0.0211920379	0.0163754769	-0.0230949916	0.0943938295	0.1221645131	0.0324735771	0.1207696989	-0.0835628805	-0.0063923357	-0.0416592832	-0.1082452961	-0.0654763841	0.0121427152	0.0198092046	-0.0705467762	0.0591832218	-0.0194442491	0.1409317091	0.0181271722	0.0128560662	0.0642054205	-0.0092552084	-0.0302967648	0.1185743506	-0.0532181695	0.0326197275	-0.1458867675	0.0319816069	0.0051524099	0.07527139	-0.085465205	0.0848800906	0.0365940857	0.0020004727	0.0195662743	-0.0077065434	0.0261544945	0.0206896942	0.0226747285	0.1132488619	0.0374011356	0.0613646414	0.0548239801	-0.0342753361	-0.0534784422	0.0450890154	-0.0295619311	-0.0412159091	-0.003002761	-0.0504883455	-0.0309401154	-0.1253523279	-0.099842567	0.0803465237	-0.0271671667	-0.0410559798	-0.0513136548	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0162063920057846	-0.0001128761370949	0.0002626471418451	1.2741022325489209e-08	0.0136068898608385	0.0021215039598984	0.0001851474516849	4.500779051865014e-06	0.0256132599904219	-0.0061274506152315	0.0006560390873369	3.7545651042102086e-05	0.0009790010639382	6.200072212349998e-05	3.8440895438354604e-09	9.584430831921275e-07	0.0008489996756766	0.0003029996688989	9.180879935290361e-08	7.208004492989719e-07	-9.15585860379294e-07	-1.652448868483715e-07	2.730587262953109e-14	8.38297467726492e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3642.307981708877	10.809070267983316	13266407.433620192	116.83600005820092	4541.990488788869	64.38486714882401	20629677.600248545	4145.411117771718	4088.830447866897	2.565339648033841	6.580967509774394	16718534.43140341	4136.210006286777	3342.889990768745	1.043116	26.927567	0.0547178102862673	0.038446346771787	0.0044826545	-0.0035889636	-0.1377388622	0.0295454399	-0.0208962309	-0.0291429293	0.0343595596	-0.0300311693	0.0466400993	-0.0071475996	0.0142113602	0.0957051633	-0.0091685212	0.0522431852	0.0428500823	0.0165500207	0.0570919519	0.0121493192	-0.1274417911	0.0089123523	-0.0585397581	0.1274663368	-0.0014672556	0.0048213962	-0.09533576	-0.0125841372	-0.0669804312	0.0433793495	0.0327130536	0.026667987	-0.0435358042	-0.0242422835	0.0431000778	-0.052117356	0.0029311547	0.0182969759	-0.0056861441	0.0309619833	-0.0531717937	0.0203527946	-0.1089381001	0.0297796192	-0.0127996864	0.0155201038	0.0002347458	0.0644275063	-0.0269404758	-0.0944033201	0.026406908	0.027245922	0.0250724063	-0.0464605408	0.0982276701	-0.0106617378	-0.0257092852	0.0278054938	0.0835106409	-0.0742326368	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0159960802921403	0.0002103117136442	0.0002558745847125	4.423101689600105e-08	0.0135412247307016	-6.566513013690073e-05	0.0001833647672073	4.3119093158961085e-09	0.030313209142939	0.0046999491525171	0.0009188906485435	2.208952203624622e-05	0.0002880000451528	-0.0006910010187854	4.774824079624607e-07	8.294402600801484e-08	0.0005459999705124	-0.0003029997051642	9.180882132959215e-08	2.981159677995416e-07	-7.862401059762416e-08	8.369618497816698e-07	7.005051379899545e-13	6.181735042455317e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3645.5443745268094	3.236392817932483	13289993.786644066	10.474238471964956	4492.035006381498	-49.95548240737117	20178378.498556823	2495.55022255317	4093.68789017102	4.857442304123197	23.59474573788567	16758280.542132858	4134.745119258243	3414.0704728529654	1.04228	26.905998	0.1099638658603056	0.0734594853485895	-0.0136404428	-0.0243000307	0.015193036	-0.0245401077	0.0800021232	0.0793570665	-0.0305555848	0.0754000674	-0.0284113072	-0.0045778676	0.0398154176	-0.1271471724	-0.007930046	0.0204454319	0.0221985881	-0.0223238721	-0.0094870888	0.0385901306	0.1933001382	-0.0317852091	0.0351004277	-0.0161312676	-0.0078014445	0.0469351912	0.1170039771	0.0026814434	0.0219529011	-0.150789671	0.0079799407	0.0104701893	0.1095405117	-0.0309839197	0.0197911495	-0.0091022929	0.0099762673	0.01873943	-0.0175660692	0.0495135318	0.0299589726	-0.0612536709	0.0992200278	0.048958646	0.0100233074	0.0971656386	0.0064808631	-0.0520970004	0.0772112034	-0.0110367657	-0.0331530394	-0.0379899146	-0.0710557476	-0.0598802435	-0.1083133097	-0.0593510141	0.0381067728	0.070781664	-0.0470960786	0.0221465991	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0063669515639901	0.0223630318561304	4.053807221819599e-05	0.0005001051937983	0.0134683544943357	-7.28702363659e-05	0.000181396572785	5.310071348022134e-09	0.089733485668404	0.059420276525465	0.0080520984502016	0.0035307692623627	0.0008500003639035	0.0005620003187506	3.1584435827588825e-07	7.225006186360823e-07	0.0005459999705121	-2.9999874112673913e-16	8.999924467762821e-32	2.981159677992141e-07	-2.320501064852253e-07	-1.5342609588760113e-07	2.3539566899311377e-14	5.38472519198044e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3648.567499950861	3.0231254240516137	13312044.801697675	9.13928732954725	4571.75152467029	79.71651828879203	20900912.00332512	6354.723288087314	4096.8642986707455	3.176408499725312	10.089570957127208	16784297.081722938	4148.144510749642	3405.653609958132	1.04298	26.92407	0.1287162940788438	0.1000635274607392	0.0018398041	0.0039207171	-0.0755682824	0.053545765	-0.0404699628	-0.0987204094	0.0477332738	-0.0397736076	0.0077909566	-0.0098832057	-0.0626886071	0.0833225811	0.0303063825	0.0030587602	-0.0348295349	0.1078571111	-0.0073174255	-0.0562628766	-0.0753988943	-0.0192483609	-0.0928178851	-0.0367862662	-0.0078329925	-0.0737596249	-0.0754628551	0.0245035467	-0.0369972524	0.1018315869	-0.0352709396	0.0558338596	0.0031207833	0.0641681238	0.0427764873	0.011907481	0.0025543807	0.01680804	0.0013880063	0.013572539	-0.0268231105	0.0888739607	-0.0613484598	0.0080419737	-0.0230371265	-0.0253263782	0.0097384627	0.0835123663	-0.055303385	-0.0885732523	0.0399845136	0.0172034527	0.0472873549	-0.033560087	0.0847182885	-0.0480424781	0.0077009476	-0.0742935659	0.0490174996	-0.0666946024	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0159910822291635	-0.0223580337931536	0.0002557147108598	0.0004998816750957	0.0135747595934958	0.0001064050991601	0.0001842740980212	1.1322045127270854e-08	-0.0055653633202936	-0.0952988489886976	3.0973268886869404e-05	0.0090818706185705	0.0006310003035081	-0.0002190000603953	4.7961026453188835e-08	3.981613830273143e-07	0.0005460002471378	2.766256999939959e-10	7.652177789716821e-20	2.9811626987453864e-07	-1.7226317093388182e-07	5.978693555134348e-08	3.5744776626204974e-15	2.9674600060195786e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
