global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
4681.537198013327	n/a	n/a	21916790.53638247	5365.373227255685	n/a	28787229.86775209	n/a	5470.359136598667	n/a	29924829.08336851	n/a	5507.382995520462	4937.196178897249	n/a	n/a	n/a	n/a	-0.0807169766	-0.0318807048	-0.0545220305	-0.0244487486	0.1333448911	-0.0477473369	0.0361676064	0.0097603855	0.0591856434	0.0491705451	-0.0119583165	0.0788722155	-0.0589323711	-0.0346188451	0.0368291434	-0.0522283809	0.0665443916	-0.0539722248	0.1507899606	-0.0044206135	0.0339042997	-0.0783230635	0.1610375917	-0.0686785576	-0.0646895731	0.0896995875	-0.0285681018	0.0006604576	-0.0162275595	0.0112722528	-0.0346585976	0.0919315863	0.0022361197	-0.0504468094	-0.1123952978	0.0478679647	-0.0311574152	0.0968697763	-0.0917932168	0.1176129358	-0.0398538978	-0.0231492272	0.0508917615	-0.0723542179	0.0711387369	-0.1361199378	0.0806668132	-0.0301519666	0.1225567753	-0.0325724864	0.1141868418	0.0401940567	-0.0023662548	0.0467552202	-0.0418697079	0.0113835114	-0.0167995856	0.0165099294	-0.0092704391	0.0557244099	-0.0174562052	-0.0943325309	-0.0958837438	0.0260224335	-0.0066991661	0.0373611982	-0.1042052213	0.0883275897	-0.0770403323	0.0932097918	-0.0170002661	0.052178429	-0.0355180309	0.0815573486	-0.0083549394	0.0324007529	-0.0759459517	0.0706939762	0.0691760155	-0.0729690253	0.0711770576	-0.1380038643	0.0555861801	-0.1014972977	0.0297881477	-0.0876214829	0.1484265674	-0.1157777585	0.1002582016	-0.0064782645	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0324999200219622	n/a	0.0010562448014339	n/a	0.0509269139397616	n/a	0.0025935505634278	n/a	0.0166790487853418	n/a	0.0002781906683838	n/a	0.0035189457011868	n/a	1.238297884790106e-05	n/a	0.0004409617342264	n/a	n/a	1.9444725105195425e-07	0.0002612248670144	n/a	n/a	6.823843114669097e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4685.578018934595	4.040820921268278	16.328233717759414	21954641.371523045	5390.972360338484	25.59913308279829	29062582.989933483	655.3156145908179	5478.162681096716	7.803544498049632	30010266.360560764	60.89530673304069	5513.531176128759	4899.253721915276	1.14336	17.711432	0.0638420780579308	0.0304796032540181	0.0583089458	0.0234104937	-0.0542124292	0.0086771314	0.1291089093	-0.1189383922	-0.071348935	0.0734300969	0.043657532	0.0445485329	0.0088597107	-0.0023958296	0.030470239	-0.0477391587	-0.118428459	-0.0438457105	0.0017555481	-0.1093169873	0.0621731813	0.0529222963	-0.0866802004	0.0619709954	-0.0040522175	-0.1459442501	-0.0636101005	0.0063719542	-0.0390249283	-0.0336702602	0.0202723345	-0.0179233673	0.0642349636	0.0970296369	-0.0089712639	-0.0237513246	0.0323422811	-0.0880582263	-0.0667287812	0.1415065828	0.0826035609	-0.1279328658	-0.0763195941	0.1247797373	-0.0238229703	-0.0238951189	0.1059613647	-0.0493963862	0.1052249091	-0.0770295211	0.0073774422	0.0290275741	-0.0896228169	-0.0064791374	0.0421198638	0.0352841225	-0.0274082339	0.0074370366	0.0508867676	-0.0350311103	0.048329647	0.1303475767	0.0016054906	-0.0471725179	0.0288672365	-0.0941753711	0.0285653227	0.009703078	-0.1261906139	0.0732037443	-0.0049217309	0.0627481215	-0.0775183637	-0.0417034585	0.0600880962	-0.1001743005	-0.010883316	0.0436926099	0.0338227378	0.0726280185	-0.0379685039	0.000868276	-0.0748916995	-0.1153955819	0.0716538711	0.0330360555	0.0096694246	-0.1256689399	0.1569382861	0.0292837403	0.1356539877	-0.0273530584	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0262557996936436	0.0062441203283185	0.0006893670175527	3.898903867452154e-05	0.0404601500401184	-0.0104667638996431	0.0016370237412688	0.0001095531465308	-0.0021136791108773	-0.0187927278962191	4.467639383759055e-06	0.0003531666217813	0.0031559597139725	-0.0003629859872143	9.960081716217383e-06	1.3175882691394e-07	0.0002899967120757	-0.0001509650221507	2.279043791296135e-08	8.409809301471645e-08	0.0003140431763244	5.281830930999997e-05	2.789773798366829e-09	9.862311659591819e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4676.318228803217	-9.259790131378397	85.74371327717272	21867952.17703725	5354.992661067417	-35.97969927106624	28675946.4000859	1294.5387596363644	5478.012166856211	-0.1505142405057995	30008617.30022468	0.0226545365950376	5511.435366914797	4946.856416638803	0.9910540000000002	15.352099	0.034520636890974	0.0176127327188484	0.056545378	0.0811433462	-0.0082848723	0.0335657702	0.1037315244	0.0044768193	-0.0986207871	0.1260447841	-0.0605705121	0.0639075276	-0.1006281791	-0.0553939629	0.0572811169	-0.0562618519	-0.1428850275	-0.0198150168	-0.0620302072	0.0439342388	0.0951007052	0.077644474	0.0296026236	-0.0439391032	-0.0145817872	-0.0681256351	0.1206228313	0.0410373694	-0.0522254079	-0.0222301929	0.0494929784	-0.050431728	0.018589744	0.0525052519	0.0429340188	0.0769482183	-0.0190411506	-0.1492973772	-0.0453629103	0.0159013953	-0.1047458381	0.0767495428	-0.0757431357	0.1211659372	-0.0351133018	-0.0036122787	-0.0621171114	-0.0962420234	-0.0033119941	0.0884533785	0.0424004328	-0.0019306852	-0.019341979	0.1287550655	-0.0270812348	0.0745698282	-0.0675374238	0.0148430288	-0.0040495878	-0.0920383607	-0.0834897739	0.0477248972	-0.0195119669	-0.0081351899	0.0352795283	-0.1129531943	-0.0135123264	0.1631345637	-0.14290608	0.0450852764	0.0896138658	0.0604212724	-0.0329841782	-0.0159642539	-0.0098923325	0.0412045224	0.0435073622	-0.0182055518	-0.0332852234	0.0406589948	-0.0018778204	0.0030914523	0.0558398126	-0.1415644866	0.1220192331	-0.0576583879	0.0799862953	-0.0885803208	0.1205145237	-0.0125487428	-0.0384464204	0.064905924	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0139058661869171	0.0123499335067265	0.0001933731144084	0.0001525208576205	0.0356886853922873	-0.0047714646478311	0.0012736822650296	2.2766874885502005e-05	-0.0020809225638558	3.275654702150025e-05	4.330238716764196e-06	1.0729913727717566e-09	0.0032789927530003	0.0001230330390277	1.0751793474228484e-05	1.5137128692416135e-08	0.0001159326739612	-0.0001740640381144	3.02982893647261e-08	1.34403848917939e-08	0.0002638106096788	-5.023256664559995e-05	2.5233107518046404e-09	6.959603777910019e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4672.297087062483	-4.021141740733583	16.16958089906991	21830360.069772564	5380.344715118408	25.352054050990773	28948109.253502585	642.7266446043577	5474.264117332306	-3.748049523904229	29967567.62631205	14.047875233638711	5508.891054541287	4902.2156063153325	0.9306660000000002	14.416656	0.0332217997477783	0.0171246864588194	0.0255178483	0.094420533	0.0214440931	0.0117203214	0.1060255173	0.0346388594	-0.119910804	0.0132919583	-0.0637156065	0.1240667394	0.0306339123	0.0057186035	-0.0262161607	-0.0854304082	-0.1226453217	-0.0354191479	0.0224395073	-0.0261681411	0.0257069144	-0.0519302905	-0.1099138162	-0.0416432442	-0.0974072481	-0.0543462831	0.1956502942	0.0086958927	-0.0500756387	0.1052990111	-0.1059364187	-0.1601126787	-0.0313097037	-0.0614853119	0.0345845699	-0.0233534735	0.0362710299	0.0609431775	-0.0148905314	-0.0270778167	-0.0160604372	0.0291794419	-0.1087576743	0.0856542253	-0.0253722399	-0.0540864164	-0.0384248435	-0.048975586	-0.0597533066	-0.0859925923	-0.0719947473	0.0361848285	-0.0548817384	0.2181272246	-0.0195890375	0.009034295	-0.0911789693	-0.0204510315	0.0759468949	-0.0774941615	-0.0493482746	-0.0719721806	0.0534876834	0.0536276312	0.0638555882	0.0265632232	-0.0565978419	0.0165893815	-0.1142865954	0.0611642361	0.0728410376	0.0676263501	0.0125799678	0.0193276869	-0.0683300244	-0.1112341479	-0.0040807584	0.0809533094	-0.043731032	-0.0615087708	0.0939535643	0.0114826918	0.1005792293	-0.0373597681	0.0920325144	-0.0603417275	0.0596106595	-0.0970916679	0.1409529719	0.0047779486	-0.0568063511	0.0789238476	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0212702450849917	-0.0073643788980746	0.0004524233259756	5.4234076554406494e-05	0.0486552281378038	0.0129665427455165	0.0023673312251417	0.0001681312307713	-0.0021549190887881	-7.39965249323001e-05	4.643676279223336e-06	5.47548570205651e-09	0.0031559725016345	-0.0001230202513657	9.960162431073123e-06	1.5133982246104582e-08	0.0002379350411194	0.0001220023671582	1.4884577592204241e-08	5.661308379249057e-08	0.0002751256227399	1.1315013061099968e-05	1.2802952057286283e-10	7.569410828801779e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4678.123283995293	5.82619693280958	33.94457069987976	21884837.4602589	5355.364137922014	-24.980577196393824	28679925.0497412	624.0292370649911	5475.112179747542	0.8480624152352902	29976853.38081988	0.7192098601347139	5512.722083981655	4848.089818556964	1.348535	20.889721	0.1030803913685508	0.0624045482466254	-0.1120588819	-0.0060806515	0.0397261143	0.0473888873	0.0945151248	-0.0418827853	0.0310625183	0.0625919743	0.0200326848	0.088623982	0.0843404715	0.0226975904	0.0643276312	-0.0057589445	-0.0484865681	-0.0205414795	0.0655617139	0.157457751	0.1134479769	0.0734280884	-0.0293122649	0.0354461411	0.019178043	0.0007488375	-0.0457702122	-0.0050775102	0.0242550379	0.0157929701	0.0385640755	-0.0346355549	-0.0894086214	0.0135857241	0.0241365943	-0.0049072025	0.0022517719	-0.0492553772	0.1963354845	-0.0692735174	-0.0747310692	0.1519845938	-0.0084921777	0.0183501979	-0.0144693942	-0.0641619654	-0.1444931265	-0.0922035688	0.1264167726	0.0553915253	0.0069759879	-0.0045266887	-0.0433348357	-0.0656752418	0.0090818857	-0.0063356576	-0.0298336187	-0.0246655406	-0.0148663069	-0.1049128032	0.0345262924	0.0031292597	0.0063903535	0.1396030811	-0.05882637	-0.0232129258	-0.0067579388	0.0558558515	-0.1355805328	0.0160577061	-0.0668575395	0.0689900039	0.084571114	0.0246252985	0.0372675469	-0.0065013657	0.0373670916	-0.094867198	-0.0489507125	0.1711192822	0.0112461391	-0.0235662148	0.0092178465	-0.1108758628	0.0457121018	-0.0587866594	0.1430089494	0.0197662853	-0.0547349858	-0.1153667176	0.1405920313	-0.0596800533	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0110117535110276	0.0102584915739641	0.0001212587153876	0.000105236649373	0.0294558234688935	-0.0191994046689103	0.0008676455362306	0.0003686171396405	-0.0587839740566806	-0.0566290549678925	0.0034555556058964	0.0032068498665565	0.0031560054207006	3.291906610020448e-08	9.960370215491572e-06	1.0836649129096318e-15	0.0001739993512979	-6.393568982150001e-05	4.087772432951061e-09	3.0275774252090015e-08	-7.745715281776925e-07	-0.000275900194268	7.6120917197163e-08	5.999610522635259e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4683.755080023884	5.631796028591452	31.717126507658456	21937561.64964954	5382.222516741072	26.85837881905718	28968319.219714597	721.3725127879793	5467.532069394213	-7.580110353328564	29893906.92985417	57.45807296863889	5503.534881676804	4895.644828128314	1.368697	21.202044	0.0648129851625508	0.0429806147735601	0.0049592546	-0.0234414757	-0.0812646649	0.0575081782	0.0307256174	-0.0465342217	-0.0217278055	0.0333421621	0.0322061233	-0.0814557424	-0.0246640979	0.0506619375	-0.0161023823	0.1102285485	0.0393977509	0.0692794018	0.0128087009	-0.1314537798	0.0449136143	0.0634190553	0.1032921204	0.1544831556	-0.1823242279	0.0856708355	-0.0974692111	0.0226138884	0.2711276366	-0.087242864	0.0541240477	0.1568105011	-0.1107534225	-0.0694497788	-0.1004777896	-0.0832995563	-0.0760394004	0.0683789424	-0.0153951403	-0.1759519753	-0.0350574024	0.0122566996	0.1232897301	-0.0448770091	-0.0429077257	0.0200654352	0.1232863433	-0.0650207306	-0.0583170379	0.0632321711	0.03333148	0.108475992	-0.1991167947	-0.1303917059	0.1311697754	-0.0814208487	0.2286480643	0.0466337219	-0.1613385704	0.1303729478	0.0974549125	-0.1683766866	0.0061402397	-0.0707635199	-0.1048606156	0.04307547	0.0213222415	-0.0218575828	-0.088238531	0.0382619038	-0.0583924731	0.0077255313	-0.0947967591	0.0395047769	-0.111148329	0.0277963986	0.0114794142	0.0271096579	-0.0146175407	0.0180054502	0.0788527277	0.0301554148	-0.1566936705	-0.0416509389	0.0473528529	-0.0346038705	0.040260296	-0.0310766424	-0.0106746342	0.1255261537	0.122387965	0.027317644	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0001505378689614	0.0108612156420662	2.266164999143964e-08	0.0001179660052234	0.0302000337665475	0.000744210297654	0.0009120420395006	5.538489671342564e-07	-0.0198767175127514	0.0389072565439292	0.0003950838990817	0.0015137746117751	0.0028890036657335	-0.0002670017549671	8.346342180621599e-06	7.12899371555115e-08	0.0001929994330969	1.9000081799e-05	3.610031083686912e-10	3.7248781175724785e-08	-7.787883401057585e-07	-4.2168119280660415e-09	1.778150283668005e-17	6.065112786846826e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4674.583941014559	-9.171139009325088	84.10979072836436	21851735.021591205	5361.0962807791575	-21.126235961914062	28741353.331784114	446.317845918471	5466.756822692982	-0.775246701231481	29885430.158460263	0.6010074477702931	5500.145509682658	4919.078134486637	1.220639	18.908527	0.0970239154103736	0.0487240363627147	0.0710411735	0.0668475865	0.0010521805	0.0882026766	0.078611873	0.0179807903	-0.1149602381	0.0417372254	0.0910404302	0.0078265239	0.021953603	-0.0418684649	-0.007570807	-0.028161622	-0.0862824019	-0.1432464314	-0.0032084913	0.0531595843	-0.0039968343	0.1176248002	-0.0369812811	0.0672507458	-0.0320951439	0.0134285223	-0.0144806785	0.0054743005	-0.1456433723	0.040703408	-0.0570475565	-0.01508493	0.0335706083	0.0163832563	0.0299021681	-0.0063306414	-0.0832564573	-0.040469724	0.1353136822	-0.0110912747	-0.0430132363	-0.0584991409	-0.0492525119	0.1186568574	0.0856819746	-0.0370445956	-0.0503712194	0.0088932123	0.0703377904	0.0699781409	-0.0560395671	0.0802149336	-0.0593529679	0.0154061376	-0.0309473402	0.0310760099	-0.13222165	-0.0396037026	0.0686759312	0.0127537679	0.0124497718	0.0011963646	0.0024320924	-0.05132876	-0.0050339713	-0.0407603269	-0.0967776678	0.0114572964	-0.1644029231	0.0066175714	0.0517710544	0.0137335931	-0.0290514982	-0.0209278276	-0.009749328	-0.0697559152	0.0689588027	-0.082743518	-0.0477112484	0.0813626044	0.0526924629	-0.0315251601	-0.0093593577	-0.015910656	0.0601936582	0.0451357067	0.0270661462	0.0285252277	0.0049889501	0.0671174578	-0.0475831599	0.0433951556	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0138293596338172	-0.0136788217648558	0.0001912511878814	0.0001871101648746	0.0109866820729251	-0.0192133516936224	0.0001207071829715	0.0003691528833028	-0.0580150196491402	-0.0381383021363888	0.0033657425048901	0.0014545300898464	0.003252995738379	0.0003639920726455	1.0581981273911937e-05	1.324902289487672e-07	0.0002980822121145	0.0001050827790175	1.1042390446061752e-08	8.885300517907376e-08	5.001515630692643e-05	5.079394464703219e-05	2.5800248128057702e-09	2.501515860406282e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4661.190499757909	-13.393441256650476	179.3842686953471	21726696.875033382	5362.503099714007	1.4068189348490705	28756439.49444233	1.9791395154498728	5460.746506978979	-6.0103157140029	29819752.41348312	36.12389498199018	5494.30521046418	4934.962668904907	0.902899	13.98652	0.0752139126578346	0.042327953325544	0.0485184492	0.0798408646	0.0195767064	0.0487627665	0.087015332	0.1567424465	-0.0603177235	-0.0237616221	0.1361870083	0.0387731349	0.0210147615	-0.0894543332	-0.0563905316	-0.0516598282	-0.0547300885	-0.1333183126	-0.0205125754	-0.0223247571	0.0777276698	-0.0137433867	0.0238437497	-0.0040955141	-0.0067334225	0.0397580552	0.1463006701	0.0938095615	-0.1539967377	0.047642209	-0.0733851043	0.0463561967	0.0303869692	0.002805677	-0.0630199485	-0.0215409218	-0.0643884977	0.0028903519	-0.0420091573	-0.0159936092	0.0105256989	0.0111148792	-0.0577351657	0.0761631853	0.102533185	-0.0463491793	-0.0443156357	-0.0692824297	-0.0946829571	0.0188774317	0.0124874325	0.1226893353	0.0438621171	0.1458529314	-0.0535216145	0.0559110451	-0.1253415236	0.0560008952	0.0399025999	0.0693161634	0.014011419	0.032655235	-0.0411521993	-0.0628453502	-0.0392096345	-0.0469782332	0.0179047551	0.0141238637	-0.1219700312	0.0418115565	0.0870871493	0.0360010983	0.0030477985	0.006703279	-0.115003619	0.0385947378	0.0366803907	0.0493425649	-0.1044683009	-0.0573499575	0.000439484	-0.0040924011	0.0694621953	0.0235692196	0.0415313074	-0.0204464854	0.0081242962	-0.0180361184	0.0027302698	-0.0250730021	-0.1139181248	0.0397377368	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0220514972949956	-0.0082221376611784	0.0004862685329511	6.760354771936823e-05	0.0232759422617618	0.0122892601888367	0.0005417694881728	0.0001510259159889	-0.0196102487871243	0.0384047708620159	0.0003845618574929	0.0014749264249639	0.0031559747495591	-9.702098881990029e-05	9.960176619854624e-06	9.413072271591214e-09	0.0004372214857175	0.000139139273603	1.9359737458770493e-08	1.9116262757301805e-07	0.0001398097728001	8.979461649317357e-05	8.063073151156119e-09	1.954677257041558e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4675.394346471782	14.203846713873643	201.74926147121917	21859312.295020305	5359.810513087681	-2.6925866263254647	28727568.73620523	7.250022740266748	5458.92353983598	-1.8229671429990049	29799846.21377538	3.323209204453954	5495.112190607862	4846.846962549641	1.448306	22.435251	0.1015858162149145	0.0475180316196249	-0.0713389633	-0.0830609323	0.0290179306	0.0454362332	0.1258558569	-0.0879472554	0.1062381461	-0.0176915613	0.1731525426	0.0504605217	0.0960776201	-0.0674963973	0.0439987009	0.0559021292	0.0027516122	-0.1148372784	0.0858845473	-0.0295832599	0.0489380915	0.0167167609	-0.0870404416	0.1728215384	0.0338593895	-0.0497416049	-0.0813089941	0.03283589	0.0715557179	0.0596862641	0.0564766622	0.1120328437	-0.050742205	0.0594252519	-0.0810832727	-0.076552194	0.0503039779	-0.0471688929	-0.0312229986	0.0286177387	0.0897131686	-0.0073161109	0.0548018133	0.0436226008	0.0759247091	-0.091399288	0.0177819973	-0.0144350771	0.1402846893	-0.0990873681	0.0246213111	0.0898607006	-0.0638202963	-0.0988900804	0.0922844949	-0.011884256	0.0004769576	-0.0277422116	-0.1254966121	0.0205816635	0.1146786946	0.0446420443	-0.0069218373	-0.0172101243	-0.0472223986	-0.0634732321	0.1336460945	0.0066816346	-0.1049932804	0.0386984016	-0.0934530775	0.0515113448	0.0756224603	-0.0272641633	0.0317548319	-0.0521200865	-0.0037642319	-0.0355031532	-0.0085890693	0.0856957165	-0.1262795516	0.075495451	-0.0491510807	0.0678722817	-0.0514688386	0.1306402571	-0.045241938	0.0113850823	-0.0493118318	-0.0290149979	0.1248277859	-0.1699398426	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-5.726969581587582e-05	0.0219942275991797	3.2798180588429443e-09	0.0004837460476845	-0.0041180549341106	-0.0273939971958724	1.6958376440352657e-05	0.0007504310823674	-0.0424776926737067	-0.0228674438865824	0.0018043543748818	0.0005229199899059	0.0027780159762023	-0.0003779587733567	7.717372764035218e-06	1.4285283435737685e-07	0.0004529267621664	1.570527644890004e-05	2.4665570833637417e-10	2.051426518865387e-07	-5.3129128059801545e-05	-0.0001929389008599	3.7225419465026913e-08	2.8227042483947922e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4676.508868656214	1.1145221844317348	1.2421596995904858	21869735.198620223	5367.252299717495	7.441786629813578	28807397.248822734	55.38018824367213	5465.840354546932	6.916814710952167	29875410.78139373	47.84232574564431	5503.16870797245	4965.255490491771	1.268759	19.653946	0.0741527667568452	0.0363537222137232	0.0023387919	-0.0430503723	-0.0659987415	0.0042791153	0.0887140929	-0.0162848354	0.0207715626	0.019680212	0.1272272258	-0.0098148109	-0.0357690232	-0.049964842	-0.0283090935	0.0060202116	-0.0141671389	-0.0387344519	0.0259263455	0.0225006378	0.0686255243	0.0395974372	0.1557953152	0.028662652	0.0043733529	0.0141153052	-0.0601269289	-0.0319459296	0.0195332602	0.0603785305	-0.0395146071	-0.1173798051	-0.0255185889	0.0102545953	-0.0828396133	0.0729525708	0.0835775125	-0.04972027	-0.0443423784	0.0008207431	-0.024106726	0.0148879534	0.0141585623	0.0270674873	0.0147102525	-0.0703316679	0.0127994749	-0.0406682985	0.0026030334	0.1014124985	0.1380036641	-0.0137354028	-0.0094909537	-0.0794101457	0.0363668445	-0.0466320637	-0.0281836556	0.0074193168	0.0636783705	-0.0113253924	0.0371378265	-0.0917445701	0.0271879834	0.0110540551	0.0920564506	-0.0354632065	0.0411047001	0.0041734865	-0.0661118492	0.026078127	-0.0321779469	0.0248374446	-0.080877149	0.007855281	-0.0795557124	0.1541306054	-0.0483254333	-0.0742017502	0.0174562349	-0.0051926059	-0.0734990187	-0.0514620307	-0.0575858931	0.0460744892	-0.0329132932	0.0308768407	-0.1325747565	0.0052845642	-0.0527366054	0.0286492537	-0.0733394808	-0.0197004764	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0031379032613756	-0.0030806335655597	9.846436877751628e-06	9.49030316525322e-06	0.0122103951344598	0.0163284500685704	0.0001490937493396	0.0002666182816417	-0.0198946191869922	0.0225830734867145	0.0003957958725954	0.0005099952081063	0.0023330017870896	-0.0004450141891127	5.442897338563267e-06	1.980376285116339e-07	0.0003069997708771	-0.0001459269912893	2.129468678674744e-08	9.424885931859193e-08	-8.581157417894818e-07	5.227101231801206e-05	2.7322587287497684e-09	7.363626263069128e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
