global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
4125.39845298485	n/a	n/a	17018912.395889796	5126.728657286844	n/a	n/a	26283346.72544617	4822.942508836507	n/a	n/a	23260774.44354218	4975.969399772933	3557.55402843191	n/a	n/a	n/a	n/a	-0.0058283036	-0.0151371639	-0.0014227917	0.0194179546	-0.0203589833	0.0389821598	-0.0276389428	0.0086101045	0.0939617774	-0.0261682032	-0.0336257865	-0.0089957245	0.0723790117	-0.0107145793	0.1104171769	-0.00293488	0.0391688836	-0.0078984689	0.0245890187	-0.0042447562	0.0598699731	-0.0230030068	-0.0253521687	0.0256162366	-0.0170594433	0.0012506133	-0.0072166615	0.0640481867	-0.0914416704	0.0564828727	-0.0727405232	-0.0076145356	-0.0158131167	0.0143613313	-0.0197344883	0.0128971313	-0.0054835734	0.0466678368	-0.0927052739	0.0757094138	-0.0546750611	0.0308649671	-0.0072319256	-0.0927434627	0.0508021995	0.0572468785	-0.0613354156	0.0756183933	-0.0961592771	0.0816190839	-0.0923992203	0.0859036818	-0.0520888938	0.0682242131	-0.0625756732	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.000646399555876	n/a	n/a	4.178323858366901e-07	0.0109509606893851	n/a	0.0001199235400204	n/a	0.0516127963593433	n/a	n/a	0.002663880748031	0.0009631378261786	n/a	9.276344722160392e-07	n/a	-0.0018381679453143	n/a	n/a	3.3788613951809955e-06	0.000692886338714	n/a	4.800914783764919e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4125.330857079245	-0.0675959056052306	0.0045692064545912	17018354.680370178	5126.855682749807	0.1270254629625924	0.0161354682408609	26284649.19174399	4823.126954113423	0.184445276916449	0.0340200601767855	23262553.61549543	4976.000281658895	3558.6089324736563	0.01133	0.276521	0.0082700783981551	0.0060946330609449	-0.0053312236	-0.0149082966	-0.002229081	0.0199157748	-0.0201760615	0.0387703639	-0.0272940543	0.0083182998	0.0936790273	-0.0255661659	-0.0334714889	-0.0095044986	0.0725524684	-0.0105410618	0.1098056587	-0.0021357037	0.0375616249	-0.0086686416	0.0237002823	-0.0050580884	0.0583439093	-0.0225761121	-0.0248973195	0.0263239214	-0.0170186007	0.0011909792	-0.0079097001	0.0636902628	-0.0905001536	0.0573302502	-0.07235801	-0.0080086707	-0.0153486405	0.0137739074	-0.0201297717	0.0119418676	-0.0056872183	0.0473341838	-0.0926310008	0.0760458724	-0.0546469553	0.0308503455	-0.0070421397	-0.0918056508	0.0507804513	0.0576440459	-0.0609004409	0.0752340526	-0.0948785772	0.081397712	-0.0934541004	0.0864402757	-0.052910226	0.0679440529	-0.0625115087	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0006463906619273	-8.893948700021588e-09	7.910232347861571e-17	4.1782088782681306e-07	0.0138720087559391	0.0029210480665539	0.0001924326269248	8.532521807118857e-06	0.0462637749216909	-0.0053490214376524	2.861203034046498e-05	0.0021403368700048	0.0009631378261786	0.0	9.276344722160392e-07	0.0	-0.0018381679453143	0.0	0.0	3.3788613951809955e-06	0.000692886338714	0.0	4.800914783764919e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4124.891884420931	-0.4389726583140145	0.1926969947472725	17014733.05816166	5141.33905255353	14.48336980372278	209.7680008713889	26433367.253312025	4820.043214867472	-3.0837392459516195	9.509447737022263	23232816.59318995	4968.915351171005	3546.802299317093	0.884529	21.5874	0.045125393455252	0.0242563261208516	-0.0091178659	-0.0091368209	0.0025491645	0.0026553707	-0.0032141226	0.005070269	-0.03301169	0.0063003582	-0.0356341303	-0.0175380281	-0.0280438122	0.0035793746	-0.1291469886	-0.003811919	0.0192809658	0.0880587272	0.0270253706	-0.0403739317	-0.0462413685	0.0808264962	-0.0960081269	-0.0165973989	-0.0253359493	0.036530074	0.0153165805	0.0333564157	0.0256918333	-0.0659920739	0.0140911315	0.0421717909	0.0740725701	-0.0098550189	-0.0188259357	0.0058414269	-0.0072887963	0.0279565641	0.006281162	0.0696690858	0.0864043399	-0.0228572567	0.0014921479	0.0112813781	0.0102019333	-0.0085509988	-0.0004487036	0.025672758	0.2052251413	-0.0126733322	-0.0156328689	0.0374313612	-0.0017683191	0.0192309097	0.0131912519	0.0211680409	-0.023006989	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.007001238506163	-0.0076476291680903	5.848623189262553e-05	4.901734062017952e-05	0.0002094647021806	-0.0136625440537585	4.3875461459607454e-08	0.0001866651100208	0.0450769988402726	-0.0011867760814182	1.4084374674265664e-06	0.0020319358244459	0.0006400191605855	-0.0003231186655931	4.0962452591656804e-07	1.044056720546656e-07	-0.0018388211483379	-6.532030235998666e-07	4.266741900400079e-13	3.381263215574713e-06	0.000564089324291	-0.0001287970144229	3.1819676577907697e-07	1.6588670924278462e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4126.2556557407015	1.3637713197704215	1.8598722126283571	17025985.736532126	5170.665625301408	29.326572747878345	860.0478691366008	26735783.0086736	4826.6607720378925	6.617557170420696	43.792062903786366	23296654.208329424	4985.344036280711	3598.408034527185	0.942377	22.999208	0.0619039074924936	0.0371712845935473	-0.0207605967	-0.0288025764	0.0110444932	0.0824883531	-0.0154373247	-0.008975754	-0.0092249049	0.092966031	0.0789209883	-0.0156386382	-0.0605859854	0.0041182934	0.0495442411	0.0153394085	0.0188051003	-0.1103961655	0.0338918088	-0.0665111193	0.0940379525	-0.0760331899	0.066454221	-0.0206111475	-0.0560909605	0.0593447817	0.009018303	-0.0175267747	0.0258846061	0.1102335969	-0.0073122732	-0.0988950469	-0.0860441309	-0.0106192438	-0.0317824311	0.0140067162	-0.0123515143	0.0268471728	0.0028507165	0.0127582594	-0.0490818931	0.097600575	0.0205595677	0.0177334794	-0.0076917092	-0.0508366616	0.0755262081	0.0299628173	-0.0419820842	0.0388100297	-0.0073975435	0.0733256202	-0.0666027337	0.1282056305	-0.0005902657	-0.0178550125	-0.0247251633	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0156536233723869	-0.0086523848662239	7.486376387326039e-05	0.0002450359246845	0.0004410177741078	0.0002315530719272	1.944966770789985e-07	5.361682511892305e-08	0.017959619366735	-0.0271173794735376	0.0007353522695118	0.000322547927798	0.0010068803351193	0.0003668611745338	1.013808009249954e-06	1.3458712138031933e-07	-0.0018387937417201	2.7406617799860533e-08	7.511226992276323e-16	3.381162424589006e-06	0.0004129261038265	-0.0001511632204645	1.7050796722133346e-07	2.285031922119904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4117.383339784705	-8.872315955996783	78.7179904230351	16952845.56673665	5134.576052818769	-36.08957248263869	1302.4572419796316	26363871.24217997	4816.892179296085	-9.76859274180788	95.42540415530158	23202450.266963784	4971.296469911435	3561.065155673128	0.907177	22.140139	0.0593651935105976	0.0328565668902705	-0.0133003153	-0.0130054156	0.0103299564	0.0284808785	-0.0431880488	0.0051822887	-0.0342278724	-0.0388669911	-0.0001130827	-0.0331557882	-0.0598107873	-0.0202018962	-0.1155471983	-0.0415158935	0.076860835	0.0490738129	0.0235667892	0.0189337665	0.0344964665	0.0451168005	0.0372680203	-0.0314286976	-0.0517560828	0.0241830998	0.0214311877	-0.0072921308	0.0679788038	-0.0484889558	-0.0308957489	0.0536652241	-0.0441541423	-0.0120405348	-0.0242746789	0.0019532659	-0.0003641776	0.0375030471	0.0003511729	0.0715863583	0.0416430745	-0.0354689678	-0.0571744404	-0.0280109795	0.0074532989	0.0054193354	0.1018393139	0.0582898551	0.0630801284	-0.1048591057	-0.0018220672	0.0650508728	0.0911942593	0.0689429732	0.0649046739	-0.1066008586	0.0644436155	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0190486503339855	-0.0033950269615985	1.152620806998141e-05	0.0003628510795464	2.998117395236477e-05	-0.0004110366001554	8.988707915619558e-10	1.6895108666733913e-07	0.0348453610299586	0.0168857416632236	0.0002851282715171	0.0012141991853081	0.0007012508495569	-0.0003056294855624	4.91752754004274e-07	9.34093824451373e-08	-0.0014348789136726	0.0004039148280475	1.631471883166416e-07	2.0588774969022603e-06	0.000349002651724	-6.392345210249999e-05	1.2180285091038366e-07	4.086207728700611e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4117.499577277995	0.1162374932901002	0.0135111548463661	16953802.768884465	5141.283194082755	6.70714126398525	44.985743935053655	26432792.88175777	4809.798025030839	-7.094154265245379	50.3270247390992	23134157.04159056	4961.591222410478	3522.729549359672	0.823276	20.092489	0.0437682213511491	0.028268083154994	-0.0164313027	-0.0270094164	0.0421988141	-0.0158337348	-0.0216069271	8.61663e-05	-0.0242005004	-0.0044590648	-0.0475491247	-0.0505697134	-0.0276377822	-0.0469184444	0.0275016943	0.0184326865	0.0238487924	-0.0258540882	0.1085892709	-0.0763552462	-0.0425526503	0.0216066646	-0.052279043	-0.0400478297	-0.011139109	-0.0083232615	-0.0049945328	-0.0265956018	-0.0730669405	0.0135984986	-0.0615897041	-0.0181031509	0.0711990794	-0.0150643036	-0.0412238369	-0.0026610589	-0.0089998799	0.0360999245	0.0304128417	-0.0009245373	0.0459857646	0.0457544143	0.0930411248	0.0551582443	0.0286702922	-0.0176656676	0.0275070045	0.00484171	0.1378377473	0.0505012302	-0.0097806581	0.0291428797	0.0002546649	0.1483309004	0.0198217909	0.0024674304	0.0117339674	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0287230035667107	-0.0096743532327252	9.359311047154054e-05	0.0008250109338932	0.0001438636715533	0.0001138824976009	2.0696755992795778e-08	1.2969223259827016e-08	0.0089439260812156	-0.025901434948743	0.0006708843324039	7.999381374624864e-05	0.0007623162655564	6.106541599949994e-05	5.811260887318557e-07	3.728985031191983e-09	-0.0014483351005418	-1.3456186869200032e-05	1.8106896505883138e-10	2.097674563461426e-06	0.0004360520622969	8.704941057289996e-05	1.9014140103337956e-07	7.577599881089308e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4126.052607071893	8.553029793898531	73.15431865531595	17024310.116324767	5136.992565767265	-4.290628315489812	18.40949134168294	26388692.620748147	4816.444750086981	6.646725056141804	44.17895397194327	23198140.03064044	4970.202447768043	3526.752036822999	0.902143	22.017267	0.0428298363887997	0.0213654930368711	-0.0300496988	-0.0237961595	0.0383081123	-0.0115248423	-0.0122514395	0.003278221	-0.011579572	-0.0589898495	0.0042757045	-0.0358347726	-0.061529424	-0.0214595874	-0.0358418927	-0.0504517236	0.1052214822	0.0597058153	0.0033306281	0.0177699098	-0.082936271	0.0828680703	0.0915612994	-0.0305763171	-0.0513011392	-0.0270930858	0.0171843659	0.0032078276	0.0159824063	-0.0576739916	-0.1519544335	0.1356320249	-0.0020559041	-0.0162813184	-0.0469699416	-0.0068682262	-0.0093093	0.0450818608	0.0218158848	0.0717498156	-0.032499217	-0.0531867542	-0.0895951537	-0.011094199	0.0580000304	-0.0116200155	0.0664936772	0.0520262941	0.023515476	-0.0310381705	-0.0586875637	0.0210231863	0.0669951299	0.1050481148	-0.103509993	-0.0011462245	-0.0583739323	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0275827681011548	0.0011402354655558	1.3001369169114783e-06	0.000760809096122	0.0042027239095432	0.0040588602379898	1.7662888259846076e-05	1.6474346431535424e-05	-0.0009003536012883	-0.0098442796825039	9.690984246735908e-05	8.106366073528111e-07	0.0007231023609044	-3.921390465199998e-05	5.228770243455171e-07	1.5377303180561452e-09	-0.0011979385622027	0.0002503965383391	6.26984264122044e-08	1.435056798812272e-06	0.000169933285233	-0.0002661187770638	2.8877321430080133e-08	7.08192035059857e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4132.973094975624	6.9204879037306455	47.893152825682186	17081466.603792388	5184.995236243731	48.00267047646594	2304.2563728721743	26884175.59987018	4825.389945952999	8.945195866018366	80.01652908143207	23284388.13050429	4973.337931405728	3554.5680304204025	0.890274	21.727619	0.028288383811455	0.015770413985794	-0.008001569	-0.0167012855	0.0417497718	-0.0074195026	0.0260703131	-0.0276567159	-0.0030870961	0.040130913	-0.1521148037	-0.01748355	-0.020317252	0.0390031727	-0.0311895294	0.0206568301	-0.0757447283	-0.0514181713	0.0530491152	-0.0377834229	0.0021524853	0.0491430292	-0.0029856668	-0.0120628372	-0.0243693811	-0.0411574715	0.0162793659	0.0373926058	-0.0368187262	-0.0462620304	0.0152965919	-0.0662361248	0.1058324797	-0.0114156172	-0.0378447728	0.0012721515	-0.0033167384	0.028184065	0.0173450849	-0.0240019785	0.0737644418	0.0321664453	0.1005393053	0.0369491599	-0.000801382	-0.0357665369	-0.0421874127	0.0023324977	0.1107678236	0.0101821537	-0.0847695915	-0.040343095	0.0383412236	0.0876371158	-0.1019745616	0.0141613229	0.000496854	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0238207224354027	0.0037620456657521	1.4152987591204172e-05	0.0005674268173444	9.545030970059544e-05	-0.0041072735998426	9.110761621939584e-09	1.6869696423964027e-05	-0.0009239197056487	-2.3566104360400022e-05	5.55361274725265e-10	8.536276224859804e-07	0.0007161580044638	-6.944356440599956e-06	5.128822873575722e-07	4.8224086374102096e-11	-0.0009568825682122	0.0002410559939904	5.8107992238747946e-08	9.156242493483756e-07	0.0003298429036319	0.0001599096183989	1.0879634107632289e-07	2.5571086056481817e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4138.2800982817525	5.307003306128536	28.16428409125921	17125362.17183483	5139.968007028839	-45.02722921489203	2027.4513707704264	26419271.113280013	4819.964684119592	-5.425261833407603	29.433465961029228	23232059.55616008	4974.502262242919	3593.6748889005635	0.876491	21.391233	0.0306965619154854	0.0197716492059259	0.0038780872	-0.01844104	0.0496000477	0.0413539593	-0.0149776479	0.0257562143	-0.010378799	-0.030655664	0.0313068891	-0.0343696028	-0.0163725698	0.0066735905	0.0509761585	-0.0055238068	0.1171774187	-0.0141112304	-0.0087123412	0.0276548563	-0.0373415359	0.0415873677	0.0105156029	-0.0243962642	-0.0210849429	-0.0363122709	-0.0087324638	0.0099933281	0.0003476957	0.0282020912	-0.1364131761	0.0295913609	-0.048469671	-0.0093347068	-0.0356475948	0.0136052401	-0.0020821207	0.0509303937	-0.0033037664	0.0269103266	-0.0697178751	0.0319355082	-0.05523298	-0.024593427	0.0071558765	-0.025892131	0.027200579	-0.0009591804	-0.0856709478	-0.0123555575	-0.0775220797	0.0258425771	-0.1260606898	-0.0008283002	-0.0924794975	0.052965631	-0.0539779909	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.019969726871281	0.0038509955641217	1.4830166834885012e-05	0.0003987899913135	0.0001699203954359	7.447008573530457e-05	2.8872940785092628e-08	5.545793669423613e-09	0.0159252026908447	0.0168491223964934	0.000283892925532	0.0002536120807444	0.0005741750975044	-0.0001419829069594	3.296770425941872e-07	2.0159145868641663e-08	-0.0009878983316766	-3.101576346440011e-05	9.619775832796166e-10	9.759431137294098e-07	0.0003552837105908	2.5440806958899984e-05	1.262265150111673e-07	6.472346587200137e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4143.62570250612	5.345604224367889	28.575484523579824	17169633.96246934	5211.918104383681	71.950097354842	5176.816509371241	27164090.32680238	4827.453065200373	7.488381080781437	56.07585121100536	23304303.09671248	4980.88543633204	3587.3811903469336	1.059759	25.863977	0.2653640276940524	0.1558506255668278	-0.043745907	-0.0220327822	0.104937212	0.0431330865	0.0045379817	-0.0397705942	-0.1390575957	0.0388429176	-0.1391864433	-0.0081291306	-0.0340677281	0.0370999029	-0.0482343806	-0.0994976634	-0.100408703	-0.0634298045	0.0454960751	-0.0537529109	-0.0405413432	-0.0320210498	-0.1240310467	-0.0083099393	-0.0488499721	-0.0247037079	0.0857361155	0.0306271263	0.0355228419	-0.0129535682	0.0029952303	-0.0669657884	0.1761194192	-0.0056417811	-0.0916122174	-0.015020204	0.0265820788	0.0487402296	0.0567518378	0.007506478	0.1270903842	0.0116877471	0.0212296024	0.0438993126	0.0700763832	-0.1005987403	-0.0008397147	-0.038361926	0.129454984	0.0965263532	0.0694236621	0.2071926982	0.0020596394	-0.1541257499	-0.2201142492	-0.0663572378	-0.0379324502	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.1026960202702298	-0.0827262933989488	0.0068436396195289	0.0105464725793434	0.0002735831742484	0.0001036627788124	7.484775323183039e-08	1.0745971711129292e-08	-0.0477166980619614	-0.0636419007528061	0.00405029153143	0.0022768832739363	0.000780810009919	0.0002066349124146	6.096642715897089e-07	4.269798702858944e-08	-0.0008321489706097	0.0001557493610669	2.4257863472747607e-08	6.924719092867834e-07	-0.0016601754311974	-0.0020154591417882	2.7561824623514726e-06	4.062075552217627e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
