global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56
5013.68738779929	n/a	25137061.222577672	n/a	7454.689134516771	n/a	55572390.092282414	n/a	5660.823168557788	n/a	n/a	32044918.94568064	6559.086568144581	4675.932499777227	n/a	n/a	n/a	n/a	-0.0260946992	-0.0404579404	0.1189741042	0.0972735637	0.0349858199	0.0128244254	0.207803076	-0.1166938366	-0.1562542951	0.011625925	-0.0704336055	0.0280540683	-0.0551857275	-0.1120636802	-0.0522930161	0.1720359178	-0.0011553607	-0.1113154977	0.234135472	-0.0688069961	0.0935596719	-0.1226358807	0.3477682511	-0.1094060562	0.1045102826	-0.1093648294	0.011996437	-0.095053028	-0.2020276917	0.1106333923	-0.0374681053	0.1098923572	-0.0566289683	0.0947152748	-0.0925353109	0.1442716766	-0.0532983002	0.1947027192	-0.1518704225	0.0674570677	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.1578058367218773	n/a	n/a	0.0249026821034918	0.0282534054811804	n/a	0.0007982549212839	n/a	-0.8248555698246207	n/a	n/a	0.6803867110706997	0.0082202894254807	n/a	6.75731582386698e-05	n/a	0.0074244037221453	n/a	5.512177062940498e-05	n/a	0.0076892995107405	n/a	n/a	5.91253269658741e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5002.5612404792055	-11.126147320084783	25025618.964744847	123.7911541882298	7466.852295864503	12.163161347731148	55753883.20825699	147.94249397094097	5654.949379572793	-5.873788984995372	34.50139704025296	31978452.48553072	6579.140218515226	4712.412476921437	0.729554	19.344501	0.3292070143905722	0.1636762451684368	-0.0211376581	-0.033252816	0.1480710989	0.0907837188	0.051082104	-0.0120618243	0.2205084324	-0.1274018966	-0.1842033876	-0.0200457362	-0.0001974246	-0.0049302683	-0.0286727341	-0.1213521173	-0.0483474297	0.1731265687	0.0050377076	-0.1272060227	0.2285064182	-0.056154304	0.0759601237	-0.1207717244	0.3209574036	-0.0582430928	0.1041049412	-0.0810105298	0.025538007	-0.0981908157	-0.1730255239	0.1207358099	-0.0401205673	0.0674916741	-0.0721251834	0.081093481	-0.0060636236	0.0914246778	-0.0130217928	0.1239186815	-0.0625803716	0.0269298777	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.1371549335427602	-0.0206509031791171	0.0004264598021132	0.0188114757951189	-0.0076069822252549	-0.0358603877064353	5.786617857534399e-05	0.0012859674064558	-0.7638760025689209	0.0609795672556998	0.0037185076226924	0.583506547300674	0.0079662609999623	-0.0002540284255183	6.346131431952034e-05	6.453044097135727e-08	0.0058701358047275	-0.0015542679174177	3.445849436594378e-05	2.415748759114264e-06	0.0052632727286903	-0.0024260267820502	5.88560594722485e-06	2.770203981657504e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5038.076937193466	35.51569671426023	25382219.22508069	1261.364713099315	7563.865577491554	97.01328162705158	57212062.47436164	9411.576812049623	5652.452974834139	-2.496404738653837	6.232036619173331	31950224.63271131	6612.972755841892	4760.1286363086665	1.316338	34.90337	0.7390124106928462	0.3491732064436362	0.0031063479	0.0324318925	0.1816108925	0.0314784058	-0.0858502629	0.0267009654	0.1960305746	-0.052657014	-0.0461444747	0.0264131532	-0.1233235298	-0.033418751	-0.0434055983	0.0166559419	-0.0469212487	0.1883116369	0.0137225659	-0.1676364061	0.1785795444	0.0201336485	-0.0125084589	-0.0692931983	0.1590658793	0.0021499668	0.0217478475	0.0163455324	0.0378035169	-0.0111411844	-0.0517800563	0.0512718019	0.0354446222	0.027857486	0.0579419052	-0.0848065428	-0.0011108215	-0.0257445261	0.0284550664	-0.1014000923	-0.0111687021	-0.0207839264	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.2101558161347441	0.0730008825919839	0.0053291288592086	0.0441654670552603	-0.0232343973599284	-0.0156274151346735	0.000539837220679	0.0002442161037914	-0.6138227961322471	0.1500532064366737	0.022515964761927	0.3767784250516102	0.0034069840453526	-0.0045592769546097	1.160754028528717e-05	2.0787006348835096e-05	0.0029791293469476	-0.0028910064577799	8.875211665844434e-06	8.357918338925085e-06	0.0027069380104896	-0.0025563347182007	6.534847191478254e-06	7.3275133926333935e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5013.373940740074	-24.70299645339128	25133918.269691665	610.2380337762621	7530.0128744118	-33.852703079754065	56701093.88880746	1146.0055058059904	5655.616519019717	3.163544185577848	10.00801181410341	31985998.210208703	6586.827436910566	4686.238055635875	0.818582	21.705103	0.1847364226710563	0.0867702011545827	-0.0179404362	0.0612255907	0.1898698961	0.0515491324	-0.0389378399	0.0203220577	0.2070363258	-0.0315472077	-0.0728461964	0.0466875703	-0.0573234542	0.001738255	-0.052245908	-0.0203756566	-0.0334980272	0.1948506924	0.0155336552	-0.1768507878	0.1558259656	-0.0373983568	0.0208237446	-0.0253594711	0.0998983435	0.0054888333	0.0096715039	0.0084291664	-0.0033068246	-0.0174279308	0.0069643083	0.0174974418	0.0797807645	0.000896206	-0.0192521639	-0.0825861515	0.0344140005	-0.0694350717	0.0861376534	-0.0426869019	0.036894694	0.0511546339	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.1702460944159725	-0.0399097217187716	0.0015927858876697	0.0289837326638922	-0.0341642882904125	-0.0109298909304841	0.0011671985943904	0.0001194625157522	-0.6236595449345828	-0.0098367488023356	9.67616270002518e-05	0.3889512279880108	0.0028368751413677	-0.0005701089039849	8.047860567710008e-06	3.2502416240286405e-07	0.0024299164088874	-0.0005492129380602	5.9044937541802376e-06	3.0163485133271724e-07	0.0013450586281454	-0.0013618793823442	1.85471545205422e-06	1.8091827131483848e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5049.133832789373	35.75989204929829	25493752.4614183	1278.7698793774669	7510.909945101352	-19.102929310448417	56413768.20342239	364.9219082399893	5661.667693607391	6.051174587673813	36.61671389050935	32054481.072837632	6618.838687360134	4794.79635659898	1.337704	35.469883	0.7214808215076366	0.3687884625888659	-0.0630274858	0.1340986785	0.1539613072	0.0664510414	0.0474293023	-0.0434675668	0.1814303471	0.0446966212	0.0140023206	0.0976159491	-0.0236727119	-0.0666520589	0.0171152453	-0.0855104031	-0.0310568478	0.1691978999	-0.035829615	-0.2068518051	0.0767842609	0.0754823375	0.0370026237	-0.020808535	-0.0060526753	-0.015853543	-0.0066568447	0.0539276766	-0.0944960331	0.0158141954	0.0885698999	0.0171234111	0.0213359484	-0.0103317094	-0.0127170059	0.0311924787	-0.0253366043	-0.0470315782	0.00556712	-0.2300235846	0.0078312288	-0.179095275	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.2699062648704569	0.0996601704544843	0.0099321495750168	0.0728493918163212	-0.0190925251571201	0.0150717631332924	0.0003645245168752	0.000227158043946	-0.7493665011383825	-0.1257069562037998	0.015802238838024	0.5615501530283815	0.0011348408073248	-0.0017020343340429	1.2878636579696037e-06	2.8969208742608585e-06	-0.0033380371132283	-0.0057679535221157	1.1142491769289522e-05	3.3269287833286905e-05	0.003495909406308	0.0021508507781626	4.626159069922662e-06	1.2221382577112751e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5029.020674835457	-20.113157953916016	25291048.947922472	404.5391228791751	7639.4067458222735	128.49680072092178	58360535.42811486	16511.427795512285	5662.450090680803	0.7823970734125396	0.612145180484507	32063341.02945104	6684.39556151095	4747.00741807309	1.052666	27.911961	0.2541832133919108	0.1299896822891279	-0.0957910738	0.1682544149	0.1599935388	-0.0071630096	0.1128646824	-0.085123543	0.1898169732	0.0257496106	0.0037036576	0.0527672974	0.1460924629	-0.0478577488	0.0939316145	-0.0918671943	-0.0157306436	0.1787409228	-0.0493043366	-0.2256956608	0.0646612993	0.0293151809	0.0619120449	0.0066065749	-0.0421039903	-0.0098890073	-0.0321484973	0.01552466	-0.1339869778	-0.041213119	0.1004573422	-0.0286136779	-0.0539939138	-0.0782595882	-0.0539514544	-0.0026298422	0.0227743505	-0.0611848415	-0.0467586043	-0.1264149532	0.1235817712	-0.1109966554	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.2895863862676009	0.019680121397144	0.0003873071782063	0.0838602751115281	-0.0572782866088346	-0.0381857614517145	0.0032808021168438	0.0014581523776472	-0.7748190182824999	-0.0254525171441173	0.0006478306289715	0.6003445110922568	-0.000116952588118	-0.0012517933954428	1.3677907867498554e-08	1.5669867048742145e-06	-0.0029281095099686	0.0004099276032597	8.573825302368554e-06	1.6804063991424205e-07	0.0017403341370318	-0.0017555752692762	3.082044526094202e-06	3.02876290851822e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5077.626791932815	48.60611709735804	25782293.83815393	2362.554619282081	7743.704026152268	104.29728032999446	59964952.04464685	10877.92268423345	5700.885852632068	38.4357619512648	1477.3077967742945	32500099.504740465	6688.392096087756	4823.129567904623	1.977482	52.433926	1.4938961045682526	0.7284423634273658	0.0459396431	0.0869365267	0.1694591576	-0.0693731789	-0.1294034298	0.0639201776	0.0870045396	0.1687556517	-0.1012399734	-0.0357496824	-0.1870506172	0.0235686132	-0.0205666347	0.1406294204	0.039226862	0.1493478535	0.0606783854	-0.1304653507	0.0448248179	0.0608837263	-0.0537315044	0.0081898719	-0.0540268526	-0.0639840941	-0.0303848094	-0.107752773	0.0079644735	0.0682405161	-0.1916641996	-0.2165755778	0.0566418551	0.000309049	-0.0257179701	-0.2957517351	-0.0018938206	-0.0502890901	0.0545576545	-0.1616901449	0.270945932	-0.1565738467	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.1222229582036789	-0.4118093444712798	0.1695869361938652	0.0149384515120582	-0.1170452601416514	-0.0597669735328168	0.0136995929216268	0.0035720911252724	-0.3970103748761389	0.377808643406361	0.1427393710325548	0.1576172377592923	-0.0024871960478585	-0.0023702434597404	6.186144180482941e-06	5.618054058442614e-06	0.0030992888840444	0.006027398394013	9.605591586761183e-06	3.632953140015049e-05	0.0062329151464342	0.0044925810094024	2.0183284126043083e-05	3.884923122264887e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5079.922177322261	2.2953853894459826	25805609.32765054	5.268794086082085	7953.980417848094	210.2763916958256	63265804.48751093	44216.160904616285	5644.4848070901535	-56.40104554191476	3181.077938221142	31860208.73747157	6730.481472786125	4819.061638176774	2.81114	74.53879499999998	2.257728502247728	1.1891036987229082	-0.0168481787	0.3478347074	-0.2185182625	-0.2176089795	-0.0874500867	0.0629583857	0.1289548666	0.0798910752	0.3124501877	-0.029386809	0.0440888656	0.0957331982	0.0482654126	0.2415940465	0.0750119299	0.1362308912	0.044875036	-0.1565939541	-0.3842028505	-0.1523715284	0.1234728692	0.15234323	-0.0563156518	0.0113230818	0.0613389368	0.0348474245	-0.1254265274	0.1868216008	-0.1312785286	-0.0087558203	0.0434730362	-0.0585979645	0.0794905412	-0.0040755424	-0.0790665255	0.0715961571	-0.4062984865	0.1590246856	0.0887557643	0.2413635606	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0271087829855218	0.1493317411892007	0.0222999689265984	0.0007348861149561	0.0231689058861803	0.1402141660278317	0.0005367981999626	0.0196600123548803	-0.2712962311396936	0.1257141437364453	0.0158040459353876	0.073601645030602	-0.0103085466898566	-0.0078213506419981	0.0001062661348569	6.117352586508412e-05	-0.0086823409747813	-0.0117816298588257	7.538304480236628e-05	0.0001388068021303	-0.011013473378627	-0.0172463885250612	0.0002974379171573	0.0001212965958617	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5097.298060137967	17.375882815706063	25982447.51388628	301.9213036251493	7485.548373778354	-468.4320440697393	56033434.45617577	219428.57991135417	5667.7364250062	23.2516179160466	540.6377357138191	32123236.183342066	6618.558425161845	4954.081425643722	1.973452	52.327061	0.7662172701082696	0.3715841265279802	0.0236162113	0.2691052485	-0.1881561031	0.0920815728	0.0706530718	0.0545665868	0.0968861595	0.1808573217	0.1882971532	-0.0719138219	0.0618081305	0.0832912009	-0.0030460285	-0.0752660762	0.0695127662	0.1222590365	-0.0050638776	-0.1896947499	-0.3760657665	0.0700064815	-0.0828276968	-0.0174827251	-0.0176499828	0.0898846952	-0.0572485153	-0.1660534703	-0.0370007149	0.0908279266	-0.0907400668	-0.0026474672	0.0881051467	-0.0479081683	-0.0305615965	0.2587593967	0.0688570738	0.0654958316	-0.0063402894	-0.0216293375	-0.0743977134	-0.0127268798	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.2873977170092558	0.260288934023734	0.0677503291752117	0.0825974477421322	0.0336419443457742	0.0104730384595939	0.0011317804193641	0.0001096845345761	-0.4743246543165753	-0.2030284231768817	0.0412205406176909	0.2249838776925386	-0.0114525439677098	-0.0011439972778531	0.0001311607633323	1.3087297717355303e-06	-0.0070091931300804	0.0016731478447008	4.912878833476628e-05	2.799423710227265e-06	-0.0079820810122199	0.0030313923664071	9.189339679111236e-06	6.371361728564147e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5145.267200695385	47.96914055741854	26473774.566551726	2301.038445817376	8086.025982595319	600.4776088169647	65383816.1912066	360573.35869053967	5723.221855042472	55.48543003627219	3078.6329463100565	32755268.4020358	6916.106632944873	5090.356438720249	2.243923	59.498737	1.887343935719325	0.9942152461636896	-0.1341925133	0.1379715002	-0.1144286334	-0.2845655775	0.0907884521	-0.1483680523	-0.0198925704	0.2742680618	0.0183197456	0.0464621215	0.101057598	-0.0388803986	0.2956420462	0.1100842209	0.025763559	0.0433244407	-0.1717750999	-0.0591987347	-0.2914097154	0.2137449832	-0.0845832794	0.1342137638	0.0112818337	0.0313799852	-0.0636671123	-0.1110147419	-0.0712464552	-0.098777292	-0.0135586738	-0.0406538849	-0.0737657937	0.0192455571	-0.0655837444	-0.0479743708	-0.080480957	0.0692311934	0.0112521208	-0.0247514511	-0.1263648948	0.0720136694	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.7261874952233853	0.4387897782141295	0.1925364694652049	0.5273482782188142	-0.0348082409939394	-0.0684501853397136	0.0012116136410921	0.0046854278730411	-1.1653718908094677	-0.6910472364928923	0.4775462830644635	1.358091643888834	-0.0175623936588412	-0.0061098496911313	0.0003084376710281	3.733026324821845e-05	-0.013561364292324	-0.0065521711622435	0.0001839106014691	4.293094693933664e-05	-0.0068629671521431	0.0011191138600768	1.2524158318159962e-06	4.7100318131395176e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
