global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
4610.561037974149	n/a	n/a	21257273.084885266	5425.475861693458	n/a	n/a	29435788.325818367	5225.918888558367	n/a	27310228.22979112	n/a	5370.468166260109	4734.704258654327	n/a	n/a	n/a	n/a	-0.2590996427	-0.0386161423	-0.3154697249	0.1647858987	-0.0647206077	-0.1329623905	0.1535583485	0.0425378689	0.0320882343	-0.3175672409	-0.1869566176	0.0275956385	0.0185892138	-0.137736939	-0.003858958	-0.055024322	0.0892969248	-0.1413534452	0.1798605633	-0.247788076	0.241590438	-0.0298444248	0.0088881347	-0.097348256	0.14487573	-0.0552807835	0.0807296224	-0.0764371659	0.0256959117	-0.0695591222	0.0142781135	-0.0720656362	0.0214167818	-0.0257378051	0.0045760421	-0.0063244421	0.0386342087	-0.1055064377	-0.1368623641	-0.0105078414	-0.0881549953	0.0508768154	-0.1442225247	0.0747301465	-0.0988023979	0.2874614649	-0.0522853231	0.0774050327	-0.0867354535	0.1526945644	-0.0837945723	0.0249613657	-0.1159190948	0.0660321641	-0.1143907437	0.0401409394	-0.0341047372	0.0347519996	-0.0633518083	-0.271479881	-0.117378584	0.3236321265	-0.0270173877	0.0799926375	-0.0079795371	0.1364216967	-0.1823543671	0.1115193826	-0.0011490345	0.043527869	-0.1470707123	0.0942246365	-0.0623037125	0.05846235	-0.0207802689	0.0130935829	-0.0278014209	0.0610387037	-0.0369553997	0.1367232279	-0.0506124302	0.0492873067	-0.0329483254	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0009937137266433	n/a	9.874669705193152e-07	n/a	0.0854364505413372	n/a	0.0072993870811023	n/a	0.253023247614621	n/a	0.0640207638334498	n/a	-0.003912133938659	n/a	n/a	1.5304791954007582e-05	-0.0014250421465795	n/a	n/a	2.030745119527909e-06	0.0005297148634967	n/a	2.805978366093275e-07	n/a	0.0	0.0	0.0
4597.30311900266	-13.257918971488834	175.77241545456354	21135195.96799159	5475.688507299629	50.21264560617146	2521.3097787709703	29983164.62897324	5225.016612815475	-0.9022757428920158	27300798.6041977	0.8141015162113391	5373.6401214385	4518.070201157244	1.426652	33.813805	0.3696763378584755	0.2019154858601673	-0.052330316	0.1169239948	-0.0249159663	0.1519542216	-0.0886000857	0.0010063087	-0.0801805976	0.0401643724	-0.0235964151	-0.1269841663	-0.0980501073	-0.0780247306	-0.1065739688	0.0929002079	-0.0259987885	0.0581258415	-0.0784498703	-0.1035659241	0.0950429398	-0.2123781461	0.0944129975	0.0457411745	0.0213134721	0.0859363658	0.1473520021	-0.0324874891	-0.0271111838	-0.0017593943	-0.0280884515	-0.0187941489	0.0025751681	-0.0725025576	0.1045039615	-0.0825208585	0.0015780696	0.0228621916	0.0116857623	0.0001015138	0.0943009494	0.0402525397	0.0541485238	-0.0762101734	-0.1013071313	0.0682142625	-0.1256087664	0.1300346063	0.0201139335	0.0740002495	-0.1196036476	0.073273165	-0.1927238832	0.0327357198	-0.1138179448	-0.0311213275	0.0783404246	-0.0770699029	-0.0021813164	0.0170173757	-0.0511245078	0.0427338569	0.0609686878	0.1866558294	-0.0643864819	0.1505237038	-0.0384730256	-0.0342988704	-0.1267965619	0.2937082776	-0.0200992745	-0.0556308784	-0.1122505921	-0.1973873047	0.0390089698	-0.0351628265	-0.058968759	-0.1365425606	0.0799570497	0.075364483	0.0723719457	-0.008049796	-0.0957444333	-0.0433256553	0.0354880721	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0061639121487644	-0.005170198422121	3.799381297768536e-05	2.6730951724103504e-05	0.0268101416809258	-0.0586263088604114	0.0007187836969513	0.0034370440905963	0.0911933359491357	-0.1618299116654853	0.0083162245215319	0.0261889203096587	-0.0016000033779759	0.0023121305606831	5.345947729644749e-06	2.5600108095342904e-06	-0.0013879995934191	3.70425531603998e-05	1.3721507446410452e-09	1.926542871331587e-06	-2.110400868953312e-06	-0.0005318252643656	4.453791827678895e-12	2.82838111817597e-07	0.0	0.0	0.0
4605.668777320458	8.36565831779717	69.98423909012897	21212184.88638452	5505.558561256464	29.87005395683445	892.2201233842017	30311175.071424343	5228.990618443919	3.974005628443592	27342342.88777452	15.792720734901351	5388.528454744363	4645.218944733812	1.209434	28.665405	0.0840726901961682	0.0473946687447586	-0.1332178646	-0.091829784	-0.0040378989	0.1496124564	-0.0666880371	0.0437448354	0.0054637712	-0.0172172468	-0.0159866863	-0.1489145263	-0.0828450807	-0.0332378661	0.026885725	-0.0881825758	0.080233228	-0.0358801466	-0.0300250474	-0.0396743254	-0.0620419795	-0.0433403822	0.0982895651	-0.0051095695	0.0890270013	-0.1374673673	0.1383391396	0.0726265403	0.1157769569	-0.1243409776	-0.0287571792	0.1290982422	-0.0738394422	0.0204140727	0.1568503006	0.0166496646	0.128689662	0.0389999637	0.0362323211	-0.0819209521	-0.0757714513	-0.0864439313	-0.0167825438	-0.0386920461	0.0966004261	-0.0011503533	-0.0150235423	0.1049237686	-0.0067419169	0.1033948192	0.0310368376	0.1317303712	0.0407801565	0.1427500612	-0.0843667659	-0.1934538814	-0.1679801748	0.0742749476	-0.0129294738	0.0692677267	0.0224424899	-0.0357121469	-0.1367597828	0.1587899345	-0.0305759743	0.0026510904	0.1207856782	0.0820557594	-0.1239276708	0.1294895494	-0.1199737692	-0.0633466491	-0.0292362717	0.0092944885	-0.1223177259	-0.0682425348	-0.0822086894	0.0861665251	-0.0747365402	-0.0680953419	-0.0226167984	-0.0988602814	-0.1133926261	-0.071542881	0.1342121103	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0002888516646208	0.0064527638133852	8.343528415420713e-08	4.1638160831333504e-05	0.0086154247416345	-0.0181947169392913	7.422554347876789e-05	0.0003310477245009	0.0517726743840682	-0.0394206615650675	0.0026804098128787	0.0015539885582275	-0.0018860031583382	-0.0002859997803623	8.179587436728388e-08	3.5570079132616656e-06	-0.0012739993995021	0.000114000193917	1.299604421311361e-08	1.6230744699317117e-06	-2.201384158137553e-06	-9.0983289184241e-08	4.846092211698984e-12	8.277958910783226e-15	0.0	0.0	0.0
4599.922037026427	-5.746740294031042	33.02502400703999	21159282.74672135	5466.756710354372	-38.801850902091246	1505.5836334281194	29885428.93020456	5229.0050530749	0.0144346309816683	27342493.84508284	0.0002083585715769	5386.960790019833	4722.002704163144	1.130396	26.792099	0.3010429851048109	0.1474902285702043	-0.1049950251	-0.1051586302	-0.1347207443	0.0812177029	-0.0116565883	0.022708257	0.1740781922	-0.0494398264	0.0197397172	-0.1558935772	0.0076847635	0.0288594793	-0.1137199126	0.0200461632	-0.1127762786	-0.1262783207	0.0452121159	-0.0571688372	0.0104133462	-0.084818298	0.1251539314	-0.0327966114	0.0172743313	-0.1845128727	-0.0086776606	0.1694733895	0.0144571505	-0.0534782126	-0.1613862089	0.0390306407	0.0851230639	-0.0202139447	-0.1793556055	-0.0381412755	0.0640324626	0.2329518616	-0.0782332808	-0.0472249677	-0.0204197526	0.1311430252	-0.0991634219	0.0294346343	0.0380743538	-0.0523930734	0.0167190403	0.2636773335	-0.1733291257	-0.0051361788	0.0664273779	0.0242062117	0.0401239887	0.0187873262	-0.0159253196	-0.0960763855	-0.0534292635	-0.0603501881	-0.0403689247	-0.0550520122	0.1210672914	-0.1412013223	0.0195671747	0.1618856046	0.0014724822	0.1596590377	0.0437195496	0.1033566979	-0.0341960717	-0.064183997	0.0536066006	-0.1550835825	0.1013837253	-0.0012307362	-0.0216256421	0.0444415838	0.1343438239	0.0744709446	0.1516575063	0.0798463989	-0.0493221143	-0.0351350472	0.0399646123	0.1592203765	0.0511306008	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0064932239195627	-0.0067820755841835	4.216195686958119e-05	4.599654922957796e-05	0.0586167367880818	0.0500013120464473	0.0034359218316832	0.0025001312063661	0.1475536263089552	0.0957809519248869	0.0217720726369227	0.0091739907516375	-0.0007359670497385	0.0011500361085997	1.3225830510831412e-06	5.416474983007917e-07	-0.0007300304352659	0.0005439689642362	2.959022340522043e-07	5.329444364145195e-07	-0.0012777692223081	-0.0012755678381499	1.6326941854778469e-06	1.6270733097225694e-06	0.0	0.0	0.0
4575.1655067472	-24.756530279226357	612.8857914662512	20932139.414129365	5392.62466189158	-74.13204846279223	5495.560609289775	29080400.74404128	5216.970061705442	-12.034991369458112	27216776.624730885	144.84101726293125	5363.880502435225	4536.994749284175	1.175648	27.864635	0.2102723605270637	0.1131994794448024	0.0843593019	-0.0346038537	-0.0601174148	0.0655310284	0.0194804951	-0.0718364793	0.0812793647	-0.11973336	0.0722892558	-0.0680707292	-0.0816577031	-0.0554495295	0.0324558933	-0.0467520371	0.1180965005	0.010666627	0.1562280949	-0.0094549672	0.0185712195	-0.1594471997	-0.093664777	0.0184598627	-0.0839296364	-0.1146078885	-0.0540103769	0.0134473491	0.0431689221	-0.0436479023	0.0617299505	0.0874730422	0.0719666828	0.0577712485	0.0681478898	-0.0149883472	0.0522751929	-0.2357532522	0.0495231613	0.1054563187	-0.0136013021	-0.1238154448	-0.0476944387	0.1209399945	0.0038526739	0.0401272072	-0.0388457543	0.063911558	-0.1340265422	-0.143055128	0.0227299817	0.0710540771	-0.0207026513	0.0578812826	0.0386354403	-0.0021754662	-0.0207990274	-0.0379406767	-0.1548936503	-0.0204637826	-0.1825595517	0.0419848441	0.0175501462	0.0937515463	-0.0693070446	-0.0608423192	-0.0028707386	0.1010218958	-0.0813198682	0.1196470846	0.1056341848	-0.0089023343	0.2224716367	-0.0066521765	-0.0030687683	-0.1777730368	-0.0194450712	0.0012484331	-0.0880533861	0.0156411225	0.1043963797	0.1423701755	0.0370560229	-0.0026762798	0.0820748379	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0073756210816924	0.0138688450012551	5.439978634070537e-05	0.0001923448616688	0.0223143475887752	-0.0363023891993065	0.0004979301083126	0.0013178634615779	0.0478515638480843	-0.0997020624608708	0.0022897721627072	0.0099405012589514	-0.0009359797748944	-0.0002000127251559	4.00050902242896e-08	8.760581390113718e-07	2.771508423782265e-05	0.0007577455195037	5.741782723279666e-07	7.681258943096055e-10	-0.0015279922549611	-0.0002502230326529	2.334760331221107e-06	6.261156607006423e-08	0.0	0.0	0.0
4589.279766583709	14.114259836508609	199.21233073248	21061488.77597462	5428.311836078013	35.68717418643246	1273.574401412771	29466569.389704645	5214.113932944013	-2.856128761429318	27186984.10572088	8.15747150186377	5370.3371612935125	4538.033915101735	1.107178	26.241796	0.1832732062101814	0.1172932253315314	0.0152548689	0.0894455525	0.0168523718	0.0406584829	0.1163355027	-0.0430145282	-0.1116444496	0.0134024398	0.1035774605	0.0373645237	0.0761945131	0.00956426	0.0323663341	-0.0660464383	-0.1041737675	0.1698435178	-0.0578806598	-0.0129284378	0.0065148139	0.1003570684	-0.0378598577	0.0240497595	-0.0657797116	-0.132206861	0.1199651045	-0.0088545381	0.2057915972	0.0433675678	-0.0571234133	-0.0028761822	-0.0105407554	-0.0720856151	0.1185957377	-0.0768668867	-0.039169219	0.0561349087	0.0966149766	0.1337235287	-0.0590298435	0.0437860284	0.2058735385	-0.0231644047	-0.0046959641	0.0208276928	0.1584738257	-0.0203378889	-0.0368384819	-0.0571819004	0.0542800506	0.07935833	-0.1464649481	-0.0107148353	-0.1078784916	-0.01170842	-0.0766983301	-0.1665514761	-0.0670134702	-0.1371870783	-0.0650942257	0.0520792477	-0.0622037864	-0.0016261709	0.0897270748	0.0474531483	-0.0848173934	-0.0653335949	-0.1372762454	0.0953500099	-0.1069658141	0.0741740462	0.2448344067	0.0515423552	-0.0507705308	0.1377787794	0.0657366333	-0.1722766206	0.0802065965	-0.1031593553	0.079682644	0.0448613414	-0.0363805682	-0.0544035954	-0.0224492159	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0101866780324826	0.0028110569507901	0.0001037684093374	7.902041180585893e-06	-0.0506705101083468	-0.072984857697122	0.00256750059464	0.0053267894530691	-0.0420719413764061	-0.0899235052244904	0.0017700482511797	0.0080862367918589	-0.0011669137831556	-0.0002309340082611	5.3330516171583955e-08	1.3616877773185143e-06	0.0001109127313543	8.319764711647734e-05	6.921848485717891e-09	1.230163397647112e-08	-0.001564936326339	-3.694407137790003e-05	2.4490257054954047e-06	1.364864409975372e-09	0.0	0.0	0.0
4601.739026349535	12.459259765826571	155.23315391234485	21176002.06662837	5474.095300029508	45.78346395149492	2096.1255713978358	29965719.353805143	5219.585621927448	5.471688983435342	27244074.06463175	29.93938033144769	5370.217596083586	4573.022991473858	1.065461	25.253038	0.1002395800446308	0.0468152374879333	-0.0925600179	0.1044973259	-0.0077340012	0.1207225237	-0.030234355	0.0142675631	-0.0130262114	0.0929019578	0.0144610874	-0.0576961359	-0.0727902655	-0.1298673584	0.0103667409	0.0723756172	0.0779078949	0.0819667793	-0.0644980954	-0.138640014	0.0359242711	-0.0358850779	0.0481308181	0.054219154	-0.0974582923	0.0385842764	0.0925698687	-0.050809619	0.0951553534	0.1055130672	0.1724032108	0.0565153333	-0.0542967053	-0.0310763547	-0.0465995482	-0.0858116156	-0.0677612443	-0.2018109064	0.0112756184	0.083513267	0.0900480373	-0.0568288661	0.0297997832	-0.1044139304	-0.0319395501	0.1464319421	-0.0311329715	-0.0064912161	0.0709747157	-0.0513271225	-0.0242431213	0.0383728419	-0.1050851975	-0.111501076	-0.1198233488	-0.0453541868	-0.1253106295	0.1441284364	-0.0609816559	-0.0100876333	-0.0968641837	0.0027312144	-0.0916074524	0.0203180289	-0.1021377203	0.0639033426	0.0115712034	-0.0918089893	-0.1977566066	-0.0088561772	0.0254593595	-0.0208091514	0.0510186004	-0.1623481724	0.0373937243	-0.1491339926	-0.0004646008	-0.1842624657	0.0006787993	-0.0022053506	0.2317661543	-0.0655938254	0.0485651899	0.0820272114	-0.0555307869	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0163105663034883	0.0061238882710057	0.0002660345731404	3.750200755576118e-05	-0.0184566561009518	0.032213854007395	0.0003406481544288	0.0010377323900097	-0.014337473740106	0.0277344676363001	0.0002055631532482	0.0007692006950689	-0.001461654943385	-0.0002947411602294	8.687235153337293e-08	2.136435173521808e-06	-0.0002059088190105	-0.0003168215503647	1.0037589477555549e-07	4.239844174629885e-08	-0.0014931516343346	7.178469200439983e-05	2.2295018031160874e-06	5.1530420061665455e-09	0.0	0.0	0.0
4588.69965328993	-13.039373059605168	170.02524978755704	21056164.508103125	5538.014701129721	63.91940110021369	4085.6898370099993	30669606.82992892	5229.51261067056	9.926988743111906	27347802.14516242	98.5451055058705	5380.8982149920885	4480.5791295142	1.297989	30.76429	0.1172293157981782	0.0569488927313479	0.0363636998	-0.0562338563	0.1981836125	0.0060761858	-0.0989391978	0.1446455476	-0.0756373888	-0.0463618577	-0.0369793235	-0.021264728	0.0234762022	0.0915243598	0.1176220633	-0.0638465562	-0.0693093114	0.061403998	-0.0635199358	0.0009214625	-0.1069018752	0.0830953813	-0.0889223897	0.0666761723	0.176196019	-0.0423272462	0.243559774	-0.0103619229	0.0812495354	0.0489356703	0.0885193328	-0.05219673	-0.0317775028	-0.0114246832	-0.1000675991	0.1748918131	-0.1665635396	-0.0793119891	-0.031373246	0.2058175969	-0.0707853591	0.0485051843	0.0684783355	-0.0516778899	0.063098255	0.0603154453	-0.0766819931	-0.1931044628	0.122069005	0.1172178099	0.0604793662	0.1347914798	0.0858371755	-0.0434787595	-0.1997724191	-0.0013539665	-0.1323902369	0.0577042302	0.0699041778	0.1087134749	0.0025741601	0.114927275	0.0295760304	0.0067437439	0.1081705146	-0.065096569	0.1046756312	-0.0735432362	-0.0880659123	0.1853932637	0.00104638	0.0824934044	0.0423268213	0.1149076011	-0.2530388743	0.0002062075	-0.037729697	-0.0544283575	-0.0459481074	-0.128609863	0.0833630132	-0.1300826037	-0.0188525786	-0.1079165963	0.0039196518	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0109231151957231	-0.0053874511077651	0.000119314445579	2.9024629438560476e-05	-0.0339472857042437	-0.0154906296032918	0.0011524182066855	0.0002399596055063	-0.0554321426858521	-0.0410946689457461	0.0030727224427446	0.0016887718157604	-0.0010146407768805	0.0004470141665045	1.9982166505571285e-07	1.0294959061086646e-06	-0.0003020281595502	-9.61193405397e-05	9.23892762578682e-09	9.122100916128108e-08	-0.0009311538185513	0.0005619978157833	8.670474338026673e-07	3.1584154494520014e-07	0.0	0.0	0.0
4603.4562367928565	14.756583502926333	217.7567566788376	21191809.32406705	5435.230632534987	-102.78406859473398	10564.56475688698	29541732.02884668	5222.846698279372	-6.665912391188613	27278127.633727733	44.434388007001886	5373.499071596041	4625.514403860129	1.147011	27.1859	0.0483089994490932	0.0281452204752668	0.004215507	-0.0789028308	0.0074068629	0.0188777581	0.0279059933	-0.0874699478	-0.0670539578	-0.06891951	0.0166135897	0.0096818648	-0.0334885539	-0.0129174801	-0.0346249185	0.1069270424	0.0287445067	0.0271444101	0.0550184016	0.0849104487	-0.0031283418	0.0998677246	0.0222112403	-0.089744269	0.0246465502	-0.0444869794	0.0008722114	-0.0923198534	-0.1181382331	-0.0309041302	0.0798141428	-0.0972644599	0.0868784928	-0.1149466788	-0.0284785879	-0.0218516766	0.1047521414	0.0008411406	0.1928147681	-0.0749726397	0.1127842089	-0.005487931	0.0232144098	0.0600168453	0.011812632	-0.0404244487	0.0697271414	-0.0078245727	0.0703437617	-0.0186605006	-0.047985982	0.0343375089	0.1349209318	0.0384448303	0.0516638522	0.1338748483	0.0038991124	0.1361536047	0.0624468405	0.064956244	-0.0210984102	0.0613617686	-0.0780072771	-0.0614631216	-0.036153928	0.084427178	0.0014067075	0.097571021	0.007735112	0.0120449633	-0.0875653467	0.0942946114	0.0805452522	-0.0080356356	-0.0767887976	-0.0552235124	-0.070067446	-0.0244628562	0.1310347691	-0.1120298619	-0.1712532618	0.0181888149	-0.0464037433	0.0004912723	0.0432959144	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0094387850457451	-0.0014843301499779	8.909066313978133e-05	2.2032359941337103e-06	-0.0410822987473551	-0.0071350130431113	0.0016877552703669	5.0908411125369786e-05	-0.0530850379944283	0.0023471046914238	0.0028180212588698	5.508900432503624e-06	-0.0008140540181702	0.0002005867587103	4.023504776990415e-08	6.626839444990482e-07	-0.0002418190046	6.02091549502e-05	3.6251423398171925e-09	5.8476430985734836e-08	-0.0004450987009202	0.0004860551176311	1.9811285356084962e-07	2.362495773753825e-07	0.0	0.0	0.0
4607.688907747536	4.232670954679634	17.915503410588602	21230797.07057968	5424.460324513827	-10.770308021160416	115.99953487067242	29424769.812224653	5226.741460459983	3.894762180610997	27318826.29449135	15.169172443517724	5372.230757529558	4607.627204908667	0.930387	22.051571	0.0913516808546102	0.0573948464709071	0.013318171	-0.0362521458	-0.0789551112	0.0340915294	0.0309004714	-0.0258416502	0.0799659931	-0.0442079758	0.0241179554	-0.0476902372	0.0786008564	-0.0771985009	0.0072606606	-0.0854273546	0.0363023828	-0.056134256	0.0895563662	0.062667425	0.0092638501	-0.0040377233	0.0501685111	-0.0550044979	-0.0063777772	0.0489436035	-0.129266368	0.0002447508	0.0419265278	0.0747575609	0.055151566	0.0670058586	0.0435667408	-0.0071592037	-0.0794445429	-0.0182699614	-0.0298893256	-0.0171349138	0.1830951744	-0.069144159	-0.0804694803	-0.0560309574	-0.0461673443	0.0887933024	0.0098548805	-0.0371071578	0.0032276697	0.0131172935	-0.0129548862	-0.0252631773	-0.0237968887	-0.0109097873	0.0142439002	-0.0315750671	0.083422819	0.0203610923	0.0028369467	0.1329743939	-0.0944760613	-0.0079690098	-0.0357822048	-0.04367126	-0.0928607118	-0.0283806417	0.0303802758	-0.0720184968	-0.0445648667	0.0507393932	-0.0603633318	-0.1558470206	0.0542235469	-0.0630790099	0.0039650941	0.0985301694	-0.0400364456	-0.0204463757	0.0582099788	-0.0710835162	-0.0632535091	-0.0328507999	-0.0873104516	-0.0090623884	-0.0696578644	0.0056136816	-0.146607781	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0253374263002541	0.015898641254509	0.0006419851715208	0.0002527667937395	0.0114310791324783	0.0525133778798334	0.0001306695701329	0.0027576548563501	-0.0425421413552555	0.0105428966391728	0.0018098337910905	0.0001111526695442	-0.0006340419286651	0.000180012089505	3.2404352367992124e-08	4.020091673053598e-07	-0.0001848554432772	5.69635613228e-05	3.2448473185763958e-09	3.4171534909210116e-08	-0.0004560583517142	-1.0959650794000016e-05	2.0798922016827294e-07	1.2011394552642522e-10	0.0	0.0	0.0
