global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
2575.6983659298694	n/a	6634222.072253799	n/a	3200.941980467252	n/a	10246029.562317614	n/a	3055.175229125228	n/a	n/a	9334095.680660388	3132.309809388505	2320.113046006813	n/a	n/a	n/a	n/a	-0.0532444519	0.0318940365	-0.1043713249	0.1140458776	-0.1304505557	0.1011181515	-0.0811163187	0.0956922585	-0.033969656	-0.1060648822	0.0592293522	-0.0338544372	0.0690110029	0.0356533516	-0.0728615785	0.030216522	-0.0105589686	0.1991834031	-0.0804700907	0.0475780706	-0.1030982862	0.0813717911	-0.1283501573	0.0072417201	-0.1263637196	-0.0169528007	0.2458014695	-0.0599091232	0.0991901693	-0.0230654032	0.2180497205	-0.05995417	0.0997570481	-0.1677931631	0.0302468578	-0.0328484286	0.0603875762	-0.1016371153	0.0254499386	0.012571658	-0.0451618266	-0.0852478992	0.0595971829	-0.0214035094	0.0437619236	-0.0090258491	0.0009953338	-0.0340139932	0.0632394745	-0.0253784651	0.0192875113	-0.042901901	0.1603007639	0.101139326	-0.0621310387	0.1061772758	-0.1997662867	0.0328908462	-0.0715044496	0.003813342	-0.0058572282	0.1301865638	4.12007e-05	-0.0233753286	0.2191496899	-0.0299017847	0.0259722045	-0.0032671466	0.0126604776	-0.006052434	0.1956382205	-0.2151604746	0.1203797561	-0.0162838769	-0.0030754295	-0.0538142871	0.1038527745	0.0383839952	-0.0997602274	0.0252418889	-0.1340730941	0.0971687444	-0.0746669558	0.11424571	-0.1626769643	0.0153110015	-0.0657394016	0.0319103793	-0.1271712309	0.0877890817	-0.0625507496	0.0020709608	-0.0219538824	0.0792000201	-0.1337351061	0.0469967854	0.0764632789	-0.1410619196	0.0215247209	-0.0581442756	0.0069958772	-0.1102936612	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.0870038514923834	n/a	n/a	0.0075696701745087	0.0139208023135921	n/a	n/a	0.0001937887370541	0.1487255795251485	n/a	0.0221192980050912	n/a	3.310818611075697e-05	n/a	n/a	1.0961519875445207e-09	-0.0046740048155491	n/a	2.184632101577618e-05	n/a	0.0009020822524713	n/a	n/a	8.137523902236941e-07	0.0	0.0	0.0	0.0	0.0	0.0
2575.682211594586	-0.0161543352833177	6634138.855124778	0.0002609625484458	3200.546819581576	-0.3951608856759776	10243499.94433374	0.156152125568223	3055.325842734495	0.1506136092671113	0.022684459296466	9335016.00528125	3132.406611146318	2320.5137063869147	0.048398	0.800003	0.0357148150622151	0.021698734145479	-0.0529614842	0.032517211	-0.1041468339	0.1145366469	-0.1276404923	0.0987859992	-0.0815227799	0.095387643	-0.0344784094	-0.1040638601	0.0625906417	-0.0329937119	0.0653804143	0.037611588	-0.0718239165	0.0299724017	-0.0099826328	0.1994460307	-0.0807902249	0.0468925136	-0.1044064555	0.0785313521	-0.1264912382	0.0067930849	-0.1259963634	-0.0155617895	0.2481621236	-0.0604620477	0.1011592163	-0.0226341993	0.2171915956	-0.0602347532	0.0998559822	-0.1676031509	0.0287037648	-0.0325648261	0.0582944567	-0.1018280674	0.0221757206	0.0120769333	-0.0470438277	-0.0844969079	0.0586756226	-0.0203908778	0.0422008318	-0.0093237099	0.0006960024	-0.0357846522	0.062304292	-0.0251024828	0.0194596767	-0.0442551516	0.1590291309	0.1010712407	-0.0599639127	0.1048012808	-0.2005407576	0.0326068163	-0.0704936428	0.0022555422	-0.0079763846	0.1317755864	-0.002447292	-0.0249016845	0.2204222192	-0.0286812525	0.0260443963	-0.0045769879	0.01481757	-0.0052382716	0.1965353973	-0.2165123433	0.1209960706	-0.0177914463	-0.0027750129	-0.0544788729	0.1005139993	0.0399937617	-0.1001720226	0.025984922	-0.1340779505	0.0974942243	-0.0738569099	0.1144336176	-0.161822455	0.0152251321	-0.0641694754	0.031366973	-0.1266494918	0.0846221181	-0.0626341013	0.0040039479	-0.0219774473	0.0779158899	-0.1368450594	0.0499799738	0.0767637197	-0.1401871017	0.0214313815	-0.0584699358	0.0096196603	-0.111110178	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.086811163268976	0.0001926882234074	3.712875143990013e-08	0.0075361780681128	0.0252972577704042	0.0113764554568121	0.0001294237387608	0.0006399512507022	0.1491142946444767	0.0003887151193281	0.0222350728673198	1.5109944399433514e-07	2.295175650570704e-05	-1.0156429605049928e-05	1.0315306232233464e-10	5.267831266972654e-10	-0.0048150066292125	-0.0001410018136633	2.318428883936032e-05	1.988151145636808e-08	0.0012260631344562	0.0003239808819849	1.0496361189171373e-07	1.503230809672562e-06	0.0	0.0	0.0	0.0	0.0	0.0
2583.2209218131907	7.538710218604592	6673030.330893391	56.832151760093296	3217.721656846122	17.174837264546113	10353732.660936551	294.9750350636418	3056.4852336111244	1.159390876629459	1.3441872048116252	9342101.98328285	3137.0656072089014	2308.2836053378032	1.111613	18.374596	0.1375502766777838	0.06696941342841	0.1044592665	-0.0073512488	-0.0432074876	0.0557723346	-0.082390344	0.0640848906	-0.0164177785	0.0182193516	0.108867669	0.0326316278	-0.0623599105	-0.001724502	0.0079353689	0.0129109782	0.0876742992	0.0156535484	0.0204429086	0.0662989235	0.0505285474	-0.0720173838	-0.0138451982	-0.0320579992	-0.0471968302	-0.0084770119	0.0687993002	0.0261454279	0.0146968184	-0.1294988371	-0.0995282548	0.065500036	-0.0791635043	-0.1061004206	-0.0518939019	0.0385870462	-0.0480307255	0.052285002	-0.095929293	0.0163478676	0.0931127644	-0.0641608685	-0.0776305362	0.1606813613	-0.1150487292	0.0575739917	-0.1202804887	-0.0831669084	-0.0534340218	-0.0153752798	-0.0646428012	0.0614811228	0.0138072877	0.0574804162	-0.0319811895	0.1052460775	0.0266313329	-0.0518999501	-0.0033187656	0.1192389907	-0.0332535724	-0.0362259762	-0.0220932944	0.0729361444	0.0843214372	-0.0235563071	-0.1105668296	0.0097815814	-0.0454218823	-0.1373496361	-0.072938874	0.0709148797	-0.0129222301	0.0505106296	-0.0129955163	0.0118211931	0.0983354647	0.0394745425	0.0032263734	0.0478474942	-0.063641548	0.0031193393	-0.0823808097	0.0640227844	-0.0905417482	0.0044367695	-0.0688748194	0.1246544254	0.0713065309	-0.025864054	0.013785839	0.0171091355	0.0403509141	-0.0566338284	-0.0912130257	0.0289293086	-0.0506022402	0.0773565696	0.0437988179	-0.0331292991	-0.012683466	0.0555135353	-0.089350139	0.0026172646	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0875814683608808	-0.0007703050919047	5.933699346144443e-07	0.0076705136002479	0.0070018040766512	-0.018295453693753	0.0003347236258602	4.902526032780936e-05	0.124421314484536	-0.0246929801599407	0.0154806634980598	0.0006097432691792	-0.0002942703931639	-0.0003172221496696	1.0062989224100656e-07	8.659506429283629e-08	-0.00412806668389	0.0006869399453225	1.704093454664258e-05	4.718864884796794e-07	0.0003543944748046	-0.0008716686596516	7.598062522188168e-07	1.2559544377202826e-07	0.0	0.0	0.0	0.0	0.0	0.0
2589.286644132025	6.065722318834105	6704405.325480483	36.79298724920219	3260.136783529644	42.415126683521976	10628491.847323012	1799.042971579218	3058.3712592563747	1.8860256452503563	3.5570927345420227	9353634.759445423	3139.947746763838	2348.537816879822	1.114178	18.416986	0.0981924511604633	0.0536029244187034	-0.0126838703	-0.0124327209	0.0777509031	0.1751669139	-0.0589227756	0.0138480684	0.0553011663	-0.032652228	0.0636053728	-0.0803675518	-0.0360738517	0.1418577297	0.0401491834	0.062395159	-0.0322418834	-0.0356466478	-0.0181403839	0.0711088429	-0.0617028117	0.0303641776	-0.0527316688	-0.0591099827	0.0504664043	-0.0166472938	0.1045349147	0.1387437682	-0.0849355529	-0.1566941094	-0.0667785071	-0.1009193659	-0.0010978405	-0.0228812008	-0.1089912831	-0.0277561054	-0.0169359304	-0.094197295	0.0577628589	0.1351895012	-0.0361596298	-0.0940687462	0.2007717562	-0.0236247	-0.0044945271	0.0023733402	-0.0520863525	-0.1225405927	0.0145169659	-0.0543331695	0.0387561827	-0.0015343728	-0.036010284	-0.0555531489	0.0977402259	0.0295224201	0.0908604811	-0.0184719506	0.0450072159	0.1884405337	0.0220837904	0.0440508147	-0.0658519116	0.0603950918	-0.092882686	0.069902216	-0.0272005529	0.0232150007	-0.1651025136	-0.0794980159	-0.1591921514	-0.0644014899	-0.0243797484	0.0769506774	-0.0910116623	0.0575183698	0.0696155271	-0.0581672882	0.0724338937	-0.0324981921	-0.040144477	0.0133018655	-0.1172940938	0.0009074987	-0.0799465173	0.009971403	-0.0387038492	-0.0236300528	-0.0417515035	0.1549498929	0.0576190294	-0.0001933089	0.0469819988	-0.0452997933	-0.1689237379	0.0368997812	-0.0781913399	0.0814130223	0.0394956386	0.0038801266	0.0806939078	0.0542309363	-0.0114979388	0.0354393444	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0742528115051044	0.0133286568557763	0.000177653093579	0.0055134800164125	-0.0156699214616367	-0.0226717255382879	0.0005140071388834	0.0002455464386138	0.1241246917113869	-0.000296622773149	0.0154069390924468	8.798506955066049e-08	-0.0011940430243392	-0.0008997726311753	8.095907878121225e-07	1.4257387439731034e-06	-0.0039081572882575	0.0002199093956324	1.527369338976022e-05	4.83601422874513e-08	0.0002361675817474	-0.0001182268930572	1.3977598241958605e-08	5.577512666841486e-08	0.0	0.0	0.0	0.0	0.0	0.0
2584.5338597810533	-4.752784350971524	6679815.272354749	22.58895908683981	3228.1393814554976	-31.99740207414652	10420883.866103884	1023.833739494596	3060.101893512749	1.7306342563742874	2.9950949293361826	9364223.598680312	3137.2064629737365	2349.8184825337166	1.104243	18.252769	0.1953160707817188	0.0912968163417955	-0.0450305233	0.0664433158	-0.0427437938	0.0992515611	-0.051683408	-0.0493056244	-0.0511526634	-0.0167829066	-0.0902328562	-0.0234531053	-0.0223118417	0.0050394308	-0.0688431237	0.0642598112	0.069117177	0.0870191791	-0.0355797825	-0.0406907318	-0.0905923715	-0.0131968477	-0.0237988286	-0.0047665442	-0.0137659589	0.1194745858	0.0307759934	0.1347030133	-0.1353809107	0.0150279494	0.0301919782	-0.0294384437	-0.0168072883	-0.0184700068	-0.0280316374	-0.003024081	-0.0521145478	0.0774353125	-0.0217146376	0.0468763791	0.0852908541	-0.0419227932	-0.1164713175	-0.0009817385	-0.0251214833	0.0197649497	0.0297606112	0.0432872135	0.0225974863	-0.0464413658	-0.0403321117	0.0811532859	0.0759532978	-0.0116472345	0.0396240549	-0.0921866948	-0.0282040026	0.004238	-0.0211170927	0.0926129554	-0.0259814446	-0.0211373653	0.0570345439	-0.087470003	-0.1247066143	-0.0078941862	-0.0003835814	0.0206970551	0.0400078248	0.0020170441	0.0141040085	-0.0179491408	-0.0278313385	0.1321418584	-0.0600136305	-0.0764005129	0.0509243196	-0.0668108911	0.0537461128	0.0185325139	0.0283460789	-0.0179095763	-0.0678544899	0.0595700608	-0.0834025353	-0.0159508617	0.0403914184	0.0620748358	-0.0472699973	-0.0075632963	-0.0518204854	-0.0156101035	-0.032935496	-0.0381005145	0.0381857122	0.0389388473	-0.0529078815	0.0410523094	-0.0330990888	-0.0324303177	-0.0853943394	-0.0272535205	0.0335066758	-0.0689461505	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.1268907995297894	-0.052637988024685	0.0027707577832868	0.0161012750053092	-0.0065479672493751	0.0091219542122616	8.32100486505972e-05	4.287587509888891e-05	0.1328844937664541	0.0087598020550671	0.0176582886835667	7.673413204395926e-05	-0.0006421378704006	0.0005519051539386	3.045992989439898e-07	4.123410446026178e-07	-0.0029662572615853	0.0009419000266722	8.798682141907521e-06	8.871756602450917e-07	-0.0007659537674359	-0.0010021213491833	1.0042471984889576e-06	5.866851738492487e-07	0.0	0.0	0.0	0.0	0.0	0.0
2582.151431714006	-2.3824280670473854	6667506.01630269	5.675963494655141	3227.66710864108	-0.4722728144174652	10417834.964203471	0.2230416112377936	3057.1275108665045	-2.9743826462445213	8.846952126280561	9346028.61769683	3133.039658307014	2309.886961411241	1.222316	20.204473	0.1952703970592108	0.1002708298929008	0.1179678551	0.0064858566	-0.0698318832	0.2263815912	-0.0542477226	-0.0273867269	-0.0436998924	-0.0595980482	0.0693976082	-0.003830948	-0.1070788989	-0.0973192545	-0.0846879279	0.0522773997	-0.0264488055	-0.110745267	0.0062286146	0.0194306293	-0.0950090537	-0.2079741844	-0.1179644451	0.0337634862	0.0051333088	0.0052400493	-0.0446938356	0.091855748	-0.0650787538	0.0704413725	0.0333010625	0.0968574053	0.0654389779	-0.1066214218	-0.0090928634	0.1532712368	-0.0610766582	-0.0343400371	-0.0320019266	0.0115844199	-0.1155781571	-0.0364936631	0.1298305985	-0.0378924113	0.0481508487	0.0799201655	0.0518643922	-0.0310455749	0.0691419196	-0.066425671	0.0092493233	-0.0286746803	-0.1067803531	-0.0683211001	-0.0433906871	0.0417185381	-0.1656511507	-0.0851795555	-0.0552996221	0.122483972	0.010523342	0.0491920918	-0.095710315	-0.12099274	-0.0720851432	-0.0855615603	-0.0167593847	-0.0535517567	0.0449501458	-0.0471439807	-0.1153121986	0.0693438159	-0.0056519811	0.0534608142	0.0717395458	0.1225316499	-0.0602053143	0.0942950841	-0.0060799234	-0.0189235342	0.0370907471	0.0155872629	-0.2260338929	0.1176999916	-0.063713464	-0.014514795	-0.0938629119	-0.0580484116	0.1757402116	-0.0082346913	-0.0385841726	0.0028719733	-0.068717118	-0.0316769278	0.0222129672	0.0640594234	-0.0524346882	-0.0371380326	-0.061694182	0.0447905689	-0.1082457709	0.1699038394	0.074963473	0.0166004989	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.1474588716740612	-0.0205680721442717	0.0004230455917319	0.0217441188353872	0.0326215323135556	0.0391694995629307	0.0015342496960104	0.0010641643704843	0.2094843289287524	0.0765998351622983	0.0438836840667297	0.0058675347468912	-0.0008608050793451	-0.0002186672089445	4.7815348267577635e-08	7.409853846263239e-07	-0.0037250961854262	-0.0007588389238409	1.3876341590676823e-05	5.758365123360153e-07	-0.0009671074384447	-0.0002011536710088	4.046279936031654e-08	9.352967974950692e-07	0.0	0.0	0.0	0.0	0.0	0.0
2588.1334462582445	5.982014544238609	6698434.735640577	35.784498007482256	3241.35343998634	13.686331345259989	10506372.12291128	187.31566569224603	3057.687796376234	0.5602855097295105	0.3139198524128574	9349454.660108147	3135.7028109936005	2347.0069959434445	1.181261	19.52585	0.1475998307416887	0.0807194730827292	0.0056900361	-0.0187917549	0.0750690774	0.2164908221	0.0241433114	-0.0160925158	0.0328763733	-0.0697428811	0.0775758826	-0.0785368861	0.0576430812	0.0262846607	0.097038641	0.0367912836	-0.030849908	0.0850201854	0.0128454438	0.0499086075	-0.1545454462	-0.0874455009	-0.0599159623	-0.0966980286	0.0514883731	-0.0271984515	-0.0589211776	-0.0405429986	-0.0430509776	-0.0159545945	0.0018788128	-0.0045085705	0.0013849441	-0.0114611469	-0.0113985706	0.034874014	-0.1242625008	0.0456455288	0.0182600343	-0.0603080294	0.0597404534	-0.0730747491	0.0289292107	-0.1675136255	0.0354074024	-0.0081679184	-0.0772927031	0.0773999666	0.0518587198	-0.0395316928	0.0030594858	-0.0230951136	0.0916701236	-0.1460908816	0.0800446053	0.0250317311	0.0134637979	-0.0883124686	-0.0138225567	0.1018452319	-0.0272800168	-0.0180903951	-0.0850813	-0.0316787143	-0.0254985614	0.0522249577	-0.0062449621	-0.1474313512	-0.0636499184	0.0350485043	-0.0125725965	0.1089520979	-0.0816902633	-0.0761083326	-0.0397547633	-0.1034830743	-0.0301238825	-0.0076329141	-0.0032456294	0.0448795847	0.0248500485	0.0037584215	-0.1506832762	0.0428775104	-0.1095217282	0.0287635763	0.0558125347	0.0317827022	-0.0034886473	0.1709790797	0.0121041502	-0.0110906659	0.0713790628	-0.0101798486	-0.0784634077	-0.0053913532	-0.0379211849	-0.0327959704	0.0298617873	0.0078299009	-0.1349743038	0.0667512346	0.076260733	0.0801848851	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.1291642737748475	0.0182945978992137	0.0003346923122939	0.0166834096197837	0.0058989518992262	-0.0267225804143294	0.0007140963040003	3.479763350938439e-05	0.1390942862927318	-0.0703900426360206	0.0193472204792844	0.0049547581023008	-0.0012538163886828	-0.0003930113093376	1.544578892673333e-07	1.572055536529578e-06	-0.0035328666428633	0.0001922295425628	1.2481146716256202e-05	3.6952197033941754e-08	-0.0010257187823866	-5.8611343941900105e-05	3.43528963867571e-09	1.0520990205406494e-06	0.0	0.0	0.0	0.0	0.0	0.0
2594.4979860331964	6.364539774951936	6731419.799530312	40.50736654694524	3227.219661033958	-14.133778952382272	10414946.740564134	199.7637074748041	3060.834816587483	3.147020211249128	9.903736210010504	9368709.774434133	3137.021950709566	2355.662870327852	1.237757	20.459703	0.1485280134696349	0.0861451239337065	-0.0025412505	0.1183855568	0.04855658	0.065137806	0.0395294487	-0.0564964252	-0.073922153	-0.0942855781	-0.047245562	0.0268931991	0.0301553423	-0.0110578025	0.0119889715	0.0707507071	0.0761237167	-0.0741528477	0.1120758686	0.0218891383	-0.0595984793	-0.0299201566	0.010494886	-0.0396906268	0.0209814065	-0.023167516	0.0150435101	-0.0526943206	0.0065468626	0.0266206464	-0.0090787893	0.1649592215	0.0013868133	-0.0477264758	-0.0177335368	0.1831316704	0.0348643558	-0.0241955745	-0.0740715847	-0.0366984346	0.059192165	-0.0156793634	0.0359893043	-0.0880578588	0.0428738451	0.0564312939	0.0691777037	0.0209010848	0.0068428808	-0.1159095729	-0.0832534973	-0.0206148324	-0.0520442666	0.058851957	0.0047191975	0.0010218337	0.0106258513	-0.0560887573	-0.0551946359	0.0055372344	-0.0594103052	0.0066777184	0.0483250143	-0.1116321198	0.1500766572	-0.1446783483	0.0188287613	-0.0122818284	-0.0376141331	-0.0536635391	0.0530498835	0.1676874848	-0.0041919482	0.0148278426	0.0193715004	0.0106989993	-0.0875163762	0.0885325645	-0.0050722385	0.0164557833	0.0267151467	0.0160231243	0.0247401625	0.0430096533	-0.108824326	-0.0441818743	-0.0703505733	0.0144431727	0.0310197355	0.011081542	-0.0152363795	0.0208640893	-0.0020446648	0.0816537843	0.1190974211	0.0747586798	-0.083073299	0.0622285943	-0.0964561146	-0.0133594287	-0.0005555634	0.080984454	0.197385952	0.1544048405	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.1332142867990313	-0.0040500130241838	1.6402605496058515e-05	0.0177460462073745	0.0010004012388122	-0.004898550660414	2.399579857264244e-05	1.0008026386169844e-06	0.0963485919420747	-0.0427456943506571	0.0092830511692204	0.0018271943855197	0.0001131544256232	0.001366970814306	1.8686092071644085e-06	1.28039240381163e-08	-0.0031290555905925	0.0004038110522707	9.79098888901818e-06	1.630633659360505e-07	-0.0008598255402758	0.0001658932421108	2.752056777803251e-08	7.392999597105714e-07	0.0	0.0	0.0	0.0	0.0	0.0
2592.669971407889	-1.8280146253073328	6721937.580640185	3.341637470337508	3237.4618163313603	10.242155297402403	10481159.01220355	104.90174513610816	3057.0851725010784	-3.7496440864047145	14.059830774709846	9345769.751925947	3135.242450860206	2359.6276165019112	1.178767	19.484625	0.1628824626668746	0.1008786790188356	-0.048802702	0.0365031134	0.1265578083	-0.1067100596	0.0238792937	-0.0315311568	0.0151863077	-0.1016850337	-0.1168314603	0.0661164841	0.1076292276	0.0140260492	0.059184935	0.0655681416	-0.0267804309	0.0551601746	-0.0021166656	-0.0227468163	-0.0301860862	0.018693881	0.0313264367	0.0033980659	0.0351055282	-0.0981833824	0.0758333609	-0.0910229697	-0.0528510485	0.038802636	0.0709978176	-0.0388485473	0.0452729953	0.0418222299	-0.061503716	-0.0050264739	-0.0449631909	0.0821760474	0.004719444	-0.0639991704	-0.1255020452	0.1166767743	-0.1041730542	0.1057355848	0.0274008753	0.0459202976	6.48331e-05	0.0391579907	-0.0079914784	-0.0671984339	0.0478155352	0.0169676336	0.0505897288	0.0542655654	0.0357391093	-0.0579770213	0.0241937388	-0.0692852374	-0.0059074371	-0.0942913561	0.1168393047	0.0101550257	0.0325142333	-0.0637170595	0.0390777453	0.0385533725	0.1303565931	0.025122715	0.0126542884	0.024279062	-0.0331187981	-0.0332714449	0.0687460945	-0.0138403204	-0.0818208908	-0.0563567987	0.027154284	0.0657069292	-0.2036984712	-0.0269947425	0.0023491021	0.0134960145	0.0846674828	-0.0617595192	-0.0318004223	0.0785356334	-0.0179243763	0.0396116	-0.0122058291	0.0818288419	-0.0888555486	-0.0268812008	-0.0859872624	-0.091026781	-0.0322991128	-0.0303039301	0.0252459717	0.0259754531	-0.036483337	0.0195223406	-0.1203657214	-0.0040272724	0.0965580089	-0.0198535576	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.130789618916495	0.0024246678825363	5.879014340603129e-06	0.0171059244163219	-0.0067634060263372	-0.0077638072651494	6.0276703250386605e-05	4.574366107709436e-05	0.0113371289281758	-0.0850114630138988	0.000128530492334	0.0072269488437635	0.0010069322866381	0.0008937778610149	7.988388648403701e-07	1.013912629874233e-06	-0.0027508921476284	0.0003781634429641	7.567407607883591e-06	1.430075895944623e-07	-0.000778116354149	8.170918612680008e-05	6.676391097504058e-09	6.054650605941319e-07	0.0	0.0	0.0	0.0	0.0	0.0
2583.636234640748	-9.033736767140908	6675176.192948624	81.60839997799347	3271.90959233009	34.44777599872987	10705392.380381657	1186.6492712586694	3058.0821559414544	0.9969834403759704	0.9939759803839064	9351866.472487532	3138.8525598404253	2378.267041932843	1.238332	20.469212	0.2243607721640556	0.1508255039802873	-0.0453103891	0.0415824594	-0.0345804382	0.04217178	0.0104990721	-0.164708689	0.0818743313	-0.0738913438	-0.1440262547	0.077921551	-0.1286414552	-0.1163481381	0.0020707777	0.0664644843	0.1052827133	-0.0364903212	-0.082192409	-0.0541698972	-0.0251065337	0.0322260806	-0.021927456	0.0358927807	-0.0543778261	0.0124343419	0.0571432569	0.0242610134	0.1020270561	0.204549046	-0.0221096256	0.0609070277	-0.0702852428	0.0152093573	0.0452307611	-0.0564290012	-0.1422489845	0.0591005283	0.0250229828	0.090563387	-0.0306925073	-0.053981057	-0.0051358898	0.0965549388	0.1013415903	0.0756978695	0.0224249975	0.0096729657	-0.0161890176	-0.0192611498	-0.0321004756	0.1418212304	-0.0665333318	0.0071676386	0.0083510238	-0.0617139387	-0.0503773747	0.0500468484	0.0750846039	0.0152790186	0.0823000608	-0.1509117381	-0.1344392828	-0.0239028363	0.030625862	-0.0118255345	0.0292956871	0.0391391246	0.1745965402	0.0329184511	0.0080220641	0.0309448417	-0.060397042	-0.0450128148	-0.0439839567	-0.0685939668	-0.0587190423	0.1148332502	0.0786090769	-0.0495597093	0.0649534151	0.0105060271	-0.0106600887	0.0996621081	-0.0507778688	-0.0713722003	0.019135647	0.0219843744	-0.0016753047	-0.0084263325	0.0088863001	-0.0910906532	-0.0061928385	-0.2077575443	-0.0405377251	-0.0502174306	-0.0388767892	0.0171894128	-0.0227871955	0.0209749354	0.0245084779	0.077062185	0.0455954007	-0.0901034652	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.1494140683616365	-0.0186244494451415	0.0003468701171346	0.0223245638243757	0.0053708868916686	0.0121342929180058	0.0001472410646199	2.88464260030976e-05	0.1554758712742341	0.1441387423460583	0.0241727465484822	0.0207759770451033	0.0003193972470363	-0.0006875350396018	4.7270443068024884e-07	1.0201460141436727e-07	-0.0025401420163415	0.0002107501312868	6.452321463183462e-06	4.4415617837445486e-08	-0.0008690969323573	-9.098057820829998e-05	8.277465611116591e-09	7.553294778328692e-07	0.0	0.0	0.0	0.0	0.0	0.0
