global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
2748.331981005127	n/a	n/a	7553328.677815566	3492.2720242204337	n/a	n/a	12195963.891152686	3130.4604501505846	n/a	9799782.629957002	n/a	3200.38475216006	2939.5810125350954	n/a	n/a	n/a	n/a	-0.0683665934	-0.0023470134	0.0482935698	0.0035327273	-0.2125896975	0.0297141661	-0.0580421661	0.0277709252	-0.0871873209	-0.0416402173	0.0011665252	-0.1554270032	0.1589435126	-0.0635186637	0.0540691462	-0.074090406	0.0438120222	-0.3102777479	0.109997636	-0.1797277925	0.110225998	-0.0582219958	0.0321626764	-0.0009733211	0.0414404928	0.0511668156	-0.0454371747	0.0138103038	-0.0137543101	0.0368752606	-0.046043299	0.142455537	-0.010574508	0.0344624873	-0.0680960561	-0.0931773428	-0.0595767106	0.0075462355	-0.0600233069	0.0602385967	-0.2033826034	0.0405600344	-0.0938243021	0.0015869295	-0.2166026393	0.1630271473	-0.0672516127	0.2423717669	-0.0356964289	0.0709720204	-0.016698103	0.1399205275	-0.0826316424	0.0603922461	-0.0010872811	-0.1188345657	0.1111450134	-0.0320258812	0.0330857938	-0.0081540236	-0.1871926255	0.0441274551	-0.101426614	0.01717763	-0.1035504893	0.160286107	-0.125765905	0.034724874	-0.0678400059	0.2539398089	-0.1299046918	0.0239956524	-0.1158852852	0.0395840923	-0.1623339074	0.2173264849	-0.1222679411	0.0468312893	-0.0779361485	0.1732905469	-0.1234537853	0.0552775725	-0.1228871814	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0078869303496418	n/a	6.220367034010093e-05	n/a	0.0134052136598938	n/a	0.0001796997532674	n/a	0.0932128277470667	n/a	0.0086886312566043	n/a	-0.0001827281571159	n/a	3.338957940297303e-08	n/a	-0.0005899294823199	n/a	3.480167941102253e-07	n/a	-0.0007730539370082	n/a	5.976123895238781e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2748.2405767013606	-0.0914043037664669	0.0083547467470325	7552826.267427827	3492.044667211072	-0.2273570093616399	0.0516912097058688	12194375.957797289	3130.402871634214	-0.0575785163705404	9799422.138735734	0.0033152855474325	3200.373281802771	2940.6407607078554	0.068461	1.322329	0.0610099583179149	0.0354676881669568	-0.0685675669	-0.0024149169	0.0468596766	0.0035095195	-0.2127601716	0.0305182116	-0.0562180802	0.0275823793	-0.0871018829	-0.0421863668	0.0009523318	-0.1553701087	0.1593686856	-0.0652031527	0.0530914019	-0.0739292289	0.0435526514	-0.310918133	0.1092783342	-0.1776351473	0.1086089572	-0.0601624338	0.0332222302	0.0010934655	0.0392516044	0.0488311951	-0.0450489882	0.011114633	-0.013508937	0.0400612748	-0.0456477221	0.1396609335	-0.0115867974	0.0338013258	-0.0669008659	-0.0932820818	-0.0599301049	0.0075268591	-0.0590682049	0.0597712986	-0.2045495225	0.0391273125	-0.0942853799	0.0008662329	-0.2172973399	0.162231171	-0.0677588286	0.2429657134	-0.0341138959	0.0697797812	-0.018666718	0.1377582273	-0.0802300302	0.061240773	-0.0022766819	-0.1171101427	0.1101512471	-0.0323237085	0.0336376137	-0.0086725311	-0.1870185168	0.0427087686	-0.1016283159	0.0166413412	-0.1022546784	0.1596579996	-0.1246506224	0.0331422095	-0.0680398141	0.2512010945	-0.1301065649	0.0253964544	-0.1160579717	0.0366252733	-0.1625886875	0.2170631563	-0.1243165039	0.0452089578	-0.0745202827	0.1704980209	-0.1249461489	0.0537553709	-0.1204607829	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0206359537105527	-0.0127490233609108	0.000425842585544	0.000162537596657	0.0182234051637379	0.0048181915038441	0.0003320924957617	2.3214969367715467e-05	0.0830367936651725	-0.0101760340818942	0.0068951091021924	0.0001035516696358	-0.0002170000999612	-3.4271942845300014e-05	4.70890433831708e-08	1.1745660663915107e-09	7.942210511480141e-08	0.000590008904425	6.307870780866565e-15	3.481105073008064e-07	-0.0007320005968532	4.105334015499997e-05	5.358248737934411e-07	1.6853767378821324e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2749.2970167084136	1.05644000705297	1.116065488502079	7558634.086081783	3394.6618946996227	-97.38277251144928	9483.40438201668	11523729.379325632	3123.0645355923484	-7.338336041865659	9753532.09347465	53.85117586334455	3188.564870006633	2901.241430425644	1.284796	24.81592	0.2086064531023748	0.1047918978658172	-0.0678030433	0.0200232163	0.049656805	0.0827586142	0.0311116628	0.0496105538	-0.0905767567	-0.1065117616	0.0810080324	0.0541676454	0.0271633279	-0.0828009177	0.1125264535	-0.1175817651	-0.0311250986	-0.0493481086	0.0199720406	0.0265517189	0.1118310055	0.1785071491	0.0539265421	0.0513104695	-0.0398523826	0.0449255146	-0.083011767	0.0482583597	-0.0737148659	0.1038763313	0.0305729592	-0.1358703995	-0.02824443	0.0588523078	-0.2375127348	0.0193291776	0.1479659063	0.0542540255	0.0773130271	-0.0355255167	0.0176845175	0.0262937436	-0.137509857	-0.0880633272	-0.0437966478	-0.0206828722	-0.0180655718	0.0885926236	0.1501475077	0.0162351569	0.1207625108	0.0162997981	-0.0970066902	-0.0278274637	-0.0281831996	-0.095390186	-0.0789267464	0.0958485761	-0.0882485435	0.1379909448	-0.2001021432	0.0486846736	-0.077134147	-0.0140619447	0.0086265611	-0.037588848	-0.2077785579	0.0365951532	-0.1535463597	0.0024132654	-0.1007505685	0.0942606643	0.0589853781	-0.1254608724	-0.0357178323	0.0448124728	-0.1858250651	-0.1813260317	0.0610905212	0.1347506665	-0.0290018433	-0.0877446152	-0.0189729711	-0.0246889039	0.1225390136	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0042600206189149	0.0163759330916377	1.814777567358009e-05	0.0002681711846217	-0.0533019118119426	-0.0715253169756805	0.0028410938028081	0.0051158709684715	0.020810232270179	-0.0622265613949934	0.0004330657671387	0.0038721449430448	0.0007470011600356	0.0009640012599967	5.58010733094532e-07	9.29298429275418e-07	2.6507756720750564e-06	2.571353566960255e-06	7.026611663664967e-12	6.6118591663192266e-12	-0.0009350008160907	-0.0002030002192374	8.74226526090275e-07	4.1209089010473053e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2740.8632630166985	-8.433753691715083	71.12820133251779	7512331.426554544	3490.438713336813	95.77681863719044	9173.19898826127	12183162.411560347	3121.356195580868	-1.7083400114802316	9742864.499691073	2.918425594824278	3192.104593174551	2939.2035241127014	1.349334	26.062481	0.0834353911510249	0.046461698329328	-0.0824601864	2.42183e-05	0.0487879449	-0.0342333589	-0.2011814516	0.0109150035	-0.0765274865	-0.0011766089	-0.0397577309	-0.0686942937	0.0385995441	-0.0095559994	0.1325791506	-0.0395598663	0.056440957	-0.1106369195	-0.0727962659	-0.0033653232	0.0295144906	0.1845788331	0.0758246599	-0.041107253	0.0159550629	-0.042412244	-0.0529927182	-0.0109433122	0.020947822	-0.0211336271	0.0692769512	-0.2430378533	0.0211646012	-0.0806116062	0.0079939216	-0.1566747837	-0.0051772853	-0.0372388428	-0.0803777324	-0.0344617579	-0.0939605161	-0.0124744728	-0.0959697338	0.0057798754	-0.1450816825	-0.0393848221	-0.0521490548	0.1057077109	0.0022267929	-0.025704191	0.1044913791	-0.0015748776	0.0109867617	-0.0501900514	-0.1363751518	-0.1640055501	-0.1559898269	-0.0114077032	-0.1389548103	-0.0670076057	0.0153833669	0.0350197398	-0.0698933837	0.0323584267	-0.1099890014	0.0434590872	-0.0976294819	0.0109567936	-0.1395033115	0.0191821428	-0.1218427418	0.0562911624	0.1563614757	-0.0229142373	-0.0964249921	-0.0472746734	0.0760178655	-0.0129326333	-0.0340069367	-0.0583735979	0.1460799202	-0.0464567441	-0.055477908	-0.0482074591	0.0672169582	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0092841793304216	-0.0050241587115067	8.619598583942767e-05	2.524217075840866e-05	-0.0193460754749565	0.033955836336986	0.0003742706362827	0.0011529988213441	0.0237522283011699	0.0029419960309908	0.0005641683492708	8.655340646366206e-06	0.0012266224687449	0.0004796213087093	1.5046026808298332e-06	2.300365997680217e-07	0.0002824702142019	0.0002798194385298	7.978942191126727e-08	7.829891817914646e-08	-0.000864173561899	7.08272541917e-05	7.467959450852047e-07	5.016499936335686e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2731.685444439808	-9.177818576890331	84.23235383031327	7462105.367364312	3450.3828440699085	-40.055869266904665	1604.4726627273576	11905141.770651951	3119.4214267876314	-1.934768793236799	9730790.03790178	3.743330283282979	3191.84352871434	2943.912461566925	1.333824	25.762905	0.0743477692494384	0.0417476745203187	-0.0369165199	-0.0420464841	0.0078513573	-0.1239501745	-0.1187071468	-0.0967732883	-0.0867539173	-0.0728585992	-0.0146765227	0.0428982828	-0.0199101063	-0.0024102204	-0.025350332	-0.0030160975	0.1159313916	-0.2237350524	0.0233480252	0.0691531467	0.0098342438	-0.0035257668	0.0805624591	0.1373824574	0.253312791	-0.0229408441	0.0223701802	0.0168532089	-0.0045337252	0.0702325563	-0.0185976492	-0.062968437	0.0703848546	-0.0093383282	0.0068649184	-0.0436987168	-0.0040216596	-0.038668013	0.0448394451	0.0090088719	-0.0658331174	-0.0407069947	-0.0503760779	0.0907262694	-0.1918190956	0.127667075	-0.022669852	0.0380902247	0.0180687006	-0.1598885698	0.0161400563	-0.058899203	0.0555664472	-0.1072160309	-0.044333811	0.125953191	-0.0977640317	-0.0967380456	0.0765593247	0.0493062121	0.0876902214	0.0266517632	-0.0620591962	0.0427599364	0.0704235546	-0.0405502178	-0.097200662	-0.0335405679	-0.0659843872	0.0282668204	-0.1598669996	0.093093016	0.1412707004	-0.0738500292	-0.1438040183	-0.016129424	0.1281273914	-0.0650678324	0.0045460399	-0.15430778	0.0564196957	-0.180613743	-0.0528396343	0.0089950883	0.007383992	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0241358052704185	-0.0148516259399969	0.0005825370960515	0.0002205707930615	-0.0198167633299135	-0.000470687854957	0.0003927041088738	2.215470568040237e-07	0.0438193817948544	0.0200671534936845	0.0019201382208832	0.000402690649339	0.000571171595067	-0.0006554508736779	3.262369910113811e-07	4.296158478051224e-07	0.0003882478609573	0.0001057776467554	1.5073640153791897e-07	1.1188910553110191e-08	-0.0008821110806817	-1.7937518782700054e-05	7.781199586614367e-07	3.2175458007971724e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2709.1804144188186	-22.50503002098958	506.4763762456423	7339658.517870522	3418.472458411907	-31.91038565800136	1018.2727128423788	11685953.94892075	3121.331751233749	1.9103244461175564	9742711.901259942	3.649339489434349	3190.626225486722	2956.4271754264832	1.510385	29.173204	0.1161226252691919	0.0612202677205999	-0.0871722443	0.0265808597	-0.0769314086	-0.0622889486	-0.0495677693	-0.1554257287	0.0927239718	-0.0937342504	0.0424345544	-0.0853704279	-0.0765917665	0.0245008512	-0.080259805	0.1232811436	0.2226240009	-0.0351246164	-0.1773360133	0.0702704406	0.0418907671	0.0478112448	0.0262898253	-0.0243681949	0.0918590574	0.0492571233	-0.0755135905	0.0907337049	0.1184206574	0.0210008308	-0.0355010663	0.1905665371	0.0209341251	-0.0616800923	-0.0499193977	-0.102564889	0.0506047794	0.0653974946	-0.075471901	0.0563634753	-0.1306322421	-0.0388151966	0.0478557809	0.2501885442	-0.0147023619	-0.0209882573	0.1610083425	0.2104336594	-0.0920018746	-0.057403656	0.015005796	0.0423924282	0.0332756797	-0.1949439114	0.0451127671	0.0321269858	0.0087031133	0.0317577489	0.0692823185	0.0470831247	0.0034230621	0.0078729052	0.028997616	-0.0239776332	-0.0126295223	0.1382605251	0.0313876987	0.0256559245	0.042995228	-0.0240450929	-0.0839363103	0.0056149305	0.1031408627	-0.0597535546	-0.2359021986	-0.0873016485	0.0412964187	-0.0199332167	0.1191527224	-0.1436113089	-0.0593587166	-0.1021191931	-0.0279586125	-0.0451754541	0.0203880078	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.028309797015467	-0.0041739917450485	0.0008014446070569	1.7422207087733026e-05	-0.0101799913863942	0.0096367719435193	0.000103632224627	9.286737349140076e-05	0.0729098883172625	0.029090506522408	0.0053158518144356	0.0008462575697302	0.0007529720686909	0.0001818004736238	5.669669362286533e-07	3.3051412209874344e-08	0.0007090303458054	0.000320782484848	5.02724031272925e-07	1.0290140258532149e-07	7.973306201062137e-05	0.0009618441426923	6.357361177589593e-09	9.251441548315268e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2693.713052991041	-15.467361427777632	239.2392695375033	7256090.011854314	3377.5977846342944	-40.87467377761277	1670.738956426265	11408166.794766491	3119.449098077439	-1.8826531563099709	9730962.675496148	3.544382906963895	3183.628269145728	2905.3575414180755	1.370833	26.477745	0.1305318423529447	0.0586195906978604	-0.098524665	0.082808152	-0.1470217189	0.0895368438	0.0369739977	-0.1572429398	0.1451567348	-0.0895049	-0.0685330562	0.1061135241	-0.0047172885	-0.058377518	-0.0729470162	0.1868760257	0.2051273784	0.1375694126	-0.0089647232	0.0638236635	-0.0558693885	-0.0270371341	0.0025914683	0.0145031233	-0.0253444509	0.0799287426	0.1214800366	0.0557108271	0.0115624025	-0.1590297196	0.0658306549	-0.0153316553	-0.0145673567	0.0266340807	0.0361567221	-0.0787831605	0.1258024367	-0.0812772672	0.0866648398	0.0107281374	-0.1071218967	0.0752822331	0.0597050595	0.231280091	0.1633138894	0.0338360046	0.1046641042	0.0942440727	-0.028816286	-0.0527843385	-0.0286197277	0.0020749193	0.0121614886	-0.0137660768	0.0774099429	-0.0324191101	0.1493098796	-0.090313678	-0.046410705	0.0144369712	-0.0264022325	0.0198759504	0.0333456585	0.0852708915	0.1520795978	0.0792399388	0.1232449122	0.1012067007	0.0396181105	-0.0681636079	0.0247162347	0.0090829663	-0.0116718525	0.1192845854	-0.186104743	-0.056987265	-0.1069911612	-0.008786739	0.0885893321	-0.0544748427	-0.0256084855	-0.1621811228	0.0026239274	-0.0186982585	0.0775377485	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0032757518361279	0.0250340451793391	1.0730550091895308e-05	0.0006267034180411	0.0210050835815991	0.0311850749679933	0.0004412135362699	0.0009725089007593	0.0969826140754364	0.0240727257581739	0.009405627432905	0.0005794961254282	-3.590165906789444e-06	-0.0007565622345976	1.2889291238273272e-11	5.723864148194492e-07	0.0008159996941654	0.00010696934836	6.658555008780264e-07	1.1442441488563053e-08	0.0002210014080017	0.000141268345991	4.884162233873386e-08	1.9956745579055095e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2683.6117730438345	-10.101279947206422	102.03585657183456	7201772.148419473	3344.704249941069	-32.89353469322532	1081.9846246144175	11187046.519573849	3110.724737968153	-8.724360109285954	9676608.395407034	76.11445931650002	3174.7533322183417	2943.8152985811234	1.427676	27.575666	0.0670909080377828	0.0319592123236068	-0.0522406882	0.1328999941	-0.2170445129	0.0562634515	0.0613126133	-0.1800739654	0.2108540955	-0.0225038135	0.1079204697	-0.0136446034	0.0305159597	0.0490901868	-0.0070182025	0.1910834997	0.1662394364	0.156555909	-0.0568471892	0.0747268879	0.043590919	0.0246361902	0.0485024079	0.1021439828	-0.0893644407	0.0335464711	-0.078009665	0.059748702	0.1339498101	0.0382426291	0.1098730263	-0.0504695862	-0.0784447178	0.1187199303	-0.1014234578	0.1894968253	-0.0447260789	0.1154313837	0.0126127108	-0.0186105985	-0.1469097071	0.0426005457	0.0989866148	0.1538329767	0.1681196105	-0.0492354456	0.1094898767	0.0206126649	0.009677577	-0.0228314046	-0.0380103973	0.0271876534	0.0222668937	-0.0322603987	-0.0188841314	-0.0496236495	-0.0398036936	0.0177704935	0.1252201367	-0.047573257	-0.1420879666	0.0357067327	0.1551517127	-0.0431144903	0.1083036509	0.1853148805	0.1181972981	0.0963312179	0.051218252	-0.0514215615	-0.0203256825	-0.0456113118	-0.057919592	0.1210094539	-0.0791676531	-0.0146987364	-0.0772224128	-0.0260514917	0.1192402467	-0.1123803998	-0.0194279442	-0.0153136932	0.0964731189	0.034799269	0.0256408566	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0151565191461884	-0.0118807673100605	0.0002297200726287	0.0001411526318758	0.0281869031805968	0.0071818195989977	0.0007945015109123	5.15785327525475e-05	0.1150444736462716	0.0180618595708351	0.0132352309165476	0.0003262307711565	0.000375833493859	0.0003794236597657	1.4125081510626297e-07	1.4396231359006554e-07	0.0008775714090378	6.157171487239995e-05	7.701315779605897e-07	3.791076072328117e-09	0.0003793352645213	0.0001583338565196	1.4389524290944465e-07	2.5069610120369285e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2679.377288121743	-4.234484922091724	17.930862555422152	7179062.652102625	3312.151082005994	-32.55316793507518	1059.7087426092069	10970344.790033476	3099.838230744573	-10.886507223579883	9608997.056785643	118.51603952905698	3163.202807688056	2912.821973323822	1.087343	21.002115	0.0637838278445726	0.0310259697441859	-0.0195043474	0.1404894758	-0.2126628754	0.006599302	0.1123038577	-0.1900201953	0.2140255736	0.0594781097	-0.0930695735	0.0347550023	0.0827772932	0.193302105	-0.0105405477	0.174814142	-0.0065426689	0.1691150443	0.0229227075	-0.0063115676	-0.0258960704	0.040273569	-0.0435197566	-0.0580541394	0.0173881096	-0.0110394138	-0.0784800028	0.0960638564	0.0034634727	-0.062401435	0.0598769835	-0.019079451	0.0203434577	0.0773446121	0.1086608191	0.0360935164	0.0290762076	-0.0796863481	0.0052548296	-0.0465305637	-0.1276229417	0.0475902237	0.241627942	-0.0296186725	0.1748832243	-0.0318899328	0.0391351668	-0.029071415	-0.00639522	0.0129550807	0.015433761	-0.0466088877	-0.0176125642	-0.0167183237	0.0375276214	-0.0823997904	-0.012868947	-0.0159552484	0.0744234762	-0.0023524635	0.1256538745	0.046713495	0.1158337399	0.1300380501	0.0959058178	0.125192108	0.2149623837	0.1018744461	0.0483182446	-0.0055557703	-0.0240616032	-0.0995309353	-0.1082140244	0.0970453772	0.0226155038	0.0275898403	-0.0105945658	0.0149835751	0.0326521447	-0.1223023395	-0.0259748094	0.0386855971	0.0557250886	0.0754722621	0.0155111749	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0376515387042246	-0.0224950195580362	0.0014176383667957	0.0005060259049164	0.0292990209958503	0.0011121178152534	0.0008584326313152	1.2368060350042169e-06	0.1116588493203636	-0.0033856243259079	0.0124676986315476	1.1462452076179991e-05	0.0001449413420737	-0.0002308921517852	2.100799264212532e-08	5.3311185756046e-08	0.000531015970421	-0.0003465554386168	2.819779608421563e-07	1.2010067203488264e-07	0.0002209615320159	-0.0001583737325054	4.8823998630813593e-08	2.5082239147692e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2683.375970021077	3.998681899334315	15.989456932063884	7200506.596486556	3337.4244910930765	25.27340908708265	638.7452068830321	11138402.23374788	3097.3286542819656	-2.5095764626075834	9593444.792636132	6.297974021673992	3162.308957480554	2808.0708203554154	1.331605	25.720051	0.1206436033733653	0.0586835167305039	-0.0577088842	0.1336055311	-0.1479830027	0.1668360646	0.053160084	-0.1301232194	0.1551081084	0.1596234188	0.1000315569	0.1133480482	0.0944052216	0.2063598111	0.0284495927	0.134744205	-0.0338672844	0.1485196683	0.0386718465	-0.1375248808	-0.0587934741	0.0009429966	-0.0297560148	0.0247514765	-0.0590564686	-0.1091097531	0.0028158125	-0.0135775106	0.0427800309	0.0568357794	-0.0349422812	-0.0148790045	-0.0122229538	-0.0087728844	-0.1123183837	-0.0022243764	-0.1183236636	0.0828613812	0.1170276754	-0.0554180173	-0.1528675132	0.0259475043	0.211715095	-0.0979564575	0.1276862772	-0.0382068492	-0.0440531777	-0.1147761225	-0.0397438751	0.0852088885	0.0021792249	-0.0904896927	0.0542089007	0.0785109625	-0.0309410123	0.0462277078	-0.0022030349	0.0755151805	-0.0266767369	-0.0246449033	-0.0846267775	0.0572076104	0.1600891849	-0.0032004946	0.1717297539	0.1444506631	0.0894949952	0.1043951635	0.0195385974	0.0082443412	-0.0691409581	-0.1481681235	-0.1253901292	0.0175478396	0.1157405426	0.0537590118	-0.081410982	-0.0295890648	0.0349899654	-0.0226562142	0.0043322448	0.0093121394	0.0396423479	0.0318270266	0.0781392894	0.1039636308	0.099666409	0.0926354574	0.0830636267	-5.864219161821893e-06	0.0376456744850627	3.4389066377879065e-11	0.0014171968074353	-0.0102197082774182	-0.0395187292732685	0.0001044424372755	0.0015617299633738	0.0970630318351695	-0.0145958174851941	0.0094212321490351	0.000213037888061	0.0005089181478469	0.0003639768057732	2.589976812079192e-07	1.3247911514086176e-07	0.0007440561019029	0.0002130401314818	5.536194827789386e-07	4.5386097621825225e-08	0.0002203108266742	-6.507053416999933e-07	4.85368603498694e-08	4.23417441716905e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
