global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
2179.3396864627266	n/a	n/a	4749521.468991456	3007.1893661407653	n/a	9043187.883830098	n/a	2562.675632476806	n/a	n/a	6567306.397290398	2683.5969247279063	2174.3301748978465	n/a	n/a	n/a	n/a	0.036856587	-0.0332749968	0.0386296454	-0.0602491405	0.0341523851	0.01880257	-0.0296367304	0.0137383824	0.0302328676	-0.0335006724	0.051275613	0.0508424964	-0.0164076472	0.0660427947	-0.0844376766	-0.0557500864	0.0320063819	-0.0217949499	0.0526947887	-0.0376140411	0.0325252128	-0.0235408814	0.0072640989	-0.0476504168	-0.0075986831	0.0623079611	-0.0291121733	0.0293216107	-0.0119656315	0.0528899629	-0.03043027	-0.0436390159	0.0042408229	-0.1018141394	0.015208272	-0.1007934591	0.0282767829	-0.0396775205	0.0296190478	0.001580315	0.0874924785	-0.1054862111	-0.0516545651	0.0476808619	-0.0452687268	0.0676354386	-0.0922427482	0.2143681653	-0.0529842196	0.061339524	-0.0470520868	0.0164618128	-0.0643130562	0.0131898079	0.090745406	-0.1160387166	0.0413086151	-0.0159221395	0.0626453404	-0.0284721137	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0245406823951981	n/a	0.0006022450924219	n/a	0.0016703237756843	n/a	2.789981515616256e-06	n/a	0.0195099718998363	n/a	n/a	0.0003806390035324	0.0033881695170249	n/a	1.1479692676096744e-05	n/a	-0.0007470153550783	n/a	5.580319407227585e-07	n/a	0.0017632725115301	n/a	3.1091299499176663e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2179.2551988580253	-0.0844876047012803	0.0071381553481598	4749153.221749731	3016.065565280572	8.876199139806886	9096651.494071215	78.7869111695085	2552.977058997521	-9.698573479285187	94.06232753309398	6517691.863767631	2679.2562688504154	2193.96925146538	0.944957	19.919853	0.117882206765325	0.0701319801276299	0.0405610144	-0.0253509766	0.0890588137	-0.0237253132	-0.0286703355	-0.0362127465	0.0650288713	-0.0608083231	0.0588792306	0.013144538	0.0173529742	-0.0331105186	-0.0125515314	-0.0666588437	-0.024933112	-0.0130442406	0.0470761165	0.0077115912	-0.0390735084	-0.0144208145	0.0318656756	-0.1159988934	0.009047228	-0.003199718	0.0269499358	-0.0056421231	-0.0046171855	-0.0330053318	-0.0134233323	-0.0771121513	0.0139994171	0.0622777589	0.0451063487	-0.0475222445	0.0162817132	0.0087278103	0.012396496	-0.0056259474	0.0283262923	0.0290840713	-0.0756780468	-0.1164021333	-0.0153700012	0.0168428155	-0.0757395574	0.120985124	-0.1229854856	0.0872435496	-0.0845122991	0.0595285817	-0.0426034619	-0.0248090238	-0.0164937139	-0.0856673635	-0.0872257133	0.0247051483	-0.0454735771	0.0649412914	0.0360426683	-0.0095330493	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.024986076161511	0.0004453937663128	0.0006243040019488	1.983756070703878e-07	0.0014424577524607	-0.0002278660232236	2.080684367633974e-06	5.1922924539738265e-08	0.0670120141474299	0.0475020422475935	0.0022564440176921	0.0044906100400953	0.0025191308647874	-0.0008690386522374	6.346020313924515e-06	7.552281790827698e-07	-0.0012712819648137	-0.0005242666097354	1.6161578340605815e-06	2.748554780834503e-07	0.0017641053441211	8.328325910001398e-07	3.112067665156625e-06	6.936101246320062e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2181.2191894326515	1.963990574626223	3.8572589772206416	4757717.152349234	3021.604782013122	5.539216732549903	9130095.458684567	30.682922010160823	2558.452778155988	5.4757191584672	29.983500302404742	6545680.618054094	2685.211433504372	2226.879599967198	1.000217	21.084732	0.0642945799921056	0.0360910252339549	0.0351321363	0.0282660064	0.0472273636	0.0992545131	-0.0206891658	0.0485186645	-0.0128265107	0.0658160332	0.1053080253	-0.078514823	0.0474535919	0.0124740869	0.0195059636	0.0804530262	0.0318845307	-0.0270365736	0.091304363	0.0326180455	-0.0177535181	0.0067485399	0.110379132	-0.0147419141	-0.027518737	-0.1159358475	0.0878344013	-0.0669138143	0.012635013	0.0343816551	0.0320926322	0.0672691042	-0.0056691931	0.0059223279	0.0610095017	0.013091433	0.0606617635	0.1040389641	0.0100848838	-0.0110426383	-0.02840402	-0.0637546754	0.0557630242	-0.0709780159	-0.0052268025	-0.0212365741	-0.0339862726	0.1850609389	-0.022195327	0.0941392037	-0.1176265908	0.0144973915	0.010824278	0.0476998193	-0.0767586113	0.0669359903	0.0038373914	-0.0858076325	-0.0154551078	0.0363425407	0.092516462	0.0252051152	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0005713914650016	-0.0244146846965093	3.264882062766747e-07	0.0005960768288299	0.0013848962361606	-5.756151630009992e-05	1.917937584931796e-06	3.313328158766669e-09	0.0669832656780187	-2.8748469411199465e-05	8.26474493486671e-10	0.004486757880892	0.0027157424077758	0.0001966115429883	7.375256825391898e-06	3.865609883627933e-08	-0.0010771622571725	0.0001941197076411	1.1602785282769552e-06	3.768246089470494e-08	0.001358964888553	-0.000405140455568	1.846785568319868e-06	1.641387887379276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2180.656184847065	-0.563004585586441	0.3169741633913601	4755261.396511758	3024.0574932897875	2.452711276665468	9144923.722722111	6.015792606681951	2566.3326087364785	7.879830580490307	62.0917299772302	6586063.058664179	2687.2552134071	2184.5616431431463	1.070447	22.565203	0.0347228280539506	0.0215412640143192	0.0193032431	0.0823849064	-0.0679727242	0.0058741903	-0.0283607988	-0.0129762244	0.0536999544	0.1020763048	0.0314631572	-0.0208253937	-0.0084628	0.095467358	-0.0484905529	-0.0353699947	-0.0190127081	-0.0353634142	-0.0357853912	-0.0910069374	0.0334608807	0.0157799336	-0.0211430444	-0.1434814613	0.0547518641	-0.0700283075	0.005554747	-0.0421002265	-0.0795488623	0.0485527854	-0.0658477701	-0.0332505226	-0.0357748582	-0.110382111	0.0546926751	-0.0076889912	-0.0410614825	0.0369552704	0.0034330846	-0.0002983126	-0.024498826	0.0959981881	-0.0114626783	-0.1154635615	-0.0017925957	0.0113031932	-0.0869861669	0.1180055816	0.032203964	0.1258082582	-0.0289620585	0.0680061318	0.0624705623	0.0442593577	0.0589662489	-0.0944007857	-0.0903817766	-0.0159027428	0.0242789572	0.0455319367	-0.1382110184	-0.0768797667	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0072227634524608	0.0066513719874592	5.2168311890203455e-05	4.424074931555695e-05	0.0015837881089311	0.0001988918727705	2.50838477399155e-06	3.9557977054156784e-08	0.0671020649773197	0.000118799299301	1.4113273514409392e-08	0.0045026871242204	0.002803059881598	8.731747382220018e-05	7.857144699824195e-06	7.624341234690614e-09	-0.0014079074001034	-0.0003307451429308	1.9822032472659157e-06	1.0939234957238142e-07	0.0014959775696883	0.0001370126811352	2.237948889010512e-06	1.8772474791883337e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2175.093101749623	-5.563083097441904	30.94789354904381	4731030.001278797	3001.671657904893	-22.385835384894563	9010032.74186951	501.1256258795975	2556.2015125568096	-10.13109617966893	102.6391098017024	6534166.172797721	2676.369279041337	2166.601333752013	0.999886	21.077765	0.0825949747256962	0.0486481284877743	0.0214651372	0.0270644313	-0.0779343181	-0.061661435	0.0271621363	-0.0394629645	-0.0219326852	-0.0477048742	-0.0257890892	0.0599115187	0.011288443	-0.0143471778	0.0750520857	0.0184288794	-0.011631173	-0.0326382091	0.0731311136	0.0615997252	0.042815441	-0.0527548622	-0.1012110316	0.0886895415	0.0654122573	-0.0809538626	0.1145197549	-0.106977353	-0.0132234648	-0.0311143395	0.0715241378	0.0119453513	-0.0077900944	-0.0051911744	-0.0424540839	0.0095270381	-0.1238712484	0.0844747765	0.0202622461	-0.0018923828	0.0380446445	-0.0774200692	-0.0037470295	-0.1362481322	-0.0066361445	-0.0181755489	-0.0955382488	0.0286272685	0.0165966452	0.1673856211	-0.0688649814	0.007677743	0.0020719557	-0.0302018901	-0.0397270464	0.1716655254	0.0359627715	0.094984539	-0.1318321679	-0.0150753766	0.0467073234	-0.0465764652	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0006578467211397	-0.0065649167313211	4.327623085142542e-07	4.309813168917971e-05	0.0010275447178713	-0.0005562433910598	1.0558481472252095e-06	3.094067100977057e-07	0.085535813372175	0.0184337483948553	0.0003398030798848	0.0073163753692395	0.0019759772884763	-0.0008270825931217	3.904486244574151e-06	6.840656158449156e-07	-0.0012099092283957	0.0001979981717076	1.4638803409570783e-06	3.9203275999591835e-08	0.0016116981290281	0.0001157205593398	2.597570859112678e-06	1.3391247853916197e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2174.574966544864	-0.5181352047593464	0.2684640904110098	4728776.285123596	3008.7594608146987	7.08780290980576	9052633.493041957	50.23695008825099	2552.1046180725098	-4.09689448429981	16.784544415486206	6513237.981587031	2680.37077162834	2167.716850827312	0.920226	19.398508	0.0669873309295061	0.0329836304061512	0.0411416438	0.0015699937	0.0236093839	-0.0810991089	0.0114059239	0.0281815977	-0.033511503	-0.0912239136	-0.0128713264	-0.0270810416	0.0379338485	-0.0294981842	-0.0755606313	0.0172581752	-0.0497928988	0.015153411	0.0048200808	-0.0630431071	0.0998574501	-0.0263163023	0.0671769962	-0.0406510447	0.0756223604	-0.0641485426	-0.0410233419	-0.1419942613	0.040666084	0.010937525	-0.0738219736	0.0183756701	-0.039430476	0.0685783004	-0.0141762792	0.007320933	-0.0745508661	-0.0743952919	0.0136905145	-0.0329618657	0.0372207571	0.0877389342	0.0329712607	-0.0986531948	0.0067049921	-0.0113362348	-0.0878989819	0.0433437009	-0.1047492069	0.1278839704	-0.0649914266	-0.0230807078	0.0676984505	0.0149992848	0.0219187457	-0.0940900404	0.0156783346	-0.0609984691	0.0348236231	-0.0295292632	-0.1141384379	0.0100579497	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0102830418999104	0.0096251951787707	0.0001057409507153	9.264438222943073e-05	0.0010765531162491	4.900839837780006e-05	1.1589666121056484e-06	2.4018231115571554e-09	0.0640782105719424	-0.0214576028002325	0.0004604287179325	0.0041060170701021	0.0024084547171649	0.0004324774286885	5.800654124633858e-06	1.8703672632510305e-07	-0.001076879633276	0.0001330295951197	1.1596697445646523e-06	1.7696873177711323e-08	0.0017633015962623	0.0001516034672342	3.109232519381176e-06	2.2983611277431167e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2178.3191837368618	3.7442171919979046	14.019162380852674	4745074.466236028	3012.1485953873503	3.3891345726515283	9073039.160693986	11.486233151541857	2555.9894309410683	3.884812868558584	15.091771023718367	6533081.971082446	2679.056810308733	2200.3585036651434	0.894258	18.851095	0.0450596117327605	0.0207560223575755	0.033267515	-0.0108887047	0.0924390486	-0.0360238924	-0.0481759258	-0.0083610236	0.0181866266	-0.0739330977	0.0653936836	0.0213271718	-0.0073500654	-0.0088774342	0.0937318275	-0.0619616204	-0.0005646922	-0.0185468247	0.0463537678	0.0299884883	-0.0681004989	-0.0059817189	0.0684717591	0.0041712139	0.0179735786	0.0556642297	0.082193526	-0.0240393642	-0.001653703	-0.0141074482	0.0865050589	-0.0632841561	0.0282572627	0.0569226442	0.0412911145	0.0246524604	0.0639240933	-0.0126382582	0.0050176849	0.0021348111	-0.010330408	-0.057864379	-0.0571217485	-0.0938721306	-0.011320594	-0.0002434857	-0.0750352216	0.0935464913	-0.1221380191	0.0515777101	-0.0654794278	0.03036649	-0.00453251	0.0488647272	0.0121459625	0.0019265026	-0.0633984492	0.0285494572	-0.0407880365	0.0593971822	0.0169250018	0.0214221377	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.0154033185659585	0.0051202766660481	0.0002372622228444	2.621723313687665e-05	0.0110699752768681	0.009993422160619	0.0001225443526304	9.986848648035094e-05	0.0640968269307009	1.861635875849421e-05	3.4656881342496407e-10	0.0041084032225842	0.0022681781393802	-0.0001402765777846	5.144632071962227e-06	1.967751827498693e-08	-0.0009298544893248	0.0001470251439511	8.646293713174847e-07	2.161639295387108e-08	0.0014520573870515	-0.0003112442092107	2.10847065529083e-06	9.687295776725623e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2185.2283950321403	6.90921129527851	47.73720072280415	4775223.138454744	3025.9655502227965	13.816954835446268	9156467.511135152	190.908240924762	2568.481538625864	12.492107684795428	156.052754408525	6597097.414261885	2687.876272215597	2201.0977974607235	1.076106	22.684481	0.137276651413645	0.0666974702367028	0.0360133263	0.0656023871	0.0455615041	0.0357139767	-0.0505208455	0.0027226586	0.1263257739	0.0063506155	0.149061953	-0.0312255412	-0.0811118112	0.1123253803	-0.0070209864	0.0513028843	-0.066001101	-0.0061837744	0.0119076704	0.0019869634	-0.0094422113	0.0331559378	0.0779287539	-0.1178095388	-0.0678001254	-0.1508770869	-0.1005146255	-0.1269040307	-0.0922875294	0.0675339886	-0.010059719	0.0485472068	-0.0141830121	0.0358731624	0.1089641622	-0.0103505254	-0.0103020706	0.0401446611	0.0024874937	-0.01796388	-0.0581324765	0.0232169693	0.0821850589	-0.1056191286	-0.0055173606	0.0101264119	-0.0919281623	0.2311013635	-0.0239939121	0.1384719791	-0.0759952191	0.0748356256	0.0089914919	0.0483182133	0.0449878988	-0.044152541	0.0401676848	-0.1044053206	0.0208304313	0.0500477199	0.0867161714	0.0374151551	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0466813550707598	0.0312780365048013	0.0021791489112423	0.0009783155675956	0.0300431019989702	0.0189731267221021	0.0009025879777205	0.0003599795376129	0.0781237198519875	0.0140268929212866	0.0001967537250252	0.0061033156035118	0.0028703161790082	0.000602138039628	8.238714967476234e-06	3.625702187670509e-07	-0.0015275482436534	-0.0005976937543286	2.3334036366885874e-06	3.5723782396341695e-07	0.001712197498404	0.0002601401113525	2.931620273540916e-06	6.76728775344911e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2183.203413306362	-2.024981725778161	4.100550989735501	4766377.14387255	3020.7769263718656	-5.1886238509309806	9125093.238900656	26.92181746644984	2570.4711940471943	1.9896554213305533	3.9587286956300622	6607322.159426409	2690.234083170973	2173.03940013417	1.258667	26.532904	0.311441653616944	0.1430953639806206	0.0133587443	0.0403802251	-0.0954624667	0.039718361	-0.0099194994	0.0216966518	0.0086244137	0.0463167398	-0.0905094011	0.0091035588	-0.0664761662	0.1561708511	0.0273686277	-0.1083513306	0.007441825	-0.0459746058	-0.0834499971	0.0068787034	-0.0062224598	-0.0060687601	-0.1095008383	-0.0111828208	0.0460218213	-0.052409528	-0.0206918989	0.0670385573	-0.0976802036	0.0848712409	0.0152497236	-0.1038410133	-0.0472778143	-0.1143469615	-0.0068607869	0.0897122807	-0.0236231534	-0.0706753627	-0.0098701462	0.0257076487	-0.0610905955	0.037776128	-0.0799857355	0.0112335162	-0.0818996141	0.0627750209	0.0340317087	0.0354102766	0.0973994725	0.0455786076	0.090063231	0.0703557951	-0.0090229388	0.0047382083	-0.0174862064	0.0017444978	-0.0670334798	0.0283635895	-0.1314907335	0.1001175365	-0.0102978369	-0.2285859823	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0022802145774107	-0.0444011404933491	5.1993785190362575e-06	0.0019714612771101	0.0023501746118057	-0.0276929273871645	5.523320705976072e-06	0.0007668982272707	0.0050865630804821	-0.0730371567715054	0.0053344262692654	2.587312397172355e-05	0.0017141299944161	-0.0011561861845921	2.938241637756939e-06	1.3367664934416376e-06	-0.0003729030379424	0.001154645205711	1.39056675706671e-07	1.3332055510713976e-06	0.0006968203094086	-0.0010153771889954	4.85558543604297e-07	1.0309908359322005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2181.183172032605	-2.020241273757165	4.081374804191972	4757560.0299582165	3031.1566136525776	10.379687280712004	9187910.41648976	107.73790804537458	2557.110058124249	-13.361135922945325	178.51995315141997	6538811.849360201	2687.156210109701	2173.326781256157	1.288587	27.163616	0.2098220962688249	0.0930538842949282	-0.041423299	-0.0263532203	-0.096681967	-0.0388459002	0.084389981	0.0345989158	0.0251009443	-0.051778362	-0.1772420365	0.0128684479	0.0011420771	0.0291666633	-0.0212492729	0.0688162681	0.0610926463	0.0169574956	0.0236086499	0.0050605454	0.1055002116	-0.0017139031	-0.0445902907	0.0657989369	0.0620232036	0.1005723485	-0.0575879652	-0.0062712796	0.002303054	0.0696019877	-0.0038951234	0.0504670867	0.0116565021	0.0370066894	-0.123151831	0.0275269179	-0.1223209364	0.0222737412	-0.0035792583	0.014543318	0.0036613587	-0.0315060677	0.0741116146	-0.0035052745	-0.0563350659	-0.0070187829	0.1206401343	-0.2205236417	0.1449926549	-0.0807476788	-0.0469190432	-0.0574725945	-0.1187256455	-0.0449533723	0.0838831024	0.1504454425	0.0255121989	0.1220482739	0.1035647406	-0.2187226692	0.080933614	-0.0720246906	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0404831030545977	0.038202888477187	0.0016388816329291	0.0014594606880003	-0.0002558948716853	-0.0026060694834909	6.548218535483617e-08	6.791598152783046e-06	0.040956812946284	0.0358702498658018	0.001286674825435	0.0016774605267168	0.0008659325751853	-0.0008481974192308	7.498392247670453e-07	7.194388619897895e-07	0.000981001643775	0.0013539046817174	9.62364225089252e-07	1.833057887176294e-06	0.0011575759773073	0.0004607556678987	1.339982143238951e-06	2.122957855007772e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
