global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
5698.958464718148	n/a	32478127.582582638	n/a	6649.274843413255	n/a	n/a	44212855.943248376	6129.143425601652	n/a	n/a	37566399.131595954	6234.085567949753	4652.223128945953	n/a	n/a	n/a	n/a	-0.2036864821	-0.0613832211	0.0104703838	0.1099464383	-0.0172819789	-0.0357901566	0.1873727667	-0.12650885	-0.0545735577	-0.0415426504	0.1507942066	-0.0434120889	0.1358863121	-0.0694622478	0.0745560854	0.0035119812	-0.0890414381	0.084989298	-0.0508422068	0.0603123084	-0.0052520286	0.1448481635	-0.0727981356	0.0394002017	-0.0150756769	0.0716957722	-0.0085806445	0.0266796678	-0.1423342605	0.1195656573	-0.052070666	0.0923126768	-0.0222704617	0.0695159108	-0.143007229	0.1546488681	-0.0203976387	0.1357755067	-0.037250558	0.0531962346	-0.1180472977	0.0356226359	-0.0265894042	0.0808770346	-0.097256282	0.1148893855	0.0504687176	-0.0471377654	0.0093782429	-0.0093905465	0.143928955	-0.1077747077	0.0491501752	0.0459726207	-0.050263558	0.0969477041	-0.0082352384	0.0176284662	-0.0008349198	0.0348856663	-0.2121987182	0.0342370323	-0.012408169	0.0577049948	0.024702143	-0.0453731297	0.0232439351	-0.0253700852	0.0386837312	-0.1709162829	0.0052136497	-0.0162783942	0.0389995358	-0.0301746253	-0.1917114611	0.0333266793	0.0182625027	-0.0926319255	0.0681609735	-0.0598610069	0.0383012658	-0.0350861279	0.0770805884	-0.0482677272	0.0101628389	-0.0149643619	0.0298212772	-0.1218498554	0.0412149805	-0.0746820776	0.0217730154	-0.0273322725	0.0358603842	-0.0016773363	0.0008428516	-0.0651107403	0.0283387075	-0.0594210627	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0469651826945067	n/a	0.0022057283855283	n/a	0.0588529531289623	n/a	0.0034636700919998	n/a	0.3049471588920909	n/a	0.0929927697163581	n/a	-0.0052640643303275	n/a	2.7710373273826315e-05	n/a	0.0001808616137735	n/a	3.271092333675468e-08	n/a	0.0004329784058764	n/a	n/a	1.874702999552686e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5704.484241928334	5.525777210185879	32541140.46640868	30.53421377660964	6635.372646147629	-13.902197265626455	193.2710888123917	44028170.15324419	6127.635434305726	-1.5079912959254216	2.2740377485868324	37547916.015759125	6224.422279922192	4681.244043456335	0.912213	16.522362	0.0643866549044167	0.0359281342538686	-0.207107413	-0.0621326782	0.0282238621	0.0697806682	0.0134326873	-0.049409017	0.1933944705	-0.10541386	0.0226275093	-0.018938263	0.1310911556	-0.0448764655	0.0936543717	-0.1058844395	0.0825116841	-0.039392092	-0.110455014	0.0278769042	0.0630922657	0.0521783487	-0.0449612974	-0.0011180725	-0.1336422619	0.1585715656	-0.0285844975	-0.0176649721	-0.0175186738	0.0808325818	-0.0063412607	0.0622069726	-0.0684959874	-0.0496087765	0.0161285229	-0.028432654	-0.0354541662	-0.0214386319	-0.0236878755	-0.1789535344	-0.1298929984	0.0673487719	-0.0738121737	-0.0601858575	-0.0028411838	-0.0515934339	-0.1172249248	0.1301621954	0.0045448041	-0.0592127776	-0.0915270254	-0.0094694169	0.0651340248	-0.1166365349	0.0591020238	-0.0526534829	0.0100990113	0.0513223782	0.0523552749	0.1020233997	0.0589353495	-0.0271938826	-0.0224781023	0.0728131617	-0.1267936283	0.0667657057	-0.0725236491	0.0262801253	0.0953834561	0.1176135501	-0.0257700629	0.0498867892	0.0801473903	0.0604548531	0.1463876837	-0.0415466416	-0.198064472	0.0554055391	0.0205494796	-0.0807055538	0.0752081812	-0.0374716303	-0.0312365658	-0.0166524153	0.0429498906	-0.0324497885	0.0946680031	-0.014727491	0.0324551254	-0.0913944437	-0.0509210082	-0.019172447	0.0942573105	-0.0218456334	0.0716825889	0.0409613426	-0.1226343029	-0.0642665419	-0.0809334794	0.0248089776	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0222615222123181	-0.0247036604821886	0.0004955753712095	0.0006102708412192	0.0810307540888715	0.0221778009599092	0.0065659831082111	0.0004918548554173	0.3051749052273749	0.0002277463352839	0.0931317227805372	5.186839323529028e-08	-0.0053971079290162	-0.0001330435986886	2.9128773997449533e-05	1.7700599152039733e-08	0.0003833067353091	0.0002024451215356	1.4692405333332044e-07	4.098402723356385e-08	0.0004430386281928	1.0060222316399983e-05	1.0120807305539228e-10	1.962832260709581e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5713.213839359471	8.729597431137336	32640812.37424859	76.20587130971957	6590.373311220366	-44.99933492726268	2024.940143895963	43433020.381245695	6140.308836287074	12.673401981347524	160.61511778082334	37703392.60498512	6238.982498184405	4699.067307149803	1.062825	19.250315	0.1974607585409136	0.1006927948992401	-0.1518785561	-0.0461933292	0.0107065164	0.0476603823	0.0194679238	0.0456990298	0.1496536781	0.008474088	0.0434283331	-0.0154408972	0.1349808819	0.0298826651	0.0318970612	-0.0494016665	0.1528172148	-0.0636032533	-0.0100218775	0.0690848502	0.0931544318	-0.0095198618	-0.1268929267	-0.0245959402	0.1875825006	0.0072692736	-0.1518649551	-0.0928847127	0.1633604005	0.0124286825	-0.0908802056	-0.0729351222	-0.1180261589	-0.0412835711	-0.1473023936	-0.1503850913	-0.0321204352	-0.0768764514	0.0514181593	0.0512825629	-0.1062347788	0.0061029203	0.1000132196	0.0210340274	0.0795577667	0.0618201658	-0.0849419899	0.0956541579	0.0109366674	-0.0545243751	0.0169929632	-0.0748177369	0.000400039	-0.1593680973	-0.0027923855	-0.081384557	0.0221419478	-0.0349238126	0.0850081582	0.028679997	-0.2231752698	-0.0607725738	0.090368548	-0.1393131129	0.0616014087	-0.010052046	0.0645610395	0.1148866458	-0.0173973644	0.066651407	0.0186977594	0.1491793033	-0.0243946887	-0.0410599946	-0.0359754764	-0.0159351825	-0.1562591014	0.0472468421	0.0792619017	-0.0967029272	0.0757946252	-0.0092476179	-0.1076002197	0.0087958691	-0.0157913253	0.104853764	0.1171923273	-0.0341161696	0.0026429813	-0.0811423053	-0.182547074	0.0184704211	-0.0070214248	-0.1209933871	-0.0370189316	0.1575444879	-0.0040796914	-0.0517049333	-0.0284024848	0.0604446081	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0174085336656304	-0.0048529885466877	0.0003030570443873	2.355149783428201e-05	0.0638759374233899	-0.0171548166654816	0.0040801353817168	0.0002942877348262	0.2637979892497455	-0.0413769159776293	0.0695893791322088	0.0017120491758198	-0.0040072261252087	0.0013898818038074	1.6057861218555135e-05	1.931771428555189e-06	0.0015139414416163	0.0011306347063072	2.2920186886432405e-06	1.2783348391063682e-06	0.0002820343912852	-0.0001610042369076	2.5922364302198587e-08	7.95433978676133e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5705.167732467982	-8.046106891489217	32548938.855593856	64.73983610927027	6573.373875269396	-16.99943595097011	288.98082265113504	43209244.1040742	6140.774850228346	0.4660139412717399	0.2171689934596206	37709115.76119696	6230.136397434223	4637.515728089336	1.155628	20.931198	0.1509968155957275	0.0845626518654899	-0.1151696144	0.0016230459	-0.0564809312	0.0079871491	0.0366151929	0.0934883426	0.1638930425	0.0313802392	0.0800428979	-0.0389034475	0.161117412	0.0100909265	0.1018715493	0.0269856339	-0.0243151292	-0.0791890197	0.1640738115	0.1324577924	0.1435148925	0.0160553185	0.0369822271	0.023045445	-0.0090481674	-0.054735835	-0.0017690834	-0.0086366086	-0.0717419247	0.0735276664	-0.1251788138	-0.0039517242	-0.0225834777	0.0880199494	0.0725269951	-0.1384701327	-0.0095399361	0.0007548028	0.0233570052	0.1314259479	0.0678361866	0.0043107942	0.1006082295	-0.0139262096	-0.196307344	-0.0447287494	-0.1250270756	0.1125470582	-0.0138101933	-0.0689502288	0.0541543069	-0.0929147442	-0.0755328497	-0.0381501782	-0.0416069728	0.0009012749	-0.1612232016	0.0464243676	0.0137878429	0.1168464723	0.0128605592	0.0380986446	-0.0405750911	-0.0816960654	0.0764704456	-0.0348417145	0.0489284244	-0.1116560129	0.0089980984	-0.0382219136	0.0444129239	0.034227317	-0.0515724258	-0.0487311035	0.0453819556	-0.0729896912	-0.1297201652	0.0060144143	0.1222725068	-0.0821935124	-0.0524422265	0.0039579871	-0.0408061249	0.0003865377	0.0301282781	-0.027309273	-0.0530083618	0.0462630747	-0.1531978889	-0.0186784658	-0.0825213899	-0.0646891868	-0.0329364219	0.0503904688	-0.030255166	-0.0142098254	0.069338028	-0.0225589417	-0.0147165186	0.0328697003	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0183224302433586	0.0009138965777282	0.0003357114500227	8.352069547833212e-07	0.0512839249657162	-0.0125920124576736	0.0026300409598892	0.0001585587777342	0.2675991248246561	0.0038011355749105	0.0716092916069218	1.4448631658850743e-05	-0.0027419639708226	0.0012652621543861	7.518366417289239e-06	1.600888319321756e-06	0.000537206161421	-0.0009767352801953	2.885904598686855e-07	9.54011807578191e-07	-0.0001497635938417	-0.0004317979851269	1.8644949995965057e-07	2.2429134040381685e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5704.008512478647	-1.1592199893348152	32535713.110428877	1.343790983673409	6579.397698343211	6.023823073815038	36.28644442462645	43288474.072963946	6141.400795120715	0.6259448923692617	0.3918070082831665	37716803.72630935	6241.759826721996	4663.272783701158	1.073107	19.436541	0.1253090201288374	0.08560136838592	-0.1654515883	-0.0294820712	-0.0699112499	-0.0796582997	0.0185384891	0.0599509243	0.1577621037	0.0246197072	-0.0879740104	-0.0416200768	0.1437551016	0.0176119745	0.1199152597	-0.0158220294	-0.1206175518	-0.0128821117	0.0656333951	0.0069599875	0.0204416516	-0.0165634541	-0.159878436	-0.0554145064	0.1329344241	-0.0554033324	-0.0666879793	0.0357345992	-0.0093242146	0.0385033115	0.105625225	-0.0052825564	-0.0691648876	0.0474597934	-0.037641796	0.0683518648	0.0487738267	0.0199657761	0.1326813696	-0.0533691617	0.0163975978	0.0252670837	0.03259682	-0.0663419697	0.020842564	0.1327214238	-0.0910494786	0.1051187406	0.0352431146	-0.0719035786	0.1332894228	-0.0128889852	0.0401370307	0.0534491687	-0.0107071814	0.0906842809	0.0053967193	-0.0102344068	-0.0086294734	0.0432521737	-0.0688197437	-0.1024366001	0.1307650299	-0.0224563808	0.0238237292	0.0376273752	-0.0189033509	0.04022112	-0.0834218501	0.0224537158	-0.0573551605	-0.0174822818	-0.0713362501	-0.0180316897	-0.0549396982	0.0444519118	-0.1622173895	0.0364015901	0.0846527178	-0.0869628984	-0.0870685268	0.0464272504	0.0277099806	0.0228359954	0.014795442	0.0560054459	0.0641634004	0.0693081748	-0.1063240514	-0.0694158299	0.0066802626	-0.1012102642	-0.0303865301	0.0594393063	0.0942633115	0.011108819	0.0839450967	0.0167052915	-0.0331383599	-0.0298452744	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0011986280537996	-0.017123802189559	1.4367092113554167e-06	0.0002932246014271	0.0366438704913321	-0.0146400544743841	0.0013427732445855	0.0002143311950129	0.2682570512961604	0.0006579264715043	0.0719618455701108	4.328672419061129e-07	-0.0042269524962135	-0.0014849885253909	1.7867127405245537e-05	2.20519092054264e-06	0.0008992984979714	0.0003620923365504	8.087377884536162e-07	1.3111086018852818e-07	-0.0001390997159152	1.06638779265e-05	1.1371829243129395e-10	1.9348730967689343e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5710.22070381351	6.212191334862837	32606620.48626046	38.59132118094492	6587.829887863685	8.432189520473912	71.10182010919006	43399502.63143005	6141.454257908713	0.053462787997887	0.002858269700507	37717460.40198506	6242.626936552131	4707.444748556053	0.986574	17.869226	0.113788966397077	0.0594990208163447	-0.188408076	-0.0615899837	-0.0936662795	-0.0740982326	0.0020582747	0.0498542168	0.145183545	0.0049675526	-0.1066796335	-0.0166176823	0.1360285304	0.0268332892	0.0881064314	-0.0543141644	-0.018662914	0.0461563636	-0.0333761426	0.0941502263	0.0749056793	0.0483125345	0.0800265538	-0.1242832746	0.1136820407	-0.0098243861	0.0519568972	-0.0149055449	0.0326216864	0.0328456824	0.1008499405	-0.1012915261	0.0204484972	-0.0068933573	0.0156014414	0.1258146007	0.0956378931	-0.0138889433	-0.0412141955	-0.125127156	-0.1252088163	0.0309818325	0.0215589064	0.0305876673	0.0669252275	-0.0801954467	-0.0544208788	0.1064659543	0.0429091905	-0.0497788142	0.1260113051	-0.006517679	0.0964949671	-0.0127645471	-0.0772698864	-0.0671329777	0.0230336523	0.0824609836	-0.0312189929	0.0970500179	-0.0295291515	0.0150319309	0.0801561876	0.0645200258	-0.0324229925	-0.134899878	-0.0111089346	0.0181947041	0.0173986339	0.0410076525	-0.0062280687	-0.0503540716	-0.1082049712	0.0729912301	-0.035356789	0.0335884695	-0.1691534566	0.0646899579	0.0195728504	-0.0887856254	-0.0668934486	0.0080676217	0.0357658648	0.0122233391	0.0167160868	0.1012197183	0.0380349702	-0.0782736135	0.0392218044	-0.0355600956	0.0339202851	0.027295869	0.0315552087	0.0015601685	0.0273069122	0.0259734761	-0.0469117972	-0.0456508204	-0.1266750423	0.0159203873	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0055913327444727	0.004392704690673	3.126300185941261e-05	1.9295854499461448e-05	0.05108179321752	0.0144379227261879	0.0026093495983174	0.0002084536126473	0.2787036048532414	0.010446553557081	0.0776756993581917	0.0001091304812209	-0.0051849798826229	-0.0009580273864094	2.6884016383204183e-05	9.178164731104264e-07	0.000301710944395	-0.0005975875535764	9.102949396772277e-08	3.571108841894268e-07	-0.0002737204843921	-0.0001346207684768	1.8122751305311103e-08	7.492290357584584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5703.04997456485	-7.170729248659882	32524779.01238414	51.41935795758632	6631.24126481681	43.411376953125	1884.5476489663124	43973360.71220925	6132.556882761186	-8.897375147526873	79.16328451582883	37608253.9203016	6239.309482748386	4711.451946873468	1.062553	19.245384	0.1924930180419417	0.1010225903128513	-0.1401523366	-0.0700989405	-0.0397103611	-0.0518359808	-0.0181997721	-0.0548558583	0.1046660758	-0.0447709017	-0.0792746946	-0.0342115735	0.0710385022	0.0418837673	0.050353461	-0.0778903143	0.0357565342	0.1444874184	-0.0004485455	0.1066701108	-0.0584671808	-0.0684342113	-0.0106857809	0.0286132378	-0.0451054629	-0.0202864016	-0.0431599295	-0.0097374301	0.0728712935	-0.056114124	-0.0325221041	0.0461620586	-0.083459813	0.0024810971	0.0188113178	-0.1216957995	0.0930576185	0.1027092408	0.0119708557	-0.0676508057	0.0205462328	-0.0825157095	-0.0008043262	0.0846819299	0.0224743174	-0.100049804	-0.0265104131	0.0588479499	0.084237401	-0.0169446982	-0.0031067374	0.0040276063	0.0918775711	-0.0403845167	-0.0934967846	0.0152223984	-0.0628458335	-0.0258858299	0.0962502567	0.0041879239	0.0149481358	-0.0301955828	-0.0729559606	0.0303062034	0.0145007362	-0.0600895263	-0.0030018189	0.0725126433	-0.0713901811	0.1532921757	-0.0045852154	-0.0816278765	-0.0172172044	0.0204255412	-0.139360566	-0.0540050985	-0.1261636656	0.0582624181	0.0587074482	-0.0847826271	-0.0029666288	-0.045177789	0.1175245729	0.0147664943	0.0373233409	0.0438700494	0.0699244317	-0.0785339664	-0.0177172676	0.1128839602	0.0279071938	-0.0744101809	0.0868607522	0.0145347851	-0.0425458816	0.0673289172	0.1204745813	0.0134096413	-0.0363256796	0.0465535536	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0184511394099757	0.012859806665503	0.0003404445455263	0.0001653746274741	0.0723171680842824	0.0212353748667624	0.0052297727997303	0.0004509411457319	0.2180738500362551	-0.0606297548169863	0.047556204069635	0.0036759671691678	-0.0038850445166193	0.0012999353660036	1.509357089611369e-05	1.6898319557869138e-06	0.0002159257656941	-8.578517870089998e-05	4.6623936290583375e-08	7.359096884745343e-09	0.0002959206047572	0.0005696410891493	3.244909704472007e-07	8.7569004319867e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5722.926428745402	19.876454180551264	32751886.908832595	395.0734307915538	6663.4322299299565	32.190965113146376	1036.2582349158072	44401329.08286931	6139.389461222932	6.83257846174638	46.68412843592052	37692102.95657521	6249.672620655435	4711.642129982419	1.283673	23.250393	0.252515442669381	0.1295136245911372	-0.0500102177	-0.0481338786	0.0027127612	0.1175841719	-0.0584609754	-0.0423593105	0.0676467268	-0.0442530904	0.0314133732	-0.0366198646	0.0800240155	0.1089296175	0.0206857447	-0.0249068732	0.030013485	-0.0339196588	-0.0404525038	0.0258113115	-0.1269975161	0.060720402	0.0226552293	0.0542681542	-0.1289979076	0.0272768324	-0.0110895348	0.1081537371	0.0021980366	-0.050660355	-0.0136696224	0.0256087453	-0.1038689946	0.0254693516	0.0817298162	0.1921489832	0.1764768748	-0.0065690917	0.0149790312	0.116176993	0.0720232838	-0.0655919539	-0.0324983774	-0.0862181645	0.1594463653	-0.0538193435	-0.0008066393	0.0384872165	0.1211212118	-0.0042141867	-0.0039727945	-0.0934595729	0.0406075325	-0.0181551909	0.0236842322	0.0161650621	-0.0793963304	0.0982943741	0.0819936584	-0.0566743943	0.0840328768	0.0564037849	-0.0928488436	0.0749226843	0.0962944898	0.0284865248	-0.0849661416	0.0100701422	0.0965560135	-0.1029751062	-0.0152223835	0.0107597032	-0.1001286783	-0.143578381	-0.0008924951	-0.003888551	-0.0470332844	0.0261974738	0.0814050679	-0.1164022463	0.1093164734	-0.0808781408	0.0263956789	0.0350470544	-0.0308017015	-0.0802293448	-0.0759352711	-0.138057594	0.0474362312	-0.0441129208	0.0987385808	-0.1046573699	-0.0682561205	-0.0775113792	0.027022939	-0.006100708	-0.0466448145	0.0494907189	0.0596057244	-0.1152744416	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0183690987548459	-8.20406551297996e-05	0.0003374237890652	6.730669094126714e-09	0.0298974504861604	-0.042419717598122	0.0008938575455724	0.0017994324411044	0.1363692842817059	-0.0817045657545492	0.0185965816955047	0.0066756360651394	-0.0020589175399482	0.0018261269766711	4.239141436306347e-06	3.334739734925933e-06	-0.0003859471715761	-0.0006018729372702	1.4895521924759157e-07	3.622510326182581e-07	0.0004341030640475	0.0001381824592903	1.9094392055515418e-08	1.884454702154279e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5704.944448556916	-17.981980188485977	32546391.16112037	323.3516114991022	6677.072380118534	13.640150188577536	186.0536971669518	44583295.569341786	6124.218482607887	-15.170978615044987	230.15859213815236	37506052.02271605	6235.481685000713	4657.420371758954	1.028591	18.630255	0.1026019091190467	0.0540343292133552	-0.0097043816	-0.0395852567	0.0457286826	0.0693871972	-0.0354749769	-0.0900226248	0.0726302143	-0.0648552434	0.0936765969	-0.0363528123	0.0486683015	-0.00148121	-0.0154161944	-0.0760585722	0.0175132628	-0.0417556932	0.0157439231	0.0635209142	-0.0376182707	-0.0264957802	0.0420742008	0.0996920391	-0.1786652351	0.0054487645	0.0795874776	0.0291929352	-0.0885384229	-0.0357305929	0.0487368528	-0.0307899315	0.0219709868	-0.1002346916	0.1545763523	0.0314410817	-0.0888518444	0.0367894212	0.0315963731	0.030195607	-0.0658484662	-0.0277402888	-0.0071868571	0.0079003089	0.0563615844	-0.0128827663	-0.0276056229	0.0475091028	0.081591558	0.0138282649	-0.0874360193	-0.0075818791	6.24183e-05	-0.0641873805	0.0028742942	0.0954678675	-0.0707917916	-0.0453585065	-0.0131529849	0.0896390035	0.1033943147	0.0241406645	-0.0557051516	-0.028642974	0.0389391385	-0.0684417867	-0.1358183235	0.0206272157	0.0399841333	-0.0479844373	-0.0699709588	-0.0276088738	0.1394345255	-0.0200876642	0.0145509426	0.1045257821	-0.0163617885	0.0430835518	0.1066687937	-0.0273880726	0.0771993517	-0.0402004423	0.0576567024	0.004572155	0.0293435153	-0.0780831527	-0.0625198902	0.0662559453	-0.0699247842	-0.0002569619	0.0360642374	-0.0978414644	0.0249309419	0.0515634449	0.0275043482	-0.0326565854	-0.1040616286	0.1300439243	0.018426401	-0.0212860344	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0182837648658278	-8.533388901810213e-05	0.0003342960576688	7.281872614953769e-09	0.0237623611564004	-0.00613508932976	0.0005646498077272	3.763932108413501e-05	0.0943119225910322	-0.0420573616906736	0.0088947387428168	0.0017688216723801	-0.0014919891105045	0.0005669284294436	2.2260315058640094e-06	3.214078441115001e-07	-0.0001531102409333	0.0002328369306427	2.3442745878653172e-08	5.421303627116006e-08	0.0001473859399421	-0.0002867171241054	8.220670925527137e-08	2.1722615292616308e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5694.164714849837	-10.779733707078776	32423511.799840923	116.20265879553034	6600.8715231007545	-76.20085701777953	5806.570610244079	43571504.86448248	6125.272818529352	1.0543359214643715	1.111624235290125	37518967.10141451	6222.606047934674	4655.243481950311	0.945615	17.127363	0.0670168801726728	0.0523289806609434	-0.0405585942	-0.0034828817	0.0291816877	0.0588083602	0.0056146433	0.0401604203	0.0889663166	0.0170447432	0.1206309083	-0.0328982259	0.0607300477	-0.016870564	0.0217038378	-0.007656133	-0.0381198441	-0.125290548	0.0536167506	0.0075211147	-0.0354842378	0.056248952	0.0296379448	0.0882804052	-0.025650878	-0.0164457954	-0.078109476	-0.1047081869	0.0674182034	-0.0091983647	-0.0936722412	0.0693672079	-0.0627377749	0.0294992118	0.0497480862	0.1234200202	0.1449646429	0.0492667542	-0.0119569644	0.005265596	-0.1000696273	0.0451715821	0.0305745383	-0.0554393683	-0.0547470608	0.0781230068	-0.0812307328	0.0516094577	-0.0149604954	-0.0140315954	-0.0404935367	-0.0536128547	-0.0839589139	-0.0244271332	0.0092547624	0.0519850683	-0.0256348618	0.0891953887	0.1087300512	-0.0151506511	0.0037836488	0.0822288135	-0.0442695799	0.022203393	0.1771720275	-0.007035885	0.009715344	0.1040217133	0.0788307035	0.1128490141	0.026525905	0.0958059573	0.0134845057	-0.0164825561	0.007853103	-0.0558345286	-0.0557067341	0.008226161	0.1189593213	-0.0123130659	0.0723589942	-0.0165156707	0.0346926232	0.0216538558	0.0524568178	-0.0788806829	-0.0902635305	0.0856054158	-0.0531110275	0.0739870139	-0.0355410176	-0.0893427906	0.0188861011	0.0862802958	-0.0285777961	0.0374439487	-0.0211960929	0.023407942	0.038086317	-0.0050552675	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0182930955190556	9.33065322780008e-06	0.0003346373436692	8.706108965745602e-11	0.0238951517735301	0.0001327906171297	0.00057097827828	1.7633347997687158e-08	0.1443991202647225	0.0500871976736903	0.0208511059332257	0.0025087273708033	-0.0015300118579687	-3.802274746419988e-05	2.340936285524833e-06	1.4457293247263183e-09	-0.0001528848247493	2.254161840000151e-07	2.337376963862417e-08	5.0812456009128654e-14	-0.0001501171209822	-0.0002975030609242	8.850807125932773e-08	2.2535150011984472e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
