global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1970.5480911504887	n/a	n/a	3883059.779536835	2270.39623941694	n/a	5154699.083958582	n/a	2377.389969587326	n/a	n/a	5651983.067494427	2393.395056152344	1723.2264936695929	n/a	n/a	n/a	n/a	-0.0355203033	-0.0559596933	0.0348115417	-0.0688721439	0.0588803492	0.0128259789	-0.0747172419	-0.0685530153	0.0042117358	0.0780295761	-0.1007458582	-0.0606064772	0.0210347916	-0.0691997657	0.0541377986	-0.0406795024	0.0373822377	-0.0070007218	0.0389966425	0.0606241657	-0.0337848828	0.0663082605	-0.0680205928	0.0176809835	0.0344375911	-0.0089016429	0.0001884183	-0.0065520618	0.0069553005	-0.0776870363	0.0360741064	-0.0339762152	0.0123047247	-0.0029151342	0.1025256483	-0.1690762194	0.0229742631	-0.1041714731	0.0489599998	-0.0227919696	-0.0342236278	0.1343582984	-0.0574510094	-0.0378685886	0.0097687977	-0.0944991835	0.0950921269	-0.0032077571	0.036548823	-0.1999076373	0.1509024022	-0.0049190691	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.0229818820791365	n/a	n/a	0.0005281669038993	0.025494859109429	n/a	0.0006499878410096	n/a	-0.0001674873245249	n/a	2.8052003876509167e-08	n/a	0.0010097241647462	n/a	1.0195428888724112e-06	n/a	-0.0006969012061173	n/a	4.856712910877474e-07	n/a	-0.0007931489540053	n/a	n/a	6.290852632397016e-07	0.0	0.0	0.0	0.0	0.0
1970.571089843244	0.022998692755209	0.0005289398684485	3883150.42012599	2270.2336463928223	-0.162593024117541	5153960.80921405	0.0264364914916872	2377.528566122055	0.1385965347290039	0.0192089994388879	5652642.082726395	2393.5127334359977	1723.3881310883517	0.023463	0.792765	0.0369276768095653	0.0206156625621949	-0.0353506488	-0.055693261	0.0349451509	-0.0686844108	0.0585013196	0.0125151848	-0.0741133398	-0.0697719987	0.0035892097	0.0781036178	-0.1014841013	-0.0607765821	0.0206499949	-0.0693404478	0.0535198425	-0.0399672128	0.0379929631	-0.0071591039	0.0389626743	0.0608621035	-0.0335297969	0.0662919506	-0.0672639182	0.0173463301	0.0348283319	-0.0087904306	0.0001762751	-0.0069421527	0.0071571494	-0.0773015864	0.0359740761	-0.035454807	0.0118136953	-0.0032004349	0.1042291	-0.1678691511	0.0227961631	-0.1029762732	0.0479684429	-0.0230700132	-0.034253691	0.1330461115	-0.0573699041	-0.0382844882	0.0085677946	-0.0938138779	0.0946865732	-0.0016503891	0.0356294991	-0.1984856814	0.1522704702	-0.0042721731	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.0228192195387464	0.0001626625403901	2.6459102046161448e-08	0.0005207167803575	0.0323728311634994	0.0068779720540704	0.0010480001975404	4.7306499576573405e-05	0.0048939712578999	0.0050614585824248	2.3950954673150326e-05	2.5618362981601662e-05	0.0010332890608505	2.3564896104299928e-05	1.0676862832733082e-06	5.553043284064501e-10	-0.0008647527174503	-0.000167851511333	7.477972623376783e-07	2.817412985677224e-08	-0.000488053688789	0.0003050952652163	9.308312085740445e-08	2.381964031405501e-07	0.0	0.0	0.0	0.0	0.0
1971.205296444368	0.6342066011241059	0.4022180129093907	3885650.320730329	2277.746322086879	7.512675694056725	5188128.307780304	56.44029608407069	2378.6686527729034	1.140086650848389	1.2997975714426957	5658064.559684459	2393.849747971755	1727.464355753075	0.968396	32.720486	0.1484417494173644	0.0795039248729777	-0.0327454125	-0.0712635568	-0.0528195265	-0.0158634103	0.0486708005	-0.1005690885	0.0010578208	0.0132638533	-0.0663249434	-0.049578484	0.1130246616	0.0755828402	-0.0246708121	-0.0095392656	-0.008980223	-0.1055609241	-0.0069730502	0.1317010078	0.0005138188	-0.0684044097	0.0384329335	0.0253890231	-0.0428281683	0.111560536	0.0151710101	-0.0854494373	-0.0472216238	0.0461474474	-0.0162862006	0.0651516091	-0.0597690734	-0.0460966874	0.0313204288	0.0887525512	-0.0125152904	-0.0589667055	0.0439665491	0.0865674081	0.0739589738	0.0390007341	0.0739898045	0.0488069878	-0.056883486	-0.0117670049	0.0264186424	-0.1625701751	0.0795930288	0.028406382	0.0602844626	-0.0032460199	0.0065827868	-0.0656840322	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0510807929891115	-0.0282615734503651	0.0007987165338903	0.0026092474123964	-0.0204092263074642	-0.0527820574709635	0.0004165365184692	0.0027859455908681	-0.0001261892845008	-0.0050201605424007	1.5923735522823843e-08	2.520201187147689e-05	0.0001883140607712	-0.0008449750000792	3.546218548413921e-08	7.13982750759013e-07	-0.0005970583044252	0.0002676944130251	3.564786188830949e-07	7.166029876485282e-08	-0.0006229434347573	-0.0001348897459682	1.819524356739249e-08	3.880585229072225e-07	0.0	0.0	0.0	0.0	0.0
1978.618623057848	7.413326613479967	54.95741147813035	3914931.655511335	2294.327892575945	16.581570489066053	5263940.478651977	274.94847988386624	2381.506820678711	2.838167905807495	8.055197061555702	5671574.736939222	2400.605591759315	1730.014743473219	0.985393	33.294773	0.0769271422604878	0.0521238607905097	-0.018323764	0.0746225404	0.0206991574	-0.0199595739	-0.0869647787	0.0078901565	-0.1169967464	0.0539423776	-0.0971280302	0.0716178456	-0.01471778	-0.0599712959	0.0187364587	-0.032326449	0.0297387361	-0.0104799826	-0.0425260948	0.0237506389	0.1110720771	0.0524740227	-0.0309010105	0.0196097284	-0.0186749264	-0.0012016855	-0.0444048506	-0.1000332681	0.0466890454	-0.0767507025	-0.0253599863	-0.042570947	0.0745276317	5.17456e-05	0.0096703163	-0.070967067	-0.0193481688	0.0474583965	-0.0021143541	0.1600314407	0.0201968225	-0.0015581281	0.0055551189	0.005792573	-0.066037325	0.0424883344	0.0127518449	-0.091353961	0.039213479	0.0224219647	0.0997817511	-0.1351564992	-0.0566194778	-0.0777898093	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.052187252759225	-0.0011064597701134	1.2242532228796145e-06	0.0027235093505552	-0.0219073343248794	-0.0014981080174152	0.000479931297222	2.244327631843709e-06	-0.00018506274791	-5.887346340919999e-05	3.4248220664000206e-08	3.4660846937944103e-09	-0.0006870448700338	-0.000875358930805	4.720306534397612e-07	7.662532577400728e-07	-0.0001182410603706	0.0004788172440546	1.3980948357563872e-08	2.292659532040424e-07	-0.0007540412800887	-0.0001310978453313	1.7186645050535673e-08	5.685782520778052e-07	0.0	0.0	0.0	0.0	0.0
1982.860747457366	4.242124399517934	17.995619420985392	3931736.743807184	2275.687680925642	-18.64021165030317	5178754.421116726	347.4574903680981	2365.2771434783936	-16.229677200317383	263.4024220265019	5594535.965461309	2386.28364445613	1745.3001935496834	1.064672	35.973469	0.050549812167713	0.0298807178205017	0.0192417719	-0.0691849393	0.0748584196	0.0049920747	0.1128687374	-0.0423272083	-0.0720609972	0.0515570317	-0.0016575495	-0.043026757	0.1177751514	0.1085963675	0.0670268928	0.1120173727	0.1306839404	0.0737639478	-0.0769940199	-0.0055998892	-0.0460671235	-0.1264946202	-0.0400350589	-0.1186626041	-0.0842539921	-0.1137780477	-0.1005533096	-0.0147206295	0.0105407185	0.0214965241	-0.0301020485	0.0129069103	-0.103811666	0.0218850727	0.0515569008	0.0271644142	0.0557134012	-0.0027985655	-0.0220953248	0.0686391509	-0.0458975452	0.0450441029	-0.1245544813	0.032099567	-0.0048972063	0.0142851764	-0.1074959242	0.0163454693	0.0776990673	0.0847021124	0.0828981535	-0.1399255586	-0.0578339596	-0.1079508353	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0506495156186019	0.0015377371406231	2.3646355136517103e-06	0.0025653734323989	-0.0267079530329255	-0.004800618708046	0.0007133147552089	2.3045939980042178e-05	-0.0174291432958639	-0.0172440805479539	0.0003037750360277	0.0002973583139443	-0.0006872441732225	-1.993031886999381e-07	4.7230455362827765e-07	3.9721761025963147e-14	-0.0006047228482517	-0.0004864817878811	3.656897231976486e-07	2.366645299399916e-07	-0.0008067077044407	-5.2666424352000086e-05	2.7737522540249477e-09	6.507773204039839e-07	0.0	0.0	0.0	0.0	0.0
1991.522875440045	8.662127982679067	75.03246118831173	3966163.363400985	2310.6821828569687	34.994501931326795	5339252.150172645	1224.6151654216349	2387.4850487709045	22.207905292510983	493.1910574811375	5700084.858104608	2406.161955003005	1796.087646294825	1.090212	36.836418	0.1410849901493554	0.0737253912105137	0.0691959148	0.0544805668	-0.0066044215	0.0576884429	-0.0389326633	0.0201475087	-0.0824204153	0.1120014145	-0.1058039389	-0.0081148596	0.0409549337	-0.0826710143	0.0005203222	0.0876574944	-0.0419515362	-0.0102867364	-0.0526691908	0.1081171674	-0.0459370597	0.0761415275	-0.0095206201	-0.0882101581	0.0428221875	0.0429514739	-0.0295851522	-0.0537611623	-0.0845508881	0.0089341372	-0.0084763143	0.0271727516	0.061639894	0.0630983995	-0.0523669034	-0.0196793951	-0.0336454158	0.092198009	0.1240967767	0.0587205297	0.0166831599	0.0844912181	0.0117409191	-0.0377742875	0.0071267238	-0.0269615771	-0.1080786389	0.0700022183	-0.115326002	0.0114893568	-0.0839972345	-0.0219375357	0.0010453027	0.0087024078	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.0581326042358227	-0.0074830886172208	5.599661525317952e-05	0.0033793996752387	0.0158805193463251	0.0425884723792506	0.000252190894709	0.0018137779795981	-0.0268499739597629	-0.009420830663899	0.0007209211016399	8.875205039785967e-05	-0.0001919088836313	0.0004953352895911	3.6829019616611856e-08	2.453570491143979e-07	0.0003110557472103	0.000915778595462	9.675567787255806e-08	8.386504359063535e-07	-0.0005859696197142	0.0002207380847265	4.8725302048723524e-08	3.4336039522800415e-07	0.0	0.0	0.0	0.0	0.0
1995.1886129958864	3.665737555841361	13.437631828305792	3980777.6014284487	2294.8826323917933	-15.799550465175344	5266486.296453487	249.6257949016224	2395.2430033683777	7.757954597473144	60.1858595364547	5737189.045185166	2409.933602952224	1794.4974559049429	0.950158	32.104237	0.0719571976389349	0.0381659853156723	0.1024992	-0.01297154	0.001852574	0.0707144642	0.028569597	-0.0500610157	-0.0997439658	0.1056290533	0.0452091216	0.0184105709	0.0644091543	-0.0052871831	0.0415182442	1.37474e-05	-0.1135167648	0.0063357482	0.1168448075	-0.1266176498	-0.0132638801	-0.0080753701	-0.0465760048	-0.0064544127	0.0680540279	0.0375814826	0.1419139915	0.1150283993	0.0687136921	0.0351130146	0.0100861158	-0.0407856686	-0.0746154496	0.0965084613	-0.0015296489	0.0695703725	-0.0358011056	0.0394784202	0.0201690913	-0.0201399697	-0.0691730158	-0.037008488	0.0124325224	-0.1824911322	0.0446536734	-0.0306823722	0.0418941505	-0.0198059065	0.0090078555	-0.0369373099	-0.0703211032	0.0188510555	0.0111197215	0.022293805	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0579261096248586	0.0002064946109641	4.2640024357215126e-08	0.0033554341762711	0.0266193602801507	0.0107388409338256	0.0007085903417244	0.000115322704602	-0.0538348111760953	-0.0269848372163324	0.0028981868943658	0.0007281814395919	0.0001060086851734	0.0002979175688047	1.1237841332193036e-08	8.875487780250317e-08	2.446385394794248e-05	-0.0002865918932623	5.984801499862608e-10	8.213491328370253e-08	-0.0006820006552034	-9.60310354892e-05	9.221959777127991e-09	4.651248936978669e-07	0.0	0.0	0.0	0.0	0.0
1990.7816150354784	-4.4069979604080345	19.42163102304057	3963211.4387632674	2303.9026402064733	9.020007814679955	5307967.375550359	81.36054097688749	2398.205554485321	2.96255111694336	8.776709120502346	5751389.881564247	2414.6676400991587	1802.5873261564263	1.012231	34.201584	0.0727320131172848	0.0378188436658848	0.0764372119	0.0008489445	0.1022567704	0.0564296306	0.0498505395	0.0931384654	0.0717246612	-0.0113633198	-0.066758203	-0.0127649792	0.0482210684	0.0009225515	-0.1288242985	0.0045351839	-0.0819714665	0.0154001406	0.0887692567	-0.0056592419	-0.0603061004	0.0131056811	0.1212445628	-0.007509665	0.0796817894	0.0299940408	0.0710757603	0.0507234057	-0.0707571552	-0.0148427123	-0.0162727279	0.0924456033	0.0469591748	0.0776737686	-0.0255955419	-0.0479988636	0.0108434058	0.0260920883	-0.0026254062	-0.0374404546	-0.0317832681	-0.0192234174	-0.0758090176	-0.0810309321	0.0975627737	-0.0360991918	-0.0097331667	-0.0029621078	0.0095367656	0.1035584464	0.0608445495	0.057680298	-0.0209918896	0.1415743891	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0513522917502342	0.0065738178746243	4.3215081448731215e-05	0.0026370578680011	0.0105309679530165	-0.0160883923271342	0.0001109012860274	0.0002588363676717	-0.0296369545063512	0.0241978566697441	0.0008783490724115	0.0005855362674094	-0.0001890316159037	-0.0002950403010771	3.573295181116396e-08	8.70487792596658e-08	-0.0001069441498482	-0.0001314080037961	1.1437051186754256e-08	1.7268063461686994e-08	-0.000591010035161	9.09906200424e-05	8.279292935700407e-09	3.492928616610065e-07	0.0	0.0	0.0	0.0	0.0
1982.880198077352	-7.901416958126447	62.43238994616819	3931813.8799272794	2300.22154208592	-3.681098120553088	5291019.142676129	13.550483373139476	2372.253133058548	-25.95242142677307	673.52817791283	5627584.927306097	2390.806874248798	1792.622647706026	1.094244	36.972668	0.0547467047449625	0.0291902500726216	0.0297837346	-0.0114085464	-0.0738873161	0.0859016315	-0.0200331702	-0.0700957604	0.0212615549	0.0094435806	0.1066137637	0.0256938009	-0.0263130727	-0.0013630691	0.0855284298	-0.0764905342	0.101297931	0.0186248591	0.1422377519	-0.0699362293	-0.102212753	0.000729472	-0.0683534779	0.084123603	-0.0959100663	-0.0663149576	0.0739194576	0.1542890538	-0.0566407876	-0.0691769879	-0.0059799222	-0.0940977284	-0.0113090138	0.035790078	-0.0045877941	0.0938560991	-0.0286581746	-0.008926045	0.0082284829	-0.1151629244	0.0671893931	0.0492666398	0.0520617316	-0.08289657	-0.0138054968	-0.0030510551	0.0072174042	0.0186955072	-0.0151010877	0.0486951424	0.059363871	0.1159105197	0.0218708725	0.0116765085	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0479271893420758	0.0034251024081584	1.1731326506372486e-05	0.0022970154782311	0.0012719395161724	-0.0092590284368441	1.6178301328008792e-06	8.57296075942877e-05	-0.0372422881080112	-0.00760533360166	0.0013869880235201	5.7841099192538695e-05	0.0002789628897144	0.000467994505618	7.78202938378085e-08	2.190188572887298e-07	-0.0001710605410099	-6.41163911617e-05	2.9261708690599684e-08	4.110911615600122e-09	-0.0004339761259748	0.0001570339091861	2.4659648634299697e-08	1.8833527791609549e-07	0.0	0.0	0.0	0.0	0.0
1980.983338739516	-1.8968593378358487	3.598075347535056	3924294.98836356	2319.7075988224574	19.486056736537197	5381043.344034651	379.7064071395465	2376.941564321518	4.688431262969971	21.981387707594195	5649851.200199225	2396.120076998197	1782.517967034571	1.003871	33.919102	0.0660899716341304	0.0412495576109117	0.0043606028	0.1129549222	0.0504673621	0.0033018606	-0.0754294352	0.0816123087	0.0730417498	-0.0409938607	0.0012991894	-0.0641643631	0.0684548668	0.0451970182	-0.0472794333	-0.0728981227	0.0437066013	0.0045823766	-0.0039128195	0.0500964016	-0.0431646376	-0.0252269695	0.0582733121	0.0783228627	-0.0285639254	-0.0279904965	0.0063350189	-0.0105680114	-0.0339949545	0.0298480549	-0.0149542078	0.0703432429	-0.0385420539	0.0208801515	-0.0082657604	-0.0977584447	-0.0673737773	-0.0024384897	0.0028424971	0.0199533302	0.0682894183	0.0070730812	0.0517773378	-0.0364141634	-0.0737940868	0.0298599542	0.0905864733	0.0150616366	-0.1244988549	-0.0323213156	0.043613856	0.0155821838	-0.0091061524	-0.0246598312	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0500674452080573	-0.0021402558659815	4.580695171868231e-06	0.0025067490696618	0.0012338057100294	-3.81338061430001e-05	1.5222765301011518e-06	1.454187170951912e-09	-0.0013819935307921	0.0358602945772191	1.909906119151215e-06	0.0012859607271649	7.39974914555154e-05	-0.0002049653982588	5.475628741709076e-09	4.201081448342316e-08	-8.023193948547558e-06	0.0001630373470613	6.437164113601016e-11	2.658117653680389e-08	-0.0006269991283503	-0.0001930230023755	3.725787944605229e-08	3.93127906952036e-07	0.0	0.0	0.0	0.0	0.0
