global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
3912.1378533644174	n/a	n/a	15304822.583726753	5186.780201585987	n/a	n/a	26902688.85956437	4548.303437778575	n/a	20687064.162108406	n/a	4618.46099919004	3648.853472527292	n/a	n/a	n/a	n/a	0.0768919537	-0.004955773	0.0361770269	-0.025393043	-0.0799865772	-0.008502909	-0.0431672393	0.0180260725	-0.0571217243	0.0003120302	-0.0012808633	0.0336004924	-0.0515365953	0.0340440994	-0.0428712844	-0.0055292517	0.019622032	-0.0050037546	0.0104859983	-0.0532898857	0.0405403855	-0.0484648257	0.0824205571	-0.0649476801	0.0499315524	-0.0355704777	0.0252246921	0.0806381587	-0.0285428638	0.0740230216	-0.0570411035	0.02637432	-0.0084390886	0.0642898244	0.0492630655	-0.011337668	0.0448559583	-0.0275866678	0.0609953946	-0.0850834573	0.0531822221	-0.0366062209	0.0504821903	-0.0655094143	0.0189158017	-0.0284441734	0.0194014675	-0.0456492531	0.0528985335	-0.0018250681	0.1241857122	-0.0510352599	-0.0758195634	0.0640222796	-0.0043021825	0.0675560051	-0.0345877993	0.063604271	-0.0277868347	0.0965133888	-0.0515455706	0.1242939364	-0.0543222617	0.0795022038	-0.0300178303	-0.0651990342	0.1219526423	0.06866808	-0.157508569	0.0796237308	-0.0643433722	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.003747178126801	n/a	1.4041343913975851e-05	n/a	0.0159685009771379	n/a	n/a	0.0002549930234568	0.1396899757762	n/a	0.0195132893323553	n/a	-0.0004082623432926	n/a	n/a	1.666781409507648e-07	0.0019604469037315	n/a	3.8433520623504254e-06	n/a	0.0002669006096367	n/a	7.123593542444211e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3920.6282709676448	8.490417603227343	72.08719107719273	15371326.039110744	5231.336445096173	44.5562435101856	1985.258835738956	27366881.001791462	4543.626036920563	-4.677400858012334	20644537.56338246	21.87807878653452	4618.760014218834	3755.668139945004	1.177052	24.248787	0.0838328843899598	0.0425147041581112	-0.0677912939	-0.0096019664	-0.0159392232	-0.0610951774	0.0809061751	0.0046336031	-0.0121492564	-0.043143554	0.0515125264	-0.0166762219	0.0086652145	-0.0916494487	0.0491960066	-0.0127559966	-0.0845625127	-0.0195685312	-0.0250386282	0.002204583	-0.0001101016	-0.0650332938	-0.0892608829	-0.0685146963	-0.037858363	0.0174782293	-0.0712155889	-0.0195404542	0.0760379274	-0.0018144946	0.0279041104	-0.0437044311	0.0781701179	-0.0825463311	0.0080765505	-0.0073359334	-0.0285371016	-0.0204436716	-0.0584275421	0.1246376315	0.0627430375	0.0309635252	-0.1187039001	0.0150039177	0.0187833873	-0.0506459488	0.0834227525	0.0513187255	0.0035430239	-0.0266342528	0.0165349402	0.0085641188	-0.026772677	-0.1119039166	-0.0204999184	0.0118566629	0.1036648137	-0.0291204654	-0.042380739	0.0723335874	-0.0410431666	0.0768904625	0.0108714666	0.1345418939	-0.0850491959	-0.0211626291	-0.0248482303	-0.0552913273	0.0468377156	-0.0379519688	-0.0067471509	0.0045292809	0.0064588518	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.0109105634230957	-0.0071633852962947	0.0001190403942093	5.131408890317111e-05	-0.0041874954559233	-0.0201559964330612	0.0004062641922095	1.753511819337829e-05	0.1104482486886411	-0.0292417270875588	0.0121988156383879	0.0008550786030632	-0.0003952216626594	1.30406806332e-05	1.7005935137711748e-10	1.562001626352606e-07	0.0014639405668288	-0.0004965063369027	2.143121983207028e-06	2.4651854258453746e-07	0.0003027891035617	3.5888493925e-05	9.168124123569789e-08	1.287983996204762e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3925.558142086159	4.9298711185142565	24.303629245161005	15410006.726898937	5214.38955572587	-16.946889370302415	287.197059329269	27189858.43886304	4552.165000758345	8.538963837781921	20722206.19412922	72.91390342294736	4618.897495122426	3685.72809292306	1.188801	24.490841	0.0972902474915295	0.0489147694515662	0.0705308108	-0.0046145539	0.0665345409	-0.0040516162	-0.056410575	-0.0893962463	0.0388718695	-0.0114669654	0.0166037346	-0.0472539445	-0.0284859484	0.0699011482	-0.0683321689	-0.0105634637	-0.0497899022	-0.0970424336	0.0096372214	0.0216076551	0.0060657337	0.009578783	-0.0350387636	-0.0985097546	0.0561353759	-0.037349931	0.002188353	-0.0469185691	-0.0499772148	-0.1197873367	-0.0889164649	-0.0904263975	-0.0790992686	0.0633648388	0.0244472395	0.0260509478	0.0760488849	-0.0854978583	-0.021039388	0.0079791206	0.0290074676	-0.0289680214	-0.0388097279	0.01716399	-0.0020840957	-0.0852034927	0.0215990089	0.0050456442	-0.0322258867	-0.0304742697	0.0126637923	0.0112503161	0.1177680593	-0.0114747972	0.0086648947	-0.016221806	-0.0326781348	0.0804574067	-0.0524807846	0.0688629959	-0.0202195991	0.0982546419	0.0029331601	0.1097013826	0.0106809826	-0.036254055	-0.0326311055	0.0007305818	0.0100678508	-0.0430477454	-0.057823711	0.1188535508	-0.0423666843	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0047933291284749	0.0157038925515706	2.2976004133885943e-05	0.0002466122412712	0.0345169963525933	0.0387044918085166	0.0014980376861555	0.0011914230372049	0.1151929399105284	0.0047446912218872	0.0132694134052306	2.251209479105436e-05	-0.0006168026235109	-0.0002215809608514	4.909812221187396e-08	3.80445476369929e-07	0.0011468430880678	-0.0003170974787609	1.3152490686488878e-06	1.0055081103658281e-07	0.0005268541021403	0.0002240649985786	2.775752449420617e-07	5.0205123588028035e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3928.271940603604	2.713798517444957	7.364702393286445	15431320.439333605	5243.196579558939	28.80702383306925	829.8446221190198	27491110.37189856	4561.332015386663	9.167014628318611	20805749.75459136	84.03415719580741	4628.541618641865	3833.252596242301	1.263823	26.036388	0.1353935859812753	0.0602745334397689	-0.0870091599	-0.0011537094	0.027028601	-0.0073811455	0.051508831	-0.0745166391	0.0098787322	-0.0666697699	0.025894651	-0.0255638252	-0.0509312077	-0.0244257641	0.0691703752	-0.0468500526	0.0422999123	-0.1019562638	0.0369159614	-0.0001262682	-0.0970736247	-0.0269882425	0.094536151	-0.0521460912	0.0223720505	0.0640477018	-0.018831609	0.0791832749	0.0472514318	-0.0801236565	0.0329985638	0.0758758425	0.0677951959	-0.0316217666	0.084212503	-0.0829576122	0.0534055536	-0.0344776456	-0.0383580115	0.058671478	-0.0637918434	0.0012252651	0.022026217	-0.0651639431	0.1339894608	-0.0476211323	-0.05732673	-0.0376401557	-0.0046143473	-0.0338262498	-0.0327734932	0.0306786312	-0.058874957	-0.0458845094	0.0021592994	-0.0774361239	0.0703169577	0.0612510344	0.0456268146	0.0360542115	0.0348932975	0.0396607954	0.0920167287	-0.0130947885	0.0150471499	-0.0662482764	-0.0305437533	0.0151440482	-0.019461647	-0.0005862894	-0.0317145852	0.0210239202	0.0274633839	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0045315150965592	-0.0002618140319157	2.053462907034393e-05	6.854658730795522e-08	0.0026737320301464	-0.0318432643224469	0.0010139934827092	7.148842969030789e-06	0.0887629409483707	-0.0264299989621576	0.0078788596858039	0.0006985448451396	-0.0002428291184446	0.0003739735050662	1.3985618249157388e-07	5.896598076458158e-08	0.0005838632926309	-0.0005629797954369	3.40896344481796e-07	3.169462500701739e-07	0.0011270709749322	0.0006002168727919	1.27028898253462e-06	3.602602943840879e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3921.5341436354224	-6.737796968181556	45.39790798443656	15378430.039698403	5208.519971630241	-34.676607928698104	1202.4671374406482	27128680.29487109	4549.391471560519	-11.940543826144676	20696962.761507586	142.57658686408175	4620.440605196319	3686.156882474415	1.455996	29.995382	0.0629061482549351	0.0287060361872793	0.0738530809	0.0976766928	0.0202527383	-0.0044178487	-0.0887984899	0.0043917882	0.0058692124	-0.0009546214	-0.0318092473	-0.0831226809	-0.0485372334	0.0624525714	-0.0258428803	-0.0617511327	-0.0626641502	0.0190539898	0.0080305471	0.0619322363	0.0502597666	0.1575634921	0.0138290915	-0.0164950708	-0.0090468994	0.0395864106	-0.0264000759	0.0900462543	-0.122528437	-0.0103807776	0.008153493	0.0311644073	-0.0568248152	0.056877401	0.0740066781	0.0660818604	-0.0346423434	-0.0525960816	0.0051647038	-0.0069344192	-0.0899545565	0.0683836947	-0.0218132843	-0.0040727768	-0.1170448622	0.0537201872	-0.0659438338	-0.0134129494	-0.061270654	-0.0331840121	-0.015623661	-0.0696192765	0.0417609297	0.0881153492	0.0257535921	-0.0643029883	-0.0069451904	0.0229932626	-0.0695520909	0.0801200905	-0.0287266901	-0.0871006493	0.0536675812	-0.0084785662	0.028378827	0.0246414077	-0.0048065345	-0.038511819	0.0053866696	-0.0369471042	-0.0542492376	-0.0292335389	-0.042393952	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0025279127699207	-0.0020036023266385	6.390342972328146e-06	4.01442228331121e-06	0.0099801427385983	0.0073064107084519	5.338363744058059e-05	9.960324908279636e-05	0.079032717610751	-0.0097302233376197	0.0062461704529407	9.467724619995916e-05	-0.0004793294103061	-0.0002365002918614	5.593238805057468e-08	2.2975668358439357e-07	0.0008618167365239	0.000277953443893	7.427280873527052e-07	7.72581169719791e-08	0.0007642064730422	-0.00036286450189	5.840115334395988e-07	1.3167064673187781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3921.082569156653	-0.4515744787695439	0.2039195098759852	15374888.514144138	5204.044862385038	-4.4751092452033845	20.026602756504804	27082082.92971611	4555.297082771023	5.905611210504503	20750731.512302198	34.87624376963646	4629.071622791208	3753.55609709641	1.226512	25.267725	0.0326876085949933	0.0152726124349153	0.0048082287	-0.0262532621	0.1050116106	0.0046093818	0.0353242781	-0.02504116	-0.0588953343	0.0622324228	-0.0250818908	-0.0439999278	-0.051688211	0.0223812457	0.0464265636	-0.0114878473	0.1127653174	0.0969802914	0.033906846	-0.0373106426	-0.1182961434	0.1024212724	0.1017024742	0.0148891853	0.0150472177	-0.0209301135	-0.0263120741	-0.0003213211	-0.013063341	-0.0057741161	-0.0854379569	-0.1341363051	0.0330804498	0.0271947563	0.0090570556	-0.0749377446	-0.0486453584	0.1029845486	-0.0060689149	-0.0902729702	-0.1353067639	-0.0609058735	0.0745831287	-0.0481383566	-0.0698083242	-0.0351973307	0.0009849507	0.0126217361	-0.0535446489	-0.0206346054	-0.086642172	0.0891232089	0.0030909157	0.0418653498	-0.0729515875	0.0259975264	0.0149686543	0.0205426953	0.052163196	0.0652024864	0.0436600411	-0.0437819817	-0.0909999786	0.0007274746	0.0538982094	0.0930369502	-0.0377300368	-0.0423106922	0.0811587018	0.0223864181	0.0011111498	-0.0596449445	-0.0648484127	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0004205264841914	-0.0021073862857292	1.768425239063798e-07	4.441076957279934e-06	0.0121617357381751	0.0021815929995768	4.759348015802504e-06	0.0001479078161652	0.0704950259633037	-0.0085376916474472	0.0049695486855668	7.289217866689122e-05	-0.0007218413385432	-0.000242511928237	5.8812035337276336e-08	5.210549180298387e-07	0.0007976916927148	-6.412504380909996e-05	6.36312036626203e-07	4.1120212435189895e-09	0.0008547882542408	9.05817811985999e-05	7.306629595880345e-07	8.205059085111027e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3918.314432281101	-2.768136875552045	7.662581761791039	15353187.990222365	5208.882401478441	4.837539093403393	23.40178448020612	27132455.87243181	4538.089388743067	-17.207694027956677	20594255.30022242	296.1047337597759	4616.957784366198	3650.153928942068	1.287593	26.526066	0.0607440065341543	0.0330429060599603	0.0241892832	0.1268198944	0.0025768918	-0.0816054074	-0.0229878096	0.0947478328	-0.0382809508	-0.0222520982	0.1263359664	-0.0499615456	0.0372666427	-0.1461518933	-0.1299081648	0.0072989942	-0.0140438373	0.114811591	-0.0145182848	0.0504810058	-0.0484066568	0.0023296711	0.0717582394	-0.0359083215	-0.0250006375	0.1278483916	0.0272765899	0.0125165298	-0.0188804099	0.0653358701	-0.0641666198	-0.0488199994	-0.0847928274	-0.1660595012	-0.0661543088	0.0320553757	-0.0858324355	0.0492915811	0.0161385481	0.0311908772	-0.0219029974	-0.0204242195	0.0387772051	-0.0518795502	-0.0697426176	-0.0449226205	-0.0856496821	0.1554397719	0.0103153623	-0.0437161714	-0.0715355586	-0.0864459596	-0.0337187077	0.0246886355	-0.0001315904	-0.018309802	0.0215493629	-0.0669156223	-0.0769434626	0.0391604613	0.0728781276	-0.0373399975	-0.0325882433	0.0349369697	0.0139504714	0.0191061747	-0.10006149	-0.0493216846	-0.0303927643	-0.0036317534	-0.0804293183	-0.0656819575	-0.1231521164	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.0073574205532622	0.0069368940690708	5.413163719756506e-05	4.812049932550965e-05	0.0120599169856774	-0.0001018187524977	1.0367058360188164e-08	0.0001454415977014	0.0983949897386295	0.0278999637753258	0.009681574005665	0.0007784079786644	-0.000620690699078	0.0001011506394651	1.0231451864218858e-08	3.852569439219364e-07	0.0006568201676637	-0.0001408715250511	4.3141273264977097e-07	1.98447865702227e-08	0.0005807038200119	-0.0002740844342289	3.372169265764132e-07	7.512227708657619e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3940.875080178217	22.56064789711627	508.9828335376568	15530496.39756967	5258.538415836382	49.65601435794088	2465.7197619160306	27652226.270827007	4552.886278445671	14.796889702604858	20728773.464458875	218.9479448710537	4621.770979852636	3727.771073296526	1.365178	28.12443	0.0526101110530723	0.0233150605738392	-0.0159800501	-0.0484222049	0.0649890049	-0.0349628344	0.0481313868	-0.1323493127	0.0387070926	0.0092293802	0.0843207389	0.0561808098	-0.1071170568	0.0306234897	0.0404450795	-0.0195450044	0.0004137648	0.0781658229	0.0565544871	-0.0951647075	-0.044764752	-0.0390615879	-0.0553264347	0.0621522874	-0.0150651102	0.0237819106	0.0148322924	-0.0610089348	0.0010637354	0.0295722508	-0.0811381863	0.0798151881	0.0194537182	0.0481801621	0.0171785028	-0.0273858486	-0.0502632109	0.1167662571	-0.1038999327	-0.0217847061	0.0340493643	-0.034891043	0.0097426394	0.0581029346	-0.0369883318	-0.007127304	-0.022335831	-0.0416317761	0.0527217093	-0.0151958223	-0.0569171768	0.0721477642	0.0192550578	-0.0237793886	-0.0936878625	0.0825822724	-0.0156220179	0.0244483158	-0.0037933716	0.0793848603	0.0613225763	-0.0030349715	0.0326770986	0.040295702	0.0683079167	-0.0221972288	-0.0104738636	0.0188240579	-0.0638250084	0.0460138187	0.0177793865	0.1029348934	0.0341474474	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0115759633300029	0.0042185427767407	0.0001340029270175	1.7796103159191137e-05	0.0016614803183045	-0.0103984366673728	0.0001081274851253	2.7605168481132227e-06	0.0833514151848007	-0.0150435745538288	0.006947458413309	0.0002263091353566	-0.0007211533240852	-0.0001004626250071	1.0092739023337267e-08	5.200621168391334e-07	0.0004307428720902	-0.0002260772955735	1.855394218565144e-07	5.1110943573827696e-08	0.0007131550405338	0.0001324512205219	5.085901118387659e-07	1.7543325817740988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3943.9466736660142	3.071593487797145	9.43468655427783	15554715.364721218	5252.315173185324	-6.223242651058172	38.72874909394954	27586814.67847278	4564.558220381216	11.671941935544965	20835191.747249737	136.23422854673314	4635.602707498575	3877.793804563325	1.252749	25.808235	0.0389690274584801	0.0251429148223586	-0.0627437985	0.0431658925	-0.0333431282	0.0259316885	-0.022519587	0.0261839426	0.0963306072	-0.0558681033	0.0261664853	-0.0425984727	0.0646482035	-0.0131861332	0.0665773215	-0.0153868002	0.0810146148	-0.0356701771	-0.0882996227	0.0925811145	0.0896864867	0.0269013967	-0.0499109368	0.0295421711	0.015838664	-0.0047761446	0.0094206937	0.0071225866	0.0848567061	-0.0297266446	-0.027473555	0.0080649499	0.0650001035	-0.0086861854	0.0199776414	-0.0295798566	-0.0103328835	-0.0587796078	0.1013982913	-0.031596196	-0.0224095135	0.0909457077	-0.0509881952	0.0964529792	0.0240917585	0.0274705601	0.0085494923	-0.01593743	0.0431685864	-0.0222930998	0.024759327	-0.0750784206	-0.0128917336	-0.0798983976	0.019467836	0.0215957659	0.0974066313	-0.0003938091	-0.0465495449	0.1125009734	0.034545323	0.0521081604	-0.0678755434	0.0064395545	0.1487214198	-0.0428896362	0.0013644591	0.1048040919	0.0504213584	0.0505837763	-0.0277962941	0.0267862822	0.0060818098	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0168503024101056	0.0052743390801027	0.000283932691312	2.7818652731898595e-05	0.0085299169958972	0.0068684366775927	4.717542239410065e-05	7.275948395689592e-05	0.0801882522213759	-0.0031631629634247	0.0064301557943189	1.0005599933182334e-05	-0.0002861456212623	0.0004350077028229	1.8923170151525645e-07	8.187931656758763e-08	0.000430903674331	1.608022408000208e-07	1.856779765519565e-07	2.5857360646307875e-14	0.0006750617708503	-3.809326968350004e-05	4.557083944635429e-07	1.4510971951798627e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3926.5953710829	-17.351302583114375	301.0677013307916	15418151.208209656	5254.962960158722	2.6477869733980697	7.01077585649651	27614635.71264012	4553.937331306954	-10.620889074262776	20738345.2174711	112.80328472779443	4627.397671286129	3692.045226094117	1.380971	28.449781	0.1130791855969071	0.0567029993856316	0.0861405856	-0.0051424938	0.0165146443	0.0197043691	-0.023467704	0.0016000706	0.0857170344	-0.0288925652	-0.1308686932	0.0107325073	-0.0236541463	0.1101429655	-0.0495160194	0.057695212	0.0145185554	-0.064998904	0.0215368786	0.0391793858	-0.0091219487	-0.0382303298	-0.0611828247	0.0178883382	0.1224208676	0.015117914	-0.0403194565	0.0370590411	-0.0490527912	0.0616073589	0.1711162463	-0.0242138412	-0.0609891191	0.0934781707	-0.0188847991	-0.0116559631	0.0966507921	-0.0330585907	0.0662816768	-0.0110064595	0.0369544014	-0.0832522927	-0.0374630647	0.0270669719	0.0559652283	0.0274780477	-0.0361755614	0.0336534413	-0.0914477974	0.0078504459	0.0324477007	-0.0100455678	0.1093113053	0.0037737982	0.0059798005	-0.0165349785	-0.0589015966	0.1106510194	-0.0201057789	0.0731785955	0.0082692164	0.042340485	0.0692186794	0.0378469704	0.0402586004	-0.0114247171	0.0072048054	0.0255467656	0.1189781151	-0.0802116897	0.0508382409	-0.03955977	-0.0321401381	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0094642439050716	-0.007386058505034	8.957191269468493e-05	5.455386023978508e-05	0.0392397216093627	0.0307098046134654	0.0009430920993972	0.0015397557519802	0.0532456162946246	-0.0269426359267513	0.0028350956545943	0.0007259056306814	7.36422838641266e-05	0.0003597879051264	1.2944733667526256e-07	5.4231859727246025e-09	0.00096802701475	0.000537123340419	9.370763012857968e-07	2.885014828228651e-07	0.000738964256338	6.390248548770008e-05	5.460681721451734e-07	4.083527651505719e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
