global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
3199.737686127108	n/a	n/a	10238321.26002206	3989.221962533346	n/a	15913891.8663584	n/a	3721.762082995584	n/a	n/a	13851513.00242363	3761.593705865655	2625.95394972751	n/a	n/a	n/a	n/a	-0.0306617204	-0.0271407326	0.0476689641	-0.0362805526	-0.0006246247	0.0303277157	0.0243431097	0.0490334219	-0.008482336	0.0201427663	-0.0794699387	0.0294108827	-0.0254569075	0.0370161875	-0.0770691837	-0.1247890345	0.0212768475	-0.1336631377	0.0292560889	-0.0197730903	0.0732891443	-0.0228985341	0.0386566767	-0.0184394713	0.0175660899	-0.0429300112	0.02419497	-0.0479111129	0.0884731603	0.057856452	-0.0206290099	0.0981865896	-0.092139058	0.1308061659	-0.0355547244	0.0276075874	-0.0125869119	0.0239026171	-0.0363869333	0.0787043447	-0.0622602626	0.0178317055	-0.0166456568	0.0336727522	0.0231605315	-0.0199067737	0.0278586855	-0.006544658	0.0769653706	-0.0333015438	0.061101962	-0.0058338164	0.0803838732	-0.0385578562	0.0055728578	-0.0415705906	0.0114232029	-0.0247481618	0.0820186145	-0.0637099414	0.0234741524	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-0.0010346488619887	n/a	1.070498267614512e-06	n/a	0.1604094930160613	n/a	n/a	0.0257312054496698	0.2317748560599426	n/a	0.0537195839016071	n/a	0.0023079165744175	n/a	5.326478914471007e-06	n/a	-0.0022162021548701	n/a	n/a	4.911551991250874e-06	-0.0023349465329067	n/a	5.45197531153302e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3199.723765052494	-0.0139210746142452	0.0001937963184153	10238232.172641708	3988.8764985867633	-0.3454639465826403	15911135.720977796	0.1193453383884533	3721.806478155747	0.0443951601628214	0.0019709302458825	13851843.460842084	3761.617246612789	2626.205874292474	0.013461	0.340161	0.0141115010187593	0.00730196362656	-0.0303073913	-0.0268796144	0.0474193777	-0.0363833141	-0.0011277752	0.0303081036	0.0244215717	0.0486105442	-0.0082689453	0.0199527542	-0.0795529413	0.029678962	-0.0257335986	0.0367812821	-0.0776942926	-0.1245427378	0.0211935341	-0.1333438022	0.0298778433	-0.0198798381	0.0722303802	-0.0242423981	0.0398520593	-0.0182102493	0.0174192206	-0.0426604176	0.0241975764	-0.0481280493	0.0886266361	0.0587106685	-0.0197908114	0.0980554434	-0.0914256144	0.1304803035	-0.0358697609	0.0284206747	-0.0133613489	0.02368617	-0.0362576845	0.0785626228	-0.0623489213	0.0179893352	-0.0164282025	0.0334286347	0.023187512	-0.0197122586	0.0286634321	-0.0060069211	0.076544863	-0.0337069915	0.0605036822	-0.0064199447	0.0802413547	-0.0382835524	0.0068286775	-0.0418396575	0.0116720219	-0.0252094546	0.0829731752	-0.0635937073	0.0226240268	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	-0.0041136491807094	-0.0030790003187207	1.692210958195112e-05	9.480242962682172e-06	0.1604087180749331	-7.749411282120811e-07	6.005337521946132e-13	0.0257309568344433	0.2276048094298772	-0.0041700466300653	0.0518039492756107	1.7389288896919793e-05	0.0022049213135371	-0.0001029952608804	4.861677998890169e-06	1.0608023763821657e-08	-0.0021991005186579	1.7101636212199945e-05	2.924659611344285e-10	4.836043091161444e-06	-0.002352083218391	-1.7136685484300026e-05	5.532295466236566e-06	2.936659893878192e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3196.99227753298	-2.7314875195138484	7.461024069259916	10220759.622605512	3985.7600435086383	-3.116455078125	15886283.124429982	9.7122922539711	3715.680807751705	-6.125670404042012	37.523837898956224	13806283.865094362	3754.33299788027	2656.5998961800024	0.746347	18.860781	0.0961601309121657	0.0445472324057184	-0.0266604027	-0.0279213169	0.0423475044	-0.0351608618	0.0089525465	0.021911782	0.0203363668	0.0568771827	-0.0326880845	0.0364008368	0.0772212573	-0.0308877613	-0.0470591076	0.0190924685	0.0031398359	0.1466370911	-0.0375941548	0.0428566926	-0.0013382068	-0.0755855748	0.014667208	-0.0043086014	0.0756013946	-0.0337845644	0.069875584	0.0482736255	-0.0093261168	-0.0273657794	-0.0481864387	0.0192355587	0.0003990316	-0.0796369751	-0.0696183817	-0.0677546224	0.1671627225	-0.0800062883	-0.0177291031	0.0216526628	-0.0380226507	0.0691009529	-0.0522951423	0.0274258598	-0.001530834	0.023011736	0.0282198962	-0.0018718875	0.0206048232	-0.0091509681	-0.0065578531	0.0707058842	0.0285514758	-0.1009044754	-0.0373775395	-0.0560759365	-0.0181358415	-0.0456778709	-0.0039478504	-0.043229671	0.0283070235	0.0311186784	-0.0792774435	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0195789816478964	-0.015465332467187	0.0003833365223686	0.0002391765083206	0.13564934084485	-0.024759377230083	0.0006130267608215	0.0184007436716422	0.2048645554618815	-0.0227402539679957	0.0419694860845943	0.0005171191505289	0.0023087702277435	0.0001038489142064	5.330419964514774e-06	1.0784596981848308e-08	-0.0020106512436048	0.000188449275053	3.5513129268038904e-08	4.042718423409528e-06	-0.0027236883740695	-0.0003716051556784	7.418478359041356e-06	1.3809039172684202e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3201.3268621093125	4.334584576332418	18.78862344937889	10248493.678062657	3982.471727324695	-3.2883161839431523	15860081.05894054	10.813023325582456	3722.210835301599	6.530027549894385	42.64125980237966	13854853.502436629	3760.226134492969	2638.885480981124	0.8121709999999999	20.524221	0.0779261939027657	0.0404735516418846	-0.0254345329	-0.0340665907	0.0482155408	-0.0332424059	-0.0010108828	0.0211006314	-0.0030538496	0.0427615961	-0.0094642205	0.0163175287	-0.0360291242	0.0310189039	0.056037828	-0.0001771485	-0.0780903242	-0.0060107619	0.0512822829	-0.0624780041	-0.0474107651	-0.0870134148	-0.0136150444	-0.0388322338	0.0246812586	-0.0222410659	0.0155758419	-0.0355654862	0.0150499979	0.0329306081	0.0624297617	0.0691222601	-0.0389841145	-0.0147909777	-0.0283428831	0.0699530294	0.0843907718	0.0535145168	0.0449284361	0.0227577513	-0.0421260653	0.067743331	-0.057998194	0.0208664518	0.0127619043	0.0228673694	0.0296448411	-0.0654011084	0.0124829698	-0.0061936284	0.0806610595	-0.0352742636	0.0557011096	0.0384686689	0.0020705362	-0.0009322858	0.0375390933	-0.0120922272	0.0127636912	0.065634896	0.1331250055	0.0609079311	-0.0133649224	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0416840440361312	-0.0221050623882348	0.0017375595272061	0.0004886337831877	0.1407686359372633	0.0051192950924132	2.620718224320685e-05	0.0198158088636377	0.2260360275137642	0.0211714720518826	0.0510922857342031	0.0004482312288436	0.0024129119196875	0.0001041416919439	5.822143932170017e-06	1.0845492000958952e-08	-0.0015612476215116	0.0004494036220932	2.019636155504877e-07	2.437494135675628e-06	-0.002686626400702	3.706197336750001e-05	7.217961416948983e-06	1.3735898698932801e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3194.9479237570986	-6.378938352213936	40.69085450134585	10207692.235519797	3962.392091828633	-20.07963549606211	15700551.08938609	403.1917616547175	3721.539501865776	-0.6713334358232714	0.4506885820542785	13849856.263947368	3757.582448964357	2584.950825992384	0.892413	22.552	0.0991377088053619	0.0513762512482106	-0.0317004744	-0.0212523341	0.0421678627	-0.0582416315	-0.0359693956	0.0512923005	0.0503682492	-0.0734191836	-0.0271133025	-0.0196733671	0.0066171674	-0.0737902438	-0.0522421447	0.0282066941	-0.018582302	0.0687064454	-0.0623787148	0.0116971317	0.0043630972	-0.1306141506	-0.0057164098	0.0504987663	-0.0896824204	-0.0249817626	0.0245265734	0.0335357727	0.048371328	-0.0711642174	-0.0347946381	-0.016554251	-0.0538894964	-0.0332810349	-0.0034579479	-0.0814342463	0.0776252356	0.0708462909	-0.0710519262	0.0224386758	-0.0349761043	0.0643985312	-0.053084591	0.015024209	-0.0135280688	0.0319926636	0.024700023	-0.0131528568	-0.0131561916	-0.0234617071	-0.0247373432	0.0608364002	-0.010600477	-0.092765565	0.0210350149	-0.0037541645	0.0156950677	-0.0719594071	0.0290441762	0.018782638	0.0493411934	-0.0501964456	-0.0153281683	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0266353400932928	0.0150487039428383	0.0007094413418853	0.0002264634903591	0.1359954854954566	-0.0047731504418067	2.2782965140119557e-05	0.0184947720751449	0.2153900935909973	-0.0106459339227668	0.0463928924171385	0.0001133359090879	0.0023119759767327	-0.0001009359429548	5.3452329169891215e-06	1.018806458017466e-08	-0.0010971743703436	0.000464073251168	2.153639824496376e-07	1.203791598938875e-06	-0.0018782371848658	0.0008083892158361	3.5277749226126054e-06	6.534931242802662e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3195.7885839316264	0.840660174527784	0.7067095290370842	10213064.67318771	3962.773563540079	0.3814717114460109	15703574.315892138	0.1455206666335486	3718.192511652365	-3.346990213411118	11.2023434886698	13824955.55370772	3756.065654764651	2618.998954622369	0.771618	19.499401	0.1398417490985807	0.0723034791677884	-0.0271295135	-0.0345879665	0.0544895818	-0.0541583638	-0.0291653721	0.0285400674	0.0147195122	-0.0100867508	-0.0216577285	0.0547466102	0.0743958539	0.0491226963	0.047194756	0.0347837876	-0.1220590621	0.0096933062	-0.0395959973	0.0181342101	-0.1420899319	-0.0073504057	0.0218882714	0.0345257774	-0.0303581358	-0.0241242794	0.0745340668	0.0224118333	-0.04379746	0.0547373933	0.0461487689	0.0824449166	-0.0511844782	-0.002490655	-0.030245272	-0.0159091299	0.042481112	-0.0064786617	0.1398743604	0.0212083456	-0.0343632153	0.0804614769	-0.0656003689	0.0112865347	-0.0058908592	0.0239474108	0.0171846334	-0.0206707527	0.0113426936	-0.009923381	0.0504217851	-0.0021644532	0.0724164317	0.0468334062	-0.0424322164	-0.0712791724	0.0002633899	-0.027144238	0.0057967446	-0.0254697495	0.0632774791	-0.0156277798	-0.0034325059	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.027595811824483	-0.0009604717311901	0.0007615288302522	9.22505946415499e-07	0.1201618531492414	-0.0158336323462151	0.0002507039132751	0.0144388709522598	0.2399159326017326	0.0245258390107352	0.0575596547161591	0.0006015167791805	0.0013320964352392	-0.0009798795414935	1.774480912776984e-06	9.601639158375117e-07	-0.001637054577678	-0.0005398802073344	2.914706382714348e-07	2.679947690296495e-06	-0.0023289135562467	-0.0004506763713808	5.423838352469651e-06	2.031091917210548e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3200.427018646332	4.638434714705454	21.515076602584667	10242733.101681449	3974.420221592353	11.64665805227378	15796016.097802209	135.64464378659363	3720.965276564597	2.7727649122321054	7.688225258505515	13845582.589399448	3755.724644217904	2628.463968728718	0.740749	18.71932	0.1213648100406823	0.0626864242688164	-0.0273672276	-0.0462226121	0.0652620411	-0.0538507087	-0.0174896671	0.0317775729	-0.0015994487	0.0737189854	-0.0294893821	0.0060288338	-0.0293122885	-0.0436348564	-0.0848571158	0.0925761523	-0.0669095028	-0.0132963511	0.0076851464	-0.0615543439	0.1134487931	-0.0310351098	0.0463760933	0.0485987194	0.0133328092	-0.0311014562	0.0544256059	0.0258635895	0.0425716429	-0.1172824128	0.0393837812	0.0091420765	-0.0065578735	0.0150248479	-0.1115688227	0.0417583769	0.0057920796	-0.0525131837	-0.0921198845	0.020727556	-0.0323344224	0.0990079495	-0.0822772648	0.0169451071	-0.0009452091	0.0174570575	0.0091517661	0.0023719306	0.0099199864	-0.0060550064	0.0183310141	0.0307368023	0.0048883372	-0.0896234536	0.1022510912	-0.0560825339	-0.0174570824	0.0246543507	0.0123939785	-0.0822191858	-0.0110150441	0.0418143204	-0.0581175529	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0188180625840743	0.0087777492404087	0.0003541194794181	7.704888172749553e-05	0.1034339456393524	-0.0167279075098889	0.0002798228896594	0.0106985811105245	0.2901392021955473	0.0502232695938146	0.0841807566506686	0.0025223768086929	0.0011059678752673	-0.0002261285599718	1.223164941123266e-06	5.113412563496514e-08	-0.0020141198130263	-0.0003770652353482	1.421781917082688e-07	4.056678621225097e-06	-0.0020193896776355	0.0003095238786111	4.077934670140809e-06	9.580503143052073e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3194.583029995146	-5.8439886511860095	34.15220335519088	10205360.735532967	3977.793339923145	3.3731183307922947	15822839.855136933	11.377927273526996	3712.606187632771	-8.359088931826136	69.87436777017821	13783444.704449136	3748.7996221427215	2600.765350141023	0.780925	19.734612	0.0740544333727976	0.0364342461566506	-0.0279728185	-0.0413044142	0.0689825875	-0.0527571084	-0.0402449918	0.0770695615	0.0727980092	-0.0392291698	-0.0523520887	0.0685528754	0.0918152693	0.0011482498	0.0233589717	0.0644451709	-0.0462921707	0.0741347417	-0.0371790601	-0.0080277029	-0.1294708991	0.047179831	0.0502117742	0.0480110917	0.0046068816	-0.0416169726	0.1115155399	0.0252660313	-0.0329833348	0.023475918	0.005000402	-0.0076451353	-0.1034246573	-0.078473524	-0.0305653616	-0.0509354892	0.0204325227	-0.0172176345	0.121166932	0.0209310397	-0.0397267136	0.0957970519	-0.0928393959	0.0120060184	-0.022458654	0.0298763129	0.033972764	0.005025838	0.0112464703	-0.0066199193	0.0126542031	0.0296062244	0.0685293468	-0.004722122	-0.0821091775	-0.0504372756	-0.0112091328	-0.0232283935	0.0259065958	0.0595096876	0.0995731613	0.0469068416	-0.0106553707	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0220192986543281	-0.0032012360702537	0.0004848495132284	1.0247912377493984e-05	0.1072709015600565	0.003836955920704	1.4722230737426242e-05	0.0115070463215073	0.319105459586062	0.0289662573905147	0.1018282943376318	0.0008390440672135	0.0014210572069432	0.0003150893316759	2.019403585405209e-06	9.928128693596535e-08	-0.0017600744010541	0.0002540454119721	6.453907134412476e-08	3.097861897245949e-06	-0.0022112546138139	-0.0001918649361783	4.8896469671132605e-06	3.681215373474147e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3194.333234664315	-0.2497953308306932	0.0623977073048155	10203764.814080987	3964.711148890053	-13.08219103309193	15718934.494133083	171.14372222631093	3717.093178300397	4.486990667626287	20.133085251365397	13816781.696167348	3753.4237831095697	2619.8123092149435	0.7568059999999999	19.125105	0.0641461858145246	0.0336474315761644	-0.0256944535	-0.0437136233	0.0628774286	-0.0565639701	-0.0387060995	0.0514399817	0.0001207879	-0.0049892956	-0.0251278758	0.017603841	-0.0586465376	0.0129569887	-0.0360233901	0.098534979	-0.0715102722	-0.0827442964	0.0700888586	-0.0770289154	0.0418817368	-0.0170351978	0.0145721564	-0.0063782152	-0.0031687806	-0.0257300302	0.0418639318	-0.0084841508	0.0217060541	-0.0714463256	0.0985304044	0.0052677405	-0.0063151072	0.0506854457	-0.0483883866	0.1385502375	-0.0272173307	0.0155670042	-0.0442958217	0.0189518114	-0.0345184926	0.0992514653	-0.0865556876	0.0149783346	-0.004164679	0.0211743447	0.0179642811	-0.0118655324	0.010987303	-0.0034326809	0.0518275284	-0.0084528438	0.0463063795	-0.0118670982	0.1087443548	-0.0557011555	0.01173018	0.0118617663	0.0381597487	-0.0703076962	0.0063187723	-0.0338190554	-0.0075849378	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0269634335976149	-0.0049441349432868	0.0007270267513729	2.4444470337429592e-05	0.1094135356898675	0.0021426341298109	4.59088101423094e-06	0.0119713217921579	0.2971965074843652	-0.0219089521016968	0.0883257640609043	0.0004800021821944	0.0009025624874212	-0.000518494719522	8.146190436999437e-07	2.688367741721976e-07	-0.0016770477519532	8.302664910089992e-05	6.8934244609239644e-09	2.8124891623312822e-06	-0.0023127425379856	-0.0001014879241717	5.348778047008075e-06	1.0299798752680736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3206.7322450719325	12.399010407617425	153.73545908820523	10283131.691584077	3988.8900851117887	24.178936221735512	15911244.111103132	584.6209568147535	3717.3637027092186	0.2705244088215295	0.073183455768238	13818792.898219991	3755.387038103239	2628.6285515333475	0.746027	18.852713	0.0472033525422544	0.0293656541428894	-0.0276917478	-0.0402532763	0.059756813	-0.0386859685	-0.0238278102	0.0267473031	0.0487875416	0.0159277071	-0.0375471394	0.0337710362	0.0909766117	-0.0403330681	-0.0266810642	0.0535371247	-0.0419905628	0.1261927948	-0.0821536987	0.011544942	0.0007428577	-0.0185857836	-0.0383528564	0.0324478287	0.0175635769	-0.0353858917	0.0868906537	0.0658632246	-0.007546108	-0.0210700769	-0.0317140994	0.0077478841	-0.0589443325	-0.0731557389	-0.0804194279	-0.1108742707	0.0561641247	-0.0152081637	-0.0102713045	0.0177638661	-0.0359114912	0.08513849	-0.0830544727	0.0139308805	0.0077965395	0.0099744191	0.0133935283	0.0022708939	0.0063143865	0.0054054903	-0.0371733479	0.0814921529	0.0225462717	-0.0662939679	-0.0575230034	-0.0783309189	-0.0001163111	0.011127883	-0.0116431636	-0.0652459465	-0.0126412669	0.0925712034	-0.109463986	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0337460023553433	-0.0067825687577284	0.0011387926749668	4.6003238953313374e-05	0.1066356146675673	-0.0027779210223002	7.716845206137421e-06	0.0113711543155298	0.2695464001646144	-0.0276501073197508	0.0726552618417024	0.0007645284347937	0.0008852335126242	-1.7328974797000004e-05	7.836383718729795e-07	3.0029336751506127e-10	-0.0016099739708836	6.707378106960002e-05	4.4988921069726336e-09	2.5920161869227077e-06	-0.0021972901850027	0.0001154523529829	4.828084157109199e-06	1.3329245809288165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
