global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
2661.2322354512403	n/a	7082157.011004806	n/a	4216.3242037666405	n/a	17777389.791268393	n/a	3043.3849930496904	n/a	9262192.215920065	n/a	3251.954334146172	2803.672266280514	n/a	n/a	n/a	n/a	0.0300791385	-0.0794441098	0.0111094507	-0.0239991042	0.0320722176	0.0027613046	-0.027512765	0.0188515045	-0.0122560208	0.0646449005	-0.0443665128	0.0863779205	-0.0392954331	0.0141743461	-0.0881442707	0.0289938777	-0.0486554505	0.021346847	-0.0476142563	0.0671323359	-0.0053314324	0.0729008767	-0.0768857263	0.0750622438	0.1248260052	-0.0337961894	0.0010000799	-0.0045551275	0.1189012224	-0.0373812222	0.1602278749	-0.0163116432	0.1067690472	-0.0441376607	0.1739283827	-0.0014961673	0.066501971	-0.0650625133	0.0608101028	-0.0338511244	0.0443652953	-0.0519550015	0.0562213276	-0.0064012494	0.0637985383	-0.0178382205	-0.0250559059	0.0208084674	-0.0884290346	0.0251542076	-0.0117235944	-0.0938580279	0.047639567	-0.0074005883	0.0178876217	-0.0185670397	0.0263083913	-0.0956863401	0.0085422934	-0.1416823347	0.078782842	-0.0502923382	0.0043687408	0.0976749743	0.0824562338	-0.1363285387	0.0664718303	-0.0430556216	0.0426203464	-0.0580757793	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0325680002570152	n/a	0.0010606746407409	n/a	-0.024180196443126	n/a	0.0005846819000281	n/a	-0.0952548509128163	n/a	0.0090734866224228	n/a	0.0004949999149253	n/a	n/a	2.450249157760543e-07	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2661.2322354512403	0.0	7082157.011004806	0.0	4216.3242037666405	0.0	17777389.791268393	0.0	3043.3849930496904	0.0	9262192.215920065	0.0	3251.954334146172	2803.672266280514	0.0	0.0	0.0	1.9021362881626906e-18	0.030053405	-0.0794743519	0.0111872367	-0.0238751784	0.0322426893	0.0027183712	-0.0274488133	0.0188285943	-0.0123003385	0.0646508926	-0.0444287649	0.086384391	-0.0392851411	0.0140411932	-0.0882097909	0.0288984632	-0.0487851383	0.0213265157	-0.0475798515	0.0671884471	-0.0053334101	0.0729818648	-0.0769505549	0.0752200025	0.124932682	-0.0338549902	0.0008106841	-0.0046824209	0.1187889045	-0.0374540185	0.1601997555	-0.0163116746	0.1067540023	-0.0441266591	0.1739080303	-0.0015374674	0.0665142509	-0.0650859319	0.0607996627	-0.0337635609	0.044374337	-0.0520413882	0.0563981157	-0.0064288909	0.0637649069	-0.0177289796	-0.0251620227	0.0206400618	-0.0884622093	0.0252050329	-0.0118026063	-0.0939273316	0.0477635753	-0.0072722716	0.0176749272	-0.0186233175	0.0264368142	-0.0954628819	0.0086783648	-0.1417906944	0.078893716	-0.0503556603	0.0042390945	0.0977140902	0.0824327692	-0.136343802	0.066427031	-0.0430119827	0.0426603762	-0.0580789949	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0325680002570152	0.0	0.0010606746407409	0.0	-0.024180196443126	0.0	0.0005846819000281	0.0	-0.0952548509128163	0.0	0.0090734866224228	0.0	0.0004949999149253	0.0	0.0	2.450249157760543e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2657.2459943495423	-3.986241101697942	7060956.274486688	15.890118120866024	4229.577787433721	13.25358366708042	17889328.25995273	175.65748002030088	3040.781240322354	-2.6037527273365413	9246350.551496351	6.779528265112477	3252.219655776165	2840.8202858628897	1.037733	19.288509	0.0447282143084249	0.0243538613931349	0.1113037516	-0.0051899775	0.012163302	0.0012316696	0.0796830654	0.0282033628	-0.0021803346	0.124547749	-0.0422603906	0.0556934385	-0.1264830631	-0.094758728	-0.0149516539	0.1020015971	-0.0113819555	0.0315688413	-0.0421940507	0.0898034393	0.0043479745	-0.0345965765	0.0219361883	0.0562480514	-0.0499480824	-0.0375157683	-0.0553293856	0.0035979744	0.0280233204	0.0778273344	-0.0098784454	-0.0260401819	-0.0404225991	0.0176299569	-0.0255321038	-0.0618894323	-0.0556721547	0.0077407031	-0.0418867672	0.0894115778	-0.0068974912	-0.140637338	0.0730267303	-0.0078595033	0.0674121179	-0.0059277831	0.0923670129	0.0135780252	-0.0457830719	-0.0066176665	0.0882959939	-0.0483167414	-0.00568042	-0.0636800321	-0.0563216302	0.0147491456	-0.0386378376	-0.070476209	-0.0161469955	0.0246023095	-0.0385561444	-0.015707533	-0.0681920993	0.0048900901	-0.0117381863	0.0860003799	0.0547880408	-0.0473509953	-0.0875049663	0.0956542033	0.0234015237	0.0027377856	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0217850003391504	-0.0107829999178648	0.0004745862397767	0.0001162730872286	-0.0116847009666116	0.0124954954765143	0.0001365322366791	0.0001561374072035	-0.0778051304448155	0.0174497204680007	0.0060536383235347	0.0003044927444113	0.0004149999460044	-7.999996892089998e-05	6.3999950273449635e-09	1.7222495518365497e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2655.060378046471	-2.1856163030711286	7049345.61107227	4.776918624250308	4223.468851358021	-6.108936075699603	17837689.138391443	37.31909997698406	3043.678427206504	2.89718688414996	9263978.368242256	8.393691841690554	3243.1935310138047	2790.5023301223227	1.132831	21.056112	0.1698772231839764	0.0725147054365751	0.0367559854	0.096351599	0.0057486582	0.0292775161	0.0580450154	0.0057322963	0.0072043958	0.067150838	-0.0428399924	0.0275650883	0.0001579648	0.0690388011	0.0324806794	-0.0109092433	0.0005183028	0.0052384754	0.0455421967	0.0571220152	0.0309242889	-0.0017314614	-0.0508898223	0.0457482898	0.0029145021	0.0073441684	-0.1885573917	-0.0158609354	0.0004887886	0.0845419513	0.1592444684	0.0380854436	0.0577040135	-0.0511194097	0.0488703442	0.0780611629	0.0497714046	-0.0388740608	0.001239477	-0.086522156	-0.0220788426	-0.0630092528	0.0129611391	0.0251531929	-0.0482830837	-0.0124932063	0.0399434037	-0.0475186846	0.0113508213	-0.0370648201	-0.0295485413	0.0812119683	0.0232650987	0.0487308804	-0.0727508876	-0.0023502022	-0.0214158741	-0.0727666603	0.0604810066	-0.0036844446	-0.0216946894	-0.0220387956	0.0192081698	0.0340773478	-0.0346036641	-0.0916163714	-0.0855188799	-0.0597150899	0.1210384964	0.025100719	-0.0011760769	0.1237876094	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0056637251898052	-0.0274487255289556	3.207778302563395e-05	0.0007534325331639	-0.0410383516625074	-0.0293536506958957	0.0016841463071756	0.0008616368091766	-0.0632188574174605	0.014586273027355	0.0039966239331692	0.0002127593608285	-0.0003018132972921	-0.0007168132432965	5.138212257652474e-07	9.109126642232957e-08	0.0007630736146986	0.0007630736146986	5.822813414491875e-07	5.822813414491875e-07	-0.0004898846206403	-0.0004898846206403	2.3998694153989064e-07	2.3998694153989064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2651.345363289477	-3.715014756994151	7029632.235436609	13.80133464468431	4215.56080071074	-7.908050647281016	17770952.864488978	62.53726503996169	3038.0708064998594	-5.607620706644411	9229874.225306708	31.44540998958717	3253.253548706777	2763.9040669189103	1.232337	22.905643	0.1687815884121854	0.0780497708320323	-0.0609363356	0.0560698302	-0.0876324828	-0.0079421592	0.0069868762	0.0582145959	-0.0445071836	-0.0811809733	-0.0783557517	0.0180173232	-0.028745427	-0.0490385345	-0.0531392566	0.0628814977	0.1313544529	0.0024823336	0.0947039601	-0.0152633757	-0.0482130795	-0.1229128728	-0.0896068291	-0.023306457	0.0141256275	-0.0834149414	-0.1279856046	-0.0256244454	0.0783929066	0.0952263611	-0.076035763	0.0024989016	-0.0502018045	0.0619000216	0.0932681311	-0.0962399789	-0.0346971447	0.0823481254	0.0255174073	0.0850641989	-0.0892622255	0.0279072861	-0.0048964418	0.0508022074	-0.1332237151	0.0579848286	0.0433330346	-0.0655899709	0.0964624128	0.0215340561	0.0182897469	-0.1151492747	0.0006963863	0.0551544898	0.0411751752	0.0566605652	0.0239808844	-0.0306986116	0.0030124168	-0.0981031484	-0.0622531973	0.0171724055	0.0264584915	-0.0049712549	0.0877196659	-0.0152056838	-0.0456887499	0.0117375788	0.0117748952	0.0076293851	-0.0027430199	-0.0872252703	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0238550007343292	0.0295187259241344	0.0005690610600348	0.0008713551801841	-0.0157908513720457	0.0252475002904616	0.000249350987054	0.0006374362709168	-0.1145769734973498	-0.0513581160798893	0.0131278828558123	0.0026376560872753	-0.0003019999843072	-1.8668701509997563e-07	3.4852041606938514e-14	9.120399052154905e-08	0.0	-0.0007630736146986	5.822813414491875e-07	0.0	0.0	0.0004898846206403	0.0	2.3998694153989064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2656.8878803786524	5.542517089175362	7059053.208902968	30.719495683800933	4205.1190639454535	-10.441736765286803	17683026.341957487	109.02986667554217	3042.175263495918	4.104456996058616	9254830.333826458	16.846567232494518	3251.7730623504817	2797.3263670055344	0.975435	18.130566	0.0462764878151944	0.029583631773906	-0.0861453035	-0.023888605	-0.0146859359	-0.0062673585	-0.0043412385	0.010044257	-0.124855109	0.0113046518	-0.0314328992	-0.0883453082	0.0681101733	0.0363906361	0.079271487	0.0370617386	0.03877194	0.0802323869	0.0738132931	-0.0968825335	-0.0119297091	-0.1126488563	-0.0274979457	-0.0040345881	0.0179734988	-0.0345262556	-0.0225154523	0.0352683665	-0.071497966	-0.0419263323	-0.0645800618	-0.006926607	0.0440612792	0.103190308	-0.0552472158	0.1186516163	0.0156897616	0.0596967246	-0.0562438851	-0.0380559095	0.0774760571	0.0444417104	0.027673732	0.046660264	-0.1409576125	-0.0638706798	-0.0037134294	-0.0029412328	0.0331305465	0.0453106042	0.0246439412	0.0734312825	-0.0203061322	0.0050089765	0.083013992	0.0269951092	0.0219215765	0.0431433007	-0.0678446039	0.0125210529	-0.0831701721	0.043938634	-0.0809696321	0.0623090207	0.0329401439	-0.0111626629	-0.0810946229	-0.0047533931	-0.0625009075	0.0093938811	-0.0894804372	0.01494604	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0263008698624958	0.0024458691281666	0.0006917357555239	5.982275792118455e-06	-0.0282839092192119	-0.0124930578471662	0.0007999795207206	0.0001560764943726	-0.1197605844487057	-0.0051836109513559	0.0143425975874955	2.686982249501684e-05	-0.000302000032496	-4.8188800009802545e-11	2.3221604463847464e-21	9.120401962758507e-08	-0.0005229999765739	-0.0005229999765739	2.735289754962999e-07	2.735289754962999e-07	-7.897300741423176e-08	-7.897300741423176e-08	6.236735900048305e-15	6.236735900048305e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2667.505722016956	10.617841638303616	7115586.776993202	112.73856105609404	4222.8984216352665	17.77935768981297	17832871.079449624	316.1055598623116	3049.295662214949	7.120398719031073	9298204.035602905	50.70007791797934	3251.728752542529	2791.599226852943	0.910409	16.921915	0.0586239121791234	0.0294283741955984	-0.0551527434	-0.0534173683	0.0434326794	-0.0044530624	-0.0651894758	-0.0680745824	-0.0829951341	-0.0376283091	0.0277420382	0.0566341363	0.0559727485	-0.0154757878	-0.0874728297	-0.0929487963	-0.040979443	0.0373840422	0.0529397271	-0.0954113885	0.0092655405	-0.0374915062	0.0269691695	-0.1249496866	0.02816105	-0.1009159206	-0.0420542728	-0.0909127126	-0.0281450035	0.0771470188	0.0148038686	0.1077441781	0.0849801606	0.0435460641	-0.0064300111	0.02190772	-0.0972259263	-0.0543023491	0.0860473662	0.0543756096	0.0720316303	0.0531207805	-0.0320047414	0.0226786143	-0.0509513765	-0.0583663011	-0.0454887346	-0.0775470454	-0.0511518365	0.0057020995	-0.0578330512	-0.0543277342	-0.0072076418	0.0137842683	0.0554721112	-0.0450148	0.0470550938	0.1077396284	0.0266845725	-0.0297870204	-0.0367088295	-0.0063681094	-0.0413195066	0.0745547584	-0.0066631355	-0.0612946021	-0.0086864377	0.0269580297	-0.0294712585	0.0279027222	-0.0599564145	0.0617033514	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.0217125600794361	-0.0045883097830597	0.0004714352652031	2.1052586665321372e-05	-0.038173156913146	-0.0098892476939341	0.0014571899087156	9.779721995198094e-05	-0.1197891577817955	-2.8573333089795816e-05	0.0143494423220718	8.164353638604204e-10	-4.567600272489347e-06	0.0002974324322235	8.846605173839326e-08	2.086297224924476e-11	-0.000337998985137	0.0001850009914368	3.4225366832635936e-08	1.1424331395364197e-07	-0.0004000011767278	-0.0003999222037203	1.600009413836247e-07	1.5993776902856973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2663.790123519575	-3.715598497381052	7095777.822160433	13.80567219374033	4214.875945714407	-8.022475920859506	17765179.237761915	64.36011990077058	3049.5843173740145	0.2886551590654562	9299964.508773534	0.0833218008551038	3248.8305304713504	2750.541038951654	1.141922	21.2251	0.1292959273137687	0.0576996248924657	0.0716886587	-0.0701224433	-0.0420232594	-0.015122259	-0.1144400216	0.0033503015	-0.0342872529	0.0396431763	0.1079329335	-0.0504589306	0.0111881505	-0.0331259914	0.1112053099	-0.0508237058	-0.0732752639	0.0174897106	-0.0394995336	0.0326234398	-0.036083208	0.0765209212	0.0274612837	-0.106615698	0.0760200865	-0.0712620959	-0.029940949	-0.0918973842	0.0479012104	0.0211843834	-0.0479820923	0.0347478155	-0.0254349625	0.0457220639	0.046470359	0.1615437568	0.0702325855	-0.0463481091	-0.10497964	-0.0167063611	0.072915882	-0.0104069368	-0.077485248	0.0137535376	0.0172314984	0.0650219731	-0.0702483634	-0.1393902424	0.0905972094	-0.023778098	0.0788361555	0.0296716966	0.0278729354	-0.0469595062	-0.0021035593	-0.1506204645	0.0082338208	0.0588276871	0.0019956367	-0.0545267461	-0.0224393874	-0.0218635032	0.0129602341	0.0589910738	-0.0326805578	-0.0542187941	0.0438208511	0.0092645345	0.0906028802	0.004829258	-0.0005396162	-0.022829527	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0053598570291626	-0.0163527030502734	2.8728067373063732e-05	0.0002674108970504	-0.0155826008676172	0.0225905560455288	0.0002428174497994	0.0005103332224461	-0.0973563649651296	0.0224327928166658	0.0094782617992235	0.0005032301935554	-0.0006299237626623	-0.0006253561623898	3.910703298389113e-07	3.968039467666296e-07	0.0003286469431227	0.0006666459282597	4.444167936652371e-07	1.080088132238952e-07	-0.0004663965941043	-6.639541737649997e-05	2.1752578299209122e-07	4.408351448599634e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2665.2645232733644	1.4743997537893847	7103634.979019594	2.1738546339741984	4203.771061315433	-11.104884398973809	17671691.135953084	123.31845751457188	3039.372337327562	-10.21198004645248	9237784.204912009	104.28453646914365	3249.907549434865	2750.6254769687	0.953038	17.71427	0.0990841603193477	0.0509894313896358	0.083121719	-0.0455014148	-0.0137481813	0.0190315433	-0.1163831693	0.038032194	-0.0434913529	-0.056951462	0.103393886	0.0803851256	0.0461697848	0.0692923178	-0.069481028	0.004257302	-0.0060019454	0.0193023782	-0.1028392623	0.068910108	0.0583818126	0.0443776537	-0.0087630579	-0.1422866553	-0.1277752015	-0.023657111	-0.1134355733	0.0160889053	0.0536238059	0.0518981396	0.0618227939	0.0406620437	0.0868697592	-0.0833312589	0.0585615925	-0.1415407405	-0.0291551357	0.0102926608	0.0854356505	-0.0271550505	0.0490069458	-0.032217501	-0.1103515328	0.0297493376	0.0359618915	0.0415078077	-0.0949990791	0.0066841822	0.0044316294	0.0155248701	-0.0800447571	-0.03050376	-0.0699704362	-0.0564135172	-0.0369535035	-0.1096819008	-0.1023437015	-0.0157762843	-0.1139928677	-0.0635575814	-0.0020050747	-0.0472363944	0.0084217369	0.0166454416	-0.0705803551	0.0122517304	-0.0258643878	0.093078062	0.0368281514	-0.0712445047	-0.0160915951	-0.0468764335	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0142263842702448	0.0088665272410822	0.0002023900094046	7.861530531685274e-05	-0.0118687580715572	0.00371384279606	0.0001408674181611	1.3792628313846768e-05	-0.1249117738167413	-0.0275554088516117	0.0156029512380447	0.0007593005569794	8.997519312687707e-05	0.0007198989557891	5.182545065463475e-07	8.095535378218827e-09	-0.0001110201120999	-0.0004396670552225	1.933071194481128e-07	1.2325465290674365e-08	-0.0004469949765042	1.9401617600099967e-05	1.9980450901999035e-07	3.764227655005088e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2669.226185450349	3.961662176984646	7124768.429093821	15.694767204550724	4235.514134596401	31.74307328096802	17939579.984365903	1007.6227013209058	3048.493602195946	9.12126486838406	9293313.242629616	83.19747279921728	3245.8197602943555	2803.05081536304	1.13106	21.023193	0.1279236685086228	0.0915732820108334	0.0839378768	0.0353632548	0.0647455782	0.0581462497	-0.0301299898	-0.040396016	0.0674575584	0.0737340134	0.0832836394	0.005400243	-0.1055601688	-0.0983221019	0.0652752518	-0.0556005349	-0.077679607	-0.0362868436	0.0079382403	0.1086656084	-0.0139315115	0.0207417973	0.1118864809	0.0051102986	-0.0400651845	-0.0084861474	-0.0328811196	0.1547454341	0.0427273163	0.0247462392	-0.0162105362	-0.0103232642	0.0286140576	0.0061436392	0.0487509407	0.0203939031	-0.0942177678	-0.1024019793	-0.0911744614	0.0414600944	-0.0153569278	-0.062564699	-0.0380749687	-0.03059503	0.0936473496	-0.0402227866	0.0829004286	0.0062001508	-0.0462152902	-0.0980680873	0.0909631127	-0.0067852395	-0.0261898531	-0.0371842177	-0.0617205531	-0.0019179532	-0.0566875531	0.0483189836	0.082522161	-0.0996688163	-0.0105520915	-0.0050024689	0.0021507361	-0.000560616	0.0648121086	0.0717296097	0.0901835966	0.0226645696	-0.0001741264	-0.0190034536	0.0074753555	0.0846316481	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0177225888673291	0.0034962045970842	0.0003140901561603	1.222344658467338e-05	-0.0318798464842444	-0.0200110884126872	0.0010163246118589	0.0004004436594603	-0.036245195104037	0.0886665787127043	0.0013137141681297	0.0078617621806161	4.699152605526082e-05	-4.298366707161625e-05	1.847595634923547e-09	2.208203521002256e-09	-8.300476930167555e-05	2.8015342798224453e-05	7.848594321020267e-10	6.889791726824381e-09	-0.0002029980506511	0.0002439969258531	4.120820856814656e-08	5.953449982576319e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
