global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
2038.619642142956	n/a	4155970.0453310735	n/a	2536.650468934257	n/a	n/a	6434595.601544386	2384.1750535562005	n/a	5684290.685999712	n/a	2394.5612189220683	1803.6235136573696	n/a	n/a	n/a	n/a	0.0167224048	-0.0067470378	0.025794504	-0.0026505312	-0.0352755465	-0.0529448978	-0.0452338361	-0.0570325442	-0.0510386362	-0.0231276736	0.0406070103	-0.0130877853	0.0061898693	-0.0203513094	0.0432101749	-0.0123524785	0.0092383564	-0.0235054181	0.0597143805	-0.1013455645	0.0326657758	-0.025704194	0.0101613776	0.0068377854	-0.0030204331	0.0103294744	-0.0281456726	0.0025593132	-0.010265068	0.0319040691	-0.0011901831	0.0136736432	-0.0080894145	0.0696516123	-0.0047298309	-0.02058052	0.0575437346	-0.0436897918	0.0276182734	0.0194987658	0.0073860894	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0255755653517866	n/a	0.0006541095430635	n/a	0.1053425497442219	n/a	0.0110970527866138	n/a	0.1421744522881596	n/a	0.0202135748834381	n/a	0.0075104536929766	n/a	n/a	5.640691467434585e-05	0.0007090966755567	n/a	n/a	5.028180952855638e-07	0.0017538636899666	n/a	n/a	3.076037842983258e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2047.6336322142924	9.013990071336366	4192803.491775096	81.25201700615058	2567.031059984891	30.38059105063394	922.980312585859	6589648.462927152	2389.14448353942	4.96942998321947	5708011.363226842	24.695234358120665	2398.4031435275188	1835.481129222446	0.665939	25.552444	0.2935146231641253	0.1358033812282599	0.0103545656	-0.0015934477	0.0398436544	0.0459681435	-0.0151421032	0.0338664867	-0.0532755827	0.07781752	-0.046413519	-0.0421928764	0.0468508829	0.0131710698	-0.0150398155	-0.0403113382	0.0478350037	0.0116448229	-0.0185349958	-0.0210858564	0.0574158367	-0.0863249535	0.0278664469	-0.0168514433	0.0101464985	0.0094398017	-0.0043625465	0.008845767	-0.0022696313	0.0003802472	-0.0032967285	0.0210936511	0.0044413978	0.0137850994	0.0083038504	0.0218261093	-0.0092209525	-0.0172129802	-0.0190270028	-0.0148222657	-0.0190310562	-0.0664021839	-0.0197637987	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.0262915693026428	0.0007160039508561	0.0006912466163956	5.126616576416863e-07	0.0547606356511494	-0.0505819140930725	0.0029987272169179	0.0025585300333189	0.0488728361761729	-0.0933016161119866	0.002388554115903	0.0087051915691085	0.0055989416619261	-0.0019115120310504	3.653878244850806e-06	3.13481477336518e-05	0.0001340350410903	-0.0005750616344664	3.306958834351674e-07	1.7965392240078414e-08	0.0012621355753193	-0.0004917281146473	2.417965387345882e-07	1.5929862104865804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2042.5970292971324	-5.036602917160053	4172202.62409347	25.36736894514516	2541.3089392320167	-25.72212075287416	661.6274960254397	6458251.124620558	2387.286014180788	-1.858469358632192	5699134.513503193	3.4539083569747504	2397.0993295755047	1837.7269496446768	0.585228	22.455553	0.0575893689816575	0.0320111320343001	0.0116038432	-0.0006998833	0.0383418753	0.0054879042	-0.0075834722	-0.0449305692	-0.0583979503	-0.0443971975	-0.0283105706	-0.0425406245	0.0306229904	-0.0088674428	-8.17068e-05	-0.0408984188	0.0343677335	-0.0090870589	0.0022455804	-0.0169426386	0.0568601852	-0.0855904126	0.0259846758	-0.0160056072	0.0065851807	0.0089742897	-0.0087301558	0.0100776346	-0.0030592271	-0.0023763293	-0.0089901519	0.0224597421	0.0019848617	0.0123160471	0.0106532016	0.0149984178	-0.0104745645	-0.0318824709	-0.0045091072	-0.042962554	-0.0008451368	0.0015699631	-0.0083531388	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0217850961899443	-0.0045064731126985	0.0004745904160051	2.030829991547451e-05	0.0411818365552392	-0.0135787990959101	0.0016959436620624	0.000184383784887	0.0490796666087618	0.0002068304325889	0.0024088136744272	4.277882784491164e-08	0.0056827165942711	8.377493234499982e-05	7.018239289409296e-09	3.2293267890804135e-05	-0.0003560192551081	-0.0004900542961984	2.401532132225092e-07	1.267497100077264e-07	0.0010500194770535	-0.0002121160982658	4.4993239143506543e-08	1.1025409021917051e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2035.069099760396	-7.5279295367363375	4141506.2407995886	56.669723110067366	2523.8098616690004	-17.49907756301627	306.2177155564595	6369616.217857699	2383.6300233652896	-3.6559908154981713	5681692.088288412	13.366268843006983	2393.550519751618	1803.478967796137	0.596321	22.881168	0.1076476111930877	0.0650179400018801	0.0144498788	-0.0055016492	0.0207015857	-0.0263114757	-0.0188148409	-0.045589914	-0.0249028844	-0.0237546982	-0.0861973281	-0.0284688823	0.0471764858	-0.0320579228	-0.0050783979	-0.0252654053	0.048756565	-0.0316696257	-0.0006383781	-0.0219447911	0.0528944644	-0.0852661991	0.0264213137	-0.0199396275	0.0088712395	0.0077977172	0.0021108103	0.0100268753	-0.0221310962	0.0005824018	-0.0029280199	0.0236630189	-0.0001250905	0.0160179365	-0.0133212427	0.0524363258	-0.0056790778	-0.0111832224	0.0446239837	-0.0183097931	0.0252115106	0.0339391493	0.0017157372	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0183935297953041	-0.0033915663946402	0.0003383219383307	1.1502722609252733e-05	0.0660846130165992	0.0249027764613599	0.0043671760775536	0.0006201482754844	0.1065146002666068	0.0574349336578449	0.011345360069955	0.003298771604281	0.0057440333858431	6.131679157199942e-05	3.7597489286840185e-09	3.2993919537680145e-05	6.058694323352043e-06	0.0003620779494314	1.3110044146448514e-07	3.670777690381827e-11	0.0010649914296349	1.497195258140017e-05	2.2415936409969517e-10	1.1342067451957884e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2045.922297228777	10.85319746838104	4185798.0462978766	117.79189528767265	2560.766084491082	36.9562228220816	1365.762405275345	6557522.939479787	2384.4349962691185	0.8049729038289115	5685530.251432912	0.64798137589875	2393.743656494518	1825.7449561107303	0.659243	25.295538	0.0565516319776337	0.0420984653323135	0.0102450701	0.0011882479	0.0333878374	0.0448433727	-0.0274435337	0.0155732346	-0.0538345	0.0288037474	-0.0536138762	-0.0244133811	0.0573402278	-0.0251936538	0.0018071303	-0.0232972215	0.0554651344	-0.0254566034	0.0029220613	-0.0170233839	0.0540425729	-0.0780347479	0.0237700635	-0.0132570049	0.0045334232	0.0119956364	-0.0102359084	0.0088147438	0.0047727322	-0.000761973	-0.0045502747	0.0175156611	0.0010020433	0.0107780892	0.0120896091	0.0010418301	-0.0082298276	-0.0368858946	-0.0458045908	-0.0293522173	-0.0220509044	-0.0487370569	-0.0115038764	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-6.985751602428536e-05	-0.0184633873113283	4.880072545083286e-09	0.0003408966710081	0.0622222606879745	-0.0038623523286246	0.0038716097251222	1.4917765510432614e-05	0.1068941152633726	0.0003795149967658	0.0114263518779391	1.4403163277014993e-07	0.0057440332786617	-1.0718140004001285e-10	1.1487852514537267e-20	3.299391830637308e-05	2.1258250677558266e-06	-3.932869255596216e-06	1.5467460581613937e-11	4.519132218699065e-12	0.0003919968592536	-0.0006729945703813	4.529216917627106e-07	1.536615376646867e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2041.1555186478008	-4.766778580976279	4166315.851306373	22.722178040054228	2536.086864543411	-24.679219947670845	609.0638972255146	6431736.58450963	2386.1175438249616	1.6825475558430298	5693556.932949267	2.8309662776733537	2395.9515560097084	1828.8412649013376	0.612802	23.513573	0.1433767441141233	0.0667384449955043	0.0094042953	-0.0032708217	0.0295189582	-0.0056120072	-0.0077984543	-0.0242668635	-0.0434769664	-0.0655492037	0.0007473899	-0.0330401947	0.0433959461	-0.0122527234	0.0064776425	-0.0309444393	0.0450234433	-0.0139372632	0.0082827951	-0.0166537562	0.048533446	-0.0740178745	0.0229735186	-0.0158443063	0.008320933	0.0043696012	-0.001117356	0.008675019	-0.0103635743	0.0004219124	-0.0057325367	0.020323087	0.0001734021	0.0082374939	-0.0045233683	0.0296919308	-0.0114282692	-0.0016001416	0.0342964648	-0.0243500883	0.003565375	0.0081359025	-0.0121197266	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0168703128981775	0.0169401704142017	0.0002846074572824	0.0002869693736621	0.0455686689994934	-0.0166535916884811	0.0020765035943853	0.0002773421161266	0.0811508767443598	-0.0257432385190127	0.0065854647963782	0.0006627143294467	0.0049260540715352	-0.0008179792071264	6.690899832912974e-07	2.426600871568852e-05	-5.354648662869721e-05	-5.567231169645304e-05	3.0994062896270213e-09	2.8672262302772484e-09	0.0011991402102792	0.0008071433510256	6.51480389104835e-07	1.4379372439084442e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2035.6898316148147	-5.465687032986125	4144033.0905399527	29.87373474255267	2522.6130106224205	-13.473853920990678	181.54473948419584	6363576.401361512	2384.7184880216355	-1.399055803326064	5686882.267112196	1.9573571408203383	2394.456215812765	1805.085767157284	0.569713	21.860203	0.075657858159459	0.0357201116766826	0.0132312282	-0.00803035	0.0164128823	-0.0202302072	0.0254466064	-0.0188298273	-0.0217739119	-0.0268718204	-0.093521502	-0.0304642151	0.0459996832	-0.0409744499	0.0056983902	-0.0278279792	0.0463723947	-0.0368011225	0.0088831786	-0.0197220637	0.0438919849	-0.068638719	0.0226450567	-0.0139517947	0.0067280169	0.0033816634	0.0007777844	0.005221503	-0.0140466191	0.0029423476	0.0021299948	0.017205568	-0.002167863	0.0154586117	-0.0198181649	0.0307293114	-0.0068803971	0.0012615899	0.0178750715	0.0093919143	0.0072018791	0.0091616633	0.0032079585	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.0315880549472638	0.0147177420490863	0.0009978052153513	0.0002166119310234	0.060881621414552	0.0153129524150586	0.0037065718260648	0.0002344865116658	0.0898009264978441	0.0086500497534842	0.0080642063998712	7.482336073775373e-05	0.004554370963103	-0.0003716831084321	1.3814833309382197e-07	2.0742294869555756e-05	0.0002550975498605	0.0003086440364891	9.52611412603449e-08	6.507475994483029e-08	0.001139925076364	-5.921513391520016e-05	3.506432084595088e-09	1.299429179723471e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2043.8414677364087	8.151636121594038	4177287.9452389176	66.44917145887669	2548.5327827885467	25.919772166126226	671.8345891438917	6495019.344947933	2382.7242098526217	-1.9942781690137965	5677374.6602178	3.97714541540502	2391.2103562038133	1845.8676273911087	0.638301	24.491982	0.1239019511039875	0.0572386736741084	0.0067057688	0.0043585079	0.0333576881	0.0257365819	-0.0103864174	-0.012970565	-0.0545832013	-0.0019683641	0.0019621484	-0.0186735076	0.0516921864	-0.0421007346	0.018065496	-0.0164096322	0.0495656802	-0.0408506467	0.0188141671	-0.0127405419	0.0419446145	-0.0601837136	0.0176120096	-0.0063435998	0.0030505102	0.0069580895	-0.0049764593	0.0060099117	0.0050896677	-0.0012004106	0.0001907249	0.0095788538	0.0003028619	0.0027412054	0.0116643578	-0.0082444725	-0.0040767434	-0.0191871969	-0.024402402	-0.0189457202	-0.0164821623	-0.0300568369	-0.0029783866	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0308143880828879	-0.0007736668643759	0.0009495265129228	5.985604170332372e-07	0.0303476001719218	-0.0305340212426302	0.0009209768361948	0.0009323264532453	0.0698270106221059	-0.0199739158757382	0.0048758114124196	0.000398957315411	0.003691007706727	-0.000863363256376	7.453961124601716e-07	1.3623537891118107e-05	2.9819346092363475e-06	-0.0002521156152512	6.35622834535232e-08	8.891934013761529e-12	0.0008029970055664	-0.0003369280707975	1.135205248913925e-07	6.448041909486051e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2037.2280050282368	-6.613462708171937	4150297.9444713295	43.737888992380896	2528.623463756633	-19.909319031913583	396.3809843145164	6393936.621460592	2380.4317042391067	-2.2925056135150044	5666455.098546698	5.255581987997807	2390.8933199804387	1812.7297684233863	0.570996	21.909443	0.066297350152793	0.0364702139193373	0.0090803659	-0.0040673794	0.0174992665	-0.0269722389	-0.022330688	-0.0245532838	-0.0187475751	-0.0525484109	-0.0395569779	-0.0064723169	0.0463629518	-0.042261023	-0.0019881008	-0.0037772618	0.0465401966	-0.0411431879	0.0051119805	-0.0137136212	0.0380295498	-0.0578457459	0.0173442089	-0.0116062392	0.0074559856	0.0034617262	-0.0005802501	0.0089697334	-0.0098508284	0.0015273705	-5.05707e-05	0.0089460762	0.0016368525	0.0118545013	-0.0090353632	0.0192955878	-0.0076182195	-0.0158390359	0.0203812962	-0.0194011006	0.031716582	0.0519833732	0.0095233848	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0277284600308718	-0.003085928052016	0.0007688674956836	9.522951942219868e-06	0.0303056710554727	-4.192911644909994e-05	0.0009184336981225	1.758050806202183e-09	0.0435962241146512	-0.0262307865074547	0.0019006307570548	0.0006880541607996	0.0037212981103344	3.02904036074002e-05	9.175085506992028e-10	1.3848059625978376e-05	0.0003666371167654	0.0003636551821561	1.3224509150903257e-07	1.3442277539004553e-07	0.0011478255493403	0.0003448285437738	1.1890672460122839e-07	1.3175034917183612e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2040.2636215607024	3.0356165324656104	4162675.645463993	9.214967732178536	2538.3907620412	9.767298284567005	95.40011577970556	6443427.660816104	2384.486242374904	4.054538135797429	5685774.64007519	16.43927949463569	2392.844639207701	1815.229160873978	0.572662	21.973358	0.0899951534784093	0.051748411739963	0.0075235526	-0.0047452718	0.0173301637	0.0181029812	0.0048567637	0.0205485195	-0.040941066	0.011627322	-0.0778560626	-0.0187001133	0.0356344925	-0.0183857305	0.0076733813	-0.0184196694	0.0337791032	-0.0217836338	0.0096718539	-0.0142135053	0.0332227935	-0.0522933615	0.0152399711	-0.0097044918	0.0058895764	0.0053628814	0.0039194957	0.005128784	-0.0089601558	0.0059800701	0.0034498348	0.0090323354	-0.0010460382	0.0030337189	-0.017348734	0.0325041687	-0.0057695565	0.0220816251	0.0124355171	0.0130971343	-0.0146646422	-0.0429842837	-0.0030289832	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0362524696798658	0.0085240096489939	0.0013142415578895	7.265874049614275e-05	0.0303067213828427	1.0503273700016025e-06	0.0009184973609772	1.1031875841744832e-12	0.0881892446855232	0.0445930205708719	0.007777342878203	0.0019885374836342	0.0035190052148034	-0.000202292895531	4.0922415582316176e-08	1.2383397701813522e-05	3.217267500632559e-06	-0.0003634198492647	1.320739868396263e-07	1.0350810170626472e-11	0.0009759968355126	-0.0001718287138276	2.9525106895681595e-08	9.525698229306092e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
