global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
3700.259534393496	n/a	13691920.62186997	n/a	4365.43528128959	n/a	19057025.195127927	n/a	4233.778711487557	n/a	n/a	17924882.17784524	4213.4046239904455	3333.833721637726	n/a	n/a	n/a	n/a	0.0422339038	-0.1388373545	0.0463386629	-0.0567464924	0.1030852744	-0.1569084989	0.0483792389	-0.0758791537	-0.0526419666	0.0975551788	0.1259429	-0.0049878665	0.0148099791	0.0351983884	-0.113068497	0.0810444012	-0.0786146417	0.0810800089	-0.0668740991	-0.1142381677	0.0738185246	-0.0827226183	0.0700909082	-0.079653307	0.0011765674	-0.0068639167	0.1142770992	-0.0125228646	0.0262021056	-0.248951018	0.0469815159	-0.0751827928	0.0141196786	-0.0083746725	0.0107044146	-0.0450125536	0.0532052616	-0.1105700536	0.0654011128	-0.0623854801	-0.0751602662	0.0503582319	-0.1128177206	0.0745655844	-0.0744334034	0.0355971617	-0.0075496224	0.0888404906	-0.1862491474	0.0616453091	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0090986021261443	n/a	8.278456064987758e-05	n/a	0.0026068907032623	n/a	n/a	6.795879138755409e-06	0.0423664602124773	n/a	0.0017949169509354	n/a	-0.0058268800928233	n/a	n/a	3.395253161614047e-05	0.0002197576116145	n/a	4.8293407862509425e-08	n/a	-0.0014608769298002	n/a	n/a	2.1341614040224587e-06
3700.261533416828	0.0019990233322459	13691935.415684257	3.9960942828638906e-06	4365.454482619827	0.0192013302366831	19057192.83982554	0.0003686910828581	4233.866339566182	0.08762807862513	0.0076786801635319	17925624.181311544	4213.521262338999	3334.222688436508	0.0086079999999999	0.313132	0.0073631413192075	0.0068173210153468	0.0424403602	-0.1393285398	0.046725368	-0.0567908609	0.1030786063	-0.1570975784	0.0486008151	-0.0759083038	-0.0527247756	0.0978844871	0.1258799885	-0.0048976677	0.0145235421	0.0359036549	-0.1130850649	0.0810908672	-0.0786324713	0.0812541599	-0.0664471103	-0.1142555626	0.0738996544	-0.0828211388	0.0695869308	-0.0797588188	0.0012167251	-0.0069264269	0.1147211115	-0.0120721537	0.0265543956	-0.2499637907	0.0472992107	-0.0754798631	0.0139833963	-0.007993942	0.01115148	-0.0446205116	0.0533431473	-0.1110634092	0.0659485805	-0.0621802841	-0.0754075043	0.0503633763	-0.1126698862	0.0742337136	-0.0745268474	0.0360607844	-0.0079530785	0.0883693888	-0.1865036445	0.0613621272	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.009125596322832	2.6994196687699784e-05	8.327650824728492e-05	7.28686654814222e-10	0.0094171269359861	0.0068102362327238	4.637931754550407e-05	8.868227972847496e-05	0.0424169758204584	5.0515607981097e-05	0.0017991998377533	2.5518266496998704e-09	-0.0058208784095071	6.0016833161999e-06	3.6020202627952226e-11	3.388262545826591e-05	0.0002162536785326	-3.5039330818999908e-06	4.67656534788811e-08	1.2277547042433168e-11	-0.0014608792190384	-2.289238200045562e-09	5.2406115365478474e-18	2.1341680926182457e-06
3700.7629112600266	0.5013778431984974	13695646.125357788	0.2513797416503771	4298.333237106735	-67.12124551309171	18475668.617216468	4505.261599228734	4264.928577866051	31.062238299868117	964.8626481977936	18189615.774298534	4242.941509844805	3282.527774704827	1.135748	41.315292	0.13434353935767	0.0674089779363634	-0.0262938746	-0.0580230286	0.1744665017	-0.0481810574	-0.0988710366	-0.0982662398	-0.0555608893	0.0685472481	0.0972163539	-0.0619637366	-0.0195287	0.0365948199	-0.0346239936	0.0748337864	0.0662841621	0.0016945911	-0.0450094243	0.0124011807	0.0147808932	0.0649455133	0.0055228787	-0.0292724643	0.0138896386	0.0077540224	-0.136977421	-0.0539612655	-0.0561712201	0.0391721665	0.0340825818	-0.2143164025	0.0405278157	-0.065152292	0.0681278333	0.0505949401	-0.0022287359	0.1084986543	-0.0294565788	-0.0091395678	0.014168832	0.0347055262	-0.0144444169	-0.0295322753	-0.0083481822	-0.0469397604	-0.003104989	-0.0100194647	-0.0631124315	0.0215070187	-0.0197318154	0.0174814215	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0180299675398458	-0.0271555638626778	0.0003250797294878	0.0007374246486999	-0.0223126136463065	-0.0317297405822926	0.0010067764374195	0.0004978527277293	0.089377035228793	0.0469600594083346	0.0079882544262889	0.0022052471796343	-0.0058064254432956	1.4452966211499566e-05	2.0888823231074808e-10	3.371457642855051e-05	0.0002391981367801	2.2944458247500007e-05	5.7215748639071436e-08	5.26448164271271e-10	-0.0009283131334101	0.0005325660856283	2.836266355614499e-07	8.617652736616781e-07
3713.908957615512	13.146046355485396	13793119.745456738	172.81853478057087	4313.648277488915	15.315040382179175	18607561.46188308	234.55046190777887	4271.153573127099	6.224995261048207	38.75056600007263	18242752.845236383	4243.994959320893	3305.5426268577576	1.022517	37.196293	0.0794578259322598	0.0393852979669737	0.0487511651	0.0225680757	0.1118945168	-0.1152002232	0.0732852188	-0.0670983041	-0.0380083513	0.0657991188	0.0225264157	-0.046144673	0.0587511475	-0.0741342565	0.052555063	0.0138214336	-0.0722907876	-0.0236290018	0.0318729022	-0.1639226556	-0.019028886	-0.0797736751	-0.0324377421	0.0522840163	0.035372965	0.1480281641	-0.1123343261	0.0107247449	0.0678228937	0.0192586218	-0.0429430455	-0.1903714887	-0.0371871809	0.0067861508	-0.1298043193	0.0430506518	-0.0449965598	0.078684448	0.0903839621	0.0137721537	0.0269400384	-0.0231267618	0.0018890098	-0.0654921045	0.0148662714	-0.0140823237	-0.0039572381	-0.0255817809	0.0210082534	0.0140116404	-0.0582035638	-0.0034183279	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0119855246291393	0.0060444429107065	0.0001436528006357	3.653529010079007e-05	-0.0161281088258959	0.0061845048204106	3.824809987368196e-05	0.0002601158942999	0.0691640295959103	-0.0202130056328827	0.0047836629899439	0.0004085655967149	-0.0054323363102557	0.0003740891330399	1.3994267945854438e-07	2.9510277787722516e-05	0.0002729697611447	3.377162436460002e-05	7.45124904993946e-08	1.1405226122236455e-09	-0.0014607698273708	-0.0005324566939606	2.835101309435585e-07	2.1338484885569165e-06
3729.178767012954	15.269809397441804	13906774.276340254	233.16707903420203	4379.739516799515	66.09123931060003	19182118.235015247	4368.051913611002	4251.028089711736	-20.1254834153624	405.0350827020269	18071239.819518216	4231.179501755173	3365.763947990205	1.158322	42.136494	0.094191757485545	0.0492979663916505	0.1241248841	0.0164797605	0.1052117493	-0.0469474531	-0.1334363291	-0.0686150444	0.0637126636	-0.0562087512	0.0860916717	-0.12991067	-0.0085862346	0.0133226774	0.0278937728	0.0947790827	0.1299065501	0.0825185168	0.0845778533	0.0256174188	-0.0422479299	0.1227210249	0.0881511674	0.088356337	0.0264996225	-0.0268576222	-0.055453063	0.0950720919	-0.0442680966	-0.0526276252	0.0871350936	-0.1583478146	0.0369217385	0.1111607652	-0.0784463119	-0.0061775696	0.013420043	-0.0160324375	0.0949575819	0.0778891772	0.0159723891	-0.0546049963	-0.026328822	0.0091381587	0.0733782884	-0.0307161274	0.0447750515	0.0553439874	-0.006058813	0.0616197626	0.0039784296	-0.0116765015	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.0122268278721833	-0.0002413032430439	0.0001494953198159	5.822725510355167e-08	-0.0138244265140485	0.0023036823118473	5.306952193918573e-06	0.0001911147684423	0.0518147153449746	-0.0173493142509356	0.0026847647262807	0.0003009987049777	-0.0047790118045912	0.0006533245056645	4.268329097017634e-07	2.2838953828422035e-05	9.131400304340788e-06	-0.0002638383608403	8.338247151811503e-11	6.96106806509276e-08	-0.0008919835402813	0.0005687862870894	3.235178403810591e-07	7.956346361327615e-07
3724.613706897832	-4.5650601151219234	13872747.265611207	20.839773854676988	4376.465118408203	-3.274398391311479	19153446.932643726	10.721684825023202	4253.992979158768	2.9648894470319647	8.79056943312151	18096456.266732093	4240.896689420133	3424.818532043033	1.208756	43.971111	0.0394816606898045	0.0213110413458139	0.1083063113	-0.0338224186	0.03366032	0.0813576867	0.0469925958	-0.0332798857	-0.1155296172	0.0154622288	-0.1357547849	-0.0407486945	-0.1157076834	-0.0044559103	0.0444437312	0.1433551373	-0.0347723838	-0.0337908089	0.1412296393	0.0378272584	0.0398894164	-0.0363538385	-0.0270937193	0.1283336336	-0.063184965	-0.0505431254	0.0661281701	-0.1138558684	0.0379292242	0.0458728156	-0.0716654334	-0.100150249	0.1703883873	0.0028136428	0.0020127075	-0.0735056606	0.1293952159	-0.0618304252	-0.0666949372	-0.0011940713	0.0012013543	0.0503601576	-0.0036273567	0.0398244952	0.101198832	0.0205632176	-0.0358502016	0.0853916613	0.0915367228	-0.0356481759	0.0580328419	0.0298495824	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	-0.0118384109409106	0.0003884169312727	0.0001401479736058	1.5086771249930166e-07	-0.0073399457258318	0.0064844807882167	4.204849109275149e-05	5.38748032581565e-05	0.0422979088233574	-0.0095168065216172	0.001789113090829	9.056960636989572e-05	-0.0046488667286823	0.0001301450759088	1.6937740783333276e-08	2.161196186104927e-05	0.0003365856016714	0.000327454201367	1.1328986725249838e-07	1.0722625399293857e-07	-0.0008962233919793	-4.239851697999952e-06	1.7976342421033078e-11	8.03216368330882e-07
3721.806985901303	-2.8067209965288384	13851847.240303742	7.877682752355836	4391.940574852196	15.475456443992698	19289142.01303304	239.48975214991512	4278.484950444107	24.49197128533888	599.8566574418641	18305433.471176717	4262.0266146273225	3388.834453953637	1.091329	39.699463	0.1080233293214963	0.0673321364261722	0.0329289936	-0.0728736799	-0.0033216926	0.0650627053	-0.020499213	-0.0809920692	0.0442235624	-0.0646186619	-0.0426061447	0.040845319	0.0372541926	0.0742916076	0.0320838029	0.013724262	0.0220835312	0.057642134	-0.000482036	-0.0519117306	0.0152522987	0.0197511361	0.0629708689	-0.0032591245	-0.0053324557	0.046209532	0.0293812874	0.0141477632	0.004134698	-0.0520289181	0.0744282025	-0.0139950472	0.0651584307	-0.092166943	-0.0760539486	0.0092477643	0.0842265888	0.0161822449	-0.0365706486	-0.0761511764	-0.0356239032	0.0234591719	0.1300408595	0.0459765125	0.018655283	0.0282376459	-0.0778928167	-0.0065428702	0.0138664262	-0.0302717478	-0.0049051843	-0.0773295984	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	-0.0148599863860567	-0.003021575445146	0.0002208191953937	9.129918170709848e-06	-0.0072446598933879	9.528583244389992e-05	9.079389864526968e-09	5.248509697086317e-05	0.0784584966097838	0.0361605877864264	0.0061557356902674	0.0013075881090598	-0.0035329557315954	0.0011159109970869	1.2452573534194793e-06	1.2481776201412789e-05	0.0001190097735643	-0.0002175758281071	1.416332620382596e-08	4.7339240976490335e-08	-0.0008547926120237	4.143077995559996e-05	1.716509527729343e-09	7.306704095702997e-07
3719.546645326457	-2.260340574845941	13835027.2467593	5.109139514294879	4337.910144702808	-54.03043014938794	18817464.423515536	2919.287382127889	4266.627648100696	-11.857302343410993	140.59561886305983	18204111.48753728	4246.337165956239	3354.654640515645	0.997493	36.285961	0.0598966193775028	0.0308664996100914	-0.0272588885	-0.0403727213	0.0567103569	0.0205300483	-0.031807061	-0.047653173	-0.1230738544	0.0610011095	-0.0107533457	-0.0060355182	-0.0908912447	0.0742555286	-0.0193957785	0.0315044217	0.1072162442	-0.0559918003	-0.0600958083	-0.0239192707	-0.0101191351	0.1031033174	-0.0531424454	-0.0438822355	0.0151912418	0.0292257217	0.080064617	-0.0083826014	-0.0623969841	0.0217898974	-0.0323376022	-0.0743759135	0.0031495164	0.0016388311	-0.0492130786	0.0813771679	-0.0144591689	-0.0317610678	0.0652595911	-0.0773099121	-0.1332986511	-0.006926626	0.0453220867	0.0143893219	0.0261990559	-0.0273565867	-0.0954404088	-0.024901672	0.1105221302	-0.0174108362	0.0502309733	0.1218746768	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	-0.0173561973900149	-0.0024962110039582	0.0003012375878411	6.231069376282005e-06	-0.0312468575897071	-0.0240021976963192	0.0005761054942531	0.0009763661092314	0.0687319733872584	-0.0097265232225254	0.0047240841657067	9.460525399832592e-05	-0.0035690964249914	-3.614069339599995e-05	1.3061497191436744e-09	1.2738449290886392e-05	-0.000186239847038	-0.0003052496206023	3.4685280624737646e-08	9.31773308778481e-08	-0.0009868360471194	-0.0001320434350957	1.743546875187234e-08	9.738453838942426e-07
3712.1666799123386	-7.379965414118487	13780181.459451396	54.46388951358506	4352.172704748205	14.26256004539755	18941407.25195531	203.42061904857056	4253.983754493542	-12.643893607154496	159.86804554904234	18096377.783494968	4239.416640163112	3332.7592804167007	1.063359	38.681984	0.1470064083768149	0.0820224646091614	0.027711016	-0.0890828772	0.0807720718	0.0325285236	0.0541499187	-0.0661745021	0.0255738663	-0.0065466692	-0.0428019531	0.0228339758	0.0858152077	0.0080841125	-0.0005457339	-0.0798088099	-0.0838845766	0.1018774819	-0.0769270502	0.0527618694	-0.0009056369	-0.0805973479	0.0922258718	-0.0871391564	0.003843564	-0.0370559738	0.0332425747	-0.015694287	0.0917916919	-0.0013350944	0.0564965618	-0.1016451627	0.0364608285	0.0103882885	0.0094903966	0.040974585	-0.0599466757	-0.0620916943	0.0153067281	-0.0548344917	-0.163278248	0.0533483083	-0.0640659849	0.0454872508	0.013857665	-0.0037185371	0.1659688903	-0.0020220998	0.0072797631	-0.1164754091	0.049722665	-0.0189192267	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0118740316093237	0.0054821657806912	0.0001409926266592	3.0054141646981552e-05	-0.0254723500264191	0.0057745075632879	3.334493759847029e-05	0.0006488406158684	0.0100351987103834	-0.0586967746768749	0.0001007052131568	0.0034453113574678	-0.0046540260824748	-0.0010849296574833	1.1770723616870474e-06	2.1659958776355733e-05	-2.3887272018185968e-05	0.0001623525750198	5.706017644708104e-10	2.6358358615564345e-08	-0.0006930590725034	0.000293776974616	8.630491081452993e-08	4.803308779792731e-07
3711.561249871407	-0.6054300409314237	13775686.911547003	0.3665455344622254	4378.714721679688	26.542016931482976	19173142.61385443	704.478662791129	4256.693380319473	2.709625825931653	7.342072116555792	18119438.534055624	4242.936765598606	3380.1856836477914	1.130357	41.119179	0.0811271952859991	0.044733673960302	0.0776371723	-0.0748302155	-0.0462114051	-0.0763342974	-0.0501231481	-0.0189493384	-0.0318032929	-0.0448467378	0.0624674402	0.033604744	-0.0956764385	-0.0387981249	0.0183370478	-0.1094252317	0.0124571765	-0.0694667817	-0.094391762	0.0473783241	0.0364276653	0.0253517388	-0.0733719486	-0.1102509979	-0.0269431428	-0.046544097	-0.023769851	0.0043091225	-0.0575681614	0.0911180813	0.0421804647	-0.086809845	0.0052827018	-0.0479700341	0.0340019976	-0.1145366192	-0.0271213277	0.0939054408	-0.0787030908	-0.0443050439	0.0258019972	-0.0497537485	0.0305945345	0.0267060232	0.0342444978	-0.0615598426	0.1612926564	0.0588060034	-0.0530471248	0.0603257813	0.0080758208	0.0128383321	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	-0.0121706801029972	-0.0002966484936735	0.0001481254541694	8.800032879875742e-08	-0.0182637306736239	0.0072086193527952	5.196419297349352e-05	0.0003335638581186	0.0440696809081231	0.0340344821977397	0.0019421367753437	0.0011583459784682	-0.0042061451734438	0.000447880909031	2.00597308674435e-07	1.7691657220084572e-05	-0.0003660412387107	-0.0003421539666925	1.339861884368637e-07	1.1706933692342203e-07	-0.0006947731016157	-1.714029112300018e-06	2.937895797811988e-12	4.827096627286997e-07
